Time, NodeID, Gender, AgeYears, IndividualProp=Risk, NumIndividuals, NumInfected
78,1,M,40, High,408,0
78,1,M,40, Low,1615,0
78,1,M,80, High,80,0
78,1,M,80, Low,305,0
78,1,M,125, High,22,0
78,1,M,125, Low,52,0
78,1,F,40, High,407,0
78,1,F,40, Low,1647,0
78,1,F,80, High,83,0
78,1,F,80, Low,304,0
78,1,F,125, High,21,0
78,1,F,125, Low,56,0
79,2,M,40, High,1429,10
79,2,M,40, Low,635,12
79,2,M,80, High,261,1
79,2,M,80, Low,112,0
79,2,M,125, High,50,0
79,2,M,125, Low,21,0
79,2,F,40, High,1410,11
79,2,F,40, Low,652,21
79,2,F,80, High,247,1
79,2,F,80, Low,96,4
79,2,F,125, High,52,0
79,2,F,125, Low,35,3
79,1,M,40, High,408,0
79,1,M,40, Low,1615,0
79,1,M,80, High,80,0
79,1,M,80, Low,305,0
79,1,M,125, High,22,0
79,1,M,125, Low,52,0
79,1,F,40, High,407,0
79,1,F,40, Low,1647,0
79,1,F,80, High,83,0
79,1,F,80, Low,304,0
79,1,F,125, High,21,0
79,1,F,125, Low,56,0
80,2,M,40, High,1429,8
80,2,M,40, Low,635,18
80,2,M,80, High,261,1
80,2,M,80, Low,112,0
80,2,M,125, High,50,0
80,2,M,125, Low,21,0
80,2,F,40, High,1410,16
80,2,F,40, Low,652,24
80,2,F,80, High,247,1
80,2,F,80, Low,96,3
80,2,F,125, High,52,0
80,2,F,125, Low,35,3
80,1,M,40, High,408,0
80,1,M,40, Low,1615,0
80,1,M,80, High,80,0
80,1,M,80, Low,305,0
80,1,M,125, High,22,0
80,1,M,125, Low,52,0
80,1,F,40, High,407,0
80,1,F,40, Low,1647,0
80,1,F,80, High,83,0
80,1,F,80, Low,304,0
80,1,F,125, High,21,0
80,1,F,125, Low,56,0
81,2,M,40, High,1429,5
81,2,M,40, Low,635,32
81,2,M,80, High,261,3
81,2,M,80, Low,112,2
81,2,M,125, High,50,0
81,2,M,125, Low,21,0
81,2,F,40, High,1410,12
81,2,F,40, Low,652,29
81,2,F,80, High,247,3
81,2,F,80, Low,96,4
81,2,F,125, High,52,0
81,2,F,125, Low,35,1
81,1,M,40, High,408,0
81,1,M,40, Low,1615,0
81,1,M,80, High,80,0
81,1,M,80, Low,305,0
81,1,M,125, High,22,0
81,1,M,125, Low,52,0
81,1,F,40, High,407,0
81,1,F,40, Low,1647,0
81,1,F,80, High,83,0
81,1,F,80, Low,304,0
81,1,F,125, High,21,0
81,1,F,125, Low,56,0
82,2,M,40, High,1429,7
82,2,M,40, Low,635,44
82,2,M,80, High,261,2
82,2,M,80, Low,112,3
82,2,M,125, High,50,0
82,2,M,125, Low,21,0
82,2,F,40, High,1410,8
82,2,F,40, Low,652,42
82,2,F,80, High,247,2
82,2,F,80, Low,96,6
82,2,F,125, High,52,0
82,2,F,125, Low,35,2
82,1,M,40, High,408,0
82,1,M,40, Low,1615,0
82,1,M,80, High,80,0
82,1,M,80, Low,305,0
82,1,M,125, High,22,0
82,1,M,125, Low,52,0
82,1,F,40, High,407,0
82,1,F,40, Low,1647,0
82,1,F,80, High,83,0
82,1,F,80, Low,304,0
82,1,F,125, High,21,0
82,1,F,125, Low,56,0
83,2,M,40, High,1429,6
83,2,M,40, Low,635,43
83,2,M,80, High,261,1
83,2,M,80, Low,112,9
83,2,M,125, High,50,0
83,2,M,125, Low,21,0
83,2,F,40, High,1410,8
83,2,F,40, Low,652,44
83,2,F,80, High,247,4
83,2,F,80, Low,96,11
83,2,F,125, High,52,0
83,2,F,125, Low,35,2
83,1,M,40, High,408,0
83,1,M,40, Low,1615,0
83,1,M,80, High,80,0
83,1,M,80, Low,305,0
83,1,M,125, High,22,0
83,1,M,125, Low,52,0
83,1,F,40, High,407,0
83,1,F,40, Low,1647,0
83,1,F,80, High,83,0
83,1,F,80, Low,304,0
83,1,F,125, High,21,0
83,1,F,125, Low,56,0
84,2,M,40, High,1429,9
84,2,M,40, Low,635,58
84,2,M,80, High,261,2
84,2,M,80, Low,112,15
84,2,M,125, High,50,0
84,2,M,125, Low,21,1
84,2,F,40, High,1410,15
84,2,F,40, Low,652,63
84,2,F,80, High,247,5
84,2,F,80, Low,96,8
84,2,F,125, High,52,0
84,2,F,125, Low,35,6
84,1,M,40, High,408,0
84,1,M,40, Low,1614,0
84,1,M,80, High,80,0
84,1,M,80, Low,306,0
84,1,M,125, High,22,0
84,1,M,125, Low,52,0
84,1,F,40, High,407,0
84,1,F,40, Low,1647,0
84,1,F,80, High,83,0
84,1,F,80, Low,304,0
84,1,F,125, High,21,0
84,1,F,125, Low,56,0
85,2,M,40, High,1429,11
85,2,M,40, Low,635,81
85,2,M,80, High,261,5
85,2,M,80, Low,112,13
85,2,M,125, High,50,0
85,2,M,125, Low,21,2
85,2,F,40, High,1410,19
85,2,F,40, Low,652,79
85,2,F,80, High,247,6
85,2,F,80, Low,96,13
85,2,F,125, High,52,0
85,2,F,125, Low,35,6
85,1,M,40, High,408,0
85,1,M,40, Low,1613,0
85,1,M,80, High,80,0
85,1,M,80, Low,307,0
85,1,M,125, High,22,0
85,1,M,125, Low,52,0
85,1,F,40, High,407,0
85,1,F,40, Low,1647,0
85,1,F,80, High,83,0
85,1,F,80, Low,304,0
85,1,F,125, High,21,0
85,1,F,125, Low,56,0
86,2,M,40, High,1429,24
86,2,M,40, Low,635,108
86,2,M,80, High,261,5
86,2,M,80, Low,112,11
86,2,M,125, High,50,0
86,2,M,125, Low,21,4
86,2,F,40, High,1410,20
86,2,F,40, Low,652,99
86,2,F,80, High,247,7
86,2,F,80, Low,96,15
86,2,F,125, High,52,2
86,2,F,125, Low,35,4
86,1,M,40, High,408,0
86,1,M,40, Low,1613,0
86,1,M,80, High,80,0
86,1,M,80, Low,307,0
86,1,M,125, High,22,0
86,1,M,125, Low,52,0
86,1,F,40, High,407,0
86,1,F,40, Low,1647,0
86,1,F,80, High,83,0
86,1,F,80, Low,304,0
86,1,F,125, High,21,0
86,1,F,125, Low,56,0
87,2,M,40, High,1429,33
87,2,M,40, Low,635,119
87,2,M,80, High,261,7
87,2,M,80, Low,112,15
87,2,M,125, High,50,0
87,2,M,125, Low,21,5
87,2,F,40, High,1410,19
87,2,F,40, Low,652,105
87,2,F,80, High,247,6
87,2,F,80, Low,96,14
87,2,F,125, High,52,3
87,2,F,125, Low,35,4
87,1,M,40, High,408,0
87,1,M,40, Low,1613,0
87,1,M,80, High,80,0
87,1,M,80, Low,307,0
87,1,M,125, High,22,0
87,1,M,125, Low,52,0
87,1,F,40, High,407,0
87,1,F,40, Low,1647,0
87,1,F,80, High,83,0
87,1,F,80, Low,304,0
87,1,F,125, High,21,0
87,1,F,125, Low,56,0
88,2,M,40, High,1429,43
88,2,M,40, Low,635,130
88,2,M,80, High,261,5
88,2,M,80, Low,112,20
88,2,M,125, High,50,0
88,2,M,125, Low,21,5
88,2,F,40, High,1410,23
88,2,F,40, Low,652,115
88,2,F,80, High,247,6
88,2,F,80, Low,96,18
88,2,F,125, High,52,3
88,2,F,125, Low,35,4
88,1,M,40, High,408,0
88,1,M,40, Low,1613,0
88,1,M,80, High,80,0
88,1,M,80, Low,307,0
88,1,M,125, High,22,0
88,1,M,125, Low,52,0
88,1,F,40, High,407,0
88,1,F,40, Low,1647,0
88,1,F,80, High,83,0
88,1,F,80, Low,304,0
88,1,F,125, High,21,0
88,1,F,125, Low,56,0
89,2,M,40, High,1429,44
89,2,M,40, Low,635,144
89,2,M,80, High,261,6
89,2,M,80, Low,112,24
89,2,M,125, High,50,0
89,2,M,125, Low,21,4
89,2,F,40, High,1410,37
89,2,F,40, Low,652,136
89,2,F,80, High,247,12
89,2,F,80, Low,96,26
89,2,F,125, High,52,1
89,2,F,125, Low,35,6
89,1,M,40, High,408,0
89,1,M,40, Low,1613,0
89,1,M,80, High,80,0
89,1,M,80, Low,307,0
89,1,M,125, High,22,0
89,1,M,125, Low,52,0
89,1,F,40, High,407,0
89,1,F,40, Low,1647,0
89,1,F,80, High,83,0
89,1,F,80, Low,304,0
89,1,F,125, High,21,0
89,1,F,125, Low,56,0
90,2,M,40, High,1429,45
90,2,M,40, Low,635,153
90,2,M,80, High,261,7
90,2,M,80, Low,112,25
90,2,M,125, High,50,1
90,2,M,125, Low,21,3
90,2,F,40, High,1410,47
90,2,F,40, Low,652,126
90,2,F,80, High,247,15
90,2,F,80, Low,96,28
90,2,F,125, High,52,1
90,2,F,125, Low,35,5
90,1,M,40, High,408,0
90,1,M,40, Low,1613,0
90,1,M,80, High,80,0
90,1,M,80, Low,307,0
90,1,M,125, High,22,0
90,1,M,125, Low,52,0
90,1,F,40, High,407,0
90,1,F,40, Low,1647,0
90,1,F,80, High,83,0
90,1,F,80, Low,304,0
90,1,F,125, High,21,0
90,1,F,125, Low,56,0
91,2,M,40, High,1429,63
91,2,M,40, Low,635,155
91,2,M,80, High,261,8
91,2,M,80, Low,112,27
91,2,M,125, High,50,1
91,2,M,125, Low,21,3
91,2,F,40, High,1410,56
91,2,F,40, Low,652,149
91,2,F,80, High,247,12
91,2,F,80, Low,96,27
91,2,F,125, High,52,1
91,2,F,125, Low,35,3
91,1,M,40, High,408,0
91,1,M,40, Low,1613,0
91,1,M,80, High,80,0
91,1,M,80, Low,307,0
91,1,M,125, High,22,0
91,1,M,125, Low,52,0
91,1,F,40, High,407,0
91,1,F,40, Low,1647,0
91,1,F,80, High,83,0
91,1,F,80, Low,304,0
91,1,F,125, High,21,0
91,1,F,125, Low,56,0
92,2,M,40, High,1429,61
92,2,M,40, Low,635,155
92,2,M,80, High,261,11
92,2,M,80, Low,112,24
92,2,M,125, High,50,1
92,2,M,125, Low,21,4
92,2,F,40, High,1410,71
92,2,F,40, Low,652,139
92,2,F,80, High,247,14
92,2,F,80, Low,96,21
92,2,F,125, High,52,2
92,2,F,125, Low,35,2
92,1,M,40, High,408,0
92,1,M,40, Low,1613,0
92,1,M,80, High,80,0
92,1,M,80, Low,307,0
92,1,M,125, High,22,0
92,1,M,125, Low,52,0
92,1,F,40, High,407,0
92,1,F,40, Low,1647,0
92,1,F,80, High,83,0
92,1,F,80, Low,304,0
92,1,F,125, High,21,0
92,1,F,125, Low,56,0
93,2,M,40, High,1429,73
93,2,M,40, Low,635,130
93,2,M,80, High,261,12
93,2,M,80, Low,112,19
93,2,M,125, High,50,3
93,2,M,125, Low,21,6
93,2,F,40, High,1410,74
93,2,F,40, Low,652,142
93,2,F,80, High,247,13
93,2,F,80, Low,96,17
93,2,F,125, High,52,3
93,2,F,125, Low,35,5
93,1,M,40, High,408,0
93,1,M,40, Low,1613,0
93,1,M,80, High,80,0
93,1,M,80, Low,307,0
93,1,M,125, High,22,0
93,1,M,125, Low,52,0
93,1,F,40, High,407,0
93,1,F,40, Low,1647,0
93,1,F,80, High,83,0
93,1,F,80, Low,304,0
93,1,F,125, High,21,0
93,1,F,125, Low,56,0
94,2,M,40, High,1429,82
94,2,M,40, Low,635,122
94,2,M,80, High,261,15
94,2,M,80, Low,112,16
94,2,M,125, High,50,3
94,2,M,125, Low,21,6
94,2,F,40, High,1410,68
94,2,F,40, Low,651,131
94,2,F,80, High,247,11
94,2,F,80, Low,97,20
94,2,F,125, High,52,1
94,2,F,125, Low,35,6
94,1,M,40, High,408,0
94,1,M,40, Low,1613,0
94,1,M,80, High,80,0
94,1,M,80, Low,307,0
94,1,M,125, High,22,0
94,1,M,125, Low,52,0
94,1,F,40, High,407,0
94,1,F,40, Low,1647,0
94,1,F,80, High,83,0
94,1,F,80, Low,304,0
94,1,F,125, High,21,0
94,1,F,125, Low,56,0
95,2,M,40, High,1429,88
95,2,M,40, Low,635,92
95,2,M,80, High,261,16
95,2,M,80, Low,112,19
95,2,M,125, High,50,3
95,2,M,125, Low,21,3
95,2,F,40, High,1410,65
95,2,F,40, Low,651,105
95,2,F,80, High,247,12
95,2,F,80, Low,97,8
95,2,F,125, High,52,1
95,2,F,125, Low,35,4
95,1,M,40, High,408,0
95,1,M,40, Low,1613,0
95,1,M,80, High,80,0
95,1,M,80, Low,307,0
95,1,M,125, High,22,0
95,1,M,125, Low,52,0
95,1,F,40, High,407,0
95,1,F,40, Low,1646,0
95,1,F,80, High,83,0
95,1,F,80, Low,305,0
95,1,F,125, High,21,0
95,1,F,125, Low,56,0
96,2,M,40, High,1428,87
96,2,M,40, Low,635,78
96,2,M,80, High,262,12
96,2,M,80, Low,112,23
96,2,M,125, High,50,1
96,2,M,125, Low,21,5
96,2,F,40, High,1410,64
96,2,F,40, Low,651,85
96,2,F,80, High,247,13
96,2,F,80, Low,97,8
96,2,F,125, High,52,0
96,2,F,125, Low,35,4
96,1,M,40, High,408,0
96,1,M,40, Low,1613,0
96,1,M,80, High,80,0
96,1,M,80, Low,307,0
96,1,M,125, High,22,0
96,1,M,125, Low,52,0
96,1,F,40, High,407,0
96,1,F,40, Low,1646,0
96,1,F,80, High,83,0
96,1,F,80, Low,305,0
96,1,F,125, High,21,0
96,1,F,125, Low,56,0
97,2,M,40, High,1428,71
97,2,M,40, Low,635,56
97,2,M,80, High,262,12
97,2,M,80, Low,112,15
97,2,M,125, High,50,3
97,2,M,125, Low,21,3
97,2,F,40, High,1410,64
97,2,F,40, Low,651,68
97,2,F,80, High,247,13
97,2,F,80, Low,97,8
97,2,F,125, High,52,1
97,2,F,125, Low,35,6
97,1,M,40, High,408,0
97,1,M,40, Low,1613,0
97,1,M,80, High,80,0
97,1,M,80, Low,307,0
97,1,M,125, High,22,0
97,1,M,125, Low,52,0
97,1,F,40, High,407,0
97,1,F,40, Low,1646,0
97,1,F,80, High,83,0
97,1,F,80, Low,305,0
97,1,F,125, High,21,0
97,1,F,125, Low,56,0
98,2,M,40, High,1428,61
98,2,M,40, Low,635,38
98,2,M,80, High,262,12
98,2,M,80, Low,112,8
98,2,M,125, High,50,2
98,2,M,125, Low,21,1
98,2,F,40, High,1410,57
98,2,F,40, Low,651,52
98,2,F,80, High,247,11
98,2,F,80, Low,97,6
98,2,F,125, High,52,2
98,2,F,125, Low,35,7
98,1,M,40, High,408,0
98,1,M,40, Low,1613,0
98,1,M,80, High,80,0
98,1,M,80, Low,307,0
98,1,M,125, High,22,0
98,1,M,125, Low,52,0
98,1,F,40, High,407,0
98,1,F,40, Low,1646,0
98,1,F,80, High,83,0
98,1,F,80, Low,305,0
98,1,F,125, High,21,0
98,1,F,125, Low,56,0
99,2,M,40, High,1428,54
99,2,M,40, Low,635,23
99,2,M,80, High,262,12
99,2,M,80, Low,112,4
99,2,M,125, High,50,2
99,2,M,125, Low,21,2
99,2,F,40, High,1410,43
99,2,F,40, Low,651,39
99,2,F,80, High,247,10
99,2,F,80, Low,97,5
99,2,F,125, High,52,2
99,2,F,125, Low,35,6
99,1,M,40, High,408,0
99,1,M,40, Low,1612,0
99,1,M,80, High,80,0
99,1,M,80, Low,308,0
99,1,M,125, High,22,0
99,1,M,125, Low,52,0
99,1,F,40, High,407,0
99,1,F,40, Low,1646,0
99,1,F,80, High,83,0
99,1,F,80, Low,305,0
99,1,F,125, High,21,0
99,1,F,125, Low,56,0
100,2,M,40, High,1428,48
100,2,M,40, Low,635,18
100,2,M,80, High,262,11
100,2,M,80, Low,112,2
100,2,M,125, High,50,3
100,2,M,125, Low,21,1
100,2,F,40, High,1410,41
100,2,F,40, Low,651,29
100,2,F,80, High,246,10
100,2,F,80, Low,97,3
100,2,F,125, High,53,0
100,2,F,125, Low,35,3
100,1,M,40, High,408,0
100,1,M,40, Low,1612,0
100,1,M,80, High,80,0
100,1,M,80, Low,308,0
100,1,M,125, High,22,0
100,1,M,125, Low,52,0
100,1,F,40, High,407,0
100,1,F,40, Low,1646,0
100,1,F,80, High,83,0
100,1,F,80, Low,305,0
100,1,F,125, High,21,0
100,1,F,125, Low,56,0
101,2,M,40, High,1428,43
101,2,M,40, Low,635,15
101,2,M,80, High,262,9
101,2,M,80, Low,112,1
101,2,M,125, High,50,3
101,2,M,125, Low,21,1
101,2,F,40, High,1410,32
101,2,F,40, Low,651,19
101,2,F,80, High,246,7
101,2,F,80, Low,97,3
101,2,F,125, High,53,0
101,2,F,125, Low,35,1
101,1,M,40, High,408,0
101,1,M,40, Low,1612,0
101,1,M,80, High,80,0
101,1,M,80, Low,308,0
101,1,M,125, High,22,0
101,1,M,125, Low,52,0
101,1,F,40, High,407,0
101,1,F,40, Low,1646,0
101,1,F,80, High,83,0
101,1,F,80, Low,305,0
101,1,F,125, High,21,0
101,1,F,125, Low,56,0
102,2,M,40, High,1428,27
102,2,M,40, Low,635,12
102,2,M,80, High,262,6
102,2,M,80, Low,112,0
102,2,M,125, High,50,3
102,2,M,125, Low,21,1
102,2,F,40, High,1410,23
102,2,F,40, Low,651,14
102,2,F,80, High,246,5
102,2,F,80, Low,97,2
102,2,F,125, High,53,1
102,2,F,125, Low,35,0
102,1,M,40, High,408,0
102,1,M,40, Low,1612,0
102,1,M,80, High,80,0
102,1,M,80, Low,308,0
102,1,M,125, High,22,0
102,1,M,125, Low,52,0
102,1,F,40, High,407,0
102,1,F,40, Low,1646,0
102,1,F,80, High,83,0
102,1,F,80, Low,305,0
102,1,F,125, High,21,0
102,1,F,125, Low,56,0
103,2,M,40, High,1428,23
103,2,M,40, Low,635,10
103,2,M,80, High,262,5
103,2,M,80, Low,112,0
103,2,M,125, High,50,0
103,2,M,125, Low,21,1
103,2,F,40, High,1410,15
103,2,F,40, Low,651,10
103,2,F,80, High,246,5
103,2,F,80, Low,97,2
103,2,F,125, High,53,1
103,2,F,125, Low,35,0
103,1,M,40, High,408,0
103,1,M,40, Low,1612,0
103,1,M,80, High,80,0
103,1,M,80, Low,308,0
103,1,M,125, High,22,0
103,1,M,125, Low,52,0
103,1,F,40, High,407,0
103,1,F,40, Low,1646,0
103,1,F,80, High,83,0
103,1,F,80, Low,305,0
103,1,F,125, High,21,0
103,1,F,125, Low,56,0
104,2,M,40, High,1428,15
104,2,M,40, Low,635,5
104,2,M,80, High,262,3
104,2,M,80, Low,112,0
104,2,M,125, High,50,1
104,2,M,125, Low,21,1
104,2,F,40, High,1410,17
104,2,F,40, Low,651,5
104,2,F,80, High,246,4
104,2,F,80, Low,97,0
104,2,F,125, High,53,0
104,2,F,125, Low,35,0
104,1,M,40, High,408,0
104,1,M,40, Low,1612,0
104,1,M,80, High,80,0
104,1,M,80, Low,308,0
104,1,M,125, High,22,0
104,1,M,125, Low,52,0
104,1,F,40, High,407,0
104,1,F,40, Low,1646,0
104,1,F,80, High,83,0
104,1,F,80, Low,305,0
104,1,F,125, High,21,0
104,1,F,125, Low,56,0
105,2,M,40, High,1428,13
105,2,M,40, Low,635,2
105,2,M,80, High,262,3
105,2,M,80, Low,112,0
105,2,M,125, High,50,1
105,2,M,125, Low,21,0
105,2,F,40, High,1410,14
105,2,F,40, Low,651,4
105,2,F,80, High,246,2
105,2,F,80, Low,97,0
105,2,F,125, High,53,0
105,2,F,125, Low,35,0
105,1,M,40, High,408,0
105,1,M,40, Low,1612,0
105,1,M,80, High,80,0
105,1,M,80, Low,308,0
105,1,M,125, High,22,0
105,1,M,125, Low,52,0
105,1,F,40, High,407,0
105,1,F,40, Low,1646,0
105,1,F,80, High,83,0
105,1,F,80, Low,305,0
105,1,F,125, High,21,0
105,1,F,125, Low,56,0
106,2,M,40, High,1428,13
106,2,M,40, Low,635,3
106,2,M,80, High,262,3
106,2,M,80, Low,112,1
106,2,M,125, High,50,1
106,2,M,125, Low,21,0
106,2,F,40, High,1410,11
106,2,F,40, Low,651,2
106,2,F,80, High,246,2
106,2,F,80, Low,97,0
106,2,F,125, High,53,0
106,2,F,125, Low,35,0
106,1,M,40, High,408,0
106,1,M,40, Low,1612,0
106,1,M,80, High,80,0
106,1,M,80, Low,308,0
106,1,M,125, High,22,0
106,1,M,125, Low,52,0
106,1,F,40, High,407,0
106,1,F,40, Low,1646,0
106,1,F,80, High,83,0
106,1,F,80, Low,305,0
106,1,F,125, High,21,0
106,1,F,125, Low,56,0
107,2,M,40, High,1428,7
107,2,M,40, Low,635,3
107,2,M,80, High,262,3
107,2,M,80, Low,112,1
107,2,M,125, High,50,0
107,2,M,125, Low,21,0
107,2,F,40, High,1410,4
107,2,F,40, Low,651,1
107,2,F,80, High,246,2
107,2,F,80, Low,97,0
107,2,F,125, High,53,0
107,2,F,125, Low,35,0
107,1,M,40, High,408,0
107,1,M,40, Low,1612,0
107,1,M,80, High,80,0
107,1,M,80, Low,308,0
107,1,M,125, High,22,0
107,1,M,125, Low,52,0
107,1,F,40, High,407,0
107,1,F,40, Low,1646,0
107,1,F,80, High,83,0
107,1,F,80, Low,305,0
107,1,F,125, High,21,0
107,1,F,125, Low,56,0
108,2,M,40, High,1428,2
108,2,M,40, Low,635,2
108,2,M,80, High,262,3
108,2,M,80, Low,112,1
108,2,M,125, High,50,0
108,2,M,125, Low,21,0
108,2,F,40, High,1410,4
108,2,F,40, Low,651,1
108,2,F,80, High,246,2
108,2,F,80, Low,97,0
108,2,F,125, High,53,0
108,2,F,125, Low,35,0
108,1,M,40, High,407,0
108,1,M,40, Low,1612,0
108,1,M,80, High,81,0
108,1,M,80, Low,308,0
108,1,M,125, High,22,0
108,1,M,125, Low,52,0
108,1,F,40, High,407,0
108,1,F,40, Low,1646,0
108,1,F,80, High,83,0
108,1,F,80, Low,305,0
108,1,F,125, High,21,0
108,1,F,125, Low,56,0
109,2,M,40, High,1428,1
109,2,M,40, Low,635,2
109,2,M,80, High,262,1
109,2,M,80, Low,112,1
109,2,M,125, High,50,0
109,2,M,125, Low,21,0
109,2,F,40, High,1410,4
109,2,F,40, Low,651,2
109,2,F,80, High,246,2
109,2,F,80, Low,97,0
109,2,F,125, High,53,0
109,2,F,125, Low,35,0
109,1,M,40, High,407,0
109,1,M,40, Low,1612,0
109,1,M,80, High,81,0
109,1,M,80, Low,308,0
109,1,M,125, High,22,0
109,1,M,125, Low,52,0
109,1,F,40, High,407,0
109,1,F,40, Low,1646,0
109,1,F,80, High,83,0
109,1,F,80, Low,305,0
109,1,F,125, High,21,0
109,1,F,125, Low,56,0
110,2,M,40, High,1428,0
110,2,M,40, Low,635,3
110,2,M,80, High,262,0
110,2,M,80, Low,112,1
110,2,M,125, High,50,0
110,2,M,125, Low,21,0
110,2,F,40, High,1410,5
110,2,F,40, Low,651,2
110,2,F,80, High,246,0
110,2,F,80, Low,97,0
110,2,F,125, High,53,0
110,2,F,125, Low,35,0
110,1,M,40, High,407,0
110,1,M,40, Low,1612,0
110,1,M,80, High,81,0
110,1,M,80, Low,308,0
110,1,M,125, High,22,0
110,1,M,125, Low,52,0
110,1,F,40, High,407,0
110,1,F,40, Low,1646,0
110,1,F,80, High,83,0
110,1,F,80, Low,305,0
110,1,F,125, High,21,0
110,1,F,125, Low,56,0
111,2,M,40, High,1428,0
111,2,M,40, Low,635,2
111,2,M,80, High,262,0
111,2,M,80, Low,112,0
111,2,M,125, High,50,0
111,2,M,125, Low,21,0
111,2,F,40, High,1410,4
111,2,F,40, Low,651,2
111,2,F,80, High,246,0
111,2,F,80, Low,97,0
111,2,F,125, High,53,0
111,2,F,125, Low,35,0
111,1,M,40, High,407,0
111,1,M,40, Low,1611,0
111,1,M,80, High,81,0
111,1,M,80, Low,309,0
111,1,M,125, High,22,0
111,1,M,125, Low,52,0
111,1,F,40, High,407,0
111,1,F,40, Low,1646,0
111,1,F,80, High,83,0
111,1,F,80, Low,305,0
111,1,F,125, High,21,0
111,1,F,125, Low,56,0
112,2,M,40, High,1428,0
112,2,M,40, Low,635,3
112,2,M,80, High,262,0
112,2,M,80, Low,112,0
112,2,M,125, High,50,0
112,2,M,125, Low,21,0
112,2,F,40, High,1410,2
112,2,F,40, Low,651,2
112,2,F,80, High,246,0
112,2,F,80, Low,97,0
112,2,F,125, High,53,0
112,2,F,125, Low,35,0
112,1,M,40, High,407,0
112,1,M,40, Low,1611,0
112,1,M,80, High,81,0
112,1,M,80, Low,309,0
112,1,M,125, High,22,0
112,1,M,125, Low,52,0
112,1,F,40, High,407,0
112,1,F,40, Low,1646,0
112,1,F,80, High,83,0
112,1,F,80, Low,305,0
112,1,F,125, High,21,0
112,1,F,125, Low,56,0
113,2,M,40, High,1428,0
113,2,M,40, Low,635,3
113,2,M,80, High,262,0
113,2,M,80, Low,112,0
113,2,M,125, High,50,0
113,2,M,125, Low,21,0
113,2,F,40, High,1410,3
113,2,F,40, Low,651,2
113,2,F,80, High,246,0
113,2,F,80, Low,97,0
113,2,F,125, High,53,0
113,2,F,125, Low,35,0
113,1,M,40, High,407,0
113,1,M,40, Low,1611,0
113,1,M,80, High,81,0
113,1,M,80, Low,309,0
113,1,M,125, High,22,0
113,1,M,125, Low,52,0
113,1,F,40, High,407,0
113,1,F,40, Low,1646,0
113,1,F,80, High,83,0
113,1,F,80, Low,305,0
113,1,F,125, High,21,0
113,1,F,125, Low,56,0
114,2,M,40, High,1428,1
114,2,M,40, Low,635,2
114,2,M,80, High,262,0
114,2,M,80, Low,112,0
114,2,M,125, High,50,0
114,2,M,125, Low,21,0
114,2,F,40, High,1410,2
114,2,F,40, Low,651,1
114,2,F,80, High,246,0
114,2,F,80, Low,97,0
114,2,F,125, High,53,0
114,2,F,125, Low,35,0
114,1,M,40, High,407,0
114,1,M,40, Low,1611,0
114,1,M,80, High,81,0
114,1,M,80, Low,309,0
114,1,M,125, High,22,0
114,1,M,125, Low,52,0
114,1,F,40, High,407,0
114,1,F,40, Low,1646,0
114,1,F,80, High,83,0
114,1,F,80, Low,305,0
114,1,F,125, High,21,0
114,1,F,125, Low,56,0
115,2,M,40, High,1428,1
115,2,M,40, Low,635,2
115,2,M,80, High,262,0
115,2,M,80, Low,112,0
115,2,M,125, High,50,0
115,2,M,125, Low,21,0
115,2,F,40, High,1410,2
115,2,F,40, Low,651,0
115,2,F,80, High,246,0
115,2,F,80, Low,97,0
115,2,F,125, High,53,0
115,2,F,125, Low,35,0
115,1,M,40, High,407,0
115,1,M,40, Low,1611,0
115,1,M,80, High,81,0
115,1,M,80, Low,309,0
115,1,M,125, High,22,0
115,1,M,125, Low,52,0
115,1,F,40, High,407,0
115,1,F,40, Low,1646,0
115,1,F,80, High,83,0
115,1,F,80, Low,305,0
115,1,F,125, High,21,0
115,1,F,125, Low,56,0
116,2,M,40, High,1428,1
116,2,M,40, Low,635,2
116,2,M,80, High,262,0
116,2,M,80, Low,112,0
116,2,M,125, High,50,0
116,2,M,125, Low,21,0
116,2,F,40, High,1410,1
116,2,F,40, Low,651,0
116,2,F,80, High,246,0
116,2,F,80, Low,97,0
116,2,F,125, High,53,0
116,2,F,125, Low,35,0
116,1,M,40, High,407,0
116,1,M,40, Low,1611,0
116,1,M,80, High,81,0
116,1,M,80, Low,309,0
116,1,M,125, High,22,0
116,1,M,125, Low,52,0
116,1,F,40, High,407,0
116,1,F,40, Low,1646,0
116,1,F,80, High,83,0
116,1,F,80, Low,305,0
116,1,F,125, High,21,0
116,1,F,125, Low,56,0
117,2,M,40, High,1428,1
117,2,M,40, Low,635,0
117,2,M,80, High,262,0
117,2,M,80, Low,112,0
117,2,M,125, High,50,0
117,2,M,125, Low,21,0
117,2,F,40, High,1410,0
117,2,F,40, Low,651,0
117,2,F,80, High,246,0
117,2,F,80, Low,97,0
117,2,F,125, High,53,0
117,2,F,125, Low,35,0
117,1,M,40, High,407,0
117,1,M,40, Low,1611,0
117,1,M,80, High,81,0
117,1,M,80, Low,309,0
117,1,M,125, High,22,0
117,1,M,125, Low,52,0
117,1,F,40, High,407,0
117,1,F,40, Low,1646,0
117,1,F,80, High,83,0
117,1,F,80, Low,305,0
117,1,F,125, High,21,0
117,1,F,125, Low,56,0
118,2,M,40, High,1428,0
118,2,M,40, Low,635,0
118,2,M,80, High,262,0
