Time,NodeID,Genome,STATE_MALE
20,1,X-a0:Y-a1,0
20,1,X-a1:Y-a0,0
20,1,X-a1:Y-a1,0
21,1,X-a0:Y-a0,292
21,1,X-a0:Y-a1,0
21,1,X-a1:Y-a0,0
21,1,X-a1:Y-a1,0
22,1,X-a0:Y-a0,23645
22,1,X-a0:Y-a1,0
22,1,X-a1:Y-a0,0
22,1,X-a1:Y-a1,0
23,1,X-a0:Y-a0,31437
23,1,X-a0:Y-a1,0
23,1,X-a1:Y-a0,0
23,1,X-a1:Y-a1,0
24,1,X-a0:Y-a0,39714
24,1,X-a0:Y-a1,0
24,1,X-a1:Y-a0,0
24,1,X-a1:Y-a1,0
25,1,X-a0:Y-a0,46919
25,1,X-a0:Y-a1,0
25,1,X-a1:Y-a0,0
25,1,X-a1:Y-a1,0
26,1,X-a0:Y-a0,53337
26,1,X-a0:Y-a1,0
26,1,X-a1:Y-a0,0
26,1,X-a1:Y-a1,0
27,1,X-a0:Y-a0,59203
27,1,X-a0:Y-a1,0
27,1,X-a1:Y-a0,0
27,1,X-a1:Y-a1,0
28,1,X-a0:Y-a0,64600
28,1,X-a0:Y-a1,0
28,1,X-a1:Y-a0,0
28,1,X-a1:Y-a1,0
29,1,X-a0:Y-a0,69307
29,1,X-a0:Y-a1,0
29,1,X-a1:Y-a0,0
29,1,X-a1:Y-a1,0
30,1,X-a0:Y-a0,73567
30,1,X-a0:Y-a1,0
30,1,X-a1:Y-a0,0
30,1,X-a1:Y-a1,0
31,1,X-a0:Y-a0,73279
31,1,X-a0:Y-a1,0
31,1,X-a1:Y-a0,0
31,1,X-a1:Y-a1,0
32,1,X-a0:Y-a0,72490
32,1,X-a0:Y-a1,0
32,1,X-a1:Y-a0,0
32,1,X-a1:Y-a1,0
33,1,X-a0:Y-a0,71121
33,1,X-a0:Y-a1,0
33,1,X-a1:Y-a0,0
33,1,X-a1:Y-a1,0
34,1,X-a0:Y-a0,67315
34,1,X-a0:Y-a1,0
34,1,X-a1:Y-a0,0
34,1,X-a1:Y-a1,0
35,1,X-a0:Y-a0,63498
35,1,X-a0:Y-a1,0
35,1,X-a1:Y-a0,0
35,1,X-a1:Y-a1,0
36,1,X-a0:Y-a0,59833
36,1,X-a0:Y-a1,0
36,1,X-a1:Y-a0,0
36,1,X-a1:Y-a1,0
37,1,X-a0:Y-a0,54873
37,1,X-a0:Y-a1,0
37,1,X-a1:Y-a0,0
37,1,X-a1:Y-a1,0
38,1,X-a0:Y-a0,50346
38,1,X-a0:Y-a1,0
38,1,X-a1:Y-a0,0
38,1,X-a1:Y-a1,0
39,1,X-a0:Y-a0,46364
39,1,X-a0:Y-a1,0
39,1,X-a1:Y-a0,0
39,1,X-a1:Y-a1,0
40,1,X-a0:Y-a0,41554
40,1,X-a0:Y-a1,0
40,1,X-a1:Y-a0,0
40,1,X-a1:Y-a1,0
41,1,X-a0:Y-a0,37179
41,1,X-a0:Y-a1,0
41,1,X-a1:Y-a0,0
41,1,X-a1:Y-a1,0
42,1,X-a0:Y-a0,33156
42,1,X-a0:Y-a1,0
42,1,X-a1:Y-a0,0
42,1,X-a1:Y-a1,0
43,1,X-a0:Y-a0,29136
43,1,X-a0:Y-a1,0
43,1,X-a1:Y-a0,0
43,1,X-a1:Y-a1,0
44,1,X-a0:Y-a0,25779
44,1,X-a0:Y-a1,0
44,1,X-a1:Y-a0,0
44,1,X-a1:Y-a1,0
45,1,X-a0:Y-a0,22674
45,1,X-a0:Y-a1,0
45,1,X-a1:Y-a0,0
45,1,X-a1:Y-a1,0
46,1,X-a0:Y-a0,19675
46,1,X-a0:Y-a1,0
46,1,X-a1:Y-a0,0
46,1,X-a1:Y-a1,0
47,1,X-a0:Y-a0,17146
47,1,X-a0:Y-a1,0
47,1,X-a1:Y-a0,0
47,1,X-a1:Y-a1,0
48,1,X-a0:Y-a0,129011
48,1,X-a0:Y-a1,0
48,1,X-a1:Y-a0,0
48,1,X-a1:Y-a1,0
49,1,X-a0:Y-a0,118951
49,1,X-a0:Y-a1,0
49,1,X-a1:Y-a0,0
49,1,X-a1:Y-a1,0
50,1,X-a0:Y-a0,120393
50,1,X-a0:Y-a1,0
50,1,X-a1:Y-a0,0
50,1,X-a1:Y-a1,0
51,1,X-a0:Y-a0,120649
51,1,X-a0:Y-a1,0
51,1,X-a1:Y-a0,0
51,1,X-a1:Y-a1,0
52,1,X-a0:Y-a0,120280
52,1,X-a0:Y-a1,0
52,1,X-a1:Y-a0,0
52,1,X-a1:Y-a1,0
53,1,X-a0:Y-a0,120010
53,1,X-a0:Y-a1,0
53,1,X-a1:Y-a0,0
53,1,X-a1:Y-a1,0
54,1,X-a0:Y-a0,119642
54,1,X-a0:Y-a1,0
54,1,X-a1:Y-a0,0
54,1,X-a1:Y-a1,0
55,1,X-a0:Y-a0,118679
55,1,X-a0:Y-a1,0
55,1,X-a1:Y-a0,0
55,1,X-a1:Y-a1,0
56,1,X-a0:Y-a0,117673
56,1,X-a0:Y-a1,0
56,1,X-a1:Y-a0,0
56,1,X-a1:Y-a1,0
57,1,X-a0:Y-a0,116990
57,1,X-a0:Y-a1,0
57,1,X-a1:Y-a0,0
57,1,X-a1:Y-a1,0
58,1,X-a0:Y-a0,115809
58,1,X-a0:Y-a1,0
58,1,X-a1:Y-a0,0
58,1,X-a1:Y-a1,0
59,1,X-a0:Y-a0,114702
59,1,X-a0:Y-a1,0
59,1,X-a1:Y-a0,0
59,1,X-a1:Y-a1,0
60,1,X-a0:Y-a0,113326
60,1,X-a0:Y-a1,0
60,1,X-a1:Y-a0,0
60,1,X-a1:Y-a1,0
61,1,X-a0:Y-a0,112157
61,1,X-a0:Y-a1,0
61,1,X-a1:Y-a0,0
61,1,X-a1:Y-a1,0
62,1,X-a0:Y-a0,110946
62,1,X-a0:Y-a1,0
62,1,X-a1:Y-a0,0
62,1,X-a1:Y-a1,0
63,1,X-a0:Y-a0,109887
63,1,X-a0:Y-a1,0
63,1,X-a1:Y-a0,0
63,1,X-a1:Y-a1,0
64,1,X-a0:Y-a0,108815
64,1,X-a0:Y-a1,0
64,1,X-a1:Y-a0,0
64,1,X-a1:Y-a1,0
65,1,X-a0:Y-a0,107816
65,1,X-a0:Y-a1,0
65,1,X-a1:Y-a0,0
65,1,X-a1:Y-a1,0
66,1,X-a0:Y-a0,127826
66,1,X-a0:Y-a1,0
66,1,X-a1:Y-a0,0
66,1,X-a1:Y-a1,0
67,1,X-a0:Y-a0,123427
67,1,X-a0:Y-a1,0
67,1,X-a1:Y-a0,0
67,1,X-a1:Y-a1,0
68,1,X-a0:Y-a0,123500
68,1,X-a0:Y-a1,0
68,1,X-a1:Y-a0,0
68,1,X-a1:Y-a1,0
69,1,X-a0:Y-a0,123177
69,1,X-a0:Y-a1,0
69,1,X-a1:Y-a0,0
69,1,X-a1:Y-a1,0
70,1,X-a0:Y-a0,122527
70,1,X-a0:Y-a1,0
70,1,X-a1:Y-a0,0
70,1,X-a1:Y-a1,0
71,1,X-a0:Y-a0,122120
71,1,X-a0:Y-a1,0
71,1,X-a1:Y-a0,0
71,1,X-a1:Y-a1,0
72,1,X-a0:Y-a0,121560
72,1,X-a0:Y-a1,0
72,1,X-a1:Y-a0,0
72,1,X-a1:Y-a1,0
73,1,X-a0:Y-a0,121345
73,1,X-a0:Y-a1,0
73,1,X-a1:Y-a0,0
73,1,X-a1:Y-a1,0
74,1,X-a0:Y-a0,120921
74,1,X-a0:Y-a1,0
74,1,X-a1:Y-a0,0
74,1,X-a1:Y-a1,0
75,1,X-a0:Y-a0,120685
75,1,X-a0:Y-a1,0
75,1,X-a1:Y-a0,0
75,1,X-a1:Y-a1,0
76,1,X-a0:Y-a0,120410
76,1,X-a0:Y-a1,0
76,1,X-a1:Y-a0,0
76,1,X-a1:Y-a1,0
77,1,X-a0:Y-a0,120101
77,1,X-a0:Y-a1,0
77,1,X-a1:Y-a0,0
77,1,X-a1:Y-a1,0
78,1,X-a0:Y-a0,119794
78,1,X-a0:Y-a1,0
78,1,X-a1:Y-a0,0
78,1,X-a1:Y-a1,0
79,1,X-a0:Y-a0,119435
79,1,X-a0:Y-a1,0
79,1,X-a1:Y-a0,0
79,1,X-a1:Y-a1,0
80,1,X-a0:Y-a0,119594
80,1,X-a0:Y-a1,0
80,1,X-a1:Y-a0,0
80,1,X-a1:Y-a1,0
81,1,X-a0:Y-a0,119460
81,1,X-a0:Y-a1,0
81,1,X-a1:Y-a0,0
81,1,X-a1:Y-a1,0
82,1,X-a0:Y-a0,119378
82,1,X-a0:Y-a1,0
82,1,X-a1:Y-a0,0
82,1,X-a1:Y-a1,0
83,1,X-a0:Y-a0,119358
83,1,X-a0:Y-a1,0
83,1,X-a1:Y-a0,0
83,1,X-a1:Y-a1,0
84,1,X-a0:Y-a0,123459
84,1,X-a0:Y-a1,0
84,1,X-a1:Y-a0,0
84,1,X-a1:Y-a1,0
85,1,X-a0:Y-a0,121924
85,1,X-a0:Y-a1,0
85,1,X-a1:Y-a0,0
85,1,X-a1:Y-a1,0
86,1,X-a0:Y-a0,121833
86,1,X-a0:Y-a1,0
86,1,X-a1:Y-a0,0
86,1,X-a1:Y-a1,0
87,1,X-a0:Y-a0,121796
87,1,X-a0:Y-a1,0
87,1,X-a1:Y-a0,0
87,1,X-a1:Y-a1,0
88,1,X-a0:Y-a0,121625
88,1,X-a0:Y-a1,0
88,1,X-a1:Y-a0,0
88,1,X-a1:Y-a1,0
89,1,X-a0:Y-a0,121411
89,1,X-a0:Y-a1,0
89,1,X-a1:Y-a0,0
89,1,X-a1:Y-a1,0
90,1,X-a0:Y-a0,121625
90,1,X-a0:Y-a1,0
90,1,X-a1:Y-a0,0
90,1,X-a1:Y-a1,0
91,1,X-a0:Y-a0,121767
91,1,X-a0:Y-a1,0
91,1,X-a1:Y-a0,0
91,1,X-a1:Y-a1,0
92,1,X-a0:Y-a0,121645
92,1,X-a0:Y-a1,0
92,1,X-a1:Y-a0,0
92,1,X-a1:Y-a1,0
93,1,X-a0:Y-a0,121809
93,1,X-a0:Y-a1,0
93,1,X-a1:Y-a0,0
93,1,X-a1:Y-a1,0
94,1,X-a0:Y-a0,121395
94,1,X-a0:Y-a1,0
94,1,X-a1:Y-a0,0
94,1,X-a1:Y-a1,0
95,1,X-a0:Y-a0,121272
95,1,X-a0:Y-a1,0
95,1,X-a1:Y-a0,0
95,1,X-a1:Y-a1,0
96,1,X-a0:Y-a0,120961
96,1,X-a0:Y-a1,0
96,1,X-a1:Y-a0,0
96,1,X-a1:Y-a1,0
97,1,X-a0:Y-a0,120904
97,1,X-a0:Y-a1,0
97,1,X-a1:Y-a0,0
97,1,X-a1:Y-a1,0
98,1,X-a0:Y-a0,121194
98,1,X-a0:Y-a1,0
98,1,X-a1:Y-a0,0
98,1,X-a1:Y-a1,0
99,1,X-a0:Y-a0,121086
99,1,X-a0:Y-a1,0
99,1,X-a1:Y-a0,0
99,1,X-a1:Y-a1,0
100,1,X-a0:Y-a0,120976
100,1,X-a0:Y-a1,0
100,1,X-a1:Y-a0,0
100,1,X-a1:Y-a1,0
101,1,X-a0:Y-a0,120912
101,1,X-a0:Y-a1,0
101,1,X-a1:Y-a0,0
101,1,X-a1:Y-a1,0
102,1,X-a0:Y-a0,121583
102,1,X-a0:Y-a1,0
102,1,X-a1:Y-a0,0
102,1,X-a1:Y-a1,0
103,1,X-a0:Y-a0,121569
103,1,X-a0:Y-a1,0
103,1,X-a1:Y-a0,0
103,1,X-a1:Y-a1,0
104,1,X-a0:Y-a0,121791
104,1,X-a0:Y-a1,0
104,1,X-a1:Y-a0,0
104,1,X-a1:Y-a1,0
105,1,X-a0:Y-a0,121571
105,1,X-a0:Y-a1,0
105,1,X-a1:Y-a0,0
105,1,X-a1:Y-a1,0
106,1,X-a0:Y-a0,121533
106,1,X-a0:Y-a1,0
106,1,X-a1:Y-a0,0
106,1,X-a1:Y-a1,0
107,1,X-a0:Y-a0,121144
107,1,X-a0:Y-a1,0
107,1,X-a1:Y-a0,0
107,1,X-a1:Y-a1,0
108,1,X-a0:Y-a0,121171
108,1,X-a0:Y-a1,0
108,1,X-a1:Y-a0,0
108,1,X-a1:Y-a1,0
109,1,X-a0:Y-a0,121249
109,1,X-a0:Y-a1,0
109,1,X-a1:Y-a0,0
109,1,X-a1:Y-a1,0
110,1,X-a0:Y-a0,121319
110,1,X-a0:Y-a1,0
110,1,X-a1:Y-a0,0
110,1,X-a1:Y-a1,0
111,1,X-a0:Y-a0,121271
111,1,X-a0:Y-a1,0
111,1,X-a1:Y-a0,0
111,1,X-a1:Y-a1,0
112,1,X-a0:Y-a0,121461
112,1,X-a0:Y-a1,0
112,1,X-a1:Y-a0,0
112,1,X-a1:Y-a1,0
113,1,X-a0:Y-a0,121252
113,1,X-a0:Y-a1,0
113,1,X-a1:Y-a0,0
113,1,X-a1:Y-a1,0
114,1,X-a0:Y-a0,121372
114,1,X-a0:Y-a1,0
114,1,X-a1:Y-a0,0
114,1,X-a1:Y-a1,0
115,1,X-a0:Y-a0,121541
115,1,X-a0:Y-a1,0
115,1,X-a1:Y-a0,0
115,1,X-a1:Y-a1,0
116,1,X-a0:Y-a0,121448
116,1,X-a0:Y-a1,0
116,1,X-a1:Y-a0,0
116,1,X-a1:Y-a1,0
117,1,X-a0:Y-a0,121258
117,1,X-a0:Y-a1,0
117,1,X-a1:Y-a0,0
117,1,X-a1:Y-a1,0
118,1,X-a0:Y-a0,121413
118,1,X-a0:Y-a1,0
118,1,X-a1:Y-a0,0
118,1,X-a1:Y-a1,0
119,1,X-a0:Y-a0,121521
119,1,X-a0:Y-a1,0
119,1,X-a1:Y-a0,0
119,1,X-a1:Y-a1,0
120,1,X-a0:Y-a0,121801
120,1,X-a0:Y-a1,0
120,1,X-a1:Y-a0,0
120,1,X-a1:Y-a1,0
121,1,X-a0:Y-a0,121767
121,1,X-a0:Y-a1,0
121,1,X-a1:Y-a0,0
121,1,X-a1:Y-a1,0
122,1,X-a0:Y-a0,121941
122,1,X-a0:Y-a1,0
122,1,X-a1:Y-a0,0
122,1,X-a1:Y-a1,0
123,1,X-a0:Y-a0,121741
123,1,X-a0:Y-a1,0
123,1,X-a1:Y-a0,0
123,1,X-a1:Y-a1,0
124,1,X-a0:Y-a0,121828
124,1,X-a0:Y-a1,0
124,1,X-a1:Y-a0,0
124,1,X-a1:Y-a1,0
125,1,X-a0:Y-a0,119619
125,1,X-a0:Y-a1,0
125,1,X-a1:Y-a0,2247
125,1,X-a1:Y-a1,0
126,1,X-a0:Y-a0,120140
126,1,X-a0:Y-a1,0
126,1,X-a1:Y-a0,2022
126,1,X-a1:Y-a1,0
127,1,X-a0:Y-a0,120099
127,1,X-a0:Y-a1,0
127,1,X-a1:Y-a0,1796
127,1,X-a1:Y-a1,0
128,1,X-a0:Y-a0,118851
128,1,X-a0:Y-a1,0
128,1,X-a1:Y-a0,3093
128,1,X-a1:Y-a1,0
129,1,X-a0:Y-a0,119086
129,1,X-a0:Y-a1,0
129,1,X-a1:Y-a0,2776
129,1,X-a1:Y-a1,0
130,1,X-a0:Y-a0,119428
130,1,X-a0:Y-a1,0
130,1,X-a1:Y-a0,2474
130,1,X-a1:Y-a1,0
131,1,X-a0:Y-a0,118430
131,1,X-a0:Y-a1,0
131,1,X-a1:Y-a0,3051
131,1,X-a1:Y-a1,0
132,1,X-a0:Y-a0,118871
132,1,X-a0:Y-a1,0
132,1,X-a1:Y-a0,2729
132,1,X-a1:Y-a1,0
133,1,X-a0:Y-a0,119075
133,1,X-a0:Y-a1,0
133,1,X-a1:Y-a0,2434
133,1,X-a1:Y-a1,0
134,1,X-a0:Y-a0,118658
134,1,X-a0:Y-a1,0
134,1,X-a1:Y-a0,2645
134,1,X-a1:Y-a1,0
135,1,X-a0:Y-a0,118489
135,1,X-a0:Y-a1,0
135,1,X-a1:Y-a0,2341
135,1,X-a1:Y-a1,0
136,1,X-a0:Y-a0,118891
136,1,X-a0:Y-a1,0
136,1,X-a1:Y-a0,2041
136,1,X-a1:Y-a1,0
137,1,X-a0:Y-a0,118871
137,1,X-a0:Y-a1,0
137,1,X-a1:Y-a0,2080
137,1,X-a1:Y-a1,0
138,1,X-a0:Y-a0,119072
138,1,X-a0:Y-a1,0
138,1,X-a1:Y-a0,1816
138,1,X-a1:Y-a1,0
139,1,X-a0:Y-a0,119323
139,1,X-a0:Y-a1,0
139,1,X-a1:Y-a0,1576
139,1,X-a1:Y-a1,0
140,1,X-a0:Y-a0,119493
140,1,X-a0:Y-a1,0
140,1,X-a1:Y-a0,1516
140,1,X-a1:Y-a1,0
141,1,X-a0:Y-a0,119773
141,1,X-a0:Y-a1,0
141,1,X-a1:Y-a0,1333
141,1,X-a1:Y-a1,0
142,1,X-a0:Y-a0,119878
142,1,X-a0:Y-a1,0
142,1,X-a1:Y-a0,1147
142,1,X-a1:Y-a1,0
143,1,X-a0:Y-a0,120197
143,1,X-a0:Y-a1,0
143,1,X-a1:Y-a0,1032
143,1,X-a1:Y-a1,0
144,1,X-a0:Y-a0,120679
144,1,X-a0:Y-a1,0
144,1,X-a1:Y-a0,902
144,1,X-a1:Y-a1,0
145,1,X-a0:Y-a0,120595
145,1,X-a0:Y-a1,0
145,1,X-a1:Y-a0,758
145,1,X-a1:Y-a1,0
146,1,X-a0:Y-a0,120738
146,1,X-a0:Y-a1,0
146,1,X-a1:Y-a0,662
146,1,X-a1:Y-a1,0
147,1,X-a0:Y-a0,121069
147,1,X-a0:Y-a1,0
147,1,X-a1:Y-a0,576
147,1,X-a1:Y-a1,0
148,1,X-a0:Y-a0,121076
148,1,X-a0:Y-a1,0
148,1,X-a1:Y-a0,482
148,1,X-a1:Y-a1,0
149,1,X-a0:Y-a0,121381
149,1,X-a0:Y-a1,0
149,1,X-a1:Y-a0,418
149,1,X-a1:Y-a1,0
150,1,X-a0:Y-a0,121416
150,1,X-a0:Y-a1,0
150,1,X-a1:Y-a0,353
150,1,X-a1:Y-a1,0
151,1,X-a0:Y-a0,120071
151,1,X-a0:Y-a1,59
151,1,X-a1:Y-a0,1552
151,1,X-a1:Y-a1,20
152,1,X-a0:Y-a0,120277
152,1,X-a0:Y-a1,108
152,1,X-a1:Y-a0,1401
152,1,X-a1:Y-a1,18
153,1,X-a0:Y-a0,120579
153,1,X-a0:Y-a1,137
153,1,X-a1:Y-a0,1233
153,1,X-a1:Y-a1,17
154,1,X-a0:Y-a0,119121
154,1,X-a0:Y-a1,210
154,1,X-a1:Y-a0,2552
154,1,X-a1:Y-a1,29
155,1,X-a0:Y-a0,119198
155,1,X-a0:Y-a1,275
155,1,X-a1:Y-a0,2281
155,1,X-a1:Y-a1,27
156,1,X-a0:Y-a0,119353
156,1,X-a0:Y-a1,352
156,1,X-a1:Y-a0,2018
156,1,X-a1:Y-a1,25
157,1,X-a0:Y-a0,118143
157,1,X-a0:Y-a1,430
157,1,X-a1:Y-a0,3229
157,1,X-a1:Y-a1,39
158,1,X-a0:Y-a0,118221
158,1,X-a0:Y-a1,502
158,1,X-a1:Y-a0,2856
158,1,X-a1:Y-a1,32
159,1,X-a0:Y-a0,118784
159,1,X-a0:Y-a1,552
159,1,X-a1:Y-a0,2560
159,1,X-a1:Y-a1,30
160,1,X-a0:Y-a0,117796
160,1,X-a0:Y-a1,628
160,1,X-a1:Y-a0,3478
160,1,X-a1:Y-a1,39
161,1,X-a0:Y-a0,118249
161,1,X-a0:Y-a1,692
161,1,X-a1:Y-a0,3093
161,1,X-a1:Y-a1,30
162,1,X-a0:Y-a0,118647
162,1,X-a0:Y-a1,743
162,1,X-a1:Y-a0,2766
162,1,X-a1:Y-a1,22
163,1,X-a0:Y-a0,118097
163,1,X-a0:Y-a1,785
163,1,X-a1:Y-a0,3316
163,1,X-a1:Y-a1,28
164,1,X-a0:Y-a0,118390
164,1,X-a0:Y-a1,825
164,1,X-a1:Y-a0,2914
164,1,X-a1:Y-a1,24
165,1,X-a0:Y-a0,118398
165,1,X-a0:Y-a1,862
165,1,X-a1:Y-a0,2552
165,1,X-a1:Y-a1,19
166,1,X-a0:Y-a0,118236
166,1,X-a0:Y-a1,865
166,1,X-a1:Y-a0,2794
166,1,X-a1:Y-a1,26
167,1,X-a0:Y-a0,118534
167,1,X-a0:Y-a1,878
167,1,X-a1:Y-a0,2481
167,1,X-a1:Y-a1,18
168,1,X-a0:Y-a0,118832
168,1,X-a0:Y-a1,873
168,1,X-a1:Y-a0,2186
168,1,X-a1:Y-a1,17
169,1,X-a0:Y-a0,118715
169,1,X-a0:Y-a1,867
169,1,X-a1:Y-a0,2351
169,1,X-a1:Y-a1,21
170,1,X-a0:Y-a0,118921
170,1,X-a0:Y-a1,861
170,1,X-a1:Y-a0,2031
170,1,X-a1:Y-a1,16
171,1,X-a0:Y-a0,119258
171,1,X-a0:Y-a1,834
171,1,X-a1:Y-a0,1790
171,1,X-a1:Y-a1,12
172,1,X-a0:Y-a0,119177
172,1,X-a0:Y-a1,795
172,1,X-a1:Y-a0,1802
172,1,X-a1:Y-a1,12
173,1,X-a0:Y-a0,119431
173,1,X-a0:Y-a1,760
173,1,X-a1:Y-a0,1563
173,1,X-a1:Y-a1,10
174,1,X-a0:Y-a0,119594
174,1,X-a0:Y-a1,715
174,1,X-a1:Y-a0,1365
174,1,X-a1:Y-a1,9
175,1,X-a0:Y-a0,119621
175,1,X-a0:Y-a1,667
175,1,X-a1:Y-a0,1292
175,1,X-a1:Y-a1,7
176,1,X-a0:Y-a0,119738
176,1,X-a0:Y-a1,628
176,1,X-a1:Y-a0,1129
176,1,X-a1:Y-a1,6
177,1,X-a0:Y-a0,119249
177,1,X-a0:Y-a1,626
177,1,X-a1:Y-a0,1754
177,1,X-a1:Y-a1,9
178,1,X-a0:Y-a0,119477
178,1,X-a0:Y-a1,599
178,1,X-a1:Y-a0,1629
178,1,X-a1:Y-a1,11
179,1,X-a0:Y-a0,119527
179,1,X-a0:Y-a1,584
179,1,X-a1:Y-a0,1466
179,1,X-a1:Y-a1,9
180,1,X-a0:Y-a0,118712
180,1,X-a0:Y-a1,596
180,1,X-a1:Y-a0,2662
180,1,X-a1:Y-a1,20
181,1,X-a0:Y-a0,118674
181,1,X-a0:Y-a1,613
181,1,X-a1:Y-a0,2463
181,1,X-a1:Y-a1,15
182,1,X-a0:Y-a0,118605
182,1,X-a0:Y-a1,626
182,1,X-a1:Y-a0,2250
182,1,X-a1:Y-a1,15
183,1,X-a0:Y-a0,117471
183,1,X-a0:Y-a1,674
183,1,X-a1:Y-a0,3663
183,1,X-a1:Y-a1,31
184,1,X-a0:Y-a0,117373
184,1,X-a0:Y-a1,749
184,1,X-a1:Y-a0,3401
184,1,X-a1:Y-a1,28
185,1,X-a0:Y-a0,117416
185,1,X-a0:Y-a1,808
185,1,X-a1:Y-a0,3121
185,1,X-a1:Y-a1,29
186,1,X-a0:Y-a0,115961
186,1,X-a0:Y-a1,893
186,1,X-a1:Y-a0,4493
186,1,X-a1:Y-a1,53
187,1,X-a0:Y-a0,115869
187,1,X-a0:Y-a1,952
187,1,X-a1:Y-a0,4207
187,1,X-a1:Y-a1,50
188,1,X-a0:Y-a0,116450
188,1,X-a0:Y-a1,999
188,1,X-a1:Y-a0,3855
188,1,X-a1:Y-a1,47
189,1,X-a0:Y-a0,115223
189,1,X-a0:Y-a1,1092
189,1,X-a1:Y-a0,4988
189,1,X-a1:Y-a1,64
190,1,X-a0:Y-a0,115584
190,1,X-a0:Y-a1,1182
190,1,X-a1:Y-a0,4633
190,1,X-a1:Y-a1,56
191,1,X-a0:Y-a0,115918
191,1,X-a0:Y-a1,1218
191,1,X-a1:Y-a0,4317
191,1,X-a1:Y-a1,53
192,1,X-a0:Y-a0,114780
192,1,X-a0:Y-a1,1244
192,1,X-a1:Y-a0,5126
192,1,X-a1:Y-a1,62
193,1,X-a0:Y-a0,115304
193,1,X-a0:Y-a1,1308
193,1,X-a1:Y-a0,4684
193,1,X-a1:Y-a1,56
194,1,X-a0:Y-a0,115469
194,1,X-a0:Y-a1,1342
194,1,X-a1:Y-a0,4310
194,1,X-a1:Y-a1,48
195,1,X-a0:Y-a0,115050
195,1,X-a0:Y-a1,1379
195,1,X-a1:Y-a0,4884
195,1,X-a1:Y-a1,57
196,1,X-a0:Y-a0,115323
196,1,X-a0:Y-a1,1439
196,1,X-a1:Y-a0,4434
196,1,X-a1:Y-a1,46
197,1,X-a0:Y-a0,115956
197,1,X-a0:Y-a1,1421
197,1,X-a1:Y-a0,4075
197,1,X-a1:Y-a1,48
198,1,X-a0:Y-a0,115162
198,1,X-a0:Y-a1,1441
198,1,X-a1:Y-a0,4521
198,1,X-a1:Y-a1,55
199,1,X-a0:Y-a0,115787
199,1,X-a0:Y-a1,1448
199,1,X-a1:Y-a0,4127
199,1,X-a1:Y-a1,50
200,1,X-a0:Y-a0,116380
200,1,X-a0:Y-a1,1453
200,1,X-a1:Y-a0,3751
200,1,X-a1:Y-a1,48
