
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
27,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700885,0.00700885,0.00700885,0.00700885,0.0121356,0.0121356,0.00700885,0.00700885,0.00700885,0.00700885,0.0121356,0.0121356,0.00730396,0.00730396,0.00316163,0.00316163,0.00316163,0.00316163,0.00730396,0.00730396,0.00316163,0.00316163,0.00316163,0.00316163,9.30179e-05,0,0,0,0,0,9.30179e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02782,3.02782,3.02782,3.02782,6.05564,6.05564,3.15531,3.15531,1.57765,1.57765,1.57765,1.57765,0.403698,0.121109,0.0807396,0.0403698,0.0403698,0.121109,0,0,0,0
28,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708184,0.00708184,0.00708184,0.00708184,0.0123137,0.0123137,0.00708184,0.00708184,0.00708184,0.00708184,0.0123137,0.0123137,0.00738002,0.00738002,0.00320805,0.00320805,0.00320805,0.00320805,0.00738002,0.00738002,0.00320805,0.00320805,0.00320805,0.00320805,9.30027e-05,0,0,0,0,0,9.30027e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01686,3.01686,3.01686,3.01686,6.03372,6.03372,3.14389,3.14389,1.57194,1.57194,1.57194,1.57194,0.402237,0.120671,0.0804473,0.0402237,0.0402237,0.120671,0,0,0,0
29,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0072749,0.0072749,0.0072749,0.0072749,0.0122885,0.0122885,0.0072749,0.0072749,0.0072749,0.0072749,0.0122885,0.0122885,0.00758121,0.00758121,0.00320147,0.00320147,0.00320147,0.00320147,0.00758121,0.00758121,0.00320147,0.00320147,0.00320147,0.00320147,9.31828e-05,0,0,0,0,0,9.31828e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00453,3.00453,3.00453,3.00453,6.00907,6.00907,3.13104,3.13104,1.56552,1.56552,1.56552,1.56552,0.400593,0.120178,0.0801185,0.0400593,0.0400593,0.120178,0,0,0,0
30,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00738308,0.00738308,0.00738308,0.00738308,0.0124331,0.0124331,0.00738308,0.00738308,0.00738308,0.00738308,0.0124331,0.0124331,0.00769395,0.00769395,0.00323914,0.00323914,0.00323914,0.00323914,0.00769395,0.00769395,0.00323914,0.00323914,0.00323914,0.00323914,9.31919e-05,0,0,0,0,0,9.31919e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99015,2.99015,2.99015,2.99015,5.9803,5.9803,3.11605,3.11605,1.55803,1.55803,1.55803,1.55803,0.398675,0.119602,0.079735,0.0398675,0.0398675,0.119602,0,0,0,0
31,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00746407,0.00746407,0.00746407,0.00746407,0.0125661,0.0125661,0.00746407,0.00746407,0.00746407,0.00746407,0.0125661,0.0125661,0.00777834,0.00777834,0.0032738,0.0032738,0.0032738,0.0032738,0.00777834,0.00777834,0.0032738,0.0032738,0.0032738,0.0032738,9.32324e-05,0,0,0,0,0,9.32324e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97816,2.97816,2.97816,2.97816,5.95633,5.95633,3.10356,3.10356,1.55178,1.55178,1.55178,1.55178,0.397077,0.119123,0.0794154,0.0397077,0.0397077,0.119123,0,0,0,0
32,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00757202,0.00757202,0.00757202,0.00757202,0.0126577,0.0126577,0.00757202,0.00757202,0.00757202,0.00757202,0.0126577,0.0126577,0.00789084,0.00789084,0.00329766,0.00329766,0.00329766,0.00329766,0.00789084,0.00789084,0.00329766,0.00329766,0.00329766,0.00329766,9.32939e-05,0,0,0,0,0,9.32939e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96823,2.96823,2.96823,2.96823,5.93646,5.93646,3.09321,3.09321,1.5466,1.5466,1.5466,1.5466,0.395753,0.118726,0.0791505,0.0395753,0.0395753,0.118726,0,0,0,0
33,1,21,16,18,26,0,0,0,0,48,51,15,3,24,18,0,0,21,13,6,11,9,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00775468,0.00775468,0.00775468,0.00775468,0.0127351,0.0127351,0.00775468,0.00775468,0.00775468,0.00775468,0.0127351,0.0127351,0.00808119,0.00808119,0.00331782,0.00331782,0.00331782,0.00331782,0.00808119,0.00808119,0.00331782,0.00331782,0.00331782,0.00331782,9.33695e-05,0,0,0,0,0,9.33695e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95453,2.95453,2.95453,2.95453,5.90906,5.90906,3.07893,3.07893,1.53947,1.53947,1.53947,1.53947,0.393926,0.118178,0.0787852,0.0393926,0.0393926,0.118178,0,0,0,0
34,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00778813,0.00778813,0.00778813,0.00778813,0.0128837,0.0128837,0.00778813,0.00778813,0.00778813,0.00778813,0.0128837,0.0128837,0.00811606,0.00811606,0.00335653,0.00335653,0.00335653,0.00335653,0.00811606,0.00811606,0.00335653,0.00335653,0.00335653,0.00335653,9.33438e-05,0,0,0,0,0,9.33438e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94391,2.94391,2.94391,2.94391,5.88783,5.88783,3.06787,3.06787,1.53393,1.53393,1.53393,1.53393,0.392511,0.117753,0.0785021,0.0392511,0.0392511,0.117753,0,0,0,0
35,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00782761,0.00782761,0.00782761,0.00782761,0.0131043,0.0131043,0.00782761,0.00782761,0.00782761,0.00782761,0.0131043,0.0131043,0.00815719,0.00815719,0.003414,0.003414,0.003414,0.003414,0.00815719,0.00815719,0.003414,0.003414,0.003414,0.003414,9.31831e-05,0,0,0,0,0,9.31831e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93535,2.93535,2.93535,2.93535,5.87071,5.87071,3.05895,3.05895,1.52947,1.52947,1.52947,1.52947,0.391369,0.117411,0.0782738,0.0391369,0.0391369,0.117411,0,0,0,0
36,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00800359,0.00800359,0.00800359,0.00800359,0.0133089,0.0133089,0.00800359,0.00800359,0.00800359,0.00800359,0.0133089,0.0133089,0.00834059,0.00834059,0.00346733,0.00346733,0.00346733,0.00346733,0.00834059,0.00834059,0.00346733,0.00346733,0.00346733,0.00346733,9.32257e-05,0,0,0,0,0,9.32257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92131,2.92131,2.92131,2.92131,5.84262,5.84262,3.04431,3.04431,1.52216,1.52216,1.52216,1.52216,0.389497,0.116849,0.0778994,0.0389497,0.0389497,0.116849,0,0,0,0
37,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00815225,0.00815225,0.00815225,0.00815225,0.0135681,0.0135681,0.00815225,0.00815225,0.00815225,0.00815225,0.0135681,0.0135681,0.0084955,0.0084955,0.00353484,0.00353484,0.00353484,0.00353484,0.0084955,0.0084955,0.00353484,0.00353484,0.00353484,0.00353484,9.32106e-05,0,0,0,0,0,9.32106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91035,2.91035,2.91035,2.91035,5.8207,5.8207,3.03289,3.03289,1.51645,1.51645,1.51645,1.51645,0.388036,0.116411,0.0776071,0.0388036,0.0388036,0.116411,0,0,0,0
38,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00830477,0.00830477,0.00830477,0.00830477,0.0136394,0.0136394,0.00830477,0.00830477,0.00830477,0.00830477,0.0136394,0.0136394,0.00865445,0.00865445,0.00355341,0.00355341,0.00355341,0.00355341,0.00865445,0.00865445,0.00355341,0.00355341,0.00355341,0.00355341,9.32073e-05,0,0,0,0,0,9.32073e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89837,2.89837,2.89837,2.89837,5.79673,5.79673,3.0204,3.0204,1.5102,1.5102,1.5102,1.5102,0.386438,0.115931,0.0772875,0.0386438,0.0386438,0.115931,0,0,0,0
39,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00838765,0.00838765,0.00838765,0.00838765,0.0140066,0.0140066,0.00838765,0.00838765,0.00838765,0.00838765,0.0140066,0.0140066,0.00874082,0.00874082,0.00364908,0.00364908,0.00364908,0.00364908,0.00874082,0.00874082,0.00364908,0.00364908,0.00364908,0.00364908,9.30356e-05,0,0,0,0,0,9.30356e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88535,2.88535,2.88535,2.88535,5.7707,5.7707,3.00684,3.00684,1.50342,1.50342,1.50342,1.50342,0.384702,0.115411,0.0769405,0.0384702,0.0384702,0.115411,0,0,0,0
40,1,21,20,19,17,0,0,0,0,54,50,13,14,31,20,1,6,18,13,4,9,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00841067,0.00841067,0.00841067,0.00841067,0.0141697,0.0141697,0.00841067,0.00841067,0.00841067,0.00841067,0.0141697,0.0141697,0.0087648,0.0087648,0.00369158,0.00369158,0.00369158,0.00369158,0.0087648,0.0087648,0.00369158,0.00369158,0.00369158,0.00369158,9.29734e-05,0,0,0,0,0,9.29734e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87645,2.87645,2.87645,2.87645,5.75289,5.75289,2.99756,2.99756,1.49878,1.49878,1.49878,1.49878,0.383515,0.115055,0.076703,0.0383515,0.0383515,0.115055,0,0,0,0
41,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00840219,0.00840219,0.00840219,0.00840219,0.0143977,0.0143977,0.00840219,0.00840219,0.00840219,0.00840219,0.0143977,0.0143977,0.00875596,0.00875596,0.00375098,0.00375098,0.00375098,0.00375098,0.00875596,0.00875596,0.00375098,0.00375098,0.00375098,0.00375098,9.29234e-05,0,0,0,0,0,9.29234e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86515,2.86515,2.86515,2.86515,5.73029,5.73029,2.98578,2.98578,1.49289,1.49289,1.49289,1.49289,0.382008,0.114602,0.0764017,0.0382008,0.0382008,0.114602,0,0,0,0
42,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00857524,0.00857524,0.00857524,0.00857524,0.0144952,0.0144952,0.00857524,0.00857524,0.00857524,0.00857524,0.0144952,0.0144952,0.00893631,0.00893631,0.00377638,0.00377638,0.00377638,0.00377638,0.00893631,0.00893631,0.00377638,0.00377638,0.00377638,0.00377638,9.29743e-05,0,0,0,0,0,9.29743e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85556,2.85556,2.85556,2.85556,5.71111,5.71111,2.97579,2.97579,1.4879,1.4879,1.4879,1.4879,0.38073,0.114219,0.076146,0.038073,0.038073,0.114219,0,0,0,0
43,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00869907,0.00869907,0.00869907,0.00869907,0.0147388,0.0147388,0.00869907,0.00869907,0.00869907,0.00869907,0.0147388,0.0147388,0.00906535,0.00906535,0.00383986,0.00383986,0.00383986,0.00383986,0.00906535,0.00906535,0.00383986,0.00383986,0.00383986,0.00383986,9.30036e-05,0,0,0,0,0,9.30036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8446,2.8446,2.8446,2.8446,5.68919,5.68919,2.96437,2.96437,1.48219,1.48219,1.48219,1.48219,0.379269,0.113781,0.0758537,0.0379269,0.0379269,0.113781,0,0,0,0
44,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00884656,0.00884656,0.00884656,0.00884656,0.015018,0.015018,0.00884656,0.00884656,0.00884656,0.00884656,0.015018,0.015018,0.00921904,0.00921904,0.00391259,0.00391259,0.00391259,0.00391259,0.00921904,0.00921904,0.00391259,0.00391259,0.00391259,0.00391259,9.29889e-05,0,0,0,0,0,9.29889e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8309,2.8309,2.8309,2.8309,5.6618,5.6618,2.95009,2.95009,1.47505,1.47505,1.47505,1.47505,0.377442,0.113233,0.0754884,0.0377442,0.0377442,0.113233,0,0,0,0
45,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00889571,0.00889571,0.00889571,0.00889571,0.0153258,0.0153258,0.00889571,0.00889571,0.00889571,0.00889571,0.0153258,0.0153258,0.00927026,0.00927026,0.00399276,0.00399276,0.00399276,0.00399276,0.00927026,0.00927026,0.00399276,0.00399276,0.00399276,0.00399276,9.30185e-05,0,0,0,0,0,9.30185e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81994,2.81994,2.81994,2.81994,5.63988,5.63988,2.93867,2.93867,1.46934,1.46934,1.46934,1.46934,0.375981,0.112794,0.0751962,0.0375981,0.0375981,0.112794,0,0,0,0
46,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00896672,0.00896672,0.00896672,0.00896672,0.0156356,0.0156356,0.00896672,0.00896672,0.00896672,0.00896672,0.0156356,0.0156356,0.00934426,0.00934426,0.00407347,0.00407347,0.00407347,0.00407347,0.00934426,0.00934426,0.00407347,0.00407347,0.00407347,0.00407347,9.2969e-05,0,0,0,0,0,9.2969e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80658,2.80658,2.80658,2.80658,5.61316,5.61316,2.92475,2.92475,1.46238,1.46238,1.46238,1.46238,0.3742,0.11226,0.07484,0.03742,0.03742,0.11226,0,0,0,0
47,1,23,10,19,18,0,0,0,0,60,49,27,12,25,29,0,0,14,15,14,13,0,1,1,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00913155,0.00913155,0.00913155,0.00913155,0.0159217,0.0159217,0.00913155,0.00913155,0.00913155,0.00913155,0.0159217,0.0159217,0.00951603,0.00951603,0.00414801,0.00414801,0.00414801,0.00414801,0.00951603,0.00951603,0.00414801,0.00414801,0.00414801,0.00414801,9.30693e-05,0,0,0,0,0,9.30693e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79425,2.79425,2.79425,2.79425,5.58851,5.58851,2.91191,2.91191,1.45595,1.45595,1.45595,1.45595,0.372556,0.111767,0.0745113,0.0372556,0.0372556,0.111767,0,0,0,0
48,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00931555,0.00931555,0.00931555,0.00931555,0.0161003,0.0161003,0.00931555,0.00931555,0.00931555,0.00931555,0.0161003,0.0161003,0.00970778,0.00970778,0.00419455,0.00419455,0.00419455,0.00419455,0.00970778,0.00970778,0.00419455,0.00419455,0.00419455,0.00419455,9.3005e-05,0,0,0,0,0,9.3005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78535,2.78535,2.78535,2.78535,5.5707,5.5707,2.90263,2.90263,1.45131,1.45131,1.45131,1.45131,0.371369,0.111411,0.0742738,0.0371369,0.0371369,0.111411,0,0,0,0
49,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00952928,0.00952928,0.00952928,0.00952928,0.01636,0.01636,0.00952928,0.00952928,0.00952928,0.00952928,0.01636,0.01636,0.00993051,0.00993051,0.00426221,0.00426221,0.00426221,0.00426221,0.00993051,0.00993051,0.00426221,0.00426221,0.00426221,0.00426221,9.29659e-05,0,0,0,0,0,9.29659e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77302,2.77302,2.77302,2.77302,5.54604,5.54604,2.88978,2.88978,1.44489,1.44489,1.44489,1.44489,0.369725,0.110918,0.073945,0.0369725,0.0369725,0.110918,0,0,0,0
50,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00959525,0.00959525,0.00959525,0.00959525,0.0166975,0.0166975,0.00959525,0.00959525,0.00959525,0.00959525,0.0166975,0.0166975,0.00999926,0.00999926,0.00435013,0.00435013,0.00435013,0.00435013,0.00999926,0.00999926,0.00435013,0.00435013,0.00435013,0.00435013,9.29717e-05,0,0,0,0,0,9.29717e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76343,2.76343,2.76343,2.76343,5.52686,5.52686,2.87979,2.87979,1.43989,1.43989,1.43989,1.43989,0.368447,0.110534,0.0736893,0.0368447,0.0368447,0.110534,0,0,0,0
51,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00988989,0.00988989,0.00988989,0.00988989,0.0169193,0.0169193,0.00988989,0.00988989,0.00988989,0.00988989,0.0169193,0.0169193,0.0103063,0.0103063,0.00440793,0.00440793,0.00440793,0.00440793,0.0103063,0.0103063,0.00440793,0.00440793,0.00440793,0.00440793,9.2992e-05,0,0,0,0,0,9.2992e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74939,2.74939,2.74939,2.74939,5.49878,5.49878,2.86515,2.86515,1.43258,1.43258,1.43258,1.43258,0.366575,0.109972,0.0733149,0.0366575,0.0366575,0.109972,0,0,0,0
52,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00995544,0.00995544,0.00995544,0.00995544,0.0171645,0.0171645,0.00995544,0.00995544,0.00995544,0.00995544,0.0171645,0.0171645,0.0103746,0.0103746,0.00447182,0.00447182,0.00447182,0.00447182,0.0103746,0.0103746,0.00447182,0.00447182,0.00447182,0.00447182,9.29519e-05,0,0,0,0,0,9.29519e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73775,2.73775,2.73775,2.73775,5.47549,5.47549,2.85302,2.85302,1.42651,1.42651,1.42651,1.42651,0.365022,0.109507,0.0730044,0.0365022,0.0365022,0.109507,0,0,0,0
53,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0100954,0.0100954,0.0100954,0.0100954,0.017529,0.017529,0.0100954,0.0100954,0.0100954,0.0100954,0.017529,0.017529,0.0105205,0.0105205,0.00456676,0.00456676,0.00456676,0.00456676,0.0105205,0.0105205,0.00456676,0.00456676,0.00456676,0.00456676,9.28998e-05,0,0,0,0,0,9.28998e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72576,2.72576,2.72576,2.72576,5.45152,5.45152,2.84053,2.84053,1.42026,1.42026,1.42026,1.42026,0.363424,0.109027,0.0726848,0.0363424,0.0363424,0.109027,0,0,0,0
54,1,18,21,21,19,0,0,0,0,72,52,31,14,23,22,0,1,11,12,10,11,0,0,0,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0102086,0.0102086,0.0102086,0.0102086,0.0179833,0.0179833,0.0102086,0.0102086,0.0102086,0.0102086,0.0179833,0.0179833,0.0106384,0.0106384,0.00468513,0.00468513,0.00468513,0.00468513,0.0106384,0.0106384,0.00468513,0.00468513,0.00468513,0.00468513,9.28344e-05,0,0,0,0,0,9.28344e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71548,2.71548,2.71548,2.71548,5.43097,5.43097,2.82982,2.82982,1.41491,1.41491,1.41491,1.41491,0.362054,0.108616,0.0724108,0.0362054,0.0362054,0.108616,0,0,0,0
55,1,19,20,22,17,0,0,0,0,68,60,32,18,19,18,0,0,11,12,14,8,2,3,3,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0103543,0.0103543,0.0103543,0.0103543,0.0181985,0.0181985,0.0103543,0.0103543,0.0103543,0.0103543,0.0181985,0.0181985,0.0107903,0.0107903,0.00474118,0.00474118,0.00474118,0.00474118,0.0107903,0.0107903,0.00474118,0.00474118,0.00474118,0.00474118,9.28178e-05,0,0,0,0,0,9.28178e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70247,2.70247,2.70247,2.70247,5.40494,5.40494,2.81626,2.81626,1.40813,1.40813,1.40813,1.40813,0.360319,0.108096,0.0720638,0.0360319,0.0360319,0.108096,0,0,0,0
56,1,19,20,22,17,0,0,0,0,68,60,32,18,19,18,0,0,11,12,14,8,2,3,3,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0103717,0.0103717,0.0103717,0.0103717,0.0182824,0.0182824,0.0103717,0.0103717,0.0103717,0.0103717,0.0182824,0.0182824,0.0108084,0.0108084,0.00476304,0.00476304,0.00476304,0.00476304,0.0108084,0.0108084,0.00476304,0.00476304,0.00476304,0.00476304,9.28091e-05,0,0,0,0,0,9.28091e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69665,2.69665,2.69665,2.69665,5.3933,5.3933,2.81019,2.81019,1.4051,1.4051,1.4051,1.4051,0.359543,0.107863,0.0719085,0.0359543,0.0359543,0.107863,0,0,0,0
57,1,19,20,22,17,0,0,0,0,68,60,32,18,19,18,0,0,11,12,14,8,2,3,3,0,23,17,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0106959,0.0106959,0.0106959,0.0106959,0.0186435,0.0186435,0.0106959,0.0106959,0.0106959,0.0106959,0.0186435,0.0186435,0.0111462,0.0111462,0.00485712,0.00485712,0.00485712,0.00485712,0.0111462,0.0111462,0.00485712,0.00485712,0.00485712,0.00485712,9.2852e-05,0,0,0,0,0,9.2852e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68466,2.68466,2.68466,2.68466,5.36932,5.36932,2.7977,2.7977,1.39885,1.39885,1.39885,1.39885,0.357944,0.107383,0.0715889,0.0357944,0.0357944,0.107383,0,0,0,0
