Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
580,2,1000,7507,539,4364,2604,10342,10147,248921,301560,150780,2499,138,0,0,997,0,755,280,0,26447.8,0.0823033,138,138,0,2604,4364,10,529,1265,1096,138,15281,4550,28945,28583167,0,0,646,566
580,3,999,7572,507,4544,2521,10460,10063,248537,301360,150680,2511,139,0,0,977,0,737,256,0,26831.8,0.0823237,139,139,0,2521,4544,11,496,1242,1130,139,16409,4393,30309,26290311,0,0,487,646
580,4,1001,7609,567,4283,2759,10522,10259,248871,310520,155260,2520,166,0,0,953,0,725,231,0,26497.8,0.0825876,166,166,0,2759,4283,21,546,1298,1056,166,14596,4611,29047,28991993,0,0,660,610
581,1,1001,7691,302,2181,5208,10293,10080,248864,350440,175220,2562,89,0,0,1003,0,718,274,0,26504.8,0.0800029,89,89,0,5208,2181,107,195,1915,558,89,4058,1189,9797,10324584,0,0,199,264
581,2,1000,7527,522,4386,2619,10348,10173,248539,308080,154040,2532,162,0,0,981,0,678,281,0,26829.8,0.0877031,162,162,0,2619,4386,12,510,1302,1068,162,15284,4246,28986,26983475,0,0,608,537
581,3,999,7538,507,4528,2503,10421,10114,248995,310000,155000,2560,158,0,0,950,0,746,242,0,26373.8,0.0890355,158,158,0,2503,4528,10,497,1246,1156,158,16444,4334,30340,26182985,0,0,483,635
581,4,1000,7643,554,4271,2818,10497,10214,248767,313640,156820,2548,173,0,0,1040,0,724,282,0,26601.8,0.0853335,173,173,0,2818,4271,15,539,1317,1058,173,14467,4513,28789,28938847,0,0,645,607
582,1,1000,7644,299,2193,5152,10273,10103,248446,345720,172860,2611,95,0,0,973,0,717,301,0,26922.8,0.0756328,95,95,0,5152,2193,112,187,1945,571,95,4026,1209,9717,10314233,0,0,202,266
582,2,1000,7551,523,4401,2627,10358,10219,249033,320800,160400,2581,164,0,0,971,0,675,272,0,26335.8,0.087087,164,164,0,2627,4401,16,507,1270,1147,164,15239,4305,29097,27219214,0,0,621,549
582,3,1000,7518,497,4536,2485,10423,10188,248540,312640,156320,2549,151,0,0,952,0,707,265,0,26828.8,0.0850766,151,151,0,2485,4536,9,488,1222,1176,151,16497,4268,30339,26168102,0,0,490,637
582,4,1000,7507,538,4248,2721,10457,10197,248857,317000,158500,2609,163,0,0,908,0,752,294,0,26511.8,0.0848162,163,163,0,2721,4248,19,519,1357,1089,163,14216,4426,28208,27644386,0,0,627,590
583,1,1000,7554,290,2191,5073,10271,10190,248684,339400,169700,2534,86,0,0,912,0,735,270,0,26684.8,0.0778744,86,86,0,5073,2191,108,182,1892,556,86,4000,1195,9648,10114381,0,0,189,269
583,2,1000,7569,496,4369,2704,10374,10197,248657,304080,152040,2498,141,0,0,1011,0,730,259,0,26711.8,0.082094,141,141,0,2704,4369,14,482,1230,1127,141,14959,4206,28604,26527829,0,0,574,530
583,3,1002,7529,495,4514,2520,10452,10225,248738,305040,152520,2512,140,0,0,950,0,695,246,0,26630.8,0.0858136,140,140,0,2520,4514,8,487,1232,1140,140,16596,4314,30440,26077516,0,0,493,630
583,4,998,7469,535,4190,2744,10480,10177,248424,310400,155200,2478,152,0,0,951,0,714,274,0,26944.8,0.0836333,152,152,0,2744,4190,21,514,1230,1096,152,14063,4325,28076,27221344,0,0,617,581
584,1,1000,7569,288,2203,5078,10284,10136,248980,341800,170900,2508,81,0,0,978,0,692,269,0,26388.8,0.0786233,81,81,0,5078,2203,108,180,1902,525,81,3982,1191,9701,10025891,0,0,187,267
584,2,999,7513,504,4328,2681,10343,10286,248682,304360,152180,2522,160,0,0,978,0,754,280,0,26686.8,0.0878445,160,160,0,2681,4328,17,487,1316,1046,160,14610,4045,28345,26077868,0,0,573,526
584,3,1003,7520,492,4526,2502,10460,10193,248563,313400,156700,2542,156,0,0,938,0,697,251,0,26805.8,0.0873025,156,156,0,2502,4526,10,482,1227,1159,156,16578,4173,30540,25632935,0,0,482,627
584,4,998,7497,521,4198,2778,10519,10070,248804,304440,152220,2498,166,0,0,981,0,725,229,0,26564.8,0.0868065,166,166,0,2778,4198,22,499,1272,1060,166,14031,4243,27898,27213864,0,0,588,580
585,1,1000,7589,292,2162,5135,10213,10177,248759,342400,171200,2586,87,0,0,1011,0,732,267,0,26609.8,0.0772052,87,87,0,5135,2162,115,177,1897,602,87,3936,1181,9544,9900308,0,0,188,276
585,2,1000,7539,476,4358,2705,10379,10218,248785,316680,158340,2582,155,0,0,1001,0,710,265,0,26583.8,0.0876815,155,155,0,2705,4358,18,458,1291,1136,155,14564,3820,28221,25194484,0,0,530,503
585,3,1002,7484,508,4428,2548,10453,10287,248415,307800,153900,2480,146,0,0,969,0,751,248,0,26953.8,0.0855321,146,146,0,2548,4428,13,495,1178,1156,146,16191,4182,30081,26114318,0,0,477,649
585,4,998,7493,548,4153,2792,10538,10106,249070,323240,161620,2592,150,0,0,992,0,747,247,0,26298.8,0.0872578,150,150,0,2792,4153,16,532,1342,1100,150,13990,4491,27856,29286421,0,0,609,627
586,1,1000,7591,298,2168,5125,10198,10111,248586,340760,170380,2597,85,0,0,944,0,703,240,0,26782.8,0.0777154,85,85,0,5125,2168,122,176,1952,560,85,3853,1197,9438,10212378,0,0,187,281
586,2,1000,7516,485,4350,2681,10411,10387,248706,305320,152660,2539,144,0,0,968,0,703,290,0,26662.8,0.0839451,144,144,0,2681,4350,18,467,1281,1114,144,14553,3809,28128,25147732,0,0,556,508
586,3,1002,7511,529,4406,2576,10464,10145,248892,310040,155020,2523,147,0,0,1013,0,719,266,0,26476.8,0.087569,147,147,0,2576,4406,13,516,1231,1145,147,16282,4280,30170,27113481,0,0,510,669
586,4,998,7512,546,4143,2823,10462,10224,248563,301040,150520,2485,157,0,0,981,0,705,255,0,26805.8,0.0813598,157,157,0,2823,4143,16,530,1305,1023,157,13897,4605,27908,29284715,0,0,615,631
587,1,999,7518,277,2111,5130,10264,10179,248540,331680,165840,2479,85,0,0,959,0,789,244,0,26828.8,0.0785971,85,85,0,5130,2111,117,160,1865,529,85,3714,996,9199,9125723,0,0,175,242
587,2,1000,7458,512,4260,2686,10389,10329,248658,307320,153660,2492,140,0,0,961,0,735,286,0,26710.8,0.0873272,140,140,0,2686,4260,18,494,1291,1061,140,14443,3913,27867,25706986,0,0,592,534
587,3,1002,7549,512,4430,2607,10554,10154,248437,305920,152960,2518,162,0,0,1000,0,681,281,0,26931.8,0.0853979,162,162,0,2607,4430,10,502,1266,1090,162,16334,4242,30272,26329478,0,0,499,656
587,4,999,7510,517,4157,2836,10477,10173,248700,303160,151580,2485,174,0,0,966,0,700,265,0,26668.8,0.0890438,174,174,0,2836,4157,17,500,1300,1011,174,13718,4253,27475,27633387,0,0,578,594
588,1,999,7481,288,2064,5129,10306,10330,248586,334640,167320,2538,87,0,0,961,0,722,277,0,26782.8,0.0808875,87,87,0,5129,2064,118,170,1888,563,87,3677,1028,9092,9580515,0,0,184,251
588,2,1001,7475,488,4283,2704,10428,10348,248615,318000,159000,2561,151,0,0,987,0,704,266,0,26753.8,0.0869151,151,151,0,2704,4283,15,473,1275,1135,151,14498,3718,27975,24716344,0,0,561,521
588,3,1002,7511,516,4414,2581,10479,10135,248975,310600,155300,2559,169,0,0,940,0,690,290,0,26393.8,0.0880353,169,169,0,2581,4414,10,506,1265,1125,169,16422,4163,30375,26561208,0,0,507,657
588,4,998,7503,519,4135,2849,10454,10267,248881,317720,158860,2527,149,0,0,958,0,721,241,0,26487.8,0.0879692,149,149,0,2849,4135,16,503,1302,1076,149,13707,4314,27389,27818620,0,0,608,598
589,1,999,7446,294,2002,5150,10338,10256,248947,331680,165840,2514,72,0,0,995,0,767,265,0,26421.8,0.0800345,72,72,0,5150,2002,124,170,1885,557,72,3592,1036,8893,10177453,0,0,191,255
589,2,1000,7509,514,4255,2740,10425,10258,248939,303720,151860,2489,156,0,0,1005,0,738,235,0,26429.8,0.0841313,156,156,0,2740,4255,21,493,1260,1073,156,14540,3752,27954,25645905,0,0,571,554
589,3,1003,7575,512,4399,2664,10457,10087,248459,312000,156000,2542,140,0,0,1019,0,683,271,0,26909.8,0.0849767,140,140,0,2664,4399,13,499,1218,1184,140,16374,4086,30211,26028294,0,0,503,645
589,4,998,7646,533,4179,2934,10441,10153,248477,316720,158360,2522,161,0,0,1062,0,673,243,0,26891.8,0.0833682,161,161,0,2934,4179,20,513,1312,1049,161,13799,4382,27522,28675254,0,0,636,602
590,1,1000,7441,284,2013,5144,10304,10382,248224,328920,164460,2518,92,0,0,950,0,697,258,0,27144.8,0.0796604,92,92,0,5144,2013,114,170,1942,484,92,3628,932,8878,9673752,0,0,192,233
590,2,1000,7562,504,4249,2809,10494,10112,248699,304480,152240,2517,134,0,0,1062,0,725,285,0,26669.8,0.0870201,134,134,0,2809,4249,17,487,1334,1049,134,14299,3826,27458,25749196,0,0,559,554
590,3,1003,7572,517,4454,2601,10480,10114,248844,313760,156880,2582,147,0,0,965,0,698,269,0,26524.8,0.0862492,147,147,0,2601,4454,14,503,1307,1128,147,16468,4031,30306,25693144,0,0,497,638
590,4,997,7662,535,4219,2908,10425,10131,248675,315440,157720,2618,160,0,0,990,0,701,273,0,26693.8,0.084907,160,160,0,2908,4219,22,513,1390,1068,160,13811,4453,27660,28985252,0,0,641,607
591,1,999,7397,280,1972,5145,10326,10388,249129,329120,164560,2489,89,0,0,980,0,753,271,0,26239.8,0.0825269,89,89,0,5145,1972,110,170,1872,528,89,3555,895,8716,9561417,0,0,193,225
591,2,998,7591,503,4287,2801,10468,10201,249034,307160,153580,2583,147,0,0,981,0,714,240,0,26334.8,0.0875911,147,147,0,2801,4287,18,485,1368,1068,147,14362,3729,27797,25198586,0,0,542,557
591,3,1003,7598,509,4456,2633,10413,10073,248494,312880,156440,2556,160,0,0,1012,0,728,255,0,26874.8,0.0845383,160,160,0,2633,4456,13,496,1283,1113,160,16358,3995,30196,24760128,0,0,497,634
591,4,1000,7636,526,4237,2873,10398,10241,248437,316520,158260,2569,150,0,0,968,0,735,260,0,26931.8,0.0846239,150,150,0,2873,4237,25,501,1355,1064,150,13651,4194,27283,27915447,0,0,614,569
592,1,1001,7478,274,1967,5237,10342,10370,248361,332400,166200,2544,67,0,0,1044,0,692,274,0,27007.8,0.079727,67,67,0,5237,1967,116,158,1939,538,67,3506,933,8555,9597262,0,0,188,233
592,2,999,7587,488,4274,2825,10419,10340,248291,307160,153580,2522,148,0,0,1003,0,746,260,0,27077.8,0.0857363,148,148,0,2825,4274,18,470,1289,1085,148,14208,3726,27493,24549655,0,0,509,544
592,3,1001,7564,524,4394,2646,10361,10106,249259,302080,151040,2509,152,0,0,1012,0,778,268,0,26109.8,0.0858947,152,152,0,2646,4394,22,502,1241,1116,152,16076,4034,29631,24563903,0,0,516,638
592,4,999,7659,541,4177,2941,10351,10155,248574,312240,156120,2543,162,0,0,1031,0,747,259,0,26794.8,0.085087,162,162,0,2941,4177,29,512,1299,1082,162,13665,4225,27114,28738718,0,0,625,589
593,1,1001,7603,276,2015,5312,10395,10485,248826,325560,162780,2561,84,0,0,1015,0,619,270,0,26542.8,0.0812507,84,84,0,5312,2015,122,154,1984,493,84,3569,892,8650,9470945,0,0,181,229
593,2,998,7553,475,4284,2794,10364,10338,248822,304480,152240,2519,143,0,0,967,0,743,259,0,26546.8,0.0881552,143,143,0,2794,4284,18,457,1318,1058,143,14200,3731,27455,24345669,0,0,508,546
593,3,1001,7528,547,4423,2558,10353,10180,248671,315560,157780,2564,155,0,0,935,0,722,252,0,26697.8,0.0864332,155,155,0,2558,4423,25,522,1267,1142,155,16129,4291,29804,26177303,0,0,549,678
593,4,1000,7670,534,4205,2931,10338,10261,249086,320880,160440,2624,164,0,0,994,0,739,241,0,26282.8,0.0858146,164,164,0,2931,4205,24,510,1392,1068,164,13696,4055,27024,28081140,0,0,600,576
594,1,1001,7588,265,2004,5319,10461,10442,248567,334800,167400,2576,92,0,0,934,0,696,259,0,26801.8,0.0815295,92,92,0,5319,2004,114,151,1980,504,92,3533,914,8491,9329350,0,0,188,219
594,2,998,7548,465,4299,2784,10484,10273,248755,318720,159360,2559,138,0,0,960,0,715,251,0,26613.8,0.0871872,138,138,0,2784,4299,20,445,1338,1083,138,14251,3678,27572,23361704,0,0,506,525
594,3,1000,7468,536,4401,2531,10328,10200,248748,304960,152480,2470,159,0,0,957,0,748,267,0,26620.8,0.0846044,159,159,0,2531,4401,19,517,1218,1093,159,16083,4182,29727,25649474,0,0,543,678
594,4,1001,7697,524,4221,2952,10343,10287,248702,319000,159500,2593,160,0,0,998,0,715,251,0,26666.8,0.0819083,160,160,0,2952,4221,22,502,1355,1078,160,13573,4009,26863,27237417,0,0,578,565
595,1,1000,7600,268,1988,5344,10495,10243,248754,335920,167960,2491,72,0,0,994,0,723,259,0,26614.8,0.080053,72,72,0,5344,1988,116,152,1886,533,72,3551,948,8635,9202168,0,0,196,219
595,2,998,7549,462,4264,2823,10481,10267,248790,307400,153700,2525,133,0,0,994,0,753,239,0,26578.8,0.083502,133,133,0,2823,4264,21,441,1290,1102,133,14235,3533,27526,22501573,0,0,503,508
595,3,1002,7469,530,4399,2540,10339,10268,248474,312520,156260,2518,164,0,0,974,0,731,243,0,26894.8,0.0872926,164,164,0,2540,4399,21,509,1219,1135,164,16254,4141,30117,25100650,0,0,547,680
595,4,1000,7689,514,4198,2977,10374,10318,248602,313800,156900,2560,164,0,0,995,0,722,281,0,26766.8,0.0835948,164,164,0,2977,4198,18,496,1327,1069,164,13560,3750,26816,26208192,0,0,551,556
596,1,999,7720,266,1994,5460,10518,10165,248846,347120,173560,2615,85,0,0,1035,0,658,256,0,26522.8,0.0792294,85,85,0,5460,1994,126,140,2012,518,85,3531,918,8574,9021601,0,0,197,210
596,2,998,7589,454,4292,2843,10499,10144,249050,307280,153640,2544,138,0,0,1041,0,755,247,0,26318.8,0.0864631,138,138,0,2843,4292,24,430,1309,1097,138,14261,3494,27761,22382762,0,0,505,486
596,3,1002,7441,541,4364,2536,10349,10263,248682,308200,154100,2499,157,0,0,967,0,748,248,0,26686.8,0.0860577,157,157,0,2536,4364,19,522,1215,1127,157,16168,4368,29884,26101092,0,0,572,690
596,4,1001,7665,503,4221,2941,10342,10301,248691,322960,161480,2607,145,0,0,1004,0,758,269,0,26677.8,0.0852988,145,145,0,2941,4221,20,483,1387,1075,145,13673,3825,26912,26212820,0,0,545,564
597,1,999,7716,262,1978,5476,10545,10156,248194,345960,172980,2624,92,0,0,1018,0,766,257,0,27174.8,0.076408,92,92,0,5476,1978,123,139,2047,485,92,3469,936,8275,9089395,0,0,199,202
597,2,998,7602,455,4335,2812,10547,10197,248874,310240,155120,2604,147,0,0,963,0,681,266,0,26494.8,0.0856507,147,147,0,2812,4335,17,438,1407,1050,147,14279,3391,27669,22370757,0,0,504,494
597,3,1002,7473,540,4385,2548,10326,10347,248603,298240,149120,2458,146,0,0,988,0,680,279,0,26765.8,0.0865891,146,146,0,2548,4385,15,525,1248,1064,146,16126,4520,29759,27138991,0,0,588,719
597,4,1001,7716,506,4197,3013,10362,10259,248969,317560,158780,2575,155,0,0,1026,0,707,267,0,26399.8,0.0826039,155,155,0,3013,4197,19,487,1341,1079,155,13676,3831,26968,26193465,0,0,550,563
598,1,999,7681,250,1956,5475,10585,10081,248833,324000,162000,2515,68,0,0,985,0,752,264,0,26535.8,0.0785488,68,68,0,5475,1956,111,139,1962,485,68,3425,889,8188,8895642,0,0,186,194
598,2,998,7565,460,4330,2775,10476,10205,248777,312680,156340,2532,133,0,0,968,0,736,271,0,26591.8,0.0854008,133,133,0,2775,4330,19,441,1317,1082,133,14234,3532,27740,23351626,0,0,515,502
598,3,1002,7547,551,4397,2599,10335,10214,248822,317920,158960,2614,183,0,0,1015,0,679,265,0,26546.8,0.0897457,183,183,0,2599,4397,16,535,1284,1147,183,16177,4636,30115,27999798,0,0,607,746
598,4,1001,7689,520,4150,3019,10355,10147,248792,316080,158040,2594,155,0,0,988,0,718,296,0,26576.8,0.0831331,155,155,0,3019,4150,23,497,1371,1068,155,13490,3917,26584,26711338,0,0,593,569
599,1,999,7612,248,1941,5423,10570,10092,248714,348040,174020,2624,71,0,0,934,0,724,280,0,26654.8,0.0819005,71,71,0,5423,1941,109,139,2033,520,71,3408,851,8132,8541965,0,0,172,199
599,2,998,7526,483,4271,2772,10519,10253,248933,308280,154140,2542,138,0,0,983,0,754,270,0,26435.8,0.0850446,138,138,0,2772,4271,21,462,1312,1092,138,14108,3764,27627,23844232,0,0,533,537
599,3,1003,7577,538,4393,2646,10268,10159,248727,306920,153460,2536,164,0,0,1041,0,753,257,0,26641.8,0.0835014,164,164,0,2646,4393,16,522,1247,1125,164,16280,4695,30395,28123747,0,0,592,730
599,4,1000,7632,500,4144,2988,10391,10148,248406,324880,162440,2628,152,0,0,999,0,775,279,0,26962.8,0.0840824,152,152,0,2988,4144,19,481,1393,1083,152,13525,3650,26720,25462432,0,0,561,540
600,1,998,7578,245,1940,5393,10545,10126,248475,345640,172820,2546,73,0,0,960,0,738,255,0,26893.8,0.0765853,73,73,0,5393,1940,115,130,1975,498,73,3424,791,8135,8068090,0,0,156,200
600,2,999,7535,480,4291,2764,10530,10189,248974,315480,157740,2561,138,0,0,990,0,723,260,0,26394.8,0.0857524,138,138,0,2764,4291,17,463,1330,1093,138,14228,3674,27842,23601881,0,0,517,542
600,3,1004,7556,525,4442,2589,10297,10183,248860,303800,151900,2560,151,0,0,948,0,690,278,0,26508.8,0.0868036,151,151,0,2589,4442,16,509,1325,1084,151,16330,4625,30392,28216416,0,0,577,691
600,4,999,7687,508,4196,2983,10388,10151,248846,313920,156960,2573,163,0,0,1000,0,684,261,0,26522.8,0.0829929,163,163,0,2983,4196,23,485,1409,1001,163,13688,3543,26981,24964908,0,0,534,533
601,1,999,7568,229,1948,5391,10565,10148,249054,334520,167260,2520,80,0,0,998,0,747,262,0,26314.8,0.0778086,80,80,0,5391,1948,99,130,1977,463,80,3445,706,8189,7398650,0,0,142,189
601,2,998,7490,481,4311,2698,10578,10146,249051,305360,152680,2501,156,0,0,968,0,749,266,0,26317.8,0.0836654,156,156,0,2698,4311,17,464,1299,1046,156,14316,3515,27884,23436043,0,0,507,541
601,3,1003,7641,525,4452,2664,10284,10044,248326,315160,157580,2547,172,0,0,1050,0,713,251,0,27042.8,0.0872572,172,172,0,2664,4452,13,512,1241,1134,172,16370,4648,30460,27941058,0,0,577,705
601,4,1000,7688,500,4187,3001,10389,10244,248678,312320,156160,2545,129,0,0,1039,0,772,264,0,26690.8,0.0844889,129,129,0,3001,4187,28,472,1384,1032,129,13494,3493,26530,24544721,0,0,538,529
602,1,999,7581,233,1980,5368,10489,10149,248458,346520,173260,2633,68,0,0,974,0,699,265,0,26910.8,0.0786642,68,68,0,5368,1980,104,129,2032,533,68,3512,726,8333,7632864,0,0,151,190
602,2,998,7513,487,4324,2702,10545,10234,248954,307640,153820,2556,131,0,0,967,0,665,278,0,26414.8,0.086186,131,131,0,2702,4324,19,468,1318,1107,131,14284,3579,28032,23431107,0,0,498,549
602,3,1003,7638,540,4509,2589,10231,10107,249020,313520,156760,2618,142,0,0,970,0,706,264,0,26348.8,0.0858064,142,142,0,2589,4509,18,522,1341,1135,142,16466,4636,30594,28088739,0,0,587,704
602,4,1000,7651,511,4206,2934,10353,10309,249165,320760,160380,2645,157,0,0,960,0,718,280,0,26203.8,0.0854596,157,157,0,2934,4206,20,491,1396,1092,157,13542,3460,26627,24683365,0,0,546,530
603,1,999,7576,233,1982,5361,10524,10199,248718,335960,167980,2535,72,0,0,967,0,688,281,0,26650.8,0.07766,72,72,0,5361,1982,97,136,1963,500,72,3517,728,8344,7334766,0,0,141,194
603,2,999,7618,509,4290,2819,10554,10097,248980,316760,158380,2561,157,0,0,1059,0,694,260,0,26388.8,0.0858625,157,157,0,2819,4290,16,493,1289,1115,157,14374,3695,28189,24017170,0,0,526,572
603,3,1002,7643,541,4564,2538,10222,10105,248675,314520,157260,2572,155,0,0,969,0,715,251,0,26693.8,0.0840417,155,155,0,2538,4564,20,521,1298,1119,155,16586,4578,30788,27606210,0,0,586,692
603,4,1000,7692,509,4193,2990,10347,10304,248544,316400,158200,2535,155,0,0,1010,0,732,238,0,26824.8,0.0816927,155,155,0,2990,4193,17,492,1329,1051,155,13574,3322,26855,23679289,0,0,540,521
604,1,999,7645,231,2013,5401,10433,10233,248721,334960,167480,2540,71,0,0,990,0,690,233,0,26647.8,0.0793272,71,71,0,5401,2013,98,133,1978,491,71,3565,743,8445,7468029,0,0,143,196
604,2,999,7569,508,4263,2798,10517,10187,248508,306840,153420,2583,166,0,0,991,0,753,285,0,26860.8,0.0833083,166,166,0,2798,4263,21,487,1313,1104,166,14210,3722,27750,24167361,0,0,520,579
604,3,1002,7628,528,4587,2513,10300,10116,248740,312880,156440,2550,178,0,0,947,0,719,242,0,26628.8,0.0848714,178,178,0,2513,4587,16,512,1220,1152,178,16628,4537,30931,27331879,0,0,574,672
604,4,1000,7687,517,4190,2980,10331,10315,248315,310920,155460,2558,136,0,0,977,0,759,224,0,27053.8,0.0847811,136,136,0,2980,4190,24,493,1363,1059,136,13485,3457,26664,24200473,0,0,550,537
605,1,998,7667,218,2026,5423,10447,10253,248782,344160,172080,2584,61,0,0,1019,0,718,279,0,26586.8,0.079555,61,61,0,5423,2026,89,129,2007,516,61,3575,656,8410,6794405,0,0,130,179
605,2,1000,7620,491,4305,2824,10501,10153,248745,311440,155720,2567,136,0,0,992,0,684,256,0,26623.8,0.0875399,136,136,0,2824,4305,22,469,1331,1100,136,14183,3597,27888,23904416,0,0,505,578
605,3,1002,7628,548,4523,2557,10238,10229,249031,317400,158700,2556,144,0,0,975,0,726,250,0,26337.8,0.0851085,144,144,0,2557,4523,16,532,1248,1164,144,16465,4465,30838,27025679,0,0,584,698
605,4,1000,7607,520,4116,2971,10350,10294,248523,323160,161580,2595,160,0,0,1009,0,792,297,0,26845.8,0.0870119,160,160,0,2971,4116,25,495,1329,1106,160,13248,3506,26206,24815214,0,0,568,551
606,1,997,7635,215,2041,5379,10512,10149,248942,336040,168020,2557,66,0,0,1000,0,753,278,0,26426.8,0.0772511,66,66,0,5379,2041,84,131,1991,500,66,3620,663,8407,7282626,0,0,129,184
606,2,1002,7606,492,4319,2795,10512,10180,248403,315480,157740,2583,152,0,0,962,0,734,242,0,26965.8,0.085486,152,152,0,2795,4319,20,472,1332,1099,152,14185,3544,27983,23201518,0,0,507,570
606,3,1001,7764,592,4482,2690,10283,10133,248618,317720,158860,2580,159,0,0,1085,0,697,254,0,26750.8,0.0829797,159,159,0,2690,4482,14,578,1262,1159,159,16405,4787,30817,28966108,0,0,627,741
606,4,1000,7604,527,4096,2981,10318,10292,248728,311240,155620,2566,164,0,0,984,0,707,279,0,26640.8,0.0830726,164,164,0,2981,4096,20,507,1379,1023,164,13107,3526,26025,25512084,0,0,570,569
607,1,997,7658,227,2077,5354,10449,10152,248755,336000,168000,2542,55,0,0,970,0,715,233,0,26613.8,0.0786417,55,55,0,5354,2077,89,138,1956,531,55,3705,692,8621,7888919,0,0,131,204
607,2,1002,7597,498,4268,2831,10457,10237,248856,313560,156780,2522,153,0,0,964,0,718,254,0,26512.8,0.0854753,153,153,0,2831,4268,25,473,1290,1079,153,14059,3442,27648,23435682,0,0,499,573
607,3,1001,7696,586,4434,2676,10316,10255,248617,314800,157400,2662,192,0,0,947,0,722,294,0,26751.8,0.084196,192,192,0,2676,4434,11,575,1296,1174,192,16305,4594,30717,27828345,0,0,609,739
607,4,1000,7488,516,4053,2919,10423,10190,248811,325880,162940,2599,163,0,0,954,0,775,294,0,26557.8,0.0855955,163,163,0,2919,4053,26,490,1375,1061,163,12888,3492,25595,25603973,0,0,568,561
608,1,998,7633,226,2080,5327,10438,10234,248849,344640,172320,2596,63,0,0,959,0,725,257,0,26519.8,0.0792076,63,63,0,5327,2080,95,131,2005,528,63,3718,641,8600,7600649,0,0,128,197
608,2,1003,7569,492,4194,2883,10472,10224,248720,315280,157640,2551,144,0,0,986,0,712,298,0,26648.8,0.084554,144,144,0,2883,4194,22,470,1314,1093,144,13798,3434,27165,23544421,0,0,494,579
608,3,1001,7601,583,4389,2629,10288,10271,249010,310400,155200,2520,173,0,0,959,0,789,270,0,26358.8,0.0849801,173,173,0,2629,4389,20,563,1235,1112,173,16070,4561,30467,28203352,0,0,586,751
608,4,998,7472,509,4042,2921,10409,10071,248722,301880,150940,2473,145,0,0,982,0,743,256,0,26646.8,0.0814955,145,145,0,2921,4042,23,486,1298,1030,145,12802,3475,25441,24807125,0,0,575,531
609,1,997,7729,228,2113,5388,10432,10213,248723,337560,168780,2521,70,0,0,1044,0,708,241,0,26645.8,0.0769491,70,70,0,5388,2113,99,129,1951,500,70,3797,670,8761,7566417,0,0,128,199
609,2,1003,7556,493,4219,2844,10473,10359,248378,319480,159740,2608,153,0,0,932,0,681,264,0,26990.8,0.0845241,153,153,0,2844,4219,18,475,1341,1114,153,13900,3567,27374,23795113,0,0,509,576
609,3,1002,7643,582,4405,2656,10277,10160,248993,322280,161140,2552,175,0,0,1023,0,712,268,0,26375.8,0.0849187,175,175,0,2656,4405,21,561,1256,1121,175,15933,4736,30444,29169157,0,0,618,762
609,4,998,7495,516,4077,2902,10391,10130,248534,313880,156940,2545,148,0,0,996,0,705,268,0,26834.8,0.0882693,148,148,0,2902,4077,28,488,1375,1022,148,12844,3469,25571,25388351,0,0,576,536
610,1,998,7698,231,2062,5405,10406,10341,248734,347360,173680,2645,71,0,0,983,0,738,274,0,26634.8,0.0789363,71,71,0,5405,2062,96,135,2028,546,71,3750,670,8616,7670863,0,0,127,206
610,2,1002,7616,510,4183,2923,10477,10311,248760,315920,157960,2488,143,0,0,1017,0,710,250,0,26608.8,0.0844834,143,143,0,2923,4183,21,489,1287,1058,143,13829,3619,27404,24213657,0,0,528,592
610,3,1002,7597,572,4410,2615,10297,10215,248673,321800,160900,2619,190,0,0,973,0,712,306,0,26695.8,0.0818411,190,190,0,2615,4410,17,555,1323,1106,190,15816,4612,30227,28862969,0,0,624,736
610,4,998,7509,513,4073,2923,10388,10198,248861,318480,159240,2563,156,0,0,980,0,686,280,0,26507.8,0.0854937,156,156,0,2923,4073,25,488,1369,1038,156,12790,3541,25624,26082036,0,0,578,537
611,1,998,7740,218,2091,5431,10408,10371,248589,345920,172960,2599,65,0,0,1026,0,740,245,0,26779.8,0.0766777,65,65,0,5431,2091,99,119,2020,514,65,3758,665,8682,7460051,0,0,129,201
611,2,1002,7623,512,4202,2909,10487,10284,248669,315280,157640,2561,144,0,0,1007,0,715,285,0,26699.8,0.0842262,144,144,0,2909,4202,18,494,1355,1062,144,13811,3681,27484,24895608,0,0,520,593
