Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MicrosporidiaModifier
156,340461476,arabiensis,NoMicrosporidia,5900,1331,3452,1117,10449,9652,77655,505475,1.23958
156,340461476,arabiensis,Strain_A,13061,2474,5682,4905,19356,8674,61917,432325,1.23958
156,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.23958
156,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.23958
157,340461476,arabiensis,NoMicrosporidia,5997,1178,3538,1281,10468,8242,73382,623437,0.964643
157,340461476,arabiensis,Strain_A,12679,2154,5797,4728,18741,6952,58945,378083,0.964643
157,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.964643
157,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.964643
158,340461476,arabiensis,NoMicrosporidia,5963,1133,3628,1202,10318,8075,69022,381557,0.979107
158,340461476,arabiensis,Strain_A,12180,2104,5702,4374,17908,6621,54414,235163,0.979107
158,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.979107
158,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.979107
159,340461476,arabiensis,NoMicrosporidia,5793,1111,3600,1082,9957,8061,65920,557381,0.914018
159,340461476,arabiensis,Strain_A,11473,2055,5358,4060,16949,6484,50868,296539,0.914018
159,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.914018
159,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.914018
160,340461476,arabiensis,NoMicrosporidia,5754,1080,3497,1177,9770,7993,63255,558037,0.967857
160,340461476,arabiensis,Strain_A,10909,1970,5053,3886,16189,6343,47273,332283,0.967857
160,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.967857
160,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.967857
161,340461476,arabiensis,NoMicrosporidia,5517,1044,3541,932,9370,5951,62572,419599,0.941339
161,340461476,arabiensis,Strain_A,10123,1905,4825,3393,15112,4889,45825,231281,0.941339
161,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.941339
161,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.941339
162,340461476,arabiensis,NoMicrosporidia,5438,1033,3359,1046,9211,5580,57425,494283,0.936518
162,340461476,arabiensis,Strain_A,9649,1834,4411,3404,14391,4918,41116,266477,0.936518
162,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.936518
162,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.936518
163,340461476,arabiensis,NoMicrosporidia,5362,882,3457,1023,9035,5404,55382,489266,0.953393
163,340461476,arabiensis,Strain_A,9179,1572,4345,3262,13827,4937,38373,274694,0.953393
163,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.953393
163,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.953393
164,340461476,arabiensis,NoMicrosporidia,5282,861,3411,1010,8852,5487,53107,407039,0.918036
164,340461476,arabiensis,Strain_A,8881,1536,4176,3169,13293,4742,35875,208361,0.918036
164,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.918036
164,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.918036
165,340461476,arabiensis,NoMicrosporidia,4561,831,3300,430,7939,7041,50917,400329,0.959821
165,340461476,arabiensis,Strain_A,7732,1511,3940,2281,12138,5950,33322,218111,0.959821
165,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.959821
165,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.959821
166,340461476,arabiensis,NoMicrosporidia,4472,718,2980,774,7805,6622,49358,440371,0.935714
166,340461476,arabiensis,Strain_A,7477,1313,3472,2692,11574,5316,31558,232029,0.935714
166,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.935714
166,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.935714
167,340461476,arabiensis,NoMicrosporidia,4361,726,2885,750,7692,6567,46828,357261,0.971071
167,340461476,arabiensis,Strain_A,7269,1266,3297,2706,11209,5295,29119,190419,0.971071
167,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.971071
167,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.971071
168,340461476,arabiensis,NoMicrosporidia,4356,694,2822,840,7603,4479,46828,374792,0.946161
168,340461476,arabiensis,Strain_A,7000,1283,3142,2575,10807,3692,28753,189408,0.946161
168,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.946161
168,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.946161
169,340461476,arabiensis,NoMicrosporidia,4329,607,2803,919,7498,4454,42669,297676,0.948572
169,340461476,arabiensis,Strain_A,6799,1138,3110,2551,10434,3658,25665,158924,0.948572
169,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.948572
169,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.948572
170,340461476,arabiensis,NoMicrosporidia,4123,520,2847,756,7200,4423,41744,323708,0.961429
170,340461476,arabiensis,Strain_A,6401,981,3141,2279,9927,3714,24259,165332,0.961429
170,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
170,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
171,340461476,arabiensis,NoMicrosporidia,4081,537,2656,888,7092,3806,40311,330114,0.930893
171,340461476,arabiensis,Strain_A,6277,954,2934,2389,9633,2988,23072,163086,0.930893
171,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.930893
171,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.930893
172,340461476,arabiensis,NoMicrosporidia,3578,554,2621,403,6353,4470,38726,278299,0.960625
172,340461476,arabiensis,Strain_A,5462,956,2806,1700,8788,3420,21715,145141,0.960625
172,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.960625
172,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.960625
173,340461476,arabiensis,NoMicrosporidia,3645,583,2276,786,6306,3803,37022,317435,0.924464
173,340461476,arabiensis,Strain_A,5354,956,2353,2045,8370,2950,20522,149525,0.924464
173,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.924464
173,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.924464
174,340461476,arabiensis,NoMicrosporidia,3568,578,2290,700,6074,3440,35991,285368,0.904375
174,340461476,arabiensis,Strain_A,5120,901,2280,1939,8019,2459,19520,132112,0.904375
174,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.904375
174,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.904375
175,340461476,arabiensis,NoMicrosporidia,3369,557,2193,619,5738,2427,35685,274597,0.975089
175,340461476,arabiensis,Strain_A,4727,841,2150,1736,7525,1739,19079,141723,0.975089
175,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.975089
175,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.975089
176,340461476,arabiensis,NoMicrosporidia,3212,570,2002,640,5503,2219,33178,204529,0.994375
176,340461476,arabiensis,Strain_A,4465,827,1948,1690,7132,1640,17590,105671,0.994375
176,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.994375
176,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.994375
177,340461476,arabiensis,NoMicrosporidia,3053,546,1906,601,5327,1972,31843,274448,0.961429
177,340461476,arabiensis,Strain_A,4216,763,1811,1642,6753,1488,16709,130752,0.961429
177,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
177,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.961429
178,340461476,arabiensis,NoMicrosporidia,2891,616,1690,585,5053,2810,29722,239532,1.00417
178,340461476,arabiensis,Strain_A,3929,799,1631,1499,6390,1896,15422,127068,1.00417
178,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.00417
178,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.00417
179,340461476,arabiensis,NoMicrosporidia,2503,589,1597,317,4569,3423,29269,176794,1.13125
179,340461476,arabiensis,Strain_A,3418,753,1478,1187,5778,2215,15205,104766,1.13125
179,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13125
179,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13125
