SIM_TIME,YEAR,NODE_ID,REL_ID,REL_TYPE (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,SRC_ID,SRC_INFECTED,SRC_GENDER,SRC_AGE,SRC_IP,SRC_current_relationship_count,SRC_lifetime_relationship_count,SRC_relationships_in_last_6_months,SRC_FLAGS,SRC_CIRCUMSIZED,SRC_STI,SRC_SUPERSPREADER,SRC_INF_AGE,DEST_ID,DEST_INFECTED,DEST_GENDER,DEST_AGE,DEST_IP,DEST_current_relationship_count,DEST_lifetime_relationship_count,DEST_relationships_in_last_6_months,DEST_FLAGS,DEST_CIRCUMSIZED,DEST_STI,DEST_SUPERSPREADER
13,1960.54,1,180,1,0,978,1,1,6586.17,"",1,1,1,0,0,0,0,6573.17,3289,1,0,8541.55,"",1,1,1,0,0,0,0
13,1960.54,1,181,1,0,8932,1,1,6703.57,"",1,1,1,0,0,0,0,6690.57,11167,1,0,9073.21,"",1,1,1,0,0,0,0
13,1960.54,1,182,1,0,13127,1,1,7195.71,"",1,1,1,0,0,0,0,7183.71,11418,1,0,10649.4,"",1,1,1,0,0,0,0
14,1960.54,1,198,1,0,2583,1,1,6678.9,"",1,1,1,0,0,0,0,6664.9,3765,1,0,10940.8,"",1,1,1,0,0,0,0
14,1960.54,1,195,1,0,1906,1,0,7125,"",1,1,1,0,0,0,0,7111,9184,1,1,9874.66,"",1,1,1,0,0,0,0
14,1960.54,1,194,0,0,14370,1,1,6151.47,"",1,1,1,0,0,0,0,6138.47,11327,1,0,9119.12,"",1,1,1,0,0,0,0
14,1960.54,1,191,0,0,664,1,1,6021.19,"",1,1,1,0,0,0,0,6007.19,14827,1,0,10251.7,"",1,1,1,0,0,0,0
15,1960.54,1,217,1,0,6994,1,0,7078.81,"",1,1,1,0,0,0,0,7063.81,10140,1,1,7770.44,"",1,1,1,0,0,0,0
15,1960.54,1,221,1,0,15845,1,1,6414.01,"",1,1,1,0,0,0,0,6400.01,12671,1,0,8932.22,"",1,1,1,0,0,0,0
15,1960.54,1,210,0,0,13061,1,1,5949.3,"",1,1,1,0,0,0,0,5934.3,15577,1,0,8729.04,"",1,1,1,0,0,0,0
16,1960.54,1,226,0,0,4155,1,1,7313,"",1,1,1,0,0,0,0,7298,789,1,0,8001.25,"",1,1,1,0,0,0,0
16,1960.54,1,234,1,0,11171,1,1,6948.39,"",1,1,1,0,0,0,0,6933.39,9496,1,0,7775.43,"",1,1,1,0,0,0,0
16,1960.54,1,229,0,0,11284,1,1,5999.16,"",1,1,1,0,0,0,0,5983.16,14699,1,0,9693.03,"",1,1,1,0,0,0,0
17,1960.55,1,238,0,0,1617,1,0,5802.15,"",1,1,1,0,0,0,0,5786.15,1241,1,1,7638.31,"",1,1,1,0,0,0,0
17,1960.55,1,242,0,0,12541,1,0,7119.58,"",1,1,1,0,0,0,0,7103.58,10064,1,1,9672.83,"",1,1,1,0,0,0,0
17,1960.55,1,249,1,0,2775,1,1,6356.87,"",1,1,1,0,0,0,0,6339.87,10931,1,0,8557.87,"",1,1,1,0,0,0,0
17,1960.55,1,243,0,0,16124,1,1,6995.95,"",1,1,1,0,0,0,0,6979.95,15030,1,0,10240.2,"",1,1,1,0,0,0,0
18,1960.55,1,270,1,0,4485,1,1,6593.91,"",1,1,1,0,0,0,0,6576.91,391,1,0,9184.99,"",1,1,1,0,0,0,0
18,1960.55,1,272,1,0,611,1,1,6308.73,"",1,1,1,0,0,0,0,6290.73,9190,1,0,9042.86,"",1,1,1,0,0,0,0
18,1960.55,1,271,1,0,5878,1,1,6852.67,"",1,1,1,0,0,0,0,6834.67,13887,1,0,9037.06,"",1,1,1,0,0,0,0
19,1960.55,1,273,0,0,10903,1,0,6865.94,"",1,1,1,0,0,0,0,6846.94,13956,1,1,7959.46,"",1,1,1,0,0,0,0
20,1960.55,1,290,1,0,16094,1,0,6362.22,"",1,1,1,0,0,0,0,6343.22,10139,1,1,5077.31,"",1,1,1,0,0,0,0
20,1960.55,1,287,0,0,1054,1,1,5571.5,"",1,1,1,0,0,0,0,5551.5,11514,1,0,8021.61,"",1,1,1,0,0,0,0
21,1960.56,1,305,1,0,3240,1,0,6524.79,"",1,1,1,0,0,0,0,6503.79,16683,1,1,5474.25,"",1,1,1,0,0,0,0
21,1960.56,1,301,1,0,373,1,1,5699.08,"",1,1,1,0,0,0,0,5678.08,17272,1,0,5725.13,"",1,1,1,0,0,0,0
22,1960.56,1,311,0,0,17125,1,0,6312.5,"",1,1,1,0,0,0,0,6291.5,1560,1,1,8291.48,"",1,1,1,0,0,0,0
22,1960.56,1,320,1,0,15001,1,0,6030.86,"",1,1,1,0,0,0,0,6009.86,2482,1,1,5311.48,"",1,1,1,0,0,0,0
22,1960.56,1,308,0,0,852,1,1,7192.16,"",1,1,1,0,0,0,0,7170.16,3034,1,0,6191.65,"",1,1,1,0,0,0,0
22,1960.56,1,314,0,0,16937,1,1,6799.41,"",1,1,1,0,0,0,0,6778.41,3964,1,0,8836.5,"",1,1,1,0,0,0,0
22,1960.56,1,321,1,0,9009,1,1,5518.95,"",1,1,1,0,0,0,0,5497.95,4145,1,0,8559.62,"",1,1,1,0,0,0,0
22,1960.56,1,313,0,0,4498,1,1,6421.65,"",1,1,1,0,0,0,0,6399.65,9196,1,0,7635.61,"",1,1,1,0,0,0,0
22,1960.56,1,310,0,0,10270,1,0,6277.28,"",1,1,1,0,0,0,0,6255.28,16290,1,1,5611.7,"",1,1,1,0,0,0,0
23,1960.56,1,334,1,0,3180,1,0,6007.65,"",1,1,1,0,0,0,0,5984.65,7781,1,1,5428.98,"",1,1,1,0,0,0,0
23,1960.56,1,324,0,0,797,1,1,7208.82,"",1,1,1,0,0,0,0,7185.82,7838,1,0,10302.4,"",1,1,1,0,0,0,0
23,1960.56,1,331,1,0,2915,1,1,5609.79,"",1,1,1,0,0,0,0,5586.79,7923,1,0,10205.9,"",1,1,1,0,0,0,0
23,1960.56,1,327,0,0,7812,1,1,6302.85,"",1,1,1,0,0,0,0,6279.85,15595,1,0,8056.91,"",1,1,1,0,0,0,0
23,1960.56,1,336,1,0,11018,1,1,6241.37,"",1,1,1,0,0,0,0,6218.37,16010,1,0,7282.43,"",1,1,1,0,0,0,0
23,1960.56,1,337,1,0,17169,1,1,6154.88,"",1,1,1,0,0,0,0,6132.88,16670,1,0,7311.25,"",1,1,1,0,0,0,0
24,1960.57,1,343,0,0,8946,1,0,6431.77,"",1,1,1,0,0,0,0,6408.77,4387,1,1,6524.64,"",1,1,1,0,0,0,0
24,1960.57,1,346,0,0,1830,1,1,6036.62,"",1,1,1,0,0,0,0,6012.62,5090,1,0,10452.6,"",1,1,1,0,0,0,0
24,1960.57,1,347,0,0,4967,1,1,6081.75,"",1,1,1,0,0,0,0,6057.75,5876,1,0,9566.66,"",1,1,1,0,0,0,0
24,1960.57,1,344,0,0,7788,1,1,7258.07,"",1,1,1,0,0,0,0,7234.07,12209,1,0,9242.36,"",1,1,1,0,0,0,0
24,1960.57,1,349,0,0,8631,1,1,6892.1,"",1,1,1,0,0,0,0,6868.1,16738,1,0,9271.5,"",1,1,1,0,0,0,0
25,1960.57,1,363,1,0,2484,1,1,6286.14,"",1,1,1,0,0,0,0,6262.14,963,1,0,8750.5,"",1,1,1,0,0,0,0
25,1960.57,1,358,0,0,5594,1,1,6456.62,"",1,1,1,0,0,0,0,6432.62,5540,1,0,7812.41,"",1,1,1,0,0,0,0
25,1960.57,1,359,0,0,15141,1,1,6687.01,"",1,1,1,0,0,0,0,6663.01,7682,1,0,7444.3,"",1,1,1,0,0,0,0
25,1960.57,1,353,0,0,12895,1,1,7235.48,"",1,1,1,0,0,0,0,7211.48,8815,1,0,13620.7,"",1,1,1,0,0,0,0
26,1960.57,1,366,0,0,6817,1,0,6503.38,"",1,1,1,0,0,0,0,6477.38,9434,1,1,7625.67,"",1,1,1,0,0,0,0
26,1960.57,1,369,0,0,12577,1,0,7021.21,"",1,1,1,0,0,0,0,6996.21,11414,1,1,7922.98,"",1,1,1,0,0,0,0
26,1960.57,1,370,0,0,3294,1,1,6220.31,"",1,1,1,0,0,0,0,6194.31,12954,1,0,9046.89,"",1,1,1,0,0,0,0
26,1960.57,1,371,0,0,7208,1,1,5786.76,"",1,1,1,0,0,0,0,5760.76,13774,1,0,9100.07,"",1,1,1,0,0,0,0
27,1960.57,1,387,1,0,1410,1,1,6707.64,"",1,1,1,0,0,0,0,6680.64,5094,1,0,7519.77,"",1,1,1,0,0,0,0
27,1960.57,1,385,0,0,406,1,1,6370.94,"",1,1,1,0,0,0,0,6343.94,14788,1,0,8931.66,"",1,1,1,0,0,0,0
28,1960.58,1,402,1,0,16200,1,1,6173.19,"",1,1,1,0,0,0,0,6146.19,7785,1,0,12519.4,"",1,1,1,0,0,0,0
28,1960.58,1,393,0,0,14111,1,1,6279.57,"",1,1,1,0,0,0,0,6252.57,8208,1,0,7998.45,"",1,1,1,0,0,0,0
28,1960.58,1,403,1,0,16120,1,1,6875.35,"",1,1,1,0,0,0,0,6848.35,10773,1,0,5311.25,"",1,1,1,0,0,0,0
29,1960.58,1,410,0,0,14315,1,1,6948.04,"",1,1,1,0,0,0,0,6920.04,8410,1,0,7393.68,"",1,1,1,0,0,0,0
29,1960.58,1,416,1,0,12655,1,1,6950.49,"",1,1,1,0,0,0,0,6922.49,9471,1,0,8262.78,"",1,1,1,0,0,0,0
29,1960.58,1,414,1,0,7050,1,1,7117.28,"",1,1,1,0,0,0,0,7088.28,10714,1,0,6099.66,"",1,1,1,0,0,0,0
29,1960.58,1,415,1,0,1656,1,1,6166.44,"",1,1,1,0,0,0,0,6137.44,14620,1,0,9364.42,"",1,1,1,0,0,0,0
30,1960.58,1,420,0,0,2967,1,1,6785.47,"",1,1,1,0,0,0,0,6755.47,3698,1,0,10321.8,"",1,1,1,0,0,0,0
30,1960.58,1,423,1,0,17067,1,1,5738.75,"",1,1,1,0,0,0,0,5709.75,5420,1,0,8605.16,"",1,1,1,0,0,0,0
31,1960.58,1,435,1,0,9617,1,1,6760.92,"",1,1,1,0,0,0,0,6730.92,826,1,0,12458.1,"",1,1,1,0,0,0,0
31,1960.58,1,434,1,0,6172,1,1,7053.38,"",1,1,1,0,0,0,0,7022.38,8123,1,0,9921.56,"",1,1,1,0,0,0,0
31,1960.58,1,425,0,0,9129,1,1,6119.6,"",1,1,1,0,0,0,0,6088.6,10287,1,0,11300.2,"",1,1,1,0,0,0,0
31,1960.58,1,433,1,0,2414,1,1,5945.08,"",1,1,1,0,0,0,0,5914.08,13566,1,0,12602.6,"",1,1,1,0,0,0,0
31,1960.58,1,437,1,0,10823,1,1,5843.71,"",1,1,1,0,0,0,0,5812.71,13870,1,0,8522.39,"",1,1,1,0,0,0,0
32,1960.59,1,446,1,0,12601,1,1,6577.47,"",1,1,1,0,0,0,0,6546.47,144,1,0,8939.82,"",1,1,1,0,0,0,0
32,1960.59,1,442,0,0,13673,1,1,5969.04,"",1,1,1,0,0,0,0,5938.04,5842,1,0,16574.6,"",1,1,1,0,0,0,0
33,1960.59,1,458,1,0,7976,1,1,6182.85,"",1,1,1,0,0,0,0,6150.85,2987,1,0,8264.98,"",1,1,1,0,0,0,0
33,1960.59,1,459,1,0,10868,1,1,6184.04,"",1,1,1,0,0,0,0,6152.04,5834,1,0,8447.84,"",1,1,1,0,0,0,0
34,1960.59,1,462,0,0,14784,1,1,7297.72,"",1,1,1,0,0,0,0,7264.72,3142,1,0,7613.32,"",1,1,1,0,0,0,0
34,1960.59,1,465,0,0,17209,1,1,5595.92,"",1,1,1,0,0,0,0,5562.92,16624,1,0,7706.27,"",1,1,1,0,0,0,0
34,1960.59,1,461,0,0,8612,1,0,5600.08,"",1,1,1,0,0,0,0,5566.08,17042,1,1,5060.48,"",1,1,1,0,0,0,0
35,1960.6,1,473,0,0,12201,1,1,6283.13,"",1,1,1,0,0,0,0,6249.13,303,1,0,6677.96,"",1,1,1,0,0,0,0
35,1960.6,1,474,0,0,1389,1,1,6403.77,"",1,1,1,0,0,0,0,6368.77,3359,1,0,7943.47,"",1,1,1,0,0,0,0
35,1960.6,1,477,0,0,11904,1,0,7246.37,"",1,1,1,0,0,0,0,7212.37,3736,1,1,7599.44,"",1,1,1,0,0,0,0
35,1960.6,1,482,0,0,15966,1,1,6886.1,"",1,1,1,0,0,0,0,6852.1,6004,1,0,9941.74,"",1,1,1,0,0,0,0
35,1960.6,1,486,1,0,11699,1,1,7042.91,"",1,1,1,0,0,0,0,7008.91,8212,1,0,11753.2,"",1,1,1,0,0,0,0
35,1960.6,1,488,1,0,2419,1,1,6290.1,"",1,1,1,0,0,0,0,6255.1,12155,1,0,7421.23,"",1,1,1,0,0,0,0
35,1960.6,1,478,0,0,5830,1,1,7287.22,"",1,1,1,0,0,0,0,7252.22,17188,1,0,8247.7,"",1,1,1,0,0,0,0
36,1960.6,1,499,1,0,1126,1,1,7277.57,"",1,1,1,0,0,0,0,7241.57,2267,1,0,8398.36,"",1,1,1,0,0,0,0
36,1960.6,1,503,2,0,4572,1,1,7113.61,"",1,1,1,0,0,0,0,7077.61,7742,1,0,7455.5,"",1,1,1,0,0,0,0
36,1960.6,1,502,1,0,5894,1,1,7133.32,"",1,1,1,0,0,0,0,7097.32,13863,1,0,8351.02,"",1,1,1,0,0,0,0
36,1960.6,1,497,1,0,571,1,1,5584.62,"",1,1,1,0,0,0,0,5548.62,15993,1,0,9976.4,"",1,1,1,0,0,0,0
37,1960.6,1,505,0,0,1663,1,1,6181.74,"",1,1,1,0,0,0,0,6144.74,2944,1,0,10213.3,"",1,1,1,0,0,0,0
37,1960.6,1,507,0,0,15036,1,1,6897.19,"",1,1,1,0,0,0,0,6861.19,3713,1,0,9561.35,"",1,1,1,0,0,0,0
37,1960.6,1,508,0,0,15390,1,1,6825.53,"",1,1,1,0,0,0,0,6789.53,8206,1,0,10198.6,"",1,1,1,0,0,0,0
37,1960.6,1,512,1,0,11721,1,1,5709.08,"",1,1,1,0,0,0,0,5672.08,17148,1,0,8622.96,"",1,1,1,0,0,0,0
38,1960.6,1,523,1,0,57,1,1,6740.3,"",1,1,1,0,0,0,0,6702.3,11881,1,0,8833.63,"",1,1,1,0,0,0,0
39,1960.61,1,526,0,0,9869,1,1,7020.93,"",1,1,1,0,0,0,0,6982.93,9532,1,0,8665.43,"",1,1,1,0,0,0,0
39,1960.61,1,525,0,0,4502,1,0,6652.41,"",1,1,1,0,0,0,0,6613.41,13708,1,1,8417.51,"",1,1,1,0,0,0,0
39,1960.61,1,531,1,0,3548,1,1,6278.13,"",1,1,1,0,0,0,0,6239.13,16564,1,0,9412.69,"",1,1,1,0,0,0,0
39,1960.61,1,532,1,0,13914,1,1,7271.8,"",1,1,1,0,0,0,0,7232.8,16649,1,0,10519.4,"",1,1,1,0,0,0,0
40,1960.61,1,535,0,0,4134,1,1,6164.81,"",1,1,1,0,0,0,0,6125.81,420,1,0,6819.73,"",1,1,1,0,0,0,0
40,1960.61,1,538,0,0,4529,1,1,6099.93,"",1,1,1,0,0,0,0,6059.93,9707,1,0,8785.94,"",1,1,1,0,0,0,0
40,1960.61,1,541,0,0,12488,1,1,6387.71,"",1,1,1,0,0,0,0,6347.71,15476,1,0,7814.22,"",1,1,1,0,0,0,0
41,1960.61,1,547,0,0,15578,1,1,7141.08,"",1,1,1,0,0,0,0,7101.08,2403,1,0,7789.91,"",1,1,1,0,0,0,0
41,1960.61,1,545,0,0,525,1,1,6635.05,"",1,1,1,0,0,0,0,6594.05,13012,1,0,9893.49,"",1,1,1,0,0,0,0
41,1960.61,1,546,0,0,6887,1,1,5736.79,"",1,1,1,0,0,0,0,5695.79,13623,1,0,9352.16,"",1,1,1,0,0,0,0
41,1960.61,1,553,1,0,1455,1,0,6198.15,"",1,1,1,0,0,0,0,6157.15,14306,1,1,5200.15,"",1,1,1,0,0,0,0
41,1960.61,1,552,1,0,3759,1,1,6665.84,"",1,1,1,0,0,0,0,6624.84,14809,1,0,8329.62,"",1,1,1,0,0,0,0
41,1960.61,1,548,0,0,8813,1,0,6996.93,"",1,1,1,0,0,0,0,6955.93,17226,1,1,6466.9,"",1,1,1,0,0,0,0
42,1960.62,1,558,0,0,1627,1,1,7117.23,"",1,1,1,0,0,0,0,7075.23,3011,1,0,10615.3,"",1,1,1,0,0,0,0
42,1960.62,1,559,0,0,10790,1,0,5915.92,"",1,1,1,0,0,0,0,5874.92,7953,1,1,7200.42,"",1,1,1,0,0,0,0
42,1960.62,1,564,1,0,3659,1,1,5955.14,"",1,1,1,0,0,0,0,5913.14,16446,1,0,10803.6,"",1,1,1,0,0,0,0
42,1960.62,1,560,0,0,16038,1,1,6832.02,"",1,1,1,0,0,0,0,6790.02,16749,1,0,9851.08,"",1,1,1,0,0,0,0
43,1960.62,1,574,0,0,7454,1,0,6986.18,"",1,1,1,0,0,0,0,6944.18,5329,1,1,6801.93,"",1,1,1,0,0,0,0
43,1960.62,1,578,1,0,3181,1,1,6131.84,"",1,1,1,0,0,0,0,6088.84,7098,1,0,8796.52,"",1,1,1,0,0,0,0
43,1960.62,1,575,0,0,11028,1,1,6569.9,"",1,1,1,0,0,0,0,6527.9,10684,1,0,7663.16,"",1,1,1,0,0,0,0
44,1960.62,1,586,1,0,757,1,1,5724.39,"",1,1,1,0,0,0,0,5680.39,16000,1,0,7686.09,"",1,1,1,0,0,0,0
44,1960.62,1,582,0,0,5140,1,1,7337.97,"",1,1,1,0,0,0,0,7293.97,17211,1,0,9314.49,"",1,1,1,0,0,0,0
45,1960.62,1,597,1,0,12343,1,1,6416.53,"",1,1,1,0,0,0,0,6372.53,5715,1,0,7898.91,"",1,1,1,0,0,0,0
46,1960.63,1,607,1,0,15940,1,1,5652.84,"",1,1,1,0,0,0,0,5607.84,12175,1,0,9091.64,"",1,1,1,0,0,0,0
46,1960.63,1,606,1,0,14621,1,0,6940.96,"",1,1,1,0,0,0,0,6894.96,16376,1,1,7845.6,"",1,1,1,0,0,0,0
47,1960.63,1,609,0,0,2281,1,1,5990.6,"",1,1,1,0,0,0,0,5943.6,8071,1,0,11488.6,"",1,1,1,0,0,0,0
47,1960.63,1,608,0,0,5248,1,0,6012.85,"",1,1,1,0,0,0,0,5965.85,9082,1,1,8773.3,"",1,1,1,0,0,0,0
47,1960.63,1,616,1,0,17370,1,1,7228.81,"",1,1,1,0,0,0,0,7182.81,16380,1,0,8612.87,"",1,1,1,0,0,0,0
49,1960.63,1,641,1,0,14591,1,1,6835.67,"",1,1,1,0,0,0,0,6787.67,4159,1,0,8028.6,"",1,1,1,0,0,0,0
49,1960.63,1,631,0,0,4178,1,0,7166.34,"",1,1,1,0,0,0,0,7117.34,8622,1,1,8003.67,"",1,1,1,0,0,0,0
49,1960.63,1,637,0,0,13536,1,1,6720.25,"",1,1,1,0,0,0,0,6672.25,13287,1,0,11160.5,"",1,1,1,0,0,0,0
50,1960.64,1,647,0,0,17071,1,0,6662.68,"",1,1,1,0,0,0,0,6613.68,1030,1,1,8057.24,"",1,1,1,0,0,0,0
50,1960.64,1,644,0,0,15580,1,1,7189.17,"",1,1,1,0,0,0,0,7140.17,10605,1,0,8776.79,"",1,1,1,0,0,0,0
50,1960.64,1,652,1,0,14171,1,1,6714.19,"",1,1,1,0,0,0,0,6664.19,16875,1,0,11638.8,"",1,1,1,0,0,0,0
50,1960.64,1,648,1,0,12809,1,1,6849.4,"",1,1,1,0,0,0,0,6799.4,17112,1,0,10262.4,"",1,1,1,0,0,0,0
51,1960.64,1,659,0,0,8056,1,0,6890.25,"",1,1,1,0,0,0,0,6840.25,484,1,1,7980.07,"",1,1,1,0,0,0,0
51,1960.64,1,664,1,0,15028,1,1,6699.53,"",1,1,1,0,0,0,0,6649.53,12300,1,0,10942,"",1,1,1,0,0,0,0
51,1960.64,1,657,0,0,586,1,0,5875.51,"",1,1,1,0,0,0,0,5824.51,14428,1,1,5425.24,"",1,1,1,0,0,0,0
53,1960.65,1,675,0,0,1670,1,1,5853.58,"",1,1,1,0,0,0,0,5800.58,2180,1,0,8158.3,"",1,1,1,0,0,0,0
53,1960.65,1,676,0,0,8459,1,1,5624.86,"",1,1,1,0,0,0,0,5572.86,3571,1,0,8348.4,"",1,1,1,0,0,0,0
53,1960.65,1,680,0,0,568,1,1,5732.89,"",1,1,1,0,0,0,0,5679.89,11744,1,0,9467.7,"",1,1,1,0,0,0,0
53,1960.65,1,677,0,0,3854,1,0,6507.62,"",1,1,1,0,0,0,0,6454.62,16346,1,1,5439.36,"",1,1,1,0,0,0,0
54,1960.65,1,701,1,0,5700,1,1,7218.06,"",1,1,1,0,0,0,0,7165.06,1771,1,0,10900.9,"",1,1,1,0,0,0,0
54,1960.65,1,697,1,0,745,1,1,7015.93,"",1,1,1,0,0,0,0,6961.93,3626,1,0,5239.2,"",1,1,1,0,0,0,0
55,1960.65,1,707,0,0,8655,1,1,6440.77,"",1,1,1,0,0,0,0,6385.77,9024,1,0,12250.6,"",1,1,1,0,0,0,0
56,1960.65,1,720,0,0,6019,1,0,6316.2,"",1,1,1,0,0,0,0,6261.2,3617,1,1,6423.75,"",1,1,1,0,0,0,0
56,1960.65,1,721,0,0,11714,1,1,5794.78,"",1,1,1,0,0,0,0,5739.78,7311,1,0,10663.1,"",1,1,1,0,0,0,0
56,1960.65,1,725,1,0,10078,1,1,7309.27,"",1,1,1,0,0,0,0,7254.27,8122,1,0,12731.2,"",1,1,1,0,0,0,0
56,1960.65,1,723,0,0,14975,1,1,6561.43,"",1,1,1,0,0,0,0,6506.43,10231,1,0,8456.45,"",1,1,1,0,0,0,0
57,1960.66,1,738,1,0,1523,1,0,7005.06,"",1,1,1,0,0,0,0,6948.06,8158,1,1,5270.31,"",1,1,1,0,0,0,0
57,1960.66,1,737,1,0,15394,1,0,6829.04,"",1,1,1,0,0,0,0,6773.04,10359,1,1,9334.27,"",1,1,1,0,0,0,0
57,1960.66,1,732,0,0,8057,1,1,7230.07,"",1,1,1,0,0,0,0,7173.07,10601,1,0,8968.6,"",1,1,1,0,0,0,0
57,1960.66,1,734,0,0,10518,1,1,6721.17,"",1,1,1,0,0,0,0,6664.17,16788,1,0,7686.85,"",1,1,1,0,0,0,0
58,1960.66,1,744,0,0,3257,1,1,6377.81,"",1,1,1,0,0,0,0,6319.81,4453,1,0,6011.09,"",1,1,1,0,0,0,0
