Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
145,1960.9,27,29.5641,F,2,1,local,STIPreEmigrating,0,30,8,0,0,TRANSITORY,NORMAL,50,2,2
148,1960.91,56,39.7143,M,1,3,local,STIPreEmigrating,0,25,14,0,0,TRANSITORY,NORMAL,58,1,1
151,1960.91,55,24.7688,M,4,2,local,STIPreEmigrating,0,27,12,0,0,TRANSITORY,NORMAL,53,4,4
156,1960.93,52,37.5792,M,3,1,local,STIPreEmigrating,0,17,26,0,0,TRANSITORY,NORMAL,30,3,3
167,1960.96,41,17.5674,M,3,4,local,STIPreEmigrating,0,35,11,0,0,TRANSITORY,NORMAL,46,3,3
178,1960.99,23,24.9023,F,2,3,local,STIPreEmigrating,0,38,8,0,0,TRANSITORY,NORMAL,49,2,2
202,1961.05,42,17.1865,M,2,1,local,STIPreEmigrating,0,34,31,0,0,TRANSITORY,NORMAL,20,2,2
212,1961.08,29,31.0641,M,4,3,local,STIPreEmigrating,0,37,30,0,0,TRANSITORY,NORMAL,53,4,4
221,1961.11,68,33.7173,M,2,3,local,STIPreEmigrating,0,36,32,0,0,TRANSITORY,NORMAL,21,2,2
224,1961.11,41,17.7236,M,4,1,local,STIPreEmigrating,0,43,6,0,0,TRANSITORY,NORMAL,46,4,4
242,1961.16,16,23.2116,F,2,3,local,STIPreEmigrating,0,42,12,0,0,TRANSITORY,NORMAL,50,2,2
243,1961.17,26,36.5778,F,4,1,local,STIPreEmigrating,0,29,34,0,0,TRANSITORY,NORMAL,6,4,4
249,1961.18,16,23.2308,F,3,1,local,STIPreEmigrating,0,46,3,0,0,TRANSITORY,NORMAL,10,3,3
249,1961.18,34,40.8294,F,1,2,local,STIPreEmigrating,0,45,2,0,0,TRANSITORY,NORMAL,52,1,1
255,1961.2,16,23.2472,F,3,2,local,STIPreEmigrating,0,48,1,0,0,TRANSITORY,NORMAL,29,3,3
255,1961.2,26,36.6107,F,1,4,local,STIPreEmigrating,0,47,2,0,0,TRANSITORY,NORMAL,40,1,1
277,1961.26,53,23.681,F,1,4,local,STIPreEmigrating,0,49,9,0,0,TRANSITORY,NORMAL,39,1,1
287,1961.29,56,40.0951,M,3,4,local,STIPreEmigrating,0,40,42,0,0,TRANSITORY,NORMAL,30,3,3
287,1961.29,55,25.1414,M,2,1,local,STIPreEmigrating,0,41,30,0,0,TRANSITORY,NORMAL,20,2,2
298,1961.32,28,42.1754,F,1,3,local,STIPreEmigrating,0,44,19,0,0,TRANSITORY,NORMAL,48,1,1
300,1961.32,23,25.2365,F,2,3,local,STIPreEmigrating,0,54,5,0,0,TRANSITORY,NORMAL,50,2,2
308,1961.34,33,44.0956,F,4,3,local,STIPreEmigrating,0,53,4,0,0,TRANSITORY,NORMAL,6,4,4
317,1961.37,63,41.4866,F,1,2,local,STIPreEmigrating,0,60,1,0,0,TRANSITORY,NORMAL,48,1,1
328,1961.4,46,22.2261,F,1,4,local,STIPreEmigrating,0,59,3,0,0,TRANSITORY,NORMAL,55,1,1
331,1961.41,29,31.3901,M,3,4,local,STIPreEmigrating,0,58,6,0,0,TRANSITORY,NORMAL,23,3,3
336,1961.42,68,34.0324,M,3,4,local,STIPreEmigrating,0,56,13,0,0,TRANSITORY,NORMAL,58,3,3
344,1961.44,10,25.9991,M,3,1,local,STIPreEmigrating,0,61,4,0,0,TRANSITORY,NORMAL,23,3,3
348,1961.45,37,38.7011,F,4,2,local,STIPreEmigrating,0,62,7,0,0,TRANSITORY,NORMAL,56,4,4
352,1961.46,53,23.8865,F,4,2,local,STIPreEmigrating,0,52,28,0,0,TRANSITORY,NORMAL,42,4,4
353,1961.47,20,17.638,F,2,3,local,STIPreEmigrating,0,55,24,0,0,TRANSITORY,NORMAL,41,2,2
356,1961.48,5,48.3947,M,4,3,local,STIPreEmigrating,0,51,30,0,0,TRANSITORY,NORMAL,31,4,4
372,1961.52,20,17.6901,F,3,2,local,STIPreEmigrating,0,66,6,0,0,TRANSITORY,NORMAL,59,3,3
396,1961.58,20,17.7558,F,2,3,local,STIPreEmigrating,0,69,8,0,0,TRANSITORY,NORMAL,55,2,2
398,1961.59,56,40.3993,M,3,4,local,STIPreEmigrating,0,67,17,0,0,TRANSITORY,NORMAL,58,3,3
415,1961.64,33,44.3888,F,3,4,local,STIPreEmigrating,0,70,6,0,0,TRANSITORY,NORMAL,36,3,3
418,1961.65,20,17.8161,F,3,2,local,STIPreEmigrating,0,72,3,0,0,TRANSITORY,NORMAL,59,3,3
419,1961.65,52,38.2997,M,3,2,local,STIPreEmigrating,0,68,12,0,0,TRANSITORY,NORMAL,23,3,3
436,1961.69,23,25.6092,F,3,2,local,STIPreEmigrating,0,74,5,0,0,TRANSITORY,NORMAL,56,3,3
444,1961.72,23,25.6311,F,2,4,local,STIPreEmigrating,0,78,2,0,0,TRANSITORY,NORMAL,39,2,2
445,1961.72,49,30.6108,M,2,4,local,STIPreEmigrating,0,50,62,0,0,TRANSITORY,NORMAL,16,2,2
447,1961.72,6,45.7579,M,4,1,local,STIPreEmigrating,0,63,43,0,0,TRANSITORY,NORMAL,46,4,4
447,1961.72,36,44.1664,M,3,2,local,STIPreEmigrating,0,75,5,0,0,TRANSITORY,NORMAL,30,3,3
449,1961.73,21,27.7003,F,2,4,local,STIPreEmigrating,0,79,2,0,0,TRANSITORY,NORMAL,55,2,2
454,1961.74,49,30.6354,M,4,1,local,STIPreEmigrating,0,81,3,0,0,TRANSITORY,NORMAL,27,4,4
455,1961.75,29,31.7298,M,4,2,local,STIPreEmigrating,0,80,2,0,0,TRANSITORY,NORMAL,23,4,4
458,1961.75,52,38.4066,M,2,3,local,STIPreEmigrating,0,77,8,0,0,TRANSITORY,NORMAL,37,2,2
488,1961.84,26,37.2491,F,4,1,local,STIPreEmigrating,0,65,49,0,0,TRANSITORY,NORMAL,68,4,4
493,1961.85,21,27.8209,F,4,1,local,STIPreEmigrating,0,83,18,0,0,TRANSITORY,NORMAL,55,4,4
494,1961.85,33,44.6052,F,4,3,local,STIPreEmigrating,0,84,6,0,0,TRANSITORY,NORMAL,40,4,4
508,1961.89,20,18.0627,F,2,3,local,STIPreEmigrating,0,73,31,0,0,TRANSITORY,NORMAL,41,2,2
511,1961.9,16,23.9486,F,4,3,local,STIPreEmigrating,0,90,3,0,0,TRANSITORY,NORMAL,55,4,4
522,1961.93,68,34.5419,M,4,3,local,STIPreEmigrating,0,91,8,0,0,TRANSITORY,NORMAL,4,4,4
537,1961.97,16,24.0198,F,3,2,local,STIPreEmigrating,0,92,5,0,0,TRANSITORY,NORMAL,68,3,3
540,1961.98,40,46.8644,M,4,3,local,STIPreEmigrating,0,89,19,0,0,TRANSITORY,NORMAL,27,4,4
550,1962.01,18,64.3366,F,3,1,local,STIPreEmigrating,0,93,8,0,0,TRANSITORY,NORMAL,15,3,3
554,1962.02,52,38.6696,M,3,2,local,STIPreEmigrating,0,85,21,0,0,TRANSITORY,NORMAL,30,3,3
558,1962.03,48,37.6538,M,3,2,local,STIPreEmigrating,0,95,3,0,0,TRANSITORY,NORMAL,31,3,3
562,1962.04,59,20.4354,M,3,2,local,STIPreEmigrating,0,100,1,0,0,TRANSITORY,NORMAL,20,3,3
564,1962.05,6,46.0785,M,1,4,local,STIPreEmigrating,0,94,10,0,0,TRANSITORY,NORMAL,63,1,1
567,1962.05,53,24.4755,F,2,4,local,STIPreEmigrating,0,64,82,0,0,TRANSITORY,NORMAL,50,2,2
581,1962.09,53,24.5139,F,4,3,local,STIPreEmigrating,0,103,3,0,0,TRANSITORY,NORMAL,49,4,4
588,1962.11,41,18.7208,M,2,4,local,STIPreEmigrating,0,104,3,0,0,TRANSITORY,NORMAL,20,2,2
595,1962.13,50,29.9114,M,2,1,local,STIPreEmigrating,0,102,8,0,0,TRANSITORY,NORMAL,16,2,2
604,1962.15,29,32.1381,M,4,1,local,STIPreEmigrating,0,97,20,0,0,TRANSITORY,NORMAL,23,4,4
610,1962.17,46,22.9987,F,4,1,local,STIPreEmigrating,0,99,18,0,0,TRANSITORY,NORMAL,55,4,4
610,1962.17,20,18.3421,F,2,3,local,STIPreEmigrating,0,106,7,0,0,TRANSITORY,NORMAL,59,2,2
616,1962.19,5,49.107,M,4,2,local,STIPreEmigrating,0,96,24,0,0,TRANSITORY,NORMAL,28,4,4
628,1962.22,64,16.5866,F,3,1,local,STIPreEmigrating,0,98,24,0,0,TRANSITORY,NORMAL,10,3,3
628,1962.22,56,41.0294,M,2,3,local,STIPreEmigrating,0,86,41,0,0,TRANSITORY,NORMAL,37,2,2
635,1962.24,49,31.1313,M,4,3,local,STIPreEmigrating,0,108,11,0,0,TRANSITORY,NORMAL,23,4,4
635,1962.24,40,47.1246,M,2,3,local,STIPreEmigrating,0,110,6,0,0,TRANSITORY,NORMAL,34,2,2
639,1962.25,68,34.8625,M,3,2,local,STIPreEmigrating,0,101,30,0,0,TRANSITORY,NORMAL,31,3,3
639,1962.25,39,31.9167,M,3,2,local,STIPreEmigrating,0,105,22,0,0,TRANSITORY,NORMAL,53,3,3
640,1962.25,50,30.0347,M,1,3,local,STIPreEmigrating,0,109,17,0,0,TRANSITORY,NORMAL,46,1,1
642,1962.26,20,18.4298,F,3,1,local,STIPreEmigrating,0,111,6,0,0,TRANSITORY,NORMAL,10,3,3
650,1962.28,39,31.9468,M,2,4,local,STIPreEmigrating,0,114,3,0,0,TRANSITORY,NORMAL,16,2,2
663,1962.32,42,18.4495,M,1,3,local,STIPreEmigrating,0,112,7,0,0,TRANSITORY,NORMAL,64,1,1
671,1962.34,10,26.895,M,3,1,local,STIPreEmigrating,0,121,1,0,0,TRANSITORY,NORMAL,64,3,3
672,1962.34,20,18.512,F,1,3,local,STIPreEmigrating,0,119,2,0,0,TRANSITORY,NORMAL,29,1,1
681,1962.37,51,16.2396,F,1,2,local,STIPreEmigrating,0,123,3,0,0,TRANSITORY,NORMAL,59,1,1
685,1962.38,56,41.1856,M,3,4,local,STIPreEmigrating,0,113,10,0,0,TRANSITORY,NORMAL,30,3,3
691,1962.39,53,24.8153,F,3,4,local,STIPreEmigrating,0,126,2,0,0,TRANSITORY,NORMAL,55,3,3
695,1962.4,49,31.2957,M,3,4,local,STIPreEmigrating,0,116,17,0,0,TRANSITORY,NORMAL,31,3,3
697,1962.41,27,31.0764,F,2,4,local,STIPreEmigrating,0,107,27,0,0,TRANSITORY,NORMAL,52,2,2
699,1962.42,59,20.8107,M,1,2,local,STIPreEmigrating,0,125,4,0,0,TRANSITORY,NORMAL,64,1,1
728,1962.49,49,31.3861,M,4,1,local,STIPreEmigrating,0,128,8,0,0,TRANSITORY,NORMAL,27,4,4
739,1962.52,40,47.4096,M,1,3,local,STIPreEmigrating,0,118,28,0,0,TRANSITORY,NORMAL,63,1,1
743,1962.54,34,42.1828,F,2,1,local,STIPreEmigrating,0,130,5,0,0,TRANSITORY,NORMAL,56,2,2
746,1962.54,20,18.7147,F,3,1,local,STIPreEmigrating,0,124,25,0,0,TRANSITORY,NORMAL,42,3,3
756,1962.57,20,18.7421,F,3,1,local,STIPreEmigrating,0,133,3,0,0,TRANSITORY,NORMAL,41,3,3
763,1962.59,27,31.2572,F,4,2,local,STIPreEmigrating,0,131,3,0,0,TRANSITORY,NORMAL,36,4,4
779,1962.63,42,18.7673,M,1,4,local,STIPreEmigrating,0,136,1,0,0,TRANSITORY,NORMAL,20,1,1
785,1962.65,27,31.3175,F,2,4,local,STIPreEmigrating,0,137,3,0,0,TRANSITORY,NORMAL,56,2,2
792,1962.67,32,15.0958,F,4,3,local,STIPreEmigrating,0,138,2,0,0,TRANSITORY,NORMAL,42,4,4
800,1962.69,68,35.3036,M,2,3,local,STIPreEmigrating,0,135,13,0,0,TRANSITORY,NORMAL,16,2,2
810,1962.72,22,66.8428,M,2,1,local,STIPreEmigrating,0,140,9,0,0,TRANSITORY,NORMAL,35,2,2
811,1962.72,48,38.347,M,2,3,local,STIPreEmigrating,0,122,44,0,0,TRANSITORY,NORMAL,58,2,2
823,1962.75,10,27.3114,M,1,3,local,STIPreEmigrating,0,144,9,0,0,TRANSITORY,NORMAL,53,1,1
833,1962.78,31,32.0395,F,2,3,local,STIPreEmigrating,0,146,8,0,0,TRANSITORY,NORMAL,56,2,2
834,1962.78,16,24.8335,F,2,3,local,STIPreEmigrating,0,145,12,0,0,TRANSITORY,NORMAL,52,2,2
839,1962.8,59,21.1943,M,3,2,local,STIPreEmigrating,0,142,15,0,0,TRANSITORY,NORMAL,32,3,3
839,1962.8,20,18.9695,F,1,3,local,STIPreEmigrating,0,141,12,0,0,TRANSITORY,NORMAL,42,1,1
843,1962.81,6,46.8429,M,4,1,local,STIPreEmigrating,0,147,7,0,0,TRANSITORY,NORMAL,27,4,4
848,1962.82,23,26.7379,F,1,2,local,STIPreEmigrating,0,143,18,0,0,TRANSITORY,NORMAL,29,1,1
850,1962.83,68,35.4406,M,3,1,local,STIPreEmigrating,0,149,4,0,0,TRANSITORY,NORMAL,26,3,3
857,1962.85,42,18.981,M,1,3,local,STIPreEmigrating,0,154,5,0,0,TRANSITORY,NORMAL,64,1,1
860,1962.86,20,19.0271,F,3,1,local,STIPreEmigrating,0,150,6,0,0,TRANSITORY,NORMAL,41,3,3
865,1962.87,27,31.5367,F,4,2,local,STIPreEmigrating,0,155,5,0,0,TRANSITORY,NORMAL,48,4,4
866,1962.87,55,26.7277,M,3,2,local,STIPreEmigrating,0,148,15,0,0,TRANSITORY,NORMAL,16,3,3
867,1962.88,16,24.9239,F,3,2,local,STIPreEmigrating,0,157,1,0,0,TRANSITORY,NORMAL,49,3,3
869,1962.88,50,30.6621,M,3,1,local,STIPreEmigrating,0,117,83,0,0,TRANSITORY,NORMAL,21,3,3
870,1962.88,36,45.3253,M,3,1,local,STIPreEmigrating,0,151,11,0,0,TRANSITORY,NORMAL,30,3,3
873,1962.89,39,32.5578,M,4,2,local,STIPreEmigrating,0,139,21,0,0,TRANSITORY,NORMAL,46,4,4
880,1962.91,55,26.7661,M,2,4,local,STIPreEmigrating,0,158,4,0,0,TRANSITORY,NORMAL,58,2,2
880,1962.91,39,32.5769,M,2,3,local,STIPreEmigrating,0,160,3,0,0,TRANSITORY,NORMAL,27,2,2
885,1962.92,59,21.3203,M,2,1,local,STIPreEmigrating,0,153,11,0,0,TRANSITORY,NORMAL,51,2,2
902,1962.97,5,49.8906,M,3,4,local,STIPreEmigrating,0,152,22,0,0,TRANSITORY,NORMAL,28,3,3
911,1963,52,39.6477,M,3,1,local,STIPreEmigrating,0,159,13,0,0,TRANSITORY,NORMAL,31,3,3
916,1963.01,30,32.791,F,3,1,local,STIPreEmigrating,0,169,1,0,0,TRANSITORY,NORMAL,6,3,3
918,1963.02,10,27.5717,M,3,1,local,STIPreEmigrating,0,161,13,0,0,TRANSITORY,NORMAL,64,3,3
924,1963.03,32,15.4575,F,1,3,local,STIPreEmigrating,0,165,10,0,0,TRANSITORY,NORMAL,59,1,1
925,1963.03,49,31.9258,M,4,3,local,STIPreEmigrating,0,167,9,0,0,TRANSITORY,NORMAL,46,4,4
932,1963.05,55,26.9085,M,2,4,local,STIPreEmigrating,0,166,14,0,0,TRANSITORY,NORMAL,23,2,2
932,1963.05,56,41.8623,M,2,3,local,STIPreEmigrating,0,168,6,0,0,TRANSITORY,NORMAL,53,2,2
939,1963.07,58,30.3066,F,1,4,local,STIPreEmigrating,0,171,5,0,0,TRANSITORY,NORMAL,29,1,1
944,1963.09,20,19.2572,F,3,2,local,STIPreEmigrating,0,162,23,0,0,TRANSITORY,NORMAL,42,3,3
944,1963.09,36,45.528,M,3,4,local,STIPreEmigrating,0,174,1,0,0,TRANSITORY,NORMAL,4,3,3
950,1963.1,42,19.2358,M,3,1,local,STIPreEmigrating,0,175,2,0,0,TRANSITORY,NORMAL,64,3,3
971,1963.16,27,31.8271,F,1,2,local,STIPreEmigrating,0,172,13,0,0,TRANSITORY,NORMAL,68,1,1
976,1963.17,51,17.0478,F,2,3,local,STIPreEmigrating,0,164,32,0,0,TRANSITORY,NORMAL,69,2,2
984,1963.2,50,30.9772,M,1,3,local,STIPreEmigrating,0,177,6,0,0,TRANSITORY,NORMAL,23,1,1
985,1963.2,48,38.8237,M,3,1,local,STIPreEmigrating,0,163,36,0,0,TRANSITORY,NORMAL,21,3,3
1012,1963.27,21,29.2428,F,3,4,local,STIPreEmigrating,0,181,8,0,0,TRANSITORY,NORMAL,39,3,3
1019,1963.29,32,15.7178,F,2,3,local,STIPreEmigrating,0,178,18,0,0,TRANSITORY,NORMAL,69,2,2
1024,1963.31,30,33.0869,F,1,2,local,STIPreEmigrating,0,179,10,0,0,TRANSITORY,NORMAL,52,1,1
1034,1963.33,26,38.745,F,3,1,local,STIPreEmigrating,0,170,38,0,0,TRANSITORY,NORMAL,6,3,3
1038,1963.34,23,27.2585,F,1,2,local,STIPreEmigrating,0,183,17,0,0,TRANSITORY,NORMAL,10,1,1
1045,1963.36,40,48.2479,M,4,3,local,STIPreEmigrating,0,180,27,0,0,TRANSITORY,NORMAL,4,4,4
1047,1963.37,55,27.2236,M,4,2,local,STIPreEmigrating,0,182,18,0,0,TRANSITORY,NORMAL,46,4,4
1051,1963.38,53,25.8016,F,4,3,local,STIPreEmigrating,0,184,9,0,0,TRANSITORY,NORMAL,29,4,4
1053,1963.38,60,16.8435,F,4,3,local,STIPreEmigrating,0,186,7,0,0,TRANSITORY,NORMAL,42,4,4
1065,1963.42,4,39.8766,F,4,3,local,STIPreEmigrating,0,188,9,0,0,TRANSITORY,NORMAL,36,4,4
1069,1963.43,31,32.6861,F,3,2,local,STIPreEmigrating,0,189,3,0,0,TRANSITORY,NORMAL,49,3,3
1070,1963.43,59,21.8271,M,1,2,local,STIPreEmigrating,0,193,1,0,0,TRANSITORY,NORMAL,32,1,1
1081,1963.46,51,17.3355,F,2,3,local,STIPreEmigrating,0,187,8,0,0,TRANSITORY,NORMAL,55,2,2
1083,1963.47,55,27.3222,M,2,3,local,STIPreEmigrating,0,196,1,0,0,TRANSITORY,NORMAL,20,2,2
1085,1963.47,21,29.4428,F,1,4,local,STIPreEmigrating,0,191,12,0,0,TRANSITORY,NORMAL,52,1,1
1089,1963.48,16,25.5322,F,2,3,local,STIPreEmigrating,0,185,12,0,0,TRANSITORY,NORMAL,69,2,2
1092,1963.49,16,25.5404,F,3,2,local,STIPreEmigrating,0,198,1,0,0,TRANSITORY,NORMAL,49,3,3
1096,1963.5,41,20.1126,M,1,4,local,STIPreEmigrating,0,195,4,0,0,TRANSITORY,NORMAL,60,1,1
1097,1963.51,64,17.8715,F,2,3,local,STIPreEmigrating,0,197,6,0,0,TRANSITORY,NORMAL,59,2,2
1098,1963.51,10,28.0649,M,3,1,local,STIPreEmigrating,0,200,1,0,0,TRANSITORY,NORMAL,51,3,3
1101,1963.52,46,24.3439,F,1,2,local,STIPreEmigrating,0,202,1,0,0,TRANSITORY,NORMAL,10,1,1
1102,1963.52,64,17.8852,F,3,1,local,STIPreEmigrating,0,201,1,0,0,TRANSITORY,NORMAL,55,3,3
1102,1963.52,26,38.9313,F,1,2,local,STIPreEmigrating,0,203,1,0,0,TRANSITORY,NORMAL,40,1,1
1104,1963.52,68,36.1365,M,2,3,local,STIPreEmigrating,0,194,19,0,0,TRANSITORY,NORMAL,27,2,2
1105,1963.53,8,68.8702,F,2,3,local,STIPreEmigrating,0,173,64,0,0,TRANSITORY,NORMAL,57,2,2
1105,1963.53,23,27.442,F,1,2,local,STIPreEmigrating,0,192,18,0,0,TRANSITORY,NORMAL,50,1,1
1107,1963.53,51,17.4067,F,3,2,local,STIPreEmigrating,0,204,2,0,0,TRANSITORY,NORMAL,6,3,3
1114,1963.55,49,32.4436,M,3,4,local,STIPreEmigrating,0,208,3,0,0,TRANSITORY,NORMAL,16,3,3
1114,1963.55,69,18.2759,M,2,4,local,STIPreEmigrating,0,199,5,0,0,TRANSITORY,NORMAL,20,2,2
1115,1963.55,55,27.4099,M,3,2,local,STIPreEmigrating,0,209,1,0,0,TRANSITORY,NORMAL,32,3,3
1120,1963.57,48,39.1936,M,3,1,local,STIPreEmigrating,0,207,3,0,0,TRANSITORY,NORMAL,31,3,3
1124,1963.58,39,33.2454,M,3,2,local,STIPreEmigrating,0,190,25,0,0,TRANSITORY,NORMAL,53,3,3
1125,1963.58,30,33.3636,F,1,3,local,STIPreEmigrating,0,211,1,0,0,TRANSITORY,NORMAL,56,1,1
1126,1963.58,55,27.44,M,2,1,local,STIPreEmigrating,0,210,3,0,0,TRANSITORY,NORMAL,46,2,2
1138,1963.62,53,26.0399,F,3,4,local,STIPreEmigrating,0,215,3,0,0,TRANSITORY,NORMAL,68,3,3
1142,1963.63,49,32.5204,M,4,1,local,STIPreEmigrating,0,218,1,0,0,TRANSITORY,NORMAL,21,4,4
1144,1963.63,39,33.3002,M,2,1,local,STIPreEmigrating,0,216,8,0,0,TRANSITORY,NORMAL,46,2,2
1152,1963.66,58,30.8901,F,1,3,local,STIPreEmigrating,0,217,5,0,0,TRANSITORY,NORMAL,52,1,1
1153,1963.66,10,28.2156,M,3,1,local,STIPreEmigrating,0,213,10,0,0,TRANSITORY,NORMAL,23,3,3
1156,1963.67,21,29.6373,F,4,3,local,STIPreEmigrating,0,221,2,0,0,TRANSITORY,NORMAL,50,4,4
1159,1963.68,63,43.7934,F,2,1,local,STIPreEmigrating,0,214,12,0,0,TRANSITORY,NORMAL,36,2,2
1167,1963.7,16,25.7459,F,4,3,local,STIPreEmigrating,0,222,11,0,0,TRANSITORY,NORMAL,29,4,4
1180,1963.73,60,17.1915,F,1,3,local,STIPreEmigrating,0,212,28,0,0,TRANSITORY,NORMAL,42,1,1
1182,1963.74,62,16.0064,M,2,1,local,STIPreEmigrating,0,223,13,0,0,TRANSITORY,NORMAL,20,2,2
1189,1963.76,59,22.1532,M,1,2,local,STIPreEmigrating,0,206,38,0,0,TRANSITORY,NORMAL,64,1,1
1195,1963.77,27,32.4408,F,2,3,local,STIPreEmigrating,0,228,2,0,0,TRANSITORY,NORMAL,56,2,2
1199,1963.78,30,33.5664,F,4,1,local,STIPreEmigrating,0,224,14,0,0,TRANSITORY,NORMAL,68,4,4
1199,1963.78,51,17.6588,F,2,3,local,STIPreEmigrating,0,229,1,0,0,TRANSITORY,NORMAL,59,2,2
1202,1963.79,40,48.6781,M,3,1,local,STIPreEmigrating,0,230,1,0,0,TRANSITORY,NORMAL,28,3,3
1226,1963.86,26,39.271,F,1,2,local,STIPreEmigrating,0,225,21,0,0,TRANSITORY,NORMAL,49,1,1
1227,1963.86,55,27.7167,M,1,2,local,STIPreEmigrating,0,226,8,0,0,TRANSITORY,NORMAL,64,1,1
1233,1963.88,10,28.4347,M,4,1,local,STIPreEmigrating,0,233,4,0,0,TRANSITORY,NORMAL,61,4,4
1234,1963.88,69,18.6046,M,4,2,local,STIPreEmigrating,0,234,4,0,0,TRANSITORY,NORMAL,60,4,4
1239,1963.89,64,18.2606,F,1,3,local,STIPreEmigrating,0,235,3,0,0,TRANSITORY,NORMAL,42,1,1
1240,1963.9,20,20.0682,F,1,3,local,STIPreEmigrating,0,231,11,0,0,TRANSITORY,NORMAL,62,1,1
1259,1963.95,58,31.1833,F,3,1,local,STIPreEmigrating,0,232,27,0,0,TRANSITORY,NORMAL,29,3,3
1260,1963.95,46,24.7796,F,2,1,local,STIPreEmigrating,0,227,21,0,0,TRANSITORY,NORMAL,36,2,2
1262,1963.96,16,26.0061,F,3,4,local,STIPreEmigrating,0,238,14,0,0,TRANSITORY,NORMAL,55,3,3
1271,1963.98,69,18.706,M,4,2,local,STIPreEmigrating,0,242,3,0,0,TRANSITORY,NORMAL,64,4,4
1274,1963.99,41,20.6003,M,4,2,local,STIPreEmigrating,0,237,13,0,0,TRANSITORY,NORMAL,60,4,4
1277,1964,10,28.5553,M,4,1,local,STIPreEmigrating,0,245,1,0,0,TRANSITORY,NORMAL,16,4,4
1278,1964,53,26.4235,F,4,1,local,STIPreEmigrating,0,239,11,0,0,TRANSITORY,NORMAL,68,4,4
1284,1964.02,46,24.8453,F,1,3,local,STIPreEmigrating,0,247,1,0,0,TRANSITORY,NORMAL,39,1,1
1287,1964.03,42,20.1591,M,1,3,local,STIPreEmigrating,0,241,12,0,0,TRANSITORY,NORMAL,32,1,1
1291,1964.04,51,17.9108,F,3,2,local,STIPreEmigrating,0,250,1,0,0,TRANSITORY,NORMAL,42,3,3
