
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
1285,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00150771,0.00150771,0.00134483,0.00134483,0.00150771,0.00150771,0.00134483,0.00134483,0.000553783,0.000553783,0.000553783,0.000533258,0.000533258,0.000533258,0.000553783,0.000553783,0.000553783,0.000533258,0.000533258,0.000533258,9.86821e-05,8.4987e-05,9.86821e-05,8.4987e-05,0,0,0,0,0,0,0,0,2.27814,2.27814,2.27814,2.27814,0.791355,0.791355,0.791355,0.791355,0.791355,0.791355,0.151872,0.151872,0,0,0,0
1286,1,452,12,438,0,465,14,453,0,50,523,3,45,516,0,527,4,8,524,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151016,0.00151016,0.00134207,0.00134207,0.00151016,0.00151016,0.00134207,0.00134207,0.000554725,0.000554725,0.000554725,0.000532701,0.000532701,0.000532701,0.000554725,0.000554725,0.000554725,0.000532701,0.000532701,0.000532701,9.89046e-05,8.48227e-05,9.89046e-05,8.48227e-05,0,0,0,0,0,0,0,0,2.27883,2.27883,2.27883,2.27883,0.791593,0.791593,0.791593,0.791593,0.791593,0.791593,0.151917,0.151917,0,0,0,0
1287,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151315,0.00151315,0.00134334,0.00134334,0.00151315,0.00151315,0.00134334,0.00134334,0.000555392,0.000555392,0.000555392,0.000533027,0.000533027,0.000533027,0.000555392,0.000555392,0.000555392,0.000533027,0.000533027,0.000533027,9.89739e-05,8.47718e-05,9.89739e-05,8.47718e-05,0,0,0,0,0,0,0,0,2.28636,2.28636,2.28636,2.28636,0.79421,0.79421,0.79421,0.79421,0.79421,0.79421,0.15242,0.15242,0,0,0,0
1288,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0.00151279,0.00151279,0.0013445,0.0013445,0.00151279,0.00151279,0.0013445,0.0013445,0.000554893,0.000554893,0.000554893,0.000532906,0.000532906,0.000532906,0.000554893,0.000554893,0.000554893,0.000532906,0.000532906,0.000532906,9.90135e-05,8.47428e-05,9.90135e-05,8.47428e-05,0,0,0,0,0,0,0,0,2.28431,2.28431,2.28431,2.28431,0.793497,0.793497,0.793497,0.793497,0.793497,0.793497,0.152283,0.152283,0,0,0,0
1289,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151133,0.00151133,0.00134173,0.00134173,0.00151133,0.00151133,0.00134173,0.00134173,0.000554726,0.000554726,0.000554726,0.000532031,0.000532031,0.000532031,0.000554726,0.000554726,0.000554726,0.000532031,0.000532031,0.000532031,9.89838e-05,8.47645e-05,9.89838e-05,8.47645e-05,0,0,0,0,0,0,0,0,2.28362,2.28362,2.28362,2.28362,0.793259,0.793259,0.793259,0.793259,0.793259,0.793259,0.152237,0.152237,0,0,0,0
1290,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151107,0.00151107,0.00133814,0.00133814,0.00151107,0.00151107,0.00133814,0.00133814,0.00055467,0.00055467,0.00055467,0.000530877,0.000530877,0.000530877,0.00055467,0.00055467,0.00055467,0.000530877,0.000530877,0.000530877,9.91577e-05,8.46374e-05,9.91577e-05,8.46374e-05,0,0,0,0,0,0,0,0,2.2802,2.2802,2.2802,2.2802,0.792069,0.792069,0.792069,0.792069,0.792069,0.792069,0.152009,0.152009,0,0,0,0
1291,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00150889,0.00150889,0.00133377,0.00133377,0.00150889,0.00150889,0.00133377,0.00133377,0.00055428,0.00055428,0.00055428,0.000529052,0.000529052,0.000529052,0.00055428,0.00055428,0.00055428,0.000529052,0.000529052,0.000529052,9.90785e-05,8.46952e-05,9.90785e-05,8.46952e-05,0,0,0,0,0,0,0,0,2.2754,2.2754,2.2754,2.2754,0.790403,0.790403,0.790403,0.790403,0.790403,0.790403,0.151689,0.151689,0,0,0,0
1292,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151262,0.00151262,0.00133383,0.00133383,0.00151262,0.00151262,0.00133383,0.00133383,0.000556452,0.000556452,0.000556452,0.000529653,0.000529653,0.000529653,0.000556452,0.000556452,0.000556452,0.000529653,0.000529653,0.000529653,9.91926e-05,8.4612e-05,9.91926e-05,8.4612e-05,0,0,0,0,0,0,0,0,2.27951,2.27951,2.27951,2.27951,0.791831,0.791831,0.791831,0.791831,0.791831,0.791831,0.151963,0.151963,0,0,0,0
1293,1,453,16,445,0,468,8,452,0,52,523,2,45,517,0,530,7,6,528,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151463,0.00151463,0.00133227,0.00133227,0.00151463,0.00151463,0.00133227,0.00133227,0.000557235,0.000557235,0.000557235,0.000528945,0.000528945,0.000528945,0.000557235,0.000557235,0.000557235,0.000528945,0.000528945,0.000528945,9.90633e-05,8.47063e-05,9.90633e-05,8.47063e-05,0,0,0,0,0,0,0,0,2.27951,2.27951,2.27951,2.27951,0.791831,0.791831,0.791831,0.791831,0.791831,0.791831,0.151963,0.151963,0,0,0,0
1294,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151479,0.00151479,0.00133351,0.00133351,0.00151479,0.00151479,0.00133351,0.00133351,0.000557231,0.000557231,0.000557231,0.000530412,0.000530412,0.000530412,0.000557231,0.000557231,0.000557231,0.000530412,0.000530412,0.000530412,9.90779e-05,8.46956e-05,9.90779e-05,8.46956e-05,0,0,0,0,0,0,0,0,2.28431,2.28431,2.28431,2.28431,0.793497,0.793497,0.793497,0.793497,0.793497,0.793497,0.152283,0.152283,0,0,0,0
1295,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.0015159,0.0015159,0.00133194,0.00133194,0.0015159,0.0015159,0.00133194,0.00133194,0.000556897,0.000556897,0.000556897,0.000530094,0.000530094,0.000530094,0.000556897,0.000556897,0.000556897,0.000530094,0.000530094,0.000530094,9.9083e-05,8.4692e-05,9.9083e-05,8.4692e-05,0,0,0,0,0,0,0,0,2.28294,2.28294,2.28294,2.28294,0.793021,0.793021,0.793021,0.793021,0.793021,0.793021,0.152191,0.152191,0,0,0,0
1296,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151369,0.00151369,0.00133353,0.00133353,0.00151369,0.00151369,0.00133353,0.00133353,0.000556393,0.000556393,0.000556393,0.00053073,0.00053073,0.00053073,0.000556393,0.000556393,0.000556393,0.00053073,0.00053073,0.00053073,9.888e-05,8.48408e-05,9.888e-05,8.48408e-05,0,0,0,0,0,0,0,0,2.28568,2.28568,2.28568,2.28568,0.793972,0.793972,0.793972,0.793972,0.793972,0.793972,0.152374,0.152374,0,0,0,0
1297,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151377,0.00151377,0.00133713,0.00133713,0.00151377,0.00151377,0.00133713,0.00133713,0.000556723,0.000556723,0.000556723,0.000532518,0.000532518,0.000532518,0.000556723,0.000556723,0.000556723,0.000532518,0.000532518,0.000532518,9.8826e-05,8.48806e-05,9.8826e-05,8.48806e-05,0,0,0,0,0,0,0,0,2.29184,2.29184,2.29184,2.29184,0.796114,0.796114,0.796114,0.796114,0.796114,0.796114,0.152785,0.152785,0,0,0,0
1298,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151232,0.00151232,0.00133751,0.00133751,0.00151232,0.00151232,0.00133751,0.00133751,0.000556168,0.000556168,0.000556168,0.000532715,0.000532715,0.000532715,0.000556168,0.000556168,0.000556168,0.000532715,0.000532715,0.000532715,9.87965e-05,8.49024e-05,9.87965e-05,8.49024e-05,0,0,0,0,0,0,0,0,2.29116,2.29116,2.29116,2.29116,0.795876,0.795876,0.795876,0.795876,0.795876,0.795876,0.152739,0.152739,0,0,0,0
1299,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151658,0.00151658,0.00133873,0.00133873,0.00151658,0.00151658,0.00133873,0.00133873,0.000558952,0.000558952,0.000558952,0.000533511,0.000533511,0.000533511,0.000558952,0.000558952,0.000558952,0.000533511,0.000533511,0.000533511,9.90082e-05,8.47467e-05,9.90082e-05,8.47467e-05,0,0,0,0,0,0,0,0,2.29458,2.29458,2.29458,2.29458,0.797065,0.797065,0.797065,0.797065,0.797065,0.797065,0.152968,0.152968,0,0,0,0
1300,1,461,15,442,0,464,19,449,0,51,521,7,44,516,0,532,7,5,525,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.0015147,0.0015147,0.00133353,0.00133353,0.0015147,0.0015147,0.00133353,0.00133353,0.000558349,0.000558349,0.000558349,0.000531441,0.000531441,0.000531441,0.000558349,0.000558349,0.000558349,0.000531441,0.000531441,0.000531441,9.91373e-05,8.46523e-05,9.91373e-05,8.46523e-05,0,0,0,0,0,0,0,0,2.28568,2.28568,2.28568,2.28568,0.793972,0.793972,0.793972,0.793972,0.793972,0.793972,0.152374,0.152374,0,0,0,0
1301,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151642,0.00151642,0.00133282,0.00133282,0.00151642,0.00151642,0.00133282,0.00133282,0.000558567,0.000558567,0.000558567,0.000531684,0.000531684,0.000531684,0.000558567,0.000558567,0.000558567,0.000531684,0.000531684,0.000531684,9.90578e-05,8.47104e-05,9.90578e-05,8.47104e-05,0,0,0,0,0,0,0,0,2.28979,2.28979,2.28979,2.28979,0.7954,0.7954,0.7954,0.7954,0.7954,0.7954,0.152648,0.152648,0,0,0,0
1302,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151088,0.00151088,0.00133116,0.00133116,0.00151088,0.00151088,0.00133116,0.00133116,0.000556897,0.000556897,0.000556897,0.000530804,0.000530804,0.000530804,0.000556897,0.000556897,0.000556897,0.000530804,0.000530804,0.000530804,9.90185e-05,8.47391e-05,9.90185e-05,8.47391e-05,0,0,0,0,0,0,0,0,2.28294,2.28294,2.28294,2.28294,0.793021,0.793021,0.793021,0.793021,0.793021,0.793021,0.152191,0.152191,0,0,0,0
1303,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151286,0.00151286,0.00133244,0.00133244,0.00151286,0.00151286,0.00133244,0.00133244,0.000558342,0.000558342,0.000558342,0.000531488,0.000531488,0.000531488,0.000558342,0.000558342,0.000558342,0.000531488,0.000531488,0.000531488,9.91518e-05,8.46418e-05,9.91518e-05,8.46418e-05,0,0,0,0,0,0,0,0,2.29047,2.29047,2.29047,2.29047,0.795638,0.795638,0.795638,0.795638,0.795638,0.795638,0.152694,0.152694,0,0,0,0
1304,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151451,0.00151451,0.00133048,0.00133048,0.00151451,0.00151451,0.00133048,0.00133048,0.000559018,0.000559018,0.000559018,0.000531011,0.000531011,0.000531011,0.000559018,0.000559018,0.000559018,0.000531011,0.000531011,0.000531011,9.92562e-05,8.45658e-05,9.92562e-05,8.45658e-05,0,0,0,0,0,0,0,0,2.28842,2.28842,2.28842,2.28842,0.794924,0.794924,0.794924,0.794924,0.794924,0.794924,0.152557,0.152557,0,0,0,0
1305,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151613,0.00151613,0.00133134,0.00133134,0.00151613,0.00151613,0.00133134,0.00133134,0.000560751,0.000560751,0.000560751,0.000532639,0.000532639,0.000532639,0.000560751,0.000560751,0.000560751,0.000532639,0.000532639,0.000532639,9.92356e-05,8.45808e-05,9.92356e-05,8.45808e-05,0,0,0,0,0,0,0,0,2.2939,2.2939,2.2939,2.2939,0.796828,0.796828,0.796828,0.796828,0.796828,0.796828,0.152922,0.152922,0,0,0,0
1306,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151515,0.00151515,0.00132697,0.00132697,0.00151515,0.00151515,0.00132697,0.00132697,0.000559697,0.000559697,0.000559697,0.00053018,0.00053018,0.00053018,0.000559697,0.000559697,0.000559697,0.00053018,0.00053018,0.00053018,9.91671e-05,8.46306e-05,9.91671e-05,8.46306e-05,0,0,0,0,0,0,0,0,2.28636,2.28636,2.28636,2.28636,0.79421,0.79421,0.79421,0.79421,0.79421,0.79421,0.15242,0.15242,0,0,0,0
1307,1,459,16,441,0,461,18,445,0,52,518,1,46,513,0,533,6,5,532,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151279,0.00151279,0.00132654,0.00132654,0.00151279,0.00151279,0.00132654,0.00132654,0.000559194,0.000559194,0.000559194,0.000530412,0.000530412,0.000530412,0.000559194,0.000559194,0.000559194,0.000530412,0.000530412,0.000530412,9.93364e-05,8.45076e-05,9.93364e-05,8.45076e-05,0,0,0,0,0,0,0,0,2.28431,2.28431,2.28431,2.28431,0.793497,0.793497,0.793497,0.793497,0.793497,0.793497,0.152283,0.152283,0,0,0,0
1308,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151188,0.00151188,0.00132575,0.00132575,0.00151188,0.00151188,0.00132575,0.00132575,0.000559253,0.000559253,0.000559253,0.000530449,0.000530449,0.000530449,0.000559253,0.000559253,0.000559253,0.000530449,0.000530449,0.000530449,9.94715e-05,8.44101e-05,9.94715e-05,8.44101e-05,0,0,0,0,0,0,0,0,2.28294,2.28294,2.28294,2.28294,0.793021,0.793021,0.793021,0.793021,0.793021,0.793021,0.152191,0.152191,0,0,0,0
1309,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.0015135,0.0015135,0.00132585,0.00132585,0.0015135,0.0015135,0.00132585,0.00132585,0.000559806,0.000559806,0.000559806,0.000531722,0.000531722,0.000531722,0.000559806,0.000559806,0.000559806,0.000531722,0.000531722,0.000531722,9.92562e-05,8.45658e-05,9.92562e-05,8.45658e-05,0,0,0,0,0,0,0,0,2.28842,2.28842,2.28842,2.28842,0.794924,0.794924,0.794924,0.794924,0.794924,0.794924,0.152557,0.152557,0,0,0,0
1310,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151396,0.00151396,0.00132548,0.00132548,0.00151396,0.00151396,0.00132548,0.00132548,0.000559973,0.000559973,0.000559973,0.000531881,0.000531881,0.000531881,0.000559973,0.000559973,0.000559973,0.000531881,0.000531881,0.000531881,9.93505e-05,8.44975e-05,9.93505e-05,8.44975e-05,0,0,0,0,0,0,0,0,2.2891,2.2891,2.2891,2.2891,0.795162,0.795162,0.795162,0.795162,0.795162,0.795162,0.152602,0.152602,0,0,0,0
1311,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151213,0.00151213,0.00132749,0.00132749,0.00151213,0.00151213,0.00132749,0.00132749,0.000559963,0.000559963,0.000559963,0.000533709,0.000533709,0.000533709,0.000559963,0.000559963,0.000559963,0.000533709,0.000533709,0.000533709,9.94291e-05,8.44407e-05,9.94291e-05,8.44407e-05,0,0,0,0,0,0,0,0,2.2939,2.2939,2.2939,2.2939,0.796828,0.796828,0.796828,0.796828,0.796828,0.796828,0.152922,0.152922,0,0,0,0
1312,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151451,0.00151451,0.00132585,0.00132585,0.00151451,0.00151451,0.00132585,0.00132585,0.000560991,0.000560991,0.000560991,0.000532791,0.000532791,0.000532791,0.000560991,0.000560991,0.000560991,0.000532791,0.000532791,0.000532791,9.94503e-05,8.44254e-05,9.94503e-05,8.44254e-05,0,0,0,0,0,0,0,0,2.28842,2.28842,2.28842,2.28842,0.794924,0.794924,0.794924,0.794924,0.794924,0.794924,0.152557,0.152557,0,0,0,0
1313,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.0015116,0.0015116,0.00132582,0.00132582,0.0015116,0.0015116,0.00132582,0.00132582,0.00056026,0.00056026,0.00056026,0.000532829,0.000532829,0.000532829,0.00056026,0.00056026,0.00056026,0.000532829,0.000532829,0.000532829,9.95205e-05,8.43749e-05,9.95205e-05,8.43749e-05,0,0,0,0,0,0,0,0,2.28705,2.28705,2.28705,2.28705,0.794448,0.794448,0.794448,0.794448,0.794448,0.794448,0.152465,0.152465,0,0,0,0
1314,1,454,20,437,0,459,17,439,0,52,517,6,49,514,0,536,3,3,530,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.0015147,0.0015147,0.00132426,0.00132426,0.0015147,0.0015147,0.00132426,0.00132426,0.000560319,0.000560319,0.000560319,0.00053251,0.00053251,0.00053251,0.000560319,0.000560319,0.000560319,0.00053251,0.00053251,0.00053251,9.95909e-05,8.43243e-05,9.95909e-05,8.43243e-05,0,0,0,0,0,0,0,0,2.28568,2.28568,2.28568,2.28568,0.793972,0.793972,0.793972,0.793972,0.793972,0.793972,0.152374,0.152374,0,0,0,0
1315,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151305,0.00151305,0.00132699,0.00132699,0.00151305,0.00151305,0.00132699,0.00132699,0.000558851,0.000558851,0.000558851,0.000533705,0.000533705,0.000533705,0.000558851,0.000558851,0.000558851,0.000533705,0.000533705,0.000533705,9.95503e-05,8.43535e-05,9.95503e-05,8.43535e-05,0,0,0,0,0,0,0,0,2.28773,2.28773,2.28773,2.28773,0.794686,0.794686,0.794686,0.794686,0.794686,0.794686,0.152511,0.152511,0,0,0,0
1316,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151087,0.00151087,0.00132781,0.00132781,0.00151087,0.00151087,0.00132781,0.00132781,0.000558342,0.000558342,0.000558342,0.000533985,0.000533985,0.000533985,0.000558342,0.000558342,0.000558342,0.000533985,0.000533985,0.000533985,9.94747e-05,8.44078e-05,9.94747e-05,8.44078e-05,0,0,0,0,0,0,0,0,2.29047,2.29047,2.29047,2.29047,0.795638,0.795638,0.795638,0.795638,0.795638,0.795638,0.152694,0.152694,0,0,0,0
1317,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.00151367,0.00151367,0.00133094,0.00133094,0.00151367,0.00151367,0.00133094,0.00133094,0.00056019,0.00056019,0.00056019,0.000534983,0.000534983,0.000534983,0.00056019,0.00056019,0.00056019,0.000534983,0.000534983,0.000534983,9.95937e-05,8.43223e-05,9.95937e-05,8.43223e-05,0,0,0,0,0,0,0,0,2.29321,2.29321,2.29321,2.29321,0.79659,0.79659,0.79659,0.79659,0.79659,0.79659,0.152876,0.152876,0,0,0,0
1318,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0.0015114,0.0015114,0.00133333,0.00133333,0.0015114,0.0015114,0.00133333,0.00133333,0.000558836,0.000558836,0.000558836,0.000536663,0.000536663,0.000536663,0.000558836,0.000558836,0.000558836,0.000536663,0.000536663,0.000536663,9.95129e-05,8.43804e-05,9.95129e-05,8.43804e-05,0,0,0,0,0,0,0,0,2.29732,2.29732,2.29732,2.29732,0.798017,0.798017,0.798017,0.798017,0.798017,0.798017,0.15315,0.15315,0,0,0,0
1319,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.00151265,0.00151265,0.00133222,0.00133222,0.00151265,0.00151265,0.00133222,0.00133222,0.000559277,0.000559277,0.000559277,0.000536021,0.000536021,0.000536021,0.000559277,0.000559277,0.000559277,0.000536021,0.000536021,0.000536021,9.94674e-05,8.44131e-05,9.94674e-05,8.44131e-05,0,0,0,0,0,0,0,0,2.30075,2.30075,2.30075,2.30075,0.799207,0.799207,0.799207,0.799207,0.799207,0.799207,0.153379,0.153379,0,0,0,0
1320,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.00150923,0.00150923,0.00133209,0.00133209,0.00150923,0.00150923,0.00133209,0.00133209,0.000557669,0.000557669,0.000557669,0.000535543,0.000535543,0.000535543,0.000557669,0.000557669,0.000557669,0.000535543,0.000535543,0.000535543,9.93698e-05,8.44835e-05,9.93698e-05,8.44835e-05,0,0,0,0,0,0,0,0,2.29253,2.29253,2.29253,2.29253,0.796352,0.796352,0.796352,0.796352,0.796352,0.796352,0.152831,0.152831,0,0,0,0
1321,1,451,20,434,0,453,17,433,0,54,522,4,51,517,0,539,3,4,534,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.00150914,0.00150914,0.00133057,0.00133057,0.00150914,0.00150914,0.00133057,0.00133057,0.000557612,0.000557612,0.000557612,0.000535143,0.000535143,0.000535143,0.000557612,0.000557612,0.000557612,0.000535143,0.000535143,0.000535143,9.94291e-05,8.44407e-05,9.94291e-05,8.44407e-05,0,0,0,0,0,0,0,0,2.2939,2.2939,2.2939,2.2939,0.796828,0.796828,0.796828,0.796828,0.796828,0.796828,0.152922,0.152922,0,0,0,0
1322,1,448,14,435,0,446,13,432,0,56,521,4,51,517,0,540,4,5,536,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.00151258,0.00151258,0.00132788,0.00132788,0.00151258,0.00151258,0.00132788,0.00132788,0.000558952,0.000558952,0.000558952,0.000534226,0.000534226,0.000534226,0.000558952,0.000558952,0.000558952,0.000534226,0.000534226,0.000534226,9.97182e-05,8.42333e-05,9.97182e-05,8.42333e-05,0,0,0,0,0,0,0,0,2.29458,2.29458,2.29458,2.29458,0.797065,0.797065,0.797065,0.797065,0.797065,0.797065,0.152968,0.152968,0,0,0,0
1323,1,448,14,435,0,446,13,432,0,56,521,4,51,517,0,540,4,5,536,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.00150995,0.00150995,0.00132907,0.00132907,0.00150995,0.00150995,0.00132907,0.00132907,0.000557888,0.000557888,0.000557888,0.000534705,0.000534705,0.000534705,0.000557888,0.000557888,0.000557888,0.000534705,0.000534705,0.000534705,9.94832e-05,8.44017e-05,9.94832e-05,8.44017e-05,0,0,0,0,0,0,0,0,2.29664,2.29664,2.29664,2.29664,0.797779,0.797779,0.797779,0.797779,0.797779,0.797779,0.153105,0.153105,0,0,0,0
1324,1,448,14,435,0,446,13,432,0,56,521,4,51,517,0,540,4,5,536,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.0015123,0.0015123,0.00132949,0.00132949,0.0015123,0.0015123,0.00132949,0.00132949,0.000559169,0.000559169,0.000559169,0.000534109,0.000534109,0.000534109,0.000559169,0.000559169,0.000559169,0.000534109,0.000534109,0.000534109,9.9637e-05,8.42914e-05,9.9637e-05,8.42914e-05,0,0,0,0,0,0,0,0,2.29869,2.29869,2.29869,2.29869,0.798493,0.798493,0.798493,0.798493,0.798493,0.798493,0.153242,0.153242,0,0,0,0
1325,1,448,14,435,0,446,13,432,0,56,521,4,51,517,0,540,4,5,536,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0.00150725,0.00150725,0.001329,0.001329,0.00150725,0.00150725,0.001329,0.001329,0.000557669,0.000557669,0.000557669,0.000533748,0.000533748,0.000533748,0.000557669,0.000557669,0.000557669,0.000533748,0.000533748,0.000533748,9.9564e-05,8.43437e-05,9.9564e-05,8.43437e-05,0,0,0,0,0,0,0,0,2.29253,2.29253,2.29253,2.29253,0.796352,0.796352,0.796352,0.796352,0.796352,0.796352,0.152831,0.152831,0,0,0,0
