
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
821,1,393,13,377,0,339,16,326,0,68,423,3,65,419,0,384,3,4,381,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155654,0.00155654,0.00126239,0.00126239,0.00155654,0.00155654,0.00126239,0.00126239,0.000585815,0.000585815,0.000585815,0.000491395,0.000491395,0.000491395,0.000585815,0.000585815,0.000585815,0.000491395,0.000491395,0.000491395,0.000101725,8.28523e-05,0.000101725,8.28523e-05,0,0,0,0,0,0,0,0,2.40486,2.40486,2.40486,2.40486,0.835372,0.835372,0.835372,0.835372,0.835372,0.835372,0.160319,0.160319,0,0,0,0
822,1,393,13,377,0,339,16,326,0,68,423,3,65,419,0,384,3,4,381,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155763,0.00155763,0.00126557,0.00126557,0.00155763,0.00155763,0.00126557,0.00126557,0.000586983,0.000586983,0.000586983,0.000492665,0.000492665,0.000492665,0.000586983,0.000586983,0.000586983,0.000492665,0.000492665,0.000492665,0.000101799,8.28036e-05,0.000101799,8.28036e-05,0,0,0,0,0,0,0,0,2.40965,2.40965,2.40965,2.40965,0.837038,0.837038,0.837038,0.837038,0.837038,0.837038,0.160639,0.160639,0,0,0,0
823,1,393,13,377,0,339,16,326,0,68,423,3,65,419,0,384,3,4,381,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155755,0.00155755,0.00126306,0.00126306,0.00155755,0.00155755,0.00126306,0.00126306,0.00058705,0.00058705,0.00058705,0.000491685,0.000491685,0.000491685,0.00058705,0.00058705,0.00058705,0.000491685,0.000491685,0.000491685,0.00010179,8.28096e-05,0.00010179,8.28096e-05,0,0,0,0,0,0,0,0,2.40486,2.40486,2.40486,2.40486,0.835372,0.835372,0.835372,0.835372,0.835372,0.835372,0.160319,0.160319,0,0,0,0
824,1,393,13,377,0,339,16,326,0,68,423,3,65,419,0,384,3,4,381,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155533,0.00155533,0.00126258,0.00126258,0.00155533,0.00155533,0.00126258,0.00126258,0.000586214,0.000586214,0.000586214,0.000491274,0.000491274,0.000491274,0.000586214,0.000586214,0.000586214,0.000491274,0.000491274,0.000491274,0.00010171,8.28628e-05,0.00010171,8.28628e-05,0,0,0,0,0,0,0,0,2.40143,2.40143,2.40143,2.40143,0.834183,0.834183,0.834183,0.834183,0.834183,0.834183,0.160091,0.160091,0,0,0,0
825,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155719,0.00155719,0.00126521,0.00126521,0.00155719,0.00155719,0.00126521,0.00126521,0.000587228,0.000587228,0.000587228,0.000491946,0.000491946,0.000491946,0.000587228,0.000587228,0.000587228,0.000491946,0.000491946,0.000491946,0.000101706,8.28655e-05,0.000101706,8.28655e-05,0,0,0,0,0,0,0,0,2.40897,2.40897,2.40897,2.40897,0.8368,0.8368,0.8368,0.8368,0.8368,0.8368,0.160593,0.160593,0,0,0,0
826,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00156053,0.00156053,0.00126629,0.00126629,0.00156053,0.00156053,0.00126629,0.00126629,0.000588555,0.000588555,0.000588555,0.000492655,0.000492655,0.000492655,0.000588555,0.000588555,0.000588555,0.000492655,0.000492655,0.000492655,0.000101728,8.28506e-05,0.000101728,8.28506e-05,0,0,0,0,0,0,0,0,2.41102,2.41102,2.41102,2.41102,0.837514,0.837514,0.837514,0.837514,0.837514,0.837514,0.16073,0.16073,0,0,0,0
827,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00156078,0.00156078,0.00126552,0.00126552,0.00156078,0.00156078,0.00126552,0.00126552,0.000587886,0.000587886,0.000587886,0.000492385,0.000492385,0.000492385,0.000587886,0.000587886,0.000587886,0.000492385,0.000492385,0.000492385,0.000101741,8.28419e-05,0.000101741,8.28419e-05,0,0,0,0,0,0,0,0,2.40828,2.40828,2.40828,2.40828,0.836562,0.836562,0.836562,0.836562,0.836562,0.836562,0.160548,0.160548,0,0,0,0
828,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00156427,0.00156427,0.00126389,0.00126389,0.00156427,0.00156427,0.00126389,0.00126389,0.000589296,0.000589296,0.000589296,0.000492235,0.000492235,0.000492235,0.000589296,0.000589296,0.000589296,0.000492235,0.000492235,0.000492235,0.000101706,8.28655e-05,0.000101706,8.28655e-05,0,0,0,0,0,0,0,0,2.40897,2.40897,2.40897,2.40897,0.8368,0.8368,0.8368,0.8368,0.8368,0.8368,0.160593,0.160593,0,0,0,0
829,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00156318,0.00156318,0.00126469,0.00126469,0.00156318,0.00156318,0.00126469,0.00126469,0.000588952,0.000588952,0.000588952,0.000492705,0.000492705,0.000492705,0.000588952,0.000588952,0.000588952,0.000492705,0.000492705,0.000492705,0.000101568,8.29574e-05,0.000101568,8.29574e-05,0,0,0,0,0,0,0,0,2.40417,2.40417,2.40417,2.40417,0.835134,0.835134,0.835134,0.835134,0.835134,0.835134,0.160274,0.160274,0,0,0,0
830,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00156051,0.00156051,0.00126519,0.00126519,0.00156051,0.00156051,0.00126519,0.00126519,0.000588776,0.000588776,0.000588776,0.000492153,0.000492153,0.000492153,0.000588776,0.000588776,0.000588776,0.000492153,0.000492153,0.000492153,0.000101458,8.30304e-05,0.000101458,8.30304e-05,0,0,0,0,0,0,0,0,2.40006,2.40006,2.40006,2.40006,0.833707,0.833707,0.833707,0.833707,0.833707,0.833707,0.16,0.16,0,0,0,0
831,1,400,9,385,0,340,15,331,0,69,425,5,62,422,0,383,7,3,378,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155808,0.00155808,0.00126625,0.00126625,0.00155808,0.00155808,0.00126625,0.00126625,0.000587511,0.000587511,0.000587511,0.000492493,0.000492493,0.000492493,0.000587511,0.000587511,0.000587511,0.000492493,0.000492493,0.000492493,0.000101426,8.30521e-05,0.000101426,8.30521e-05,0,0,0,0,0,0,0,0,2.39322,2.39322,2.39322,2.39322,0.831327,0.831327,0.831327,0.831327,0.831327,0.831327,0.159543,0.159543,0,0,0,0
832,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155691,0.00155691,0.00126452,0.00126452,0.00155691,0.00155691,0.00126452,0.00126452,0.00058557,0.00058557,0.00058557,0.000491977,0.000491977,0.000491977,0.00058557,0.00058557,0.00058557,0.000491977,0.000491977,0.000491977,0.000101601,8.29352e-05,0.000101601,8.29352e-05,0,0,0,0,0,0,0,0,2.38363,2.38363,2.38363,2.38363,0.827996,0.827996,0.827996,0.827996,0.827996,0.827996,0.158904,0.158904,0,0,0,0
833,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155658,0.00155658,0.00126477,0.00126477,0.00155658,0.00155658,0.00126477,0.00126477,0.000585066,0.000585066,0.000585066,0.000492137,0.000492137,0.000492137,0.000585066,0.000585066,0.000585066,0.000492137,0.000492137,0.000492137,0.000101643,8.29069e-05,0.000101643,8.29069e-05,0,0,0,0,0,0,0,0,2.38157,2.38157,2.38157,2.38157,0.827283,0.827283,0.827283,0.827283,0.827283,0.827283,0.158767,0.158767,0,0,0,0
834,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155658,0.00155658,0.00126477,0.00126477,0.00155658,0.00155658,0.00126477,0.00126477,0.000584652,0.000584652,0.000584652,0.000491845,0.000491845,0.000491845,0.000584652,0.000584652,0.000584652,0.000491845,0.000491845,0.000491845,0.000101643,8.29069e-05,0.000101643,8.29069e-05,0,0,0,0,0,0,0,0,2.38157,2.38157,2.38157,2.38157,0.827283,0.827283,0.827283,0.827283,0.827283,0.827283,0.158767,0.158767,0,0,0,0
835,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155785,0.00155785,0.00126399,0.00126399,0.00155785,0.00155785,0.00126399,0.00126399,0.000585635,0.000585635,0.000585635,0.000490987,0.000490987,0.000490987,0.000585635,0.000585635,0.000585635,0.000490987,0.000490987,0.000490987,0.000101722,8.28548e-05,0.000101722,8.28548e-05,0,0,0,0,0,0,0,0,2.37883,2.37883,2.37883,2.37883,0.826331,0.826331,0.826331,0.826331,0.826331,0.826331,0.158584,0.158584,0,0,0,0
836,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.0015574,0.0015574,0.00126363,0.00126363,0.0015574,0.0015574,0.00126363,0.00126363,0.000586297,0.000586297,0.000586297,0.000491137,0.000491137,0.000491137,0.000586297,0.000586297,0.000586297,0.000491137,0.000491137,0.000491137,0.000101823,8.27877e-05,0.000101823,8.27877e-05,0,0,0,0,0,0,0,0,2.37815,2.37815,2.37815,2.37815,0.826093,0.826093,0.826093,0.826093,0.826093,0.826093,0.158538,0.158538,0,0,0,0
837,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00155658,0.00155658,0.00126747,0.00126747,0.00155658,0.00155658,0.00126747,0.00126747,0.000586725,0.000586725,0.000586725,0.000492137,0.000492137,0.000492137,0.000586725,0.000586725,0.000586725,0.000492137,0.000492137,0.000492137,0.000101643,8.29069e-05,0.000101643,8.29069e-05,0,0,0,0,0,0,0,0,2.38157,2.38157,2.38157,2.38157,0.827283,0.827283,0.827283,0.827283,0.827283,0.827283,0.158767,0.158767,0,0,0,0
838,1,405,16,387,0,355,18,339,0,73,430,6,65,426,0,386,8,4,380,0,0,17,14,3,0,0,0,0,0,0,0,0,0,0.00156183,0.00156183,0.00126852,0.00126852,0.00156183,0.00156183,0.00126852,0.00126852,0.00058867,0.00058867,0.00058867,0.000492946,0.000492946,0.000492946,0.00058867,0.00058867,0.00058867,0.000492946,0.000492946,0.000492946,0.000101662,8.28945e-05,0.000101662,8.28945e-05,0,0,0,0,0,0,0,0,2.39116,2.39116,2.39116,2.39116,0.830614,0.830614,0.830614,0.830614,0.830614,0.830614,0.159406,0.159406,0,0,0,0
839,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.0015631,0.0015631,0.00126572,0.00126572,0.0015631,0.0015631,0.00126572,0.00126572,0.00058883,0.00058883,0.00058883,0.000491797,0.000491797,0.000491797,0.00058883,0.00058883,0.00058883,0.000491797,0.000491797,0.000491797,0.000101936,8.27134e-05,0.000101936,8.27134e-05,0,0,0,0,0,0,0,0,2.38842,2.38842,2.38842,2.38842,0.829662,0.829662,0.829662,0.829662,0.829662,0.829662,0.159223,0.159223,0,0,0,0
840,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156368,0.00156368,0.0012667,0.0012667,0.00156368,0.00156368,0.0012667,0.0012667,0.00058908,0.00058908,0.00058908,0.000491948,0.000491948,0.000491948,0.00058908,0.00058908,0.00058908,0.000491948,0.000491948,0.000491948,0.000101776,8.28188e-05,0.000101776,8.28188e-05,0,0,0,0,0,0,0,0,2.38774,2.38774,2.38774,2.38774,0.829424,0.829424,0.829424,0.829424,0.829424,0.829424,0.159178,0.159178,0,0,0,0
841,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.0015638,0.0015638,0.00126598,0.00126598,0.0015638,0.0015638,0.00126598,0.00126598,0.00058916,0.00058916,0.00058916,0.000491374,0.000491374,0.000491374,0.00058916,0.00058916,0.00058916,0.000491374,0.000491374,0.000491374,0.000101783,8.28144e-05,0.000101783,8.28144e-05,0,0,0,0,0,0,0,0,2.38637,2.38637,2.38637,2.38637,0.828948,0.828948,0.828948,0.828948,0.828948,0.828948,0.159086,0.159086,0,0,0,0
842,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156226,0.00156226,0.00126374,0.00126374,0.00156226,0.00156226,0.00126374,0.00126374,0.00058739,0.00058739,0.00058739,0.000490537,0.000490537,0.000490537,0.00058739,0.00058739,0.00058739,0.000490537,0.000490537,0.000490537,0.00010181,8.27966e-05,0.00010181,8.27966e-05,0,0,0,0,0,0,0,0,2.38089,2.38089,2.38089,2.38089,0.827045,0.827045,0.827045,0.827045,0.827045,0.827045,0.158721,0.158721,0,0,0,0
843,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156187,0.00156187,0.00126279,0.00126279,0.00156187,0.00156187,0.00126279,0.00126279,0.000586533,0.000586533,0.000586533,0.000490289,0.000490289,0.000490289,0.000586533,0.000586533,0.000586533,0.000490289,0.000490289,0.000490289,0.000101909,8.2731e-05,0.000101909,8.2731e-05,0,0,0,0,0,0,0,0,2.37404,2.37404,2.37404,2.37404,0.824665,0.824665,0.824665,0.824665,0.824665,0.824665,0.158264,0.158264,0,0,0,0
844,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156161,0.00156161,0.0012629,0.0012629,0.00156161,0.00156161,0.0012629,0.0012629,0.00058721,0.00058721,0.00058721,0.000490271,0.000490271,0.000490271,0.00058721,0.00058721,0.00058721,0.000490271,0.000490271,0.000490271,0.00010183,8.27833e-05,0.00010183,8.27833e-05,0,0,0,0,0,0,0,0,2.37678,2.37678,2.37678,2.37678,0.825617,0.825617,0.825617,0.825617,0.825617,0.825617,0.158447,0.158447,0,0,0,0
845,1,403,15,392,0,355,11,340,0,68,432,3,60,429,0,384,8,3,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156605,0.00156605,0.00126198,0.00126198,0.00156605,0.00156605,0.00126198,0.00126198,0.000588555,0.000588555,0.000588555,0.000489823,0.000489823,0.000489823,0.000588555,0.000588555,0.000588555,0.000489823,0.000489823,0.000489823,0.000101983,8.2682e-05,0.000101983,8.2682e-05,0,0,0,0,0,0,0,0,2.37883,2.37883,2.37883,2.37883,0.826331,0.826331,0.826331,0.826331,0.826331,0.826331,0.158584,0.158584,0,0,0,0
846,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156605,0.00156605,0.00126399,0.00126399,0.00156605,0.00156605,0.00126399,0.00126399,0.000588974,0.000588974,0.000588974,0.000490695,0.000490695,0.000490695,0.000588974,0.000588974,0.000588974,0.000490695,0.000490695,0.000490695,0.000101983,8.2682e-05,0.000101983,8.2682e-05,0,0,0,0,0,0,0,0,2.37883,2.37883,2.37883,2.37883,0.826331,0.826331,0.826331,0.826331,0.826331,0.826331,0.158584,0.158584,0,0,0,0
847,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.0015687,0.0015687,0.00126363,0.00126363,0.0015687,0.0015687,0.00126363,0.00126363,0.000590066,0.000590066,0.000590066,0.000490845,0.000490845,0.000490845,0.000590066,0.000590066,0.000590066,0.000490845,0.000490845,0.000490845,0.000102085,8.26151e-05,0.000102085,8.26151e-05,0,0,0,0,0,0,0,0,2.37815,2.37815,2.37815,2.37815,0.826093,0.826093,0.826093,0.826093,0.826093,0.826093,0.158538,0.158538,0,0,0,0
848,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.0015689,0.0015689,0.00125962,0.00125962,0.0015689,0.0015689,0.00125962,0.00125962,0.000589038,0.000589038,0.000589038,0.00048929,0.00048929,0.00048929,0.000589038,0.000589038,0.000589038,0.00048929,0.00048929,0.00048929,0.000102157,8.25685e-05,0.000102157,8.25685e-05,0,0,0,0,0,0,0,0,2.37061,2.37061,2.37061,2.37061,0.823476,0.823476,0.823476,0.823476,0.823476,0.823476,0.158036,0.158036,0,0,0,0
849,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156515,0.00156515,0.00126146,0.00126146,0.00156515,0.00156515,0.00126146,0.00126146,0.000587177,0.000587177,0.000587177,0.000489606,0.000489606,0.000489606,0.000587177,0.000587177,0.000587177,0.000489606,0.000489606,0.000489606,0.000102045,8.26413e-05,0.000102045,8.26413e-05,0,0,0,0,0,0,0,0,2.3665,2.3665,2.3665,2.3665,0.822048,0.822048,0.822048,0.822048,0.822048,0.822048,0.157762,0.157762,0,0,0,0
850,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156094,0.00156094,0.0012616,0.0012616,0.00156094,0.00156094,0.0012616,0.0012616,0.000585988,0.000585988,0.000585988,0.000489781,0.000489781,0.000489781,0.000585988,0.000585988,0.000585988,0.000489781,0.000489781,0.000489781,0.000102103,8.26037e-05,0.000102103,8.26037e-05,0,0,0,0,0,0,0,0,2.36171,2.36171,2.36171,2.36171,0.820383,0.820383,0.820383,0.820383,0.820383,0.820383,0.157443,0.157443,0,0,0,0
851,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00156067,0.00156067,0.0012599,0.0012599,0.00156067,0.00156067,0.0012599,0.0012599,0.000586041,0.000586041,0.000586041,0.000489244,0.000489244,0.000489244,0.000586041,0.000586041,0.000586041,0.000489244,0.000489244,0.000489244,0.000102078,8.26196e-05,0.000102078,8.26196e-05,0,0,0,0,0,0,0,0,2.35349,2.35349,2.35349,2.35349,0.817527,0.817527,0.817527,0.817527,0.817527,0.817527,0.156895,0.156895,0,0,0,0
852,1,411,13,401,0,361,10,348,0,64,433,6,63,429,0,386,1,4,380,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155699,0.00155699,0.00126229,0.00126229,0.00155699,0.00155699,0.00126229,0.00126229,0.000584118,0.000584118,0.000584118,0.00049115,0.00049115,0.00049115,0.000584118,0.000584118,0.000584118,0.00049115,0.00049115,0.00049115,0.000102042,8.26437e-05,0.000102042,8.26437e-05,0,0,0,0,0,0,0,0,2.35417,2.35417,2.35417,2.35417,0.817765,0.817765,0.817765,0.817765,0.817765,0.817765,0.15694,0.15694,0,0,0,0
853,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155757,0.00155757,0.00126396,0.00126396,0.00155757,0.00155757,0.00126396,0.00126396,0.000583948,0.000583948,0.000583948,0.000491598,0.000491598,0.000491598,0.000583948,0.000583948,0.000583948,0.000491598,0.000491598,0.000491598,0.000101946,8.27067e-05,0.000101946,8.27067e-05,0,0,0,0,0,0,0,0,2.35349,2.35349,2.35349,2.35349,0.817527,0.817527,0.817527,0.817527,0.817527,0.817527,0.156895,0.156895,0,0,0,0
854,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155584,0.00155584,0.00126235,0.00126235,0.00155584,0.00155584,0.00126235,0.00126235,0.000583208,0.000583208,0.000583208,0.000490552,0.000490552,0.000490552,0.000583208,0.000583208,0.000583208,0.000490552,0.000490552,0.000490552,0.000101704,8.28663e-05,0.000101704,8.28663e-05,0,0,0,0,0,0,0,0,2.35554,2.35554,2.35554,2.35554,0.818241,0.818241,0.818241,0.818241,0.818241,0.818241,0.157032,0.157032,0,0,0,0
855,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155243,0.00155243,0.0012626,0.0012626,0.00155243,0.00155243,0.0012626,0.0012626,0.00058187,0.00058187,0.00058187,0.000491007,0.000491007,0.000491007,0.00058187,0.00058187,0.00058187,0.000491007,0.000491007,0.000491007,0.000101682,8.28815e-05,0.000101682,8.28815e-05,0,0,0,0,0,0,0,0,2.35349,2.35349,2.35349,2.35349,0.817527,0.817527,0.817527,0.817527,0.817527,0.817527,0.156895,0.156895,0,0,0,0
856,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155165,0.00155165,0.00126452,0.00126452,0.00155165,0.00155165,0.00126452,0.00126452,0.000581607,0.000581607,0.000581607,0.000491321,0.000491321,0.000491321,0.000581607,0.000581607,0.000581607,0.000491321,0.000491321,0.000491321,0.000101497,8.30042e-05,0.000101497,8.30042e-05,0,0,0,0,0,0,0,0,2.35075,2.35075,2.35075,2.35075,0.816576,0.816576,0.816576,0.816576,0.816576,0.816576,0.156712,0.156712,0,0,0,0
857,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155325,0.00155325,0.0012628,0.0012628,0.00155325,0.00155325,0.0012628,0.0012628,0.000581437,0.000581437,0.000581437,0.000489705,0.000489705,0.000489705,0.000581437,0.000581437,0.000581437,0.000489705,0.000489705,0.000489705,0.000101599,8.29361e-05,0.000101599,8.29361e-05,0,0,0,0,0,0,0,0,2.35006,2.35006,2.35006,2.35006,0.816338,0.816338,0.816338,0.816338,0.816338,0.816338,0.156666,0.156666,0,0,0,0
858,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155415,0.00155415,0.00126285,0.00126285,0.00155415,0.00155415,0.00126285,0.00126285,0.000581776,0.000581776,0.000581776,0.00048999,0.00048999,0.00048999,0.000581776,0.000581776,0.000581776,0.00048999,0.00048999,0.00048999,0.000101659,8.28967e-05,0.000101659,8.28967e-05,0,0,0,0,0,0,0,0,2.35143,2.35143,2.35143,2.35143,0.816814,0.816814,0.816814,0.816814,0.816814,0.816814,0.156758,0.156758,0,0,0,0
859,1,422,16,397,0,374,25,358,0,67,436,6,64,432,0,387,3,4,381,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155494,0.00155494,0.00126297,0.00126297,0.00155494,0.00155494,0.00126297,0.00126297,0.000581212,0.000581212,0.000581212,0.000490561,0.000490561,0.000490561,0.000581212,0.000581212,0.000581212,0.000490561,0.000490561,0.000490561,0.000101777,8.28181e-05,0.000101777,8.28181e-05,0,0,0,0,0,0,0,0,2.35417,2.35417,2.35417,2.35417,0.817765,0.817765,0.817765,0.817765,0.817765,0.817765,0.15694,0.15694,0,0,0,0
860,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155765,0.00155765,0.00126246,0.00126246,0.00155765,0.00155765,0.00126246,0.00126246,0.000581813,0.000581813,0.000581813,0.000490829,0.000490829,0.000490829,0.000581813,0.000581813,0.000581813,0.000490829,0.000490829,0.000490829,0.000101691,8.28752e-05,0.000101691,8.28752e-05,0,0,0,0,0,0,0,0,2.35828,2.35828,2.35828,2.35828,0.819193,0.819193,0.819193,0.819193,0.819193,0.819193,0.157214,0.157214,0,0,0,0
861,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155617,0.00155617,0.00126277,0.00126277,0.00155617,0.00155617,0.00126277,0.00126277,0.000580408,0.000580408,0.000580408,0.00049098,0.00049098,0.00049098,0.000580408,0.000580408,0.000580408,0.00049098,0.00049098,0.00049098,0.000101727,8.28511e-05,0.000101727,8.28511e-05,0,0,0,0,0,0,0,0,2.3576,2.3576,2.3576,2.3576,0.818955,0.818955,0.818955,0.818955,0.818955,0.818955,0.157169,0.157169,0,0,0,0
862,1,408,17,394,0,380,14,363,0,73,443,1,68,441,0,385,5,2,384,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0.00155687,0.00155687,0.00126167,0.00126167,0.00155687,0.00155687,0.00126167,0.00126167,0.000581137,0.000581137,0.000581137,0.000490258,0.000490258,0.000490258,0.000581137,0.000581137,0.000581137,0.000490258,0.000490258,0.000490258,0.000102035,8.26482e-05,0.000102035,8.26482e-05,0,0,0,0,0,0,0,0,2.35554,2.35554,2.35554,2.35554,0.818241,0.818241,0.818241,0.818241,0.818241,0.818241,0.157032,0.157032,0,0,0,0
