Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties,A_CD4_count,B_CD4_count,A_viral_load,B_viral_load,A_HIV_disease_stage,B_HIV_disease_stage,A_STI_CoInfection,B_STI_CoInfection,A_HIV_Tested_Positive,B_HIV_Tested_Positive,A_HIV_Received_Results,B_HIV_Received_Results
18097,2879,3266.5,1,1,2362,0,0,40.6678,1,0,1,0,7,1,0,0,0,0,533,0,1,24.1006,1,0,1,0,7,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18098,2879,3666.12,1,1,2706,0,0,23.6309,1,0,1,0,3,1,0,0,0,0,6510,0,1,18.7105,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18099,2879,4297.28,1,1,6822,1,0,26.9581,1,0,1,0,6,2,0,0,0,0,2695,1,1,22.941,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-No,266.163,344.909,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18100,2879,3602.08,1,1,16589,1,0,31.2458,1,0,1,0,7,1,0,0,0,0,11408,1,1,26.7539,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,408.795,220.065,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18101,2879,3517.1,1,1,1268,0,0,56.3841,1,0,1,0,3,1,0,0,0,0,3471,0,1,45.4527,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18102,2879,3006.54,1,1,3082,1,0,31.059,1,0,1,0,6,1,0,0,0,0,6945,1,1,22.6532,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,278.48,243.869,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18103,2879,3817.47,1,1,6705,0,0,37.261,1,0,1,0,7,1,0,0,0,0,11012,0,1,35.9626,1,0,1,0,5,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18104,2879,3835.78,1,1,8985,0,0,20.0071,1,0,1,0,2,1,0,0,0,0,16258,0,1,18.8751,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18105,2879,3299.19,1,1,12963,0,0,29.6134,1,0,1,0,9,3,0,0,0,0,15237,1,1,23.0617,1,0,1,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,277.266,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18106,2879,3571,1,1,16063,1,0,42.1081,1,0,1,0,5,1,0,0,0,0,5207,1,1,33.8213,1,0,1,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,176.335,387.05,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18107,2879,3752.32,1,1,10526,0,0,43.2705,1,0,1,0,5,1,0,0,0,0,17084,0,1,44.8342,1,0,1,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18108,2879,3197.28,1,1,11293,0,0,31.0811,1,0,1,0,5,1,0,0,0,0,6201,0,1,23.2297,1,0,1,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18109,2879,3290.5,1,1,13772,0,0,15.595,1,0,1,0,1,1,0,0,0,0,686,1,1,18.617,1,0,1,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,401.683,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18110,2879,3303.21,1,1,6134,1,0,16.1375,1,0,1,0,1,1,0,0,0,0,1751,1,1,18.0189,1,0,1,0,4,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,127.52,334.933,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18111,2879,3584.49,1,1,7323,0,0,41.6846,1,0,1,0,3,1,0,0,0,0,10614,0,1,33.6638,1,0,1,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18112,2879,4138.68,1,1,7493,0,0,27.2606,1,0,1,0,8,1,0,0,0,0,4074,1,1,26.8646,1,0,1,0,6,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,360.548,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18113,2879,3418.26,1,1,12302,1,0,22.5997,1,0,1,0,3,1,0,0,0,0,3105,1,1,17.9233,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-No,114.644,201.184,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18114,2879,3390.21,1,1,15696,0,0,42.5005,1,0,1,0,5,1,0,0,0,0,12125,1,1,34.6979,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,218.506,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18115,2879,3658.88,1,1,6956,1,0,44.4255,1,0,1,0,6,1,0,0,0,0,1903,0,1,47.2398,1,0,1,0,3,1,0,0,0,0,Accessibility-No,Accessibility-No,137.005,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18116,2879,3564.93,1,1,10451,0,0,43.5529,1,0,1,0,4,1,0,0,0,0,2808,1,1,37.02,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,209.216,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18117,2879,3269.02,1,1,11026,0,0,27.6962,1,0,1,0,7,1,0,0,0,0,14633,0,1,17.7707,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18118,2879,3359.85,1,1,6192,0,0,24.2984,1,0,1,0,4,1,0,0,0,0,9130,0,1,26.8136,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18119,2879,3460.26,1,1,11937,0,0,56.4707,1,0,1,0,2,1,0,0,0,0,10563,0,1,57.1413,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18120,2879,4079.51,1,1,15285,0,0,21.3116,1,0,1,0,2,1,0,0,0,0,4091,1,1,24.8427,1,0,1,0,9,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,216.84,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18121,2879,3524.32,1,1,5290,1,0,32.6781,1,0,1,0,5,1,0,0,0,0,1619,1,1,27.5265,1,0,1,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,314.636,274.065,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18122,2879,3267.55,1,1,14068,0,0,31.9981,1,0,1,0,8,1,0,0,0,0,9929,0,1,31.0369,1,0,1,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18123,2879,3329.04,1,1,15532,1,0,37.604,1,0,1,0,7,1,0,0,0,0,5045,1,1,31.7808,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-No,87.9305,138.712,10000,10000,3,2,0,0,1,1,POSITIVE,POSITIVE
18124,2879,3297.68,1,1,14386,0,0,29.999,1,0,1,0,7,1,0,0,0,0,17286,0,1,25.693,1,0,1,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18125,2879,3223.37,1,1,6805,0,0,32.8606,1,0,1,0,7,2,0,0,0,0,111,0,1,30.9073,1,0,1,0,4,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18126,2879,3271.49,1,1,951,1,0,34.8562,1,0,1,0,6,1,0,0,0,0,3693,0,1,25.6691,1,0,1,0,9,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,152.501,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18127,2879,3271.05,1,1,13631,0,0,30.7932,1,0,1,0,8,2,0,0,0,0,16972,0,1,30.8534,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18128,2879,3323.22,1,1,5887,1,0,44.8431,1,0,1,0,4,1,0,0,0,0,9178,1,1,30.2302,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,96.8111,147.618,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18129,2879,3431.6,1,1,148,0,0,44.0593,1,0,1,0,5,1,0,0,0,0,12257,1,1,36.4966,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,310.2,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18130,2879,3132.39,1,1,13459,1,0,30.3658,1,0,1,0,6,1,0,0,0,0,5603,1,1,26.3729,1,0,1,0,7,1,0,0,0,0,Accessibility-No,Accessibility-Yes,146.466,255.683,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18131,2879,3255.14,1,1,9675,1,0,49.5816,1,0,1,0,3,1,0,0,0,0,9792,0,1,39.8078,1,0,1,0,5,1,0,0,0,0,Accessibility-No,Accessibility-Yes,174.934,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18132,2879,3233.05,1,1,11998,0,0,28.143,1,0,1,0,8,2,0,0,0,0,14779,0,1,27.4876,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18133,2879,3558.13,1,1,383,1,0,62.3288,1,0,1,0,2,1,0,0,0,0,10557,0,1,60.7753,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,219.961,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18134,2879,4122.34,1,1,13244,0,0,46.5191,1,0,1,0,3,1,0,0,0,0,17142,0,1,31.7283,1,0,1,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18135,2879,3217.87,1,1,7403,0,0,62.0754,1,0,1,0,2,1,0,0,0,0,13054,0,1,38.1153,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18136,2879,3487.93,1,1,9901,1,0,36.6086,1,0,1,0,6,1,0,0,0,0,9954,1,1,35.3197,1,0,1,0,4,1,0,0,0,0,Accessibility-No,Accessibility-No,510.967,92.81,10000,10000,1,2,0,0,0,1,NEGATIVE,POSITIVE
18137,2879,3370.44,1,1,4568,0,0,51.2159,1,0,1,0,4,1,0,0,0,0,14918,0,1,25.3468,1,0,1,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18138,2879,4070.27,1,1,4794,1,0,34.559,1,0,1,0,7,1,0,0,0,0,3767,1,1,25.7224,1,0,1,0,7,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,63.736,199.637,10000,10000,3,2,0,0,1,1,POSITIVE,POSITIVE
18139,2879,4208.26,1,1,8199,0,0,45.2692,1,0,1,0,3,1,0,0,0,0,3227,0,1,40.0506,1,0,1,0,3,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18140,2879,3537.19,1,1,6225,1,0,33.1245,1,0,1,0,5,1,0,0,0,0,8751,1,1,26.5487,1,0,1,0,7,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,275.859,238.756,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18141,2879,4232.97,1,1,17134,0,0,62.5279,1,0,1,0,2,1,0,0,0,0,9493,0,1,52.0761,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18142,2879,11494.7,2,1,13063,0,0,36.7976,1,0,0,1,6,1,0,0,0,0,9204,0,1,32.7734,1,0,0,1,7,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18143,2879,3584.4,2,1,13986,0,0,52.2143,1,0,0,1,2,1,0,0,0,0,8592,0,1,39.5495,1,0,0,1,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18144,2879,15253.5,2,1,6153,1,0,35.4255,1,0,0,1,5,1,0,0,0,0,1022,0,1,27.7863,1,0,0,1,6,1,0,0,0,0,Accessibility-No,Accessibility-No,202.301,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18145,2879,5798.75,2,1,1921,1,0,67.491,1,0,0,1,2,1,0,0,0,0,16116,0,1,57.9189,1,0,0,1,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,100.646,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18146,2909,3586.17,0,1,8313,0,0,19.4264,1,1,0,0,3,1,0,0,0,0,12276,0,1,15.4131,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18147,2909,3022.22,0,1,2195,1,0,28.3127,1,1,0,0,7,1,0,0,0,0,2020,0,1,35.2171,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,266.432,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18148,2909,3218.91,0,1,6528,0,0,20.7851,1,1,0,0,2,1,0,0,0,0,5477,0,1,25.1112,1,1,0,0,7,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18149,2909,3909.84,0,1,12615,1,0,29.5896,1,1,0,0,4,1,0,0,0,0,11466,0,1,25.7978,1,1,0,0,7,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,284.349,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18150,2909,3209.76,0,1,15125,1,0,32.5409,1,1,0,0,5,1,0,0,0,0,7142,0,1,35.2097,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,184.304,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18151,2909,3148.37,0,1,14410,0,0,22.1098,1,1,0,0,5,1,0,0,0,0,8400,0,1,20.1184,1,1,0,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18152,2909,2949.18,0,1,13284,0,0,17.4741,1,1,0,0,1,1,0,0,0,0,2031,0,1,16.0156,1,1,0,0,2,2,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18153,2909,3022.21,0,1,16843,0,0,17.4967,1,1,0,0,1,1,0,0,0,0,3817,0,1,27.0169,1,1,0,0,7,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18154,2909,2947.6,0,1,17006,0,0,16.9006,1,1,0,0,1,1,0,0,0,0,6181,0,1,14.6026,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18155,2909,3125.94,0,1,4818,0,0,26.1996,1,1,0,0,6,1,0,0,0,0,5740,0,1,21.6828,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18156,2909,3052.93,0,1,5652,1,0,17.6923,1,1,0,0,1,1,0,0,0,0,15209,0,1,14.9891,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,191.535,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18157,2909,3058.76,0,1,13643,0,0,27.5583,1,1,0,0,4,1,0,0,0,0,228,0,1,28.9633,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18158,2909,3624.58,0,1,13724,1,0,16.5568,1,1,0,0,2,1,0,0,0,0,4492,0,1,16.4026,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,235.537,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18159,2909,3325.45,0,1,4442,1,0,23.8704,1,1,0,0,7,1,0,0,0,0,1852,1,1,19.498,1,1,0,0,4,1,0,0,0,0,Accessibility-No,Accessibility-Yes,177.46,383.446,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18160,2909,3513.28,0,1,15135,0,0,21.5799,1,1,0,0,3,1,0,0,0,0,16969,0,1,22.4234,1,1,0,0,5,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18161,2909,3170.77,0,1,10269,0,0,20.5963,1,1,0,0,4,1,0,0,0,0,12016,0,1,20.1867,1,1,0,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18162,2909,3580.41,0,1,8830,0,0,22.3227,1,1,0,0,3,1,0,0,0,0,10271,0,1,17.7247,1,1,0,0,3,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18163,2909,3018.11,0,1,14100,0,0,26.2512,1,1,0,0,5,1,0,0,0,0,1014,0,1,24.0129,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18164,2909,2990.47,0,1,8191,0,0,26.4064,1,1,0,0,5,1,0,0,0,0,8928,0,1,17.111,1,1,0,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18165,2909,2962.51,0,1,14404,0,0,21.0793,1,1,0,0,2,1,0,0,0,0,6257,0,1,20.4457,1,1,0,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18166,2909,2957.15,0,1,3078,0,0,29.2138,1,1,0,0,7,1,0,0,0,0,14693,1,1,27.0942,1,1,0,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,271.582,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18167,2909,3126.51,0,1,4100,0,0,17.2462,1,1,0,0,1,1,0,0,0,0,13645,0,1,19.9498,1,1,0,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18168,2909,3283.88,0,1,9327,0,0,17.253,1,1,0,0,1,1,0,0,0,0,15268,0,1,22.3125,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18169,2909,3371.93,0,1,9660,0,0,21.3989,1,1,0,0,4,1,0,0,0,0,5566,1,1,25.902,1,1,0,0,9,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,385.415,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18170,2909,2931.85,0,1,9726,0,0,29.3985,1,1,0,0,7,1,0,0,0,0,4629,0,1,28.1272,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18171,2909,3317.74,0,1,13556,0,0,31.8534,1,1,0,0,7,1,0,0,0,0,12739,1,1,28.4887,1,1,0,0,7,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,79.9983,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18172,2909,3403.82,0,1,14935,1,0,28.1634,1,1,0,0,6,1,0,0,0,0,9405,1,1,18.294,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,227.809,507.185,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18173,2909,3017.21,0,1,2668,0,0,16.3148,1,1,0,0,1,1,0,0,0,0,10572,0,1,16.4637,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18174,2909,3199.56,0,1,9469,0,0,31.0607,1,1,0,0,5,1,0,0,0,0,14871,1,1,27.2801,1,1,0,0,7,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,291.488,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18175,2909,3015.32,0,1,15614,1,0,19.0268,1,1,0,0,3,1,0,0,0,0,10588,1,1,21.9771,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,414.412,384.312,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18176,2909,2989.49,0,1,1321,0,0,29.4265,1,1,0,0,6,1,0,0,0,0,9728,0,1,14.7861,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18177,2909,3924.28,0,1,2305,0,0,17.8711,1,1,0,0,3,1,0,0,0,0,4579,1,1,22.2811,1,1,0,0,8,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,373.108,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18178,2909,3155.99,0,1,3842,1,0,29.0669,1,1,0,0,6,1,0,0,0,0,16829,1,1,21.4428,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-No,293.741,424.165,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18179,2909,3057.17,0,1,7026,0,0,34.8107,1,1,0,0,6,1,0,0,0,0,3714,0,1,24.0419,1,1,0,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18180,2909,3574.04,0,1,3433,1,0,24.0219,1,1,0,0,3,1,0,0,0,0,15583,1,1,20.2032,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,376.286,329.525,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18181,2909,3157.32,0,1,10708,0,0,18.6096,1,1,0,0,5,1,0,0,0,0,1267,0,1,18.1646,1,1,0,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18182,2909,3172.11,0,1,15747,0,0,27.1734,1,1,0,0,10,1,0,0,0,0,6047,1,1,25.3823,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,215.093,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18183,2909,3313.16,0,1,7217,1,0,25.9926,1,1,0,0,4,1,0,0,0,0,2332,1,1,18.4027,1,1,0,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,166.021,489.037,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18184,2909,3366.17,0,1,8760,0,0,34.9036,1,1,0,0,4,1,0,0,0,0,2211,0,1,30.6113,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18185,2909,3094.84,0,1,11229,0,0,30.0617,1,1,0,0,5,1,0,0,0,0,6028,1,1,21.4566,1,1,0,0,6,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,333.016,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
18186,2909,2950.49,0,1,12054,1,0,32.4569,1,1,0,0,7,3,0,0,0,0,14511,1,1,32.0182,1,1,0,0,5,1,0,0,0,0,Accessibility-Yes,Accessibility-No,312.1,308.255,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18187,2909,3526.42,0,1,12278,1,0,29.2104,1,1,0,0,5,1,0,0,0,0,16178,1,1,24.2901,1,1,0,0,8,1,0,0,0,0,Accessibility-No,Accessibility-Yes,213.927,291.697,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
18188,2909,3654.05,0,1,1892,0,0,23.1868,1,1,0,0,4,2,0,0,0,0,11404,0,1,19.6477,1,1,0,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18189,2909,3750.24,0,1,3651,0,0,17.7936,1,1,0,0,3,1,0,0,0,0,8110,0,1,17.7803,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18190,2909,3515.53,0,1,6011,0,0,29.365,1,1,0,0,7,1,0,0,0,0,5830,0,1,34.5587,1,1,0,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18191,2909,3320.58,0,1,9437,0,0,21.0807,1,1,0,0,5,1,0,0,0,0,12711,0,1,19.1976,1,1,0,0,4,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18192,2909,3435.61,0,1,12506,1,0,30.724,1,1,0,0,6,1,0,0,0,0,710,0,1,36.8198,1,1,0,0,5,1,0,0,0,0,Accessibility-No,Accessibility-No,320.775,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
18193,2909,3383.47,0,1,14144,0,0,22.832,1,1,0,0,5,1,0,0,0,0,16554,0,1,15.6106,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
