Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
76,1,X,96702,14902,6.68836
76,1,Y,0,0,0
76,1,a0,96702,14902,6.68836
76,1,a1,0,0,0
76,1,b0,96702,14902,6.68836
76,1,b1,0,0,0
76,1,a0.b0,96702,14902,6.68836
76,1,a1.b1,0,0,0
77,1,X,96564,14483,6.62763
77,1,Y,0,0,0
77,1,a0,96564,14483,6.62763
77,1,a1,0,0,0
77,1,b0,96564,14483,6.62763
77,1,b1,0,0,0
77,1,a0.b0,96564,14483,6.62763
77,1,a1.b1,0,0,0
78,1,X,96216,14325,6.62059
78,1,Y,0,0,0
78,1,a0,96216,14325,6.62059
78,1,a1,0,0,0
78,1,b0,96216,14325,6.62059
78,1,b1,0,0,0
78,1,a0.b0,96216,14325,6.62059
78,1,a1.b1,0,0,0
79,1,X,95918,14446,6.83463
79,1,Y,0,0,0
79,1,a0,95918,14446,6.83463
79,1,a1,0,0,0
79,1,b0,95918,14446,6.83463
79,1,b1,0,0,0
79,1,a0.b0,95918,14446,6.83463
79,1,a1.b1,0,0,0
80,1,X,95981,14233,6.70449
80,1,Y,0,0,0
80,1,a0,95981,14233,6.70449
80,1,a1,0,0,0
80,1,b0,95981,14233,6.70449
80,1,b1,0,0,0
80,1,a0.b0,95981,14233,6.70449
80,1,a1.b1,0,0,0
81,1,X,95660,14506,6.67972
81,1,Y,0,0,0
81,1,a0,95660,14506,6.67972
81,1,a1,0,0,0
81,1,b0,95660,14506,6.67972
81,1,b1,0,0,0
81,1,a0.b0,95660,14506,6.67972
81,1,a1.b1,0,0,0
82,1,X,95265,14493,6.89754
82,1,Y,0,0,0
82,1,a0,95265,14493,6.89754
82,1,a1,0,0,0
82,1,b0,95265,14493,6.89754
82,1,b1,0,0,0
82,1,a0.b0,95265,14493,6.89754
82,1,a1.b1,0,0,0
83,1,X,95190,14100,6.72269
83,1,Y,0,0,0
83,1,a0,95190,14100,6.72269
83,1,a1,0,0,0
83,1,b0,95190,14100,6.72269
83,1,b1,0,0,0
83,1,a0.b0,95190,14100,6.72269
83,1,a1.b1,0,0,0
84,1,X,98715,14193,6.71726
84,1,Y,0,0,0
84,1,a0,98715,14193,6.71726
84,1,a1,0,0,0
84,1,b0,98715,14193,6.71726
84,1,b1,0,0,0
84,1,a0.b0,98715,14193,6.71726
84,1,a1.b1,0,0,0
85,1,X,97304,15115,6.55025
85,1,Y,0,0,0
85,1,a0,97304,15115,6.55025
85,1,a1,0,0,0
85,1,b0,97304,15115,6.55025
85,1,b1,0,0,0
85,1,a0.b0,97304,15115,6.55025
85,1,a1.b1,0,0,0
86,1,X,97553,14486,6.67783
86,1,Y,0,0,0
86,1,a0,97553,14486,6.67783
86,1,a1,0,0,0
86,1,b0,97553,14486,6.67783
86,1,b1,0,0,0
86,1,a0.b0,97553,14486,6.67783
86,1,a1.b1,0,0,0
87,1,X,97153,14843,6.61005
87,1,Y,0,0,0
87,1,a0,97153,14843,6.61005
87,1,a1,0,0,0
87,1,b0,97153,14843,6.61005
87,1,b1,0,0,0
87,1,a0.b0,97153,14843,6.61005
87,1,a1.b1,0,0,0
88,1,X,96973,14708,6.67548
88,1,Y,0,0,0
88,1,a0,96973,14708,6.67548
88,1,a1,0,0,0
88,1,b0,96973,14708,6.67548
88,1,b1,0,0,0
88,1,a0.b0,96973,14708,6.67548
88,1,a1.b1,0,0,0
89,1,X,96935,14454,6.64058
89,1,Y,0,0,0
89,1,a0,96935,14454,6.64058
89,1,a1,0,0,0
89,1,b0,96935,14454,6.64058
89,1,b1,0,0,0
89,1,a0.b0,96935,14454,6.64058
89,1,a1.b1,0,0,0
90,1,X,97032,14290,6.71931
90,1,Y,0,0,0
90,1,a0,97032,14290,6.71931
90,1,a1,0,0,0
90,1,b0,97032,14290,6.71931
90,1,b1,0,0,0
90,1,a0.b0,97032,14290,6.71931
90,1,a1.b1,0,0,0
91,1,X,96801,14636,6.7114
91,1,Y,0,0,0
91,1,a0,96801,14636,6.7114
91,1,a1,0,0,0
91,1,b0,96801,14636,6.7114
91,1,b1,0,0,0
91,1,a0.b0,96801,14636,6.7114
91,1,a1.b1,0,0,0
92,1,X,97023,14553,6.69168
92,1,Y,0,0,0
92,1,a0,97023,14553,6.69168
92,1,a1,0,0,0
92,1,b0,97023,14553,6.69168
92,1,b1,0,0,0
92,1,a0.b0,97023,14553,6.69168
92,1,a1.b1,0,0,0
93,1,X,96468,14629,6.60127
93,1,Y,0,0,0
93,1,a0,96468,14629,6.60127
93,1,a1,0,0,0
93,1,b0,96468,14629,6.60127
93,1,b1,0,0,0
93,1,a0.b0,96468,14629,6.60127
93,1,a1.b1,0,0,0
94,1,X,96375,14425,6.7026
94,1,Y,0,0,0
94,1,a0,96375,14425,6.7026
94,1,a1,0,0,0
94,1,b0,96375,14425,6.7026
94,1,b1,0,0,0
94,1,a0.b0,96375,14425,6.7026
94,1,a1.b1,0,0,0
95,1,X,96808,14115,6.54169
95,1,Y,0,0,0
95,1,a0,96808,14115,6.54169
95,1,a1,0,0,0
95,1,b0,96808,14115,6.54169
95,1,b1,0,0,0
95,1,a0.b0,96808,14115,6.54169
95,1,a1.b1,0,0,0
96,1,X,96646,14498,6.57932
96,1,Y,0,0,0
96,1,a0,96646,14498,6.57932
96,1,a1,0,0,0
96,1,b0,96646,14498,6.57932
96,1,b1,0,0,0
96,1,a0.b0,96646,14498,6.57932
96,1,a1.b1,0,0,0
97,1,X,96748,14354,6.77316
97,1,Y,0,0,0
97,1,a0,96748,14354,6.77316
97,1,a1,0,0,0
97,1,b0,96748,14354,6.77316
97,1,b1,0,0,0
97,1,a0.b0,96748,14354,6.77316
97,1,a1.b1,0,0,0
98,1,X,96663,14535,6.72625
98,1,Y,0,0,0
98,1,a0,96663,14535,6.72625
98,1,a1,0,0,0
98,1,b0,96663,14535,6.72625
98,1,b1,0,0,0
98,1,a0.b0,96663,14535,6.72625
98,1,a1.b1,0,0,0
99,1,X,96195,14824,6.64807
99,1,Y,0,0,0
99,1,a0,96195,14824,6.64807
99,1,a1,0,0,0
99,1,b0,96195,14824,6.64807
99,1,b1,0,0,0
99,1,a0.b0,96195,14824,6.64807
99,1,a1.b1,0,0,0
100,1,X,96505,14313,6.72969
100,1,Y,0,0,0
100,1,a0,96505,14313,6.72969
100,1,a1,0,0,0
100,1,b0,96505,14313,6.72969
100,1,b1,0,0,0
100,1,a0.b0,96505,14313,6.72969
100,1,a1.b1,0,0,0
101,1,X,96668,14388,6.65999
101,1,Y,0,0,0
101,1,a0,96668,14388,6.65999
101,1,a1,0,0,0
101,1,b0,96668,14388,6.65999
101,1,b1,0,0,0
101,1,a0.b0,96668,14388,6.65999
101,1,a1.b1,0,0,0
102,1,X,97534,14468,6.70293
102,1,Y,0,0,0
102,1,a0,97534,14468,6.70293
102,1,a1,0,0,0
102,1,b0,97534,14468,6.70293
102,1,b1,0,0,0
102,1,a0.b0,97534,14468,6.70293
102,1,a1.b1,0,0,0
103,1,X,97318,14634,6.58303
103,1,Y,0,0,0
103,1,a0,97318,14634,6.58303
103,1,a1,0,0,0
103,1,b0,97318,14634,6.58303
103,1,b1,0,0,0
103,1,a0.b0,97318,14634,6.58303
103,1,a1.b1,0,0,0
104,1,X,97320,14657,6.69284
104,1,Y,0,0,0
104,1,a0,97320,14657,6.69284
104,1,a1,0,0,0
104,1,b0,97320,14657,6.69284
104,1,b1,0,0,0
104,1,a0.b0,97320,14657,6.69284
104,1,a1.b1,0,0,0
105,1,X,97361,14556,6.67512
105,1,Y,0,0,0
105,1,a0,97361,14556,6.67512
105,1,a1,0,0,0
105,1,b0,97361,14556,6.67512
105,1,b1,0,0,0
105,1,a0.b0,97361,14556,6.67512
105,1,a1.b1,0,0,0
106,1,X,97303,14679,6.61435
106,1,Y,0,0,0
106,1,a0,97303,14679,6.61435
106,1,a1,0,0,0
106,1,b0,97303,14679,6.61435
106,1,b1,0,0,0
106,1,a0.b0,97303,14679,6.61435
106,1,a1.b1,0,0,0
107,1,X,97527,14403,6.61772
107,1,Y,0,0,0
107,1,a0,97527,14403,6.61772
107,1,a1,0,0,0
107,1,b0,97527,14403,6.61772
107,1,b1,0,0,0
107,1,a0.b0,97527,14403,6.61772
107,1,a1.b1,0,0,0
108,1,X,97520,14661,6.69047
108,1,Y,0,0,0
108,1,a0,97520,14661,6.69047
108,1,a1,0,0,0
108,1,b0,97520,14661,6.69047
108,1,b1,0,0,0
