Year, NodeId, Gender, IsCircumcised, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever HIVPos, Tested Ever HIVNeg, Tested Positive, Tested Negative
1962.97,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,2,6,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,3,10,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,4,14,6,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,5,14,7,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,6,6,4,0,0,1,1,0,0,0,0,0
1962.97,1,0,1,7,9,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,8,6,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,9,11,6,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,10,8,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,11,5,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,12,10,5,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,13,3,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,14,3,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,15,2,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,16,7,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,17,6,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,18,9,3,0,0,1,1,0,0,0,0,0
1962.97,1,0,1,19,10,8,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,20,6,4,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,21,15,9,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,22,13,11,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,23,8,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,24,9,5,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,25,6,4,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,26,13,6,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,27,3,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,28,6,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,29,9,4,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,30,8,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,31,4,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,32,5,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,33,5,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,34,7,6,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,35,6,4,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,36,1,1,1,0,0,0,0,0,0,0,0
1962.97,1,0,1,37,8,5,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,38,6,4,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,39,4,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,40,7,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,41,5,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,42,5,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,43,4,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,44,6,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,45,11,7,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,46,3,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,47,6,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,48,2,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,50,4,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,51,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,52,2,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,53,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,54,3,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,55,3,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,56,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,57,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,58,3,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,59,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,60,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,61,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,62,4,3,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,63,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,64,4,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,65,4,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,66,1,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,67,2,2,1,0,0,0,0,0,0,0,0
1962.97,1,0,1,68,1,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,69,2,2,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,70,2,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,71,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,72,1,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,73,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,74,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,75,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,76,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,77,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,78,0,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,79,1,0,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,80,1,1,0,0,0,0,0,0,0,0,0
1962.97,1,0,1,81,0,0,0,0,0,0,0,0,0,0,0
