Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NumLookingToFeed,NumFedCount,NumGestatingBegin,NumGestatingEnd,NumAttemptFeedIndoor,NumAttemptFeedOutdoor,NumAttemptButNotFeed,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,NumGestatingOnDay_0,NumGestatingOnDay_1,NumGestatingOnDay_2,NumGestatingOnDay_3,NumGestatingOnDay_4,NumGestatingOnDay_5,NumGestatingOnDay_6,NumGestatingOnDay_7,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
115,340461476,1000,9650,1127,2372,6151,13545,13581,82029,433640,3362,2995,5320,8315,3362,0,0,216820,3362,212,0,0,1335,0,907,367,0,2559,2761,2995,0,0,0,0,0,0,0,11707.3,0.0275048,212,235,-23
116,340461476,1000,9717,1164,2353,6200,13654,13597,81919,439480,3516,3157,5221,8378,3516,0,0,219740,3516,215,0,0,1339,0,913,359,0,2511,2710,3157,0,0,0,0,0,0,0,11817.3,0.0269976,215,224,-9
117,340461476,1000,9767,1138,2376,6253,13639,13684,82014,434040,3471,3102,5317,8419,3471,0,0,217020,3471,236,0,0,1348,0,929,369,0,2469,2848,3102,0,0,0,0,0,0,0,11722.3,0.0268892,236,210,26
118,340461476,1000,9823,1145,2369,6309,13684,13383,82129,422720,3438,3083,5398,8481,3438,0,0,211360,3438,209,0,0,1342,0,931,355,0,2582,2816,3083,0,0,0,0,0,0,0,11607.3,0.0270073,209,217,-8
119,340461476,1000,9846,1133,2423,6290,13664,13418,82016,446880,3535,3182,5353,8535,3535,0,0,223440,3535,196,0,0,1311,0,935,353,0,2549,2804,3182,0,0,0,0,0,0,0,11720.3,0.0274585,196,178,18
120,340461476,1000,9846,1134,2442,6270,13693,13367,82007,442480,3509,3153,5444,8597,3509,0,0,221240,3509,216,0,0,1249,0,893,356,0,2539,2905,3153,0,0,0,0,0,0,0,11729.3,0.0262269,216,201,15
121,340461476,1000,9940,1148,2466,6326,13754,13223,82080,436760,3426,3108,5495,8603,3426,0,0,218380,3426,193,0,0,1337,0,925,318,0,2647,2848,3108,0,0,0,0,0,0,0,11656.3,0.026508,193,199,-6
122,340461476,1000,9836,1138,2504,6194,13688,13508,82052,455000,3593,3220,5396,8616,3593,0,0,227500,3593,222,0,0,1220,0,951,373,0,2590,2806,3220,0,0,0,0,0,0,0,11684.3,0.026688,222,256,-34
123,340461476,1000,9919,1115,2494,6310,13632,13657,81835,446880,3438,3059,5495,8554,3438,0,0,223440,3438,214,0,0,1365,0,903,379,0,2576,2919,3059,0,0,0,0,0,0,0,11901.3,0.0256797,214,244,-30
124,340461476,1000,9912,1131,2461,6320,13604,13645,82090,442480,3559,3178,5414,8592,3559,0,0,221240,3559,180,0,0,1320,0,946,381,0,2646,2768,3178,0,0,0,0,0,0,0,11646.3,0.0266319,180,194,-14
125,340461476,1000,9852,1120,2394,6338,16115,13704,81965,449480,3572,3201,5378,8579,3572,0,0,224740,3572,220,0,0,1273,0,962,371,0,2509,2869,3201,0,0,0,0,0,0,0,11771.3,0.0263204,220,209,11
126,340461476,1000,9885,1114,2366,6405,15922,13598,81963,430720,3397,3018,5517,8535,3397,0,0,215360,3397,228,0,0,1350,0,938,379,0,2617,2900,3018,0,0,0,0,0,0,0,11773.3,0.0261886,228,189,39
127,340461476,1000,9961,1124,2418,6419,15720,13524,82108,450680,3584,3233,5359,8592,3584,0,0,225340,3584,185,0,0,1369,0,942,351,0,2610,2749,3233,0,0,0,0,0,0,0,11628.3,0.0273339,185,166,19
128,340461476,1000,9995,1092,2476,6427,15451,13534,82063,453640,3631,3258,5417,8675,3631,0,0,226820,3631,231,0,0,1320,0,913,373,0,2472,2945,3258,0,0,0,0,0,0,0,11673.3,0.0258016,231,275,-44
129,340461476,1000,9945,1103,2438,6404,15237,13387,82207,426800,3404,3019,5617,8636,3404,0,0,213400,3404,199,0,0,1309,0,974,385,0,2656,2961,3019,0,0,0,0,0,0,0,11529.3,0.0257324,199,188,11
130,340461476,1000,9961,1121,2477,6363,15017,13365,82264,457720,3600,3242,5416,8658,3600,0,0,228860,3600,191,0,0,1303,0,929,358,0,2683,2733,3242,0,0,0,0,0,0,0,11472.3,0.0270133,191,206,-15
131,340461476,1000,9966,1088,2522,6356,14910,13446,81912,459760,3591,3203,5426,8629,3591,0,0,229880,3591,230,0,0,1337,0,944,388,0,2484,2942,3203,0,0,0,0,0,0,0,11824.3,0.0250639,230,246,-16
132,340461476,1000,9959,1107,2508,6344,14697,13525,82057,423840,3435,3084,5536,8620,3435,0,0,211920,3435,187,0,0,1339,0,995,351,0,2636,2900,3084,0,0,0,0,0,0,0,11679.3,0.0257183,187,169,18
133,340461476,1000,9842,1094,2494,6254,14633,13617,82220,452360,3582,3185,5399,8584,3582,0,0,226180,3582,189,0,0,1258,0,978,397,0,2613,2786,3185,0,0,0,0,0,0,0,11516.3,0.0275558,189,185,4
134,340461476,1000,9856,1073,2492,6291,14500,13501,82050,446880,3510,3151,5392,8543,3510,0,0,223440,3510,199,0,0,1313,0,940,359,0,2512,2880,3151,0,0,0,0,0,0,0,11686.3,0.0254582,199,215,-16
135,340461476,1000,9872,1070,2431,6371,14490,13503,81987,434400,3461,3101,5453,8554,3461,0,0,217200,3461,197,0,0,1318,0,942,360,0,2605,2848,3101,0,0,0,0,0,0,0,11749.3,0.0261508,197,191,6
136,340461476,1000,9823,1091,2425,6307,14438,13482,82144,444440,3531,3170,5383,8553,3531,0,0,222220,3531,205,0,0,1270,0,958,361,0,2584,2799,3170,0,0,0,0,0,0,0,11592.3,0.0270471,205,197,8
137,340461476,1000,9786,1077,2419,6290,14324,13467,81948,443640,3465,3089,5370,8459,3465,0,0,221820,3465,223,0,0,1327,0,988,376,0,2519,2851,3089,0,0,0,0,0,0,0,11788.3,0.0260829,223,224,-1
138,340461476,1000,9800,1095,2423,6282,14242,13585,82020,436000,3482,3141,5347,8488,3482,0,0,218000,3482,194,0,0,1312,0,957,341,0,2568,2779,3141,0,0,0,0,0,0,0,11716.3,0.0265717,194,209,-15
139,340461476,1000,9785,1092,2483,6210,14221,13664,82167,437200,3497,3158,5360,8518,3497,0,0,218600,3497,225,0,0,1267,0,943,339,0,2495,2865,3158,0,0,0,0,0,0,0,11569.3,0.0268722,225,256,-31
140,340461476,1000,9855,1105,2490,6260,14118,13687,82159,428480,3409,3059,5504,8563,3409,0,0,214240,3409,204,0,0,1292,0,872,350,0,2588,2916,3059,0,0,0,0,0,0,0,11577.3,0.0264622,204,212,-8
141,340461476,1000,9834,1109,2525,6200,14034,13681,82009,438920,3485,3089,5418,8507,3485,0,0,219460,3485,192,0,0,1327,0,952,396,0,2647,2771,3089,0,0,0,0,0,0,0,11727.3,0.0270194,192,206,-14
142,340461476,1000,9917,1104,2549,6264,14025,13462,82270,454720,3591,3197,5334,8531,3591,0,0,227360,3591,218,0,0,1386,0,909,394,0,2526,2808,3197,0,0,0,0,0,0,0,11466.3,0.0267185,218,208,10
143,340461476,1000,9920,1092,2599,6229,14038,13487,81831,437760,3564,3194,5418,8612,3564,0,0,218880,3564,202,0,0,1308,0,935,370,0,2531,2887,3194,0,0,0,0,0,0,0,11905.3,0.0252161,202,213,-11
144,340461476,1000,9900,1122,2547,6231,14009,13476,82114,430680,3458,3091,5535,8626,3458,0,0,215340,3458,175,0,0,1274,0,927,367,0,2649,2886,3091,0,0,0,0,0,0,0,11622.3,0.0271959,175,166,9
145,340461476,1000,9862,1109,2512,6241,13970,13574,81968,455560,3552,3148,5412,8560,3552,0,0,227780,3552,216,0,0,1302,0,936,404,0,2625,2787,3148,0,0,0,0,0,0,0,11768.3,0.0269859,216,230,-14
146,340461476,1000,9853,1118,2466,6269,13901,13567,81901,450240,3547,3170,5370,8540,3547,0,0,225120,3547,193,0,0,1313,0,945,377,0,2509,2861,3170,0,0,0,0,0,0,0,11835.3,0.0258325,193,198,-5
147,340461476,1000,9897,1153,2428,6316,13906,13435,81664,427120,3434,3097,5461,8558,3434,0,0,213560,3434,180,0,0,1339,0,958,337,0,2567,2894,3097,0,0,0,0,0,0,0,12072.3,0.0262866,180,200,-20
148,340461476,1000,9872,1157,2413,6302,13826,13413,82179,445760,3557,3162,5420,8582,3557,0,0,222880,3557,215,0,0,1290,0,920,395,0,2617,2803,3162,0,0,0,0,0,0,0,11557.3,0.0282643,215,239,-24
149,340461476,1000,9867,1165,2412,6290,13802,13512,82041,447280,3525,3145,5410,8555,3525,0,0,223640,3525,206,0,0,1312,0,937,380,0,2528,2882,3145,0,0,0,0,0,0,0,11695.3,0.0259271,206,205,1
