Time,Year,Node_ID,Coital_Act_ID,Rel_ID,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,A_ID,B_ID,A_Gender,B_Gender,A_Age,B_Age,A_IP='Accessibility',B_IP='Accessibility',A_HasIntervention='GoodCircumcision',B_HasIntervention='GoodCircumcision',A_HasIntervention='BadCircumcision',B_HasIntervention='BadCircumcision',A_Is_Infected,B_Is_Infected,Did_Use_Condom,Risk_Multiplier,Transmission_Multiplier,Acquisition_Multiplier,Infection_Was_Transmitted,A_Num_Current_Rels,B_Num_Current_Rels,A_Is_Circumcised,B_Is_Circumcised,A_Has_CoInfection,B_Has_CoInfection,A_HIV_Infection_Stage,B_HIV_Infection_Stage,A_Is_On_ART,B_Is_On_ART
37,1960.6,1,3459,231,0,F,1951,11343,MALE,FEMALE,20.9819,18.1125,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3463,58,0,F,2932,16710,MALE,FEMALE,21.6716,21.5125,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3467,212,0,F,3513,12141,MALE,FEMALE,25.6952,19.6781,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3468,212,0,F,3513,12141,MALE,FEMALE,25.6952,19.6781,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3469,180,0,F,3609,16551,MALE,FEMALE,20.253,22.9923,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3470,195,0,F,3813,5021,MALE,FEMALE,24.9027,21.5782,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3473,491,1,F,3975,12489,MALE,FEMALE,26.5863,26.7624,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3477,101,0,F,4294,13219,MALE,FEMALE,25.4917,24.6373,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3478,101,0,F,4294,13219,MALE,FEMALE,25.4917,24.6373,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3479,492,1,F,4320,4665,MALE,FEMALE,20.722,19.9285,Yes,Yes,1,0,0,0,1,1,0,1,10,0.1,1,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3480,356,0,F,4478,1840,MALE,FEMALE,25.3934,16.4588,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3481,146,0,F,4576,5752,MALE,FEMALE,17.9529,20.9973,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3483,344,0,F,4998,375,MALE,FEMALE,21.2526,15.9393,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3485,245,0,F,5231,11850,MALE,FEMALE,28.8788,21.2915,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3486,357,0,F,5322,6610,MALE,FEMALE,23.6367,18.9154,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3487,399,1,F,5499,9618,MALE,FEMALE,28.1362,19.9183,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3488,172,1,F,5567,3470,MALE,FEMALE,26.3246,15.2387,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3491,102,0,F,5826,16064,MALE,FEMALE,25.6135,24.0444,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3492,102,0,F,5826,16064,MALE,FEMALE,25.6135,24.0444,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3496,409,1,F,6196,1708,MALE,FEMALE,25.9119,22.9681,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3501,163,1,F,6341,14460,MALE,FEMALE,23.1106,22.4729,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3502,46,0,F,6724,11867,MALE,FEMALE,29.2745,20.0535,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3503,46,0,F,6724,11867,MALE,FEMALE,29.2745,20.0535,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3505,30,0,F,6833,4832,MALE,FEMALE,25.0446,21.0601,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3511,493,1,F,7314,5127,MALE,FEMALE,27.656,27.9709,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3513,47,0,F,7420,15098,MALE,FEMALE,25.8023,17.952,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3514,433,0,F,7446,7621,MALE,FEMALE,25.8439,24.8438,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3515,433,0,F,7446,7621,MALE,FEMALE,25.8439,24.8438,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3519,197,0,F,8078,17378,MALE,FEMALE,20.5367,17.5098,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3520,197,0,F,8078,17378,MALE,FEMALE,20.5367,17.5098,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3522,475,0,F,8238,668,MALE,FEMALE,27.8718,33.4837,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3523,475,0,F,8238,668,MALE,FEMALE,27.8718,33.4837,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3526,167,0,F,8613,7643,MALE,FEMALE,28.2741,20.4147,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3527,31,0,F,8754,695,MALE,FEMALE,24.4916,16.0143,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3529,494,1,F,8854,5694,MALE,FEMALE,26.8186,29.1351,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3533,377,1,F,9670,3706,MALE,FEMALE,25.2338,17.79,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3534,74,0,F,10054,14081,MALE,FEMALE,20.5885,28.2171,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3535,74,0,F,10054,14081,MALE,FEMALE,20.5885,28.2171,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3537,246,0,F,10102,4046,MALE,FEMALE,24.6791,24.453,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3538,104,0,F,10149,7803,MALE,FEMALE,24.5494,28.7168,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3540,495,1,F,10212,5847,MALE,FEMALE,23.746,16.6686,Yes,Yes,1,0,0,0,0,1,1,0.1,10,0.1,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3543,465,0,F,10391,415,MALE,FEMALE,27.4164,22.412,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3544,465,0,F,10391,415,MALE,FEMALE,27.4164,22.412,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3545,465,0,F,10391,415,MALE,FEMALE,27.4164,22.412,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3547,128,0,F,10514,1668,MALE,FEMALE,20.3855,17.7467,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3548,324,1,F,10666,14514,MALE,FEMALE,26.4463,19.8254,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3549,268,0,F,10709,14963,MALE,FEMALE,25.8526,24.4856,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3550,157,0,F,10832,8366,MALE,FEMALE,28.6661,28.4741,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3558,18,0,F,11854,308,MALE,FEMALE,19.0729,25.4738,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3559,18,0,F,11854,308,MALE,FEMALE,19.0729,25.4738,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3566,169,0,F,12184,7457,MALE,FEMALE,24.3575,31.8288,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3569,485,0,F,12411,10608,MALE,FEMALE,21.8019,19.3649,Yes,No,1,0,0,0,1,1,0,1,10,0.1,1,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3570,256,1,F,12572,16572,MALE,FEMALE,28.6835,25.4054,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3572,486,0,F,12723,816,MALE,FEMALE,26.3349,15.3082,Yes,Yes,1,0,0,0,1,1,0,1,10,0.1,1,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3574,165,1,F,13049,15631,MALE,FEMALE,22.3407,16.4622,Yes,Yes,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3575,482,1,F,13121,13163,MALE,FEMALE,20.8228,16.8522,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3576,322,0,F,13357,6700,MALE,FEMALE,21.5144,19.0378,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3582,341,1,F,13748,3858,MALE,FEMALE,24.641,17.4108,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3583,443,1,F,13767,11647,MALE,FEMALE,29.6076,20.2405,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3586,136,1,F,14091,5102,MALE,FEMALE,24.0775,22.1411,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3591,287,1,F,14674,9399,MALE,FEMALE,27.9662,18.7913,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3593,353,1,F,14852,12208,MALE,FEMALE,23.4776,16.0032,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3594,178,1,F,14969,9210,MALE,FEMALE,25.7781,21.7963,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3595,498,1,F,15002,9303,MALE,FEMALE,22.6478,18.8927,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3596,270,0,F,15351,9461,MALE,FEMALE,28.6113,17.0547,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3597,270,0,F,15351,9461,MALE,FEMALE,28.6113,17.0547,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3599,137,1,F,15567,829,MALE,FEMALE,20.3142,16.6781,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3601,488,0,F,15953,10189,MALE,FEMALE,29.3135,27.1799,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3608,360,0,F,16631,16257,MALE,FEMALE,29.5589,17.4124,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3609,360,0,F,16631,16257,MALE,FEMALE,29.5589,17.4124,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3611,428,0,F,16727,6572,MALE,FEMALE,23.394,19.4158,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3612,204,1,F,16760,5760,MALE,FEMALE,25.6242,22.3559,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3617,111,1,F,17254,6790,MALE,FEMALE,25.2421,16.2026,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3618,81,1,F,17320,5145,MALE,FEMALE,20.6261,22.7142,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
37,1960.6,1,3619,81,1,F,17320,5145,MALE,FEMALE,20.6261,22.7142,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3623,278,0,F,134,9492,MALE,FEMALE,21.9233,14.7936,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3632,499,0,F,1169,10806,MALE,FEMALE,23.7816,32.9368,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3633,95,1,F,1244,10196,MALE,FEMALE,26.4417,16.3303,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3642,447,0,F,2553,6058,MALE,FEMALE,22.3722,21.7647,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3643,251,1,F,2780,6382,MALE,FEMALE,23.6455,21.9357,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3644,295,0,F,2935,11804,MALE,FEMALE,27.523,17.2343,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3652,212,0,F,3513,12141,MALE,FEMALE,25.6979,19.6808,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3653,212,0,F,3513,12141,MALE,FEMALE,25.6979,19.6808,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3655,180,0,F,3609,16551,MALE,FEMALE,20.2557,22.995,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3656,180,0,F,3609,16551,MALE,FEMALE,20.2557,22.995,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3658,141,1,F,3728,12219,MALE,FEMALE,23.665,17.1049,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3660,39,1,F,3741,15666,MALE,FEMALE,26.7146,25.6685,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3662,491,1,F,3975,12489,MALE,FEMALE,26.589,26.7651,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3663,491,1,F,3975,12489,MALE,FEMALE,26.589,26.7651,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3667,492,1,F,4320,4665,MALE,FEMALE,20.7247,19.9312,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3668,224,1,F,4362,3450,MALE,FEMALE,20.4576,16.2909,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3669,308,1,F,4437,9412,MALE,FEMALE,24.9843,21.8563,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3670,459,1,F,4484,8037,MALE,FEMALE,18.6782,20.0054,Yes,Yes,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3674,216,1,F,4582,6643,MALE,FEMALE,28.0565,20.9282,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3680,102,0,F,5826,16064,MALE,FEMALE,25.6162,24.0471,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3681,102,0,F,5826,16064,MALE,FEMALE,25.6162,24.0471,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3682,102,0,F,5826,16064,MALE,FEMALE,25.6162,24.0471,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3684,464,0,F,5953,17007,MALE,FEMALE,28.9498,23.1501,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3686,65,1,F,5992,7829,MALE,FEMALE,29.6745,23.0135,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3688,96,1,F,6152,3311,MALE,FEMALE,21.7223,18.3506,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3693,474,0,F,6658,2678,MALE,FEMALE,26.8128,30.4671,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3694,474,0,F,6658,2678,MALE,FEMALE,26.8128,30.4671,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3695,46,0,F,6724,11867,MALE,FEMALE,29.2772,20.0563,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3696,292,1,F,6824,11217,MALE,FEMALE,24.0475,16.0694,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3698,273,1,F,6979,13015,MALE,FEMALE,20.7964,19.9018,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3699,41,1,F,7019,3382,MALE,FEMALE,22.02,16.5458,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3703,47,0,F,7420,15098,MALE,FEMALE,25.805,17.9548,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3712,394,1,F,7827,3839,MALE,FEMALE,24.4341,22.8364,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3713,313,0,F,8011,4577,MALE,FEMALE,28.8288,22.1731,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3714,327,1,F,8038,2385,MALE,FEMALE,24.0198,23.7376,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3716,197,0,F,8078,17378,MALE,FEMALE,20.5394,17.5125,No,Yes,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3717,202,1,F,8114,3186,MALE,FEMALE,24.0104,17.819,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3718,202,1,F,8114,3186,MALE,FEMALE,24.0104,17.819,Yes,No,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3720,258,1,F,8215,12498,MALE,FEMALE,29.3218,24.6117,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3722,502,0,F,8542,16728,MALE,FEMALE,30.0661,24.2266,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3724,31,0,F,8754,695,MALE,FEMALE,24.4943,16.017,Yes,Yes,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3725,10,1,F,8918,2046,MALE,FEMALE,29.0922,20.3207,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3729,148,0,F,9705,17396,MALE,FEMALE,21.7413,17.3411,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3731,42,1,F,10017,10702,MALE,FEMALE,23.6244,13.7572,Yes,No,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3732,42,1,F,10017,10702,MALE,FEMALE,23.6244,13.7572,Yes,No,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3733,92,1,F,10047,6761,MALE,FEMALE,28.8929,20.0953,Yes,Yes,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3734,74,0,F,10054,14081,MALE,FEMALE,20.5912,28.2199,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3736,246,0,F,10102,4046,MALE,FEMALE,24.6819,24.4557,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3737,495,1,F,10212,5847,MALE,FEMALE,23.7488,16.6714,Yes,Yes,1,0,0,0,1,1,0,1,10,0.1,1,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3738,358,0,F,10218,7328,MALE,FEMALE,26.8158,17.6496,No,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3740,465,0,F,10391,415,MALE,FEMALE,27.4191,22.4147,Yes,No,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3741,168,0,F,10442,9650,MALE,FEMALE,25.4715,25.9062,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3742,168,0,F,10442,9650,MALE,FEMALE,25.4715,25.9062,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3744,157,0,F,10832,8366,MALE,FEMALE,28.6688,28.4769,No,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3747,503,0,F,11035,15542,MALE,FEMALE,25.6555,28.711,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
38,1960.6,1,3748,425,0,F,11116,15411,MALE,FEMALE,18.259,22.154,Yes,Yes,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
