Year, NodeId, Gender, IP_Key:Accessibility, HIV_Stage, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative
1995.5,1,0,Yes,NOT_INFECTED,55,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,56,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,57,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,58,1,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,59,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,60,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,61,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,62,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,63,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,64,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,65,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,66,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,67,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,68,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,69,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,70,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,71,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,72,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,73,1,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,74,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,75,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,76,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,77,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,78,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,79,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,80,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,81,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,82,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,83,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,84,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,85,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,86,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,87,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,88,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,89,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,90,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,91,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,92,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,93,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,94,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,95,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,96,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,97,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,98,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,NOT_INFECTED,99,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,0,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,1,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,2,0,0,2,0,1,1,0,0,0,1,0
1995.5,1,0,Yes,ACUTE,3,0,0,2,0,0,0,0,0,0,1,0
1995.5,1,0,Yes,ACUTE,4,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,5,0,0,2,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,6,0,0,1,0,1,1,0,0,0,1,0
1995.5,1,0,Yes,ACUTE,7,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,8,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,9,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,10,0,0,3,0,0,0,0,0,0,1,0
1995.5,1,0,Yes,ACUTE,11,0,0,2,0,0,0,0,0,0,1,0
1995.5,1,0,Yes,ACUTE,12,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,13,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,14,0,0,2,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,15,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,16,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,17,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,18,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,19,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,20,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,21,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,22,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,23,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,24,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,25,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,26,0,0,2,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,27,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,28,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,29,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,30,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,31,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,32,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,33,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,34,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,35,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,36,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,37,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,38,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,39,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,40,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,41,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,42,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,43,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,44,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,45,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,46,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,47,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,48,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,49,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,50,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,51,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,52,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,53,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,54,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,55,0,0,2,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,56,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,57,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,58,0,0,2,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,59,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,60,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,61,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,62,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,63,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,64,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,65,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,66,0,0,1,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,67,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,68,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,69,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,70,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,71,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,72,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,73,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,74,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,75,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,76,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,77,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,78,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,79,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,80,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,81,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,82,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,83,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,84,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,85,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,86,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,87,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,88,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,89,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,90,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,91,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,92,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,93,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,94,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,95,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,96,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,97,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,98,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,ACUTE,99,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,0,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,1,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,2,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,3,2,2,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,4,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,5,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,6,2,2,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,7,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,8,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,9,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,10,2,2,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,11,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,12,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,13,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,14,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,15,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,16,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,17,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,18,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,19,2,2,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,20,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,21,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,22,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,23,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,24,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,25,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,26,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,27,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,28,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,29,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,30,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,31,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,32,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,33,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,34,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,35,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,36,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,37,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,38,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,39,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,40,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,41,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,42,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,43,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,44,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,45,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,46,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,47,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,48,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,49,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,50,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,51,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,52,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,53,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,54,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,55,2,2,0,0,0,0,1,1,1,1,0
1995.5,1,0,Yes,LATENT,56,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,57,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,58,2,2,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,59,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,60,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,61,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,62,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,63,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,64,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,65,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,66,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,67,1,1,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,68,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,69,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,70,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,71,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,72,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,73,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,74,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,75,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,76,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,77,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,78,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,79,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,80,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,81,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,82,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,83,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,84,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,85,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,86,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,87,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,88,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,89,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,90,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,91,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,92,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,93,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,94,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,95,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,96,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,97,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,98,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,LATENT,99,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,0,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,1,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,2,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,3,1,1,0,0,0,0,1,1,1,0,0
1995.5,1,0,Yes,AIDS,4,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,5,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,6,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,7,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,8,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,9,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,10,1,1,0,0,0,0,1,1,1,0,0
1995.5,1,0,Yes,AIDS,11,0,0,0,0,0,0,0,0,0,0,0
1995.5,1,0,Yes,AIDS,12,1,1,0,0,0,0,1,1,1,0,0
