Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,AvailableHabitat,EggCrowdingCorrection
53,340461476,gambiae2,999,11564,56,310,11198,12019,5364,238993,593640,296820,2381,25,266,2,1119,0,927,251,30,0,0,25607,0.0386895
54,340461476,gambiae2,998,11584,62,301,11221,12043,5385,239416,517720,258860,2116,2,227,1,1174,0,909,218,27,0,0,25184,0.0431356
55,340461476,gambiae2,998,11641,61,293,11287,12009,5416,238757,642000,321000,2537,9,278,0,1227,0,912,232,26,0,0,25843,0.0486441
56,340461476,gambiae2,999,11627,60,296,11271,12029,5490,239484,591480,295740,2388,14,251,0,1171,0,897,263,25,0,0,25116,0.0402539
57,340461476,gambiae2,999,11655,63,288,11304,12010,5520,238948,524520,262260,2164,8,265,1,1207,0,939,218,22,0,0,25652,0.042463
58,340461476,gambiae2,999,11689,63,288,11338,12041,5460,239091,628520,314260,2486,7,264,1,1237,0,936,238,29,0,0,25509,0.0489057
59,340461476,gambiae2,999,11730,57,288,11385,12023,5368,238838,594760,297380,2471,15,271,2,1230,0,904,266,19,0,0,25762,0.0405858
60,340461476,gambiae2,1000,11725,56,284,11385,12063,5322,238982,540640,270320,2219,7,261,1,1201,0,951,231,24,0,0,25618,0.043315
61,340461476,gambiae2,1000,11600,58,282,11260,12072,5345,238720,611440,305720,2450,6,265,1,1142,0,1014,230,23,0,0,25880,0.0473846
62,340461476,gambiae2,1000,11479,61,275,11143,12161,5329,239230,586880,293440,2343,15,259,2,1136,0,997,235,25,0,0,25370,0.0423263
63,340461476,gambiae2,1000,11529,65,268,11196,12199,5327,239020,556080,278040,2264,12,231,0,1205,0,908,228,19,0,0,25580,0.0432286
64,340461476,gambiae2,1000,11532,66,287,11179,12193,5399,238783,605800,302900,2414,11,266,1,1143,0,885,232,23,0,0,25817,0.0460006
65,340461476,gambiae2,1000,11540,68,297,11175,12181,5298,239157,584280,292140,2361,19,242,1,1199,0,943,229,19,0,0,25443,0.0426164
66,340461476,gambiae2,1000,11568,64,295,11209,12043,5296,239148,552040,276020,2229,8,263,2,1223,0,938,229,28,0,0,25452,0.0435459
67,340461476,gambiae2,1000,11513,65,281,11167,12024,5368,238831,595400,297700,2349,10,256,0,1153,0,938,245,25,0,0,25769,0.0461054
68,340461476,gambiae2,1000,11534,62,286,11186,12002,5201,239225,581520,290760,2344,16,260,1,1206,0,911,247,27,0,0,25375,0.0432801
69,340461476,gambiae2,1000,11504,59,290,11155,12015,5608,238691,563440,281720,2267,14,268,0,1159,0,930,234,25,0,0,25909,0.0436356
70,340461476,gambiae2,999,11426,60,302,11064,11893,5713,238836,598400,299200,2459,10,276,1,1151,0,960,251,18,0,0,25764,0.0459836
71,340461476,gambiae2,999,11674,63,313,11298,11990,5398,239304,574160,287080,2326,8,273,2,1379,0,875,228,28,0,0,25296,0.0430548
72,340461476,gambiae2,999,11685,63,301,11321,11961,5388,239116,559320,279660,2390,13,256,1,1220,0,930,252,27,0,0,25484,0.0440574
73,340461476,gambiae2,1000,11654,58,295,11301,12004,5332,238503,588480,294240,2395,10,266,2,1231,0,983,260,19,0,0,26097,0.0455625
74,340461476,gambiae2,1001,11730,59,303,11368,12005,5375,239217,566640,283320,2392,7,261,1,1202,0,906,206,14,0,0,25383,0.0443465
75,340461476,gambiae2,1001,11729,63,299,11367,11958,5400,238935,594240,297120,2332,11,247,1,1197,0,968,210,20,0,0,25665,0.0447956
76,340461476,gambiae2,1001,11768,61,308,11399,11928,5449,239291,586680,293340,2300,10,296,3,1259,0,930,262,28,0,0,25309,0.0431896
77,340461476,gambiae2,1001,11798,59,338,11401,11906,5460,238924,593360,296680,2394,12,257,0,1193,0,904,235,24,0,0,25676,0.0431394
78,340461476,gambiae2,1001,11840,57,348,11435,11955,5532,238774,590240,295120,2371,10,268,1,1263,0,956,243,22,0,0,25826,0.0432722
79,340461476,gambiae2,1001,11726,58,363,11305,12026,5539,238955,582600,291300,2442,10,253,1,1125,0,964,255,20,0,0,25645,0.0437551
80,340461476,gambiae2,1001,11797,62,393,11342,12138,5380,239355,603440,301720,2416,9,251,2,1254,0,919,240,24,0,0,25245,0.0440182
81,340461476,gambiae2,1000,11833,65,420,11348,12095,5405,238608,589040,294520,2400,13,274,3,1240,0,942,235,27,0,0,25992,0.0418351
82,340461476,gambiae2,1000,11821,66,449,11306,12139,5497,238921,586240,293120,2362,6,266,1,1168,0,911,246,23,0,0,25679,0.044126
83,340461476,gambiae2,1000,11765,60,475,11230,12200,5488,239215,594400,297200,2364,11,271,0,1199,0,995,232,28,0,0,25385,0.0438029
84,340461476,gambiae2,1001,11795,58,525,11212,12166,5496,239150,597320,298660,2385,15,290,1,1220,0,917,247,26,0,0,25450,0.0427069
85,340461476,gambiae2,1001,11815,60,552,11203,12233,5427,238973,589120,294560,2371,10,269,2,1249,0,954,240,35,0,0,25627,0.042607
86,340461476,gambiae2,1002,11831,62,598,11171,12187,5383,239029,584480,292240,2425,10,267,1,1230,0,972,211,31,0,0,25571,0.0435005
87,340461476,gambiae2,1002,11822,61,628,11133,12196,5384,239075,591040,295520,2413,11,266,1,1188,0,950,220,27,0,0,25525,0.04375
88,340461476,gambiae2,1002,11765,60,669,11036,12173,5390,238942,581160,290580,2324,8,252,2,1224,0,1003,248,30,0,0,25658,0.0431866
89,340461476,gambiae2,1002,11761,54,699,11008,12191,5405,239134,591680,295840,2375,9,281,1,1165,0,902,242,25,0,0,25466,0.0441496
90,340461476,gambiae2,1002,11804,53,734,11017,12152,5353,238993,592080,296040,2330,10,288,0,1214,0,931,217,23,0,0,25607,0.0430402
91,340461476,gambiae2,1001,11851,59,775,11017,12172,5275,238848,591600,295800,2410,10,266,0,1236,0,894,257,38,0,0,25752,0.0432492
92,340461476,gambiae2,1001,11803,60,817,10926,12144,5359,239202,599960,299980,2477,8,266,3,1149,0,938,233,26,0,0,25398,0.0435294
93,340461476,gambiae2,1001,11773,78,823,10872,12210,5533,239007,584720,292360,2341,14,261,2,1155,0,918,239,28,0,0,25593,0.0423328
94,340461476,gambiae2,1001,11725,84,850,10791,12268,5389,238950,586680,293340,2359,10,256,1,1176,0,963,238,23,0,0,25650,0.0437697
95,340461476,gambiae2,1001,11736,85,914,10737,12261,5348,239120,602720,301360,2406,17,251,0,1214,0,924,259,20,0,0,25480,0.0437206
96,340461476,gambiae2,1001,11689,87,970,10632,12183,5500,239007,582040,291020,2386,18,252,0,1155,0,931,245,26,0,0,25593,0.042275
97,340461476,gambiae2,1001,11676,101,994,10581,12255,5489,239108,576520,288260,2324,14,238,0,1181,0,940,235,19,0,0,25492,0.0439712
98,340461476,gambiae2,1001,11725,107,993,10625,12235,5441,239133,588920,294460,2367,15,262,0,1251,0,932,243,27,0,0,25467,0.044217
99,340461476,gambiae2,1001,11755,103,1038,10614,12147,5399,239464,582240,291120,2433,21,272,2,1238,0,938,246,24,0,0,25136,0.0432436
100,340461476,gambiae2,1003,11794,109,1058,10627,12133,5450,238764,562080,281040,2311,15,263,2,1265,0,969,236,21,0,0,25836,0.0431712
101,340461476,gambiae2,1003,11762,108,1074,10580,12131,5451,239029,579800,289900,2413,18,275,0,1164,0,925,241,30,0,0,25571,0.045965
102,340461476,gambiae2,1003,11680,114,1074,10492,12180,5497,238486,590840,295420,2369,28,258,1,1206,0,1016,247,25,0,0,26114,0.0441031
103,340461476,gambiae2,1003,11702,128,1081,10493,12139,5402,239211,569080,284540,2319,18,279,2,1206,0,902,250,32,0,0,25389,0.0441981
104,340461476,gambiae2,1004,11749,122,1135,10492,12144,5379,238892,586440,293220,2328,18,270,4,1227,0,925,228,27,0,0,25708,0.0446141
105,340461476,gambiae2,1004,11733,126,1167,10440,12108,5435,239157,587560,293780,2426,30,263,1,1173,0,924,243,22,0,0,25443,0.0438374
106,340461476,gambiae2,1004,11721,126,1235,10360,12130,5405,239289,566240,283120,2361,13,256,1,1204,0,947,239,30,0,0,25311,0.0433028
107,340461476,gambiae2,1004,11671,141,1226,10304,12126,5329,239423,580720,290360,2363,22,276,1,1177,0,971,233,23,0,0,25177,0.0447001
108,340461476,gambiae2,1004,11661,146,1251,10264,12089,5304,238884,582400,291200,2390,25,246,0,1214,0,950,245,29,0,0,25716,0.0433548
109,340461476,gambiae2,1004,11688,158,1297,10233,12073,5444,239108,567800,283900,2340,29,260,1,1204,0,930,228,19,0,0,25492,0.0441552
110,340461476,gambiae2,1005,11686,163,1337,10186,12148,5473,238805,577920,288960,2324,23,289,9,1210,0,943,239,30,0,0,25795,0.0448961
111,340461476,gambiae2,1005,11646,163,1354,10129,12213,5512,239298,574520,287260,2384,27,269,5,1180,0,948,244,28,0,0,25302,0.0446342
112,340461476,gambiae2,1005,11692,168,1363,10161,12188,5549,238991,573200,286600,2386,30,248,1,1229,0,944,208,31,0,0,25609,0.0440402
113,340461476,gambiae2,1005,11762,175,1395,10192,12172,5499,239152,573880,286940,2371,27,273,4,1241,0,906,234,31,0,0,25448,0.0446773
114,340461476,gambiae2,1005,11713,170,1417,10126,12203,5446,239175,571120,285560,2322,31,300,2,1216,0,980,261,24,0,0,25425,0.0443438
115,340461476,gambiae2,1006,11717,176,1437,10104,12214,5417,238811,567520,283760,2358,31,259,0,1226,0,973,221,28,0,0,25789,0.0445178
116,340461476,gambiae2,1006,11688,193,1436,10059,12233,5389,239338,579840,289920,2377,21,281,4,1216,0,979,237,29,0,0,25262,0.0454416
117,340461476,gambiae2,1006,11731,185,1487,10059,12239,5428,238796,564800,282400,2375,42,257,3,1238,0,923,244,28,0,0,25804,0.0435672
118,340461476,gambiae2,1006,11685,199,1476,10010,12238,5356,238820,571160,285580,2353,27,270,6,1141,0,934,228,25,0,0,25780,0.045687
119,340461476,gambiae2,1006,11720,205,1502,10013,12219,5320,239116,583760,291880,2315,23,290,2,1246,0,967,217,27,0,0,25484,0.0451362
120,340461476,gambiae2,1006,11655,204,1504,9947,12085,5416,239204,565480,282740,2332,46,283,5,1181,0,969,250,27,0,0,25396,0.0436549
121,340461476,gambiae2,1005,11630,209,1544,9877,12107,5483,238853,572880,286440,2334,31,252,3,1209,0,973,234,27,0,0,25747,0.0449105
122,340461476,gambiae2,1005,11643,214,1579,9850,12127,5416,238709,578600,289300,2385,23,278,3,1182,0,901,236,32,0,0,25891,0.0449431
123,340461476,gambiae2,1005,11644,218,1558,9868,12122,5401,239129,560200,280100,2351,37,262,7,1251,0,967,257,26,0,0,25471,0.0447477
124,340461476,gambiae2,1005,11603,211,1611,9781,12127,5365,239129,564680,282340,2376,28,255,3,1176,0,960,240,17,0,0,25471,0.0454677
125,340461476,gambiae2,1005,11571,220,1618,9733,12144,5424,238760,574480,287240,2375,39,271,2,1241,0,1000,251,22,0,0,25840,0.045107
126,340461476,gambiae2,1006,11545,244,1649,9652,12148,5428,239056,554560,277280,2335,38,246,3,1162,0,930,239,19,0,0,25544,0.0449798
127,340461476,gambiae2,1006,11542,251,1657,9634,12200,5337,239278,564880,282440,2346,36,261,4,1232,0,979,226,30,0,0,25322,0.0460617
128,340461476,gambiae2,1006,11534,269,1690,9575,12202,5357,239109,570480,285240,2395,47,269,7,1166,0,889,258,27,0,0,25491,0.0448272
129,340461476,gambiae2,1006,11507,281,1688,9538,12232,5486,238814,563760,281880,2311,45,310,8,1167,0,913,252,29,0,0,25786,0.0446834
130,340461476,gambiae2,1006,11478,281,1751,9446,12303,5344,239420,563560,281780,2325,48,240,4,1146,0,924,221,30,0,0,25180,0.0457393
131,340461476,gambiae2,1006,11581,287,1762,9532,12256,5361,238539,569240,284620,2319,43,278,4,1243,0,911,205,24,0,0,26061,0.0446802
132,340461476,gambiae2,1006,11479,285,1794,9400,12210,5375,239186,555120,277560,2333,37,239,7,1111,0,953,239,21,0,0,25414,0.0457821
133,340461476,gambiae2,1006,11493,296,1791,9406,12267,5452,238672,561400,280700,2329,44,241,8,1183,0,927,223,19,0,0,25928,0.0457811
134,340461476,gambiae2,1006,11514,298,1820,9396,12218,5466,239196,562480,281240,2261,44,288,5,1198,0,903,233,41,0,0,25404,0.0461845
135,340461476,gambiae2,1006,11581,278,1844,9459,12282,5313,238706,566760,283380,2405,51,245,5,1222,0,901,239,15,0,0,25894,0.0451643
136,340461476,gambiae2,1006,11544,292,1889,9363,12300,5390,239063,557480,278740,2366,44,285,7,1164,0,957,221,23,0,0,25537,0.0456878
137,340461476,gambiae2,1007,11506,302,1895,9309,12245,5352,239038,556320,278160,2299,53,246,5,1200,0,953,254,31,0,0,25562,0.0458079
138,340461476,gambiae2,1007,11572,308,1940,9324,12193,5398,238810,565920,282960,2359,57,269,6,1223,0,890,246,21,0,0,25790,0.0459484
139,340461476,gambiae2,1007,11524,321,1958,9245,12189,5387,238733,563560,281780,2357,63,254,8,1143,0,918,244,29,0,0,25867,0.0455718
140,340461476,gambiae2,1007,11576,328,1962,9286,12138,5360,239311,554880,277440,2331,49,249,5,1265,0,959,232,22,0,0,25289,0.0458993
141,340461476,gambiae2,1007,11579,330,2031,9218,12095,5580,238867,569760,284880,2392,59,290,6,1149,0,891,226,29,0,0,25733,0.0455756
142,340461476,gambiae2,1007,11613,335,2063,9215,12101,5552,238610,564560,282280,2315,50,259,4,1220,0,932,225,29,0,0,25990,0.0451646
143,340461476,gambiae2,1007,11627,339,2075,9213,12181,5385,239279,537080,268540,2299,55,248,7,1217,0,952,222,29,0,0,25321,0.0460359
144,340461476,gambiae2,1008,11590,350,2080,9160,12213,5263,239356,581640,290820,2442,49,260,3,1188,0,938,256,31,0,0,25244,0.0471457
145,340461476,gambiae2,1008,11532,339,2150,9043,12194,5355,238888,564800,282400,2417,57,244,8,1115,0,923,224,26,0,0,25712,0.0434014
146,340461476,gambiae2,1008,11515,349,2132,9034,12145,5434,239280,539520,269760,2219,47,254,2,1203,0,963,228,29,0,0,25320,0.0455241
147,340461476,gambiae2,1009,11542,356,2161,9025,12128,5320,238953,573200,286600,2396,56,242,8,1219,0,930,236,26,0,0,25647,0.0469306
148,340461476,gambiae2,1009,11555,359,2176,9020,12183,5369,239089,565360,282680,2410,70,248,11,1243,0,966,237,27,0,0,25511,0.0447435
149,340461476,gambiae2,1009,11570,356,2205,9009,12063,5582,239342,529320,264660,2233,53,242,8,1149,0,903,206,25,0,0,25258,0.0451235
150,340461476,gambiae2,1010,11632,358,2219,9055,12090,5523,238869,581280,290640,2375,67,264,3,1257,0,915,252,28,0,0,25731,0.0477178
151,340461476,gambiae2,1010,11732,361,2280,9091,12099,5465,239083,573280,286640,2413,63,278,12,1235,0,887,228,20,0,0,25517,0.0442661
152,340461476,gambiae2,1010,11715,369,2281,9065,12109,5441,238715,542400,271200,2289,56,249,7,1178,0,945,219,31,0,0,25885,0.0445105
153,340461476,gambiae2,1010,11714,367,2290,9057,12109,5317,239141,565760,282880,2358,65,261,7,1213,0,924,263,27,0,0,25459,0.0477231
154,340461476,gambiae2,1010,11720,361,2295,9064,12084,5332,239112,582560,291280,2453,74,292,7,1226,0,939,263,18,0,0,25488,0.0449996
155,340461476,gambiae2,1010,11669,382,2298,8989,12053,5398,238910,558520,279260,2379,61,255,5,1134,0,928,233,24,0,0,25690,0.0437517
156,340461476,gambiae2,1010,11704,388,2338,8978,12019,5484,238679,551800,275900,2288,58,263,5,1191,0,901,227,28,0,0,25921,0.0459966
157,340461476,gambiae2,1010,11672,396,2375,8901,12046,5433,239293,577800,288900,2436,79,274,5,1187,0,940,250,29,0,0,25307,0.0469754
158,340461476,gambiae2,1010,11667,410,2389,8868,12110,5372,238893,565160,282580,2337,67,267,4,1224,0,992,217,20,0,0,25707,0.0437989
159,340461476,gambiae2,1010,11621,414,2420,8787,12106,5385,239409,546680,273340,2286,50,258,11,1157,0,948,225,30,0,0,25191,0.0454862
160,340461476,gambiae2,1010,11663,424,2426,8813,12075,5425,238827,564120,282060,2361,77,272,9,1227,0,923,234,28,0,0,25773,0.04608
161,340461476,gambiae2,1011,11682,435,2481,8766,12057,5451,238697,570560,285280,2381,71,236,3,1190,0,911,235,25,0,0,25903,0.0456871
162,340461476,gambiae2,1011,11665,423,2483,8759,12093,5472,239501,557440,278720,2284,64,262,10,1190,0,942,239,26,0,0,25099,0.0453993
163,340461476,gambiae2,1011,11681,426,2514,8741,12109,5548,239136,555040,277520,2326,81,268,12,1187,0,917,231,23,0,0,25464,0.0450255
164,340461476,gambiae2,1011,11714,430,2547,8737,12176,5409,239218,577120,288560,2382,66,282,6,1226,0,911,255,27,0,0,25382,0.0458778
165,340461476,gambiae2,1011,11713,441,2586,8686,12224,5426,239035,556680,278340,2431,75,243,2,1181,0,953,206,23,0,0,25565,0.0439805
166,340461476,gambiae2,1011,11631,467,2579,8585,12219,5537,239215,557920,278960,2335,84,251,9,1132,0,952,238,24,0,0,25385,0.045924
167,340461476,gambiae2,1011,11610,466,2578,8566,12307,5476,238728,566040,283020,2337,74,275,8,1216,0,980,221,36,0,0,25872,0.0454994
168,340461476,gambiae2,1011,11654,484,2610,8560,12299,5447,238877,564920,282460,2418,66,275,7,1248,0,915,258,31,0,0,25723,0.045707
169,340461476,gambiae2,1011,11761,475,2677,8609,12279,5406,239125,559080,279540,2385,87,296,14,1243,0,865,241,30,0,0,25475,0.0455339
170,340461476,gambiae2,1011,11848,488,2670,8690,12293,5469,238737,561520,280760,2386,76,266,10,1212,0,859,242,24,0,0,25863,0.0455659
171,340461476,gambiae2,1011,11826,483,2682,8661,12260,5554,238886,562040,281020,2387,85,265,7,1207,0,964,246,19,0,0,25714,0.0460589
172,340461476,gambiae2,1011,11903,479,2685,8739,12302,5473,239043,569240,284620,2388,72,284,13,1251,0,880,266,28,0,0,25557,0.0457512
173,340461476,gambiae2,1011,11935,486,2734,8715,12280,5369,239044,582280,291140,2457,86,278,12,1224,0,941,222,29,0,0,25556,0.0448967
174,340461476,gambiae2,1011,11873,486,2711,8676,12255,5357,239036,564000,282000,2383,68,257,10,1216,0,998,243,37,0,0,25564,0.0438895
175,340461476,gambiae2,1011,11812,480,2747,8585,12223,5501,238762,563800,281900,2395,85,279,10,1179,0,946,255,39,0,0,25838,0.0453262
176,340461476,gambiae2,1012,11722,476,2748,8498,12176,5475,239137,585200,292600,2531,87,228,10,1210,0,1007,268,25,0,0,25463,0.0458283
177,340461476,gambiae2,1012,11831,498,2791,8542,12249,5386,239238,567720,283860,2390,78,270,6,1249,0,895,221,24,0,0,25362,0.0435116
178,340461476,gambiae2,1012,11810,495,2792,8523,12210,5468,238990,552960,276480,2379,74,248,11,1189,0,950,238,22,0,0,25610,0.0446734
179,340461476,gambiae2,1012,11862,498,2826,8538,12176,5454,239037,568560,284280,2358,88,286,6,1241,0,910,240,39,0,0,25563,0.0463144
180,340461476,gambiae2,1012,11803,507,2827,8469,12233,5398,238936,570080,285040,2384,74,295,12,1219,0,992,256,30,0,0,25664,0.044961
181,340461476,gambiae2,1012,11756,506,2815,8435,12157,5496,238840,567480,283740,2468,84,256,5,1179,0,950,248,28,0,0,25760,0.0450182
182,340461476,gambiae2,1011,11694,506,2810,8378,12126,5401,239505,553440,276720,2358,78,260,11,1224,0,1010,256,20,0,0,25095,0.0453937
183,340461476,gambiae2,1012,11831,509,2867,8455,12205,5334,238771,566240,283120,2452,83,265,7,1265,0,893,214,21,0,0,25829,0.0453437
184,340461476,gambiae2,1012,11795,529,2887,8379,12095,5529,238917,562400,281200,2380,84,273,11,1172,0,955,220,33,0,0,25683,0.0456149
