Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,arabiensis_AvailableHabitat,funestus_AvailableHabitat,gambiae_AvailableHabitat,arabiensis_EggCrowdingCorrection,funestus_EggCrowdingCorrection,gambiae_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
74,340461476,1012,9445,155,543,8747,13778,36131,195853,515880,257940,2268,20,585,4,0,0,1028,213,49,0,0,35792.1,3764.13,40176.8,0.0380964,0.0559403,0.0352975,24,23,1
75,340461476,1012,9496,147,506,8843,13692,40794,246449,353360,176680,1333,22,376,8,1138,0,902,146,39,0,0,5685.88,2407.02,6395.98,0.159758,0.0993698,0.158201,30,22,8
76,340461476,1012,13576,147,552,12877,17894,26019,237236,769320,384660,3721,19,963,7,5421,0,859,375,107,0,0,6549.48,1922.79,7371.08,0.036476,0.0852344,0.0377923,26,28,-2
77,340461476,1012,14900,132,688,14080,19521,22945,224425,402880,201440,5164,17,1431,3,3281,0,1262,518,177,0,0,13599.6,2547.38,15378.7,0.019963,0.0312344,0.0194139,20,20,0
78,340461476,1012,16831,136,717,15978,21427,22257,225812,234360,117180,3054,15,895,6,3774,0,1418,343,82,0,0,9002.54,2409.94,9481.81,0.083721,0.0565581,0.0787037,21,23,-2
79,340461476,1012,18077,129,863,17085,22920,19261,219160,646960,323480,4920,24,1408,3,3503,0,1620,482,155,0,0,7221.41,2156.98,8211.78,0.0864963,0.136928,0.0841481,27,22,5
80,340461476,1012,15571,132,1017,14422,20739,29229,203760,918880,459440,5738,14,1671,5,0,0,1760,564,182,0,0,6009.7,2761.56,6723.98,0.0262559,0.0401224,0.0258102,19,16,3
81,340461476,1012,15886,127,1001,14758,20696,22478,199639,543720,271860,2023,25,588,2,2057,0,1488,213,41,0,0,5585.26,1682.24,6277.49,0.0148227,0.0508387,0.0146454,27,22,5
82,340461476,1012,16836,132,1105,15599,21823,18050,190186,883120,441560,4720,14,1330,2,3033,0,1495,443,145,0,0,18955.9,2906.55,21332.1,0.0230301,0.0583302,0.0230485,16,11,5
83,340461476,1012,16540,162,1235,15143,21897,28209,198951,1035640,517820,5924,25,1612,3,2043,0,1621,554,164,0,0,13728.6,3331.1,15358.3,0.0503182,0.0461944,0.0481015,28,32,-4
84,340461476,1012,18628,167,1273,17188,23738,25516,204453,348800,174400,2719,16,763,2,3930,0,1514,253,75,0,0,9332.09,2538.05,10631.4,0.0300249,0.0494229,0.0300554,18,25,-7
85,340461476,1012,16187,156,1499,14532,21441,26630,203745,845280,422640,5925,35,1589,2,0,0,1699,572,170,0,0,9146.33,2519.9,10238.9,0.0596833,0.150359,0.0605572,37,42,-5
86,340461476,1012,15331,173,1502,13656,20704,23489,204135,1073720,536860,4070,29,1127,4,1236,0,1579,412,101,0,0,12564.3,2913.56,14005.6,0.0255741,0.0393734,0.0241689,33,27,6
87,340461476,1012,18821,224,1451,17146,24130,16939,208100,477920,238960,2644,10,720,2,5358,0,1512,278,78,0,0,25298,3377,28209.2,0.0268078,0.0439849,0.0259941,12,11,1
88,340461476,1012,18702,220,1755,16727,24437,14977,240162,1027160,513580,7441,25,2125,4,2693,0,1822,776,214,0,0,3838.94,2594.52,4312.03,0.120215,0.0988584,0.120903,29,31,-2
89,340461476,1012,17575,239,1816,15520,23337,34478,204857,720880,360440,4543,36,1285,6,1197,0,1785,414,125,0,0,18385.4,3668.68,20349.1,0.00857825,0.0319208,0.00865244,42,36,6
90,340461476,1012,16259,280,1768,14211,21785,34151,223167,458360,229180,2548,15,714,7,659,0,1670,236,69,0,0,6863.61,2602.47,7392.55,0.0575767,0.0793399,0.0572697,22,22,0
91,340461476,1012,16215,279,1992,13944,21863,35200,210148,1320960,660480,5401,33,1563,11,2172,0,1542,546,128,0,0,16259.5,3105.4,17966,0.0348973,0.0716538,0.0328033,44,40,4
92,340461476,1012,15755,307,2102,13346,21457,34314,221808,810040,405020,4571,46,1232,12,1652,0,1520,482,110,0,0,12543.7,2976.88,14086.1,0.0276427,0.0317266,0.0282983,58,59,-1
93,340461476,1012,21613,269,2089,19255,27200,15394,230123,450080,225040,2834,19,777,4,7744,0,1515,289,82,0,0,36433.9,3555.39,40363.9,0.0353702,0.0531966,0.0352646,23,23,0
94,340461476,1012,19801,318,2532,16951,26003,15485,284331,962480,481240,8808,42,2499,10,1407,0,2054,926,239,0,0,4284.07,2550.79,4365.41,0.181697,0.0853841,0.194132,52,41,11
95,340461476,1013,20342,308,2560,17474,26454,12043,263993,801240,400620,4015,57,1122,13,2888,0,1840,390,117,0,0,6985.36,2774.8,7764.28,0.010328,0.0308962,0.00938555,70,66,4
96,340461476,1013,19804,360,2544,16900,25806,10378,253074,493600,246800,3827,30,1060,8,1954,0,1984,401,107,0,0,8417.53,2552.66,9324.91,0.0200337,0.0456682,0.0198169,38,40,-2
97,340461476,1013,16995,360,2878,13757,23316,20034,238696,1554720,777360,7227,61,2032,14,0,0,1900,707,202,0,0,7829.42,2842.22,8639.46,0.0398633,0.051382,0.0400624,75,76,-1
98,340461476,1013,16499,354,2758,13387,22622,15229,235109,698000,349000,2652,52,778,24,1453,0,1591,282,76,0,0,5009.39,2128.39,5812.98,0.0113926,0.0240948,0.0115267,76,78,-2
99,340461476,1013,15744,452,2672,12620,21723,18525,218051,666720,333360,3497,25,968,6,1281,0,1627,317,92,0,0,35485.3,4373.85,39126,0.0162284,0.0366711,0.017547,31,31,0
100,340461476,1013,14645,465,2762,11418,20872,19459,271396,1265520,632760,5798,92,1545,25,1116,0,1460,589,166,0,0,5505.42,2512.07,5366.47,0.124179,0.0698698,0.122899,117,97,20
101,340461476,1013,16660,462,2594,13604,22434,15263,253543,462840,231420,2571,61,690,20,3706,0,1374,248,69,0,0,6011.41,2829.93,6594.02,0.0098283,0.0239885,0.00893458,81,77,4
102,340461476,1013,14470,528,2721,11221,20346,20454,238253,628960,314480,4989,45,1321,11,0,0,1548,513,129,0,0,17191.3,3371.2,19502.3,0.0291646,0.0727862,0.03027,56,53,3
103,340461476,1013,15021,543,2618,11860,20902,26170,243067,994280,497140,3792,107,1102,25,2380,0,1318,407,104,0,0,15133.2,3198.99,16992.1,0.0650004,0.0519926,0.0650859,132,127,5
104,340461476,1013,14746,520,2614,11612,20581,22792,252831,451640,225820,3319,74,941,18,1587,0,1428,341,93,0,0,31182.7,4296.56,34489.4,0.0349431,0.0338876,0.0364012,92,106,-14
105,340461476,1013,14397,666,2550,11181,20282,26597,289344,855880,427940,4356,47,1215,9,1679,0,1429,470,129,0,0,5390.77,2928.89,6073.55,0.161635,0.0952252,0.161467,56,49,7
106,340461476,1013,14720,617,2498,11605,20484,23427,272381,661320,330660,3671,146,1049,30,2222,0,1376,412,111,0,0,30475.3,4148.31,33884.2,0.0148114,0.040975,0.0144457,176,140,36
107,340461476,1013,17162,602,2567,13993,22723,21137,306634,580680,290340,3743,81,1021,19,4256,0,1374,342,98,0,0,29143.4,4194.75,31818.5,0.103055,0.0657626,0.112006,100,95,5
108,340461476,1013,15594,696,2792,12106,21317,24129,335921,743240,371620,5740,51,1583,17,816,0,1643,564,177,0,0,30154.4,4185.76,33433.5,0.116929,0.0709532,0.116842,68,71,-3
109,340461476,1013,16863,631,2690,13542,22445,33310,354609,637840,318920,3071,137,807,38,3123,0,1444,322,88,0,0,12837.2,3334.48,14203.3,0.0965372,0.0608396,0.0923374,175,200,-25
110,340461476,1013,15955,541,2961,12453,21553,30054,348813,654200,327100,4685,68,1226,15,1262,0,1595,462,113,0,0,23824.8,4133.63,26704,0.0459194,0.0506759,0.0485618,83,96,-13
111,340461476,1013,16569,675,2898,12996,22338,25587,366652,986880,493440,4706,28,1244,5,2753,0,1563,447,129,0,0,7354.31,3254.24,8193.13,0.0866733,0.0624415,0.0852835,33,25,8
112,340461476,1013,16726,561,3028,13137,22421,23357,345177,517800,258900,3860,141,1050,48,2199,0,1552,385,105,0,0,5596.06,2936.74,6361.75,0.0174587,0.0435525,0.0166893,189,213,-24
113,340461476,1013,20537,544,3166,16827,26115,13497,321876,813840,406920,4627,41,1284,14,6007,0,1604,473,119,0,0,6349.31,3181.41,6701.58,0.0260185,0.0419055,0.0273459,55,54,1
114,340461476,1013,18470,665,3569,14236,24457,13407,304257,806520,403260,7189,35,1994,8,827,0,1959,741,194,0,0,6007.2,3079.82,6736.34,0.0180954,0.0422162,0.0172899,43,34,9
115,340461476,1014,17607,644,3398,13565,23446,26794,272533,664160,332080,3160,105,826,25,1342,0,1786,338,81,0,0,8581.67,3422.62,9555.97,0.0177539,0.042492,0.0170247,130,131,-1
116,340461476,1015,16975,780,3210,12985,22753,23958,265311,799480,399740,4006,70,1088,29,1587,0,1679,432,108,0,0,6945.54,3080.84,8068.7,0.0301069,0.0461021,0.0313434,99,97,2
117,340461476,1015,16028,771,3340,11917,22024,32078,244813,1245080,622540,5885,93,1627,24,1412,0,1621,590,148,0,0,12995.6,4232.72,14309.4,0.0203467,0.0386458,0.0213232,117,110,7
118,340461476,1015,15002,834,3127,11041,20790,35808,244421,536080,268040,3001,93,809,31,940,0,1563,309,94,0,0,6424.08,3220.46,7207.41,0.0244333,0.0561965,0.0224328,124,98,26
119,340461476,1015,18923,809,3058,15056,24651,37822,221166,689680,344840,3364,85,908,21,5798,0,1417,363,97,0,0,11315.4,3608.52,12650,0.0283599,0.0448282,0.0303189,106,114,-8
120,340461476,1015,17063,847,3511,12705,23341,35882,224457,1015720,507860,7810,122,2183,26,933,0,1797,758,238,0,0,8463.66,3300.97,9276.84,0.0392405,0.0460976,0.0391592,148,135,13
121,340461476,1016,19568,881,3276,15411,25632,40306,207332,520480,260240,2677,81,687,22,4447,0,1615,276,51,0,0,13033.2,3566.66,14493.9,0.0193588,0.0448989,0.01837,103,106,-3
122,340461476,1016,19984,874,3496,15614,26101,46544,202690,555720,277860,5278,123,1343,32,2920,0,1861,512,131,0,0,7814.83,3403.61,8604.25,0.0603055,0.0485392,0.0627768,155,160,-5
123,340461476,1016,22824,882,3812,18130,29422,47348,186246,1362280,681140,7167,118,2098,35,5626,0,1851,730,205,0,0,9788.81,3644.2,10783.1,0.0345605,0.0499943,0.0329009,153,136,17
124,340461476,1016,21010,1010,3930,16070,27852,62396,170761,460280,230140,5499,81,1563,31,1190,0,2244,582,178,0,0,14370.4,4467.5,15985.5,0.0164055,0.0443333,0.0157786,112,119,-7
125,340461476,1016,24134,961,4000,19173,30732,50184,184504,905680,452840,4354,103,1143,39,5641,0,1939,448,130,0,0,6413.29,3218.06,6963.43,0.075793,0.0620486,0.0804585,142,139,3
126,340461476,1016,26124,936,4653,20535,33002,38740,179295,1245760,622880,8684,144,2391,34,5371,0,2328,848,205,0,0,3155.48,3058.37,3668.52,0.0170548,0.0298743,0.0165041,178,153,25
127,340461476,1016,28334,813,5202,22319,35215,23900,171293,938120,469060,7147,79,2073,19,5652,0,2486,741,215,0,0,771.391,2181.79,987.648,0.00573848,0.0370442,0.00598142,98,97,1
128,340461476,1016,32047,935,5345,25767,39070,15178,150436,740720,370360,6712,104,1824,36,7369,0,2783,673,200,0,0,8240.84,4328.27,8897.59,0.00183769,0.0254288,0.00228326,140,126,14
129,340461476,1016,29407,929,6277,22201,36947,10461,157643,1506280,753140,10789,177,3075,43,1711,0,2968,1072,311,0,0,1767.85,2195.01,1928.38,0.0274915,0.0406792,0.0265949,220,211,9
130,340461476,1016,27240,1078,6223,19939,34747,11974,142944,1243560,621780,5973,70,1653,23,1409,0,2805,613,158,0,0,4153.63,3290.06,4745.24,0.00266499,0.0231151,0.00257818,93,104,-11
131,340461476,1016,23886,1008,6269,16609,31462,15251,137003,1157920,578960,5532,105,1415,23,0,0,2663,558,133,0,0,2420.16,2923.7,2784.61,0.00744965,0.0325748,0.00811153,128,98,30
132,340461476,1016,23388,1048,6274,16066,31296,15989,124173,1856920,928460,7197,181,2029,66,2727,0,2335,686,204,0,0,5237.58,3314.61,5473.42,0.00490665,0.0254058,0.00506661,247,262,-15
133,340461476,1016,20358,1170,6146,13042,28263,18628,122187,994920,497460,5820,72,1532,15,0,0,2307,569,154,0,0,6557.03,3096.11,7311.02,0.00643786,0.0240748,0.00604343,87,89,-2
134,340461476,1016,19676,986,5893,12797,27313,20066,120701,931120,465560,3785,135,896,31,1800,0,1967,409,106,0,0,6011.28,3055.37,6875.64,0.0150225,0.0309983,0.0159434,166,175,-9
135,340461476,1016,18472,1028,5788,11656,26183,20320,119935,1217080,608540,6034,185,1666,64,1459,0,1872,612,179,0,0,3995.56,3040.85,4012.95,0.0157677,0.028846,0.0154871,249,255,-6
