,Year, NodeId, Gender, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Currently (TRANSITORY),Currently (INFORMAL),Currently (MARITAL),Currently (COMMERCIAL),Ever (TRANSITORY),Ever (INFORMAL),Ever (MARITAL),Ever (COMMERCIAL),Considering (TRANSITORY),Considering (INFORMAL),Considering (MARITAL),Considering (COMMERCIAL),Available for Relationship (TRANSITORY),Available for Relationship (INFORMAL),Available for Relationship (MARITAL),Available for Relationship (COMMERCIAL),Has Concurrent Partners,Current Partners,Lifetime Partners,Has Debuted,Had First Coital Act,Ratio - Has Debuted,Ratio - First Coital Act,Target,Ratio - Considering (TRANSITORY),Ratio - Available for Relationship (TRANSITORY),In queue no partner
45,1960.66,1,0,30,18,0,0,0,0,0,0,0,0,0,0,2,9,0,0,3,9,0,0,1,5,0,0,6,5,6,0,0,11,12,18,12,1.0,0.6666666666666666,1.0,0.05555555555555555,0.3333333333333333,5
46,1960.66,1,0,35,14,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,0,0,1,1,0,0,2,1,2,0,0,12,12,14,12,1.0,0.8571428571428571,1.0,0.07142857142857142,0.14285714285714285,1
47,1960.66,1,0,40,7,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,1,0,0,0,3,4,4,0,0,7,7,7,7,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,2
48,1960.66,1,0,45,10,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,0,1,0,3,0,0,0,2,3,3,0,0,5,7,10,7,1.0,0.7,1.0,0.3,0.2,-1
49,1960.66,1,0,50,36,0,0,0,1,0,0,0,0,0,0,12,18,5,0,12,18,5,0,1,0,0,0,19,16,16,0,1,35,35,36,34,1.0,0.9444444444444444,1.0,0.027777777777777776,0.5277777777777778,18
50,1960.66,1,1,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
51,1960.66,1,1,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
52,1960.66,1,1,15,23,0,0,0,0,0,0,0,0,0,0,3,12,0,0,3,12,0,0,0,2,0,0,5,1,5,0,0,15,15,17,15,0.7391304347826086,0.6521739130434783,0.768916155,0.0,0.21739130434782608,5
53,1960.66,1,1,20,17,0,0,0,0,0,0,0,0,0,0,7,9,0,0,7,10,0,0,0,0,0,0,9,8,8,0,0,16,17,17,17,1.0,1.0,0.988976378,0.0,0.5294117647058824,9
54,1960.66,1,1,25,20,0,0,0,0,0,0,0,0,0,0,7,12,0,0,8,12,0,0,0,0,0,0,8,6,8,0,0,19,20,20,20,1.0,1.0,1.0,0.0,0.4,8
55,1960.66,1,1,30,8,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,5,0,0,1,1,0,0,2,0,3,0,0,7,8,8,8,1.0,1.0,1.0,0.125,0.25,1
56,1960.66,1,1,35,13,0,0,0,0,0,0,0,0,0,0,8,5,0,0,8,5,0,0,0,0,0,0,5,3,5,0,0,13,13,13,13,1.0,1.0,1.0,0.0,0.38461538461538464,5
57,1960.66,1,1,40,14,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,6,0,0,0,1,0,0,2,2,2,0,0,12,13,14,13,1.0,0.9285714285714286,1.0,0.0,0.14285714285714285,2
58,1960.66,1,1,45,11,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,0,0,0,1,0,0,4,3,4,0,0,10,10,11,10,1.0,0.9090909090909091,1.0,0.0,0.36363636363636365,4
59,1960.66,1,1,50,30,0,0,0,0,0,0,0,0,0,0,2,4,6,0,2,4,7,0,1,2,14,0,5,4,4,0,0,12,13,30,13,1.0,0.43333333333333335,1.0,0.03333333333333333,0.16666666666666666,4
60,1960.75,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
61,1960.75,1,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
62,1960.75,1,0,15,29,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3,0,0,13,0,0,0,10,12,12,0,0,8,8,20,8,0.6896551724137931,0.27586206896551724,0.665211063,0.4482758620689655,0.3448275862068966,-3
63,1960.75,1,0,20,16,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,10,0,0,2,1,0,0,5,3,3,0,0,12,13,15,13,0.9375,0.8125,0.955583756,0.125,0.3125,3
64,1960.75,1,0,25,16,0,0,0,1,0,0,0,0,0,0,2,11,0,0,2,12,0,0,1,2,0,0,3,1,3,0,0,13,14,16,14,1.0,0.875,1.0,0.0625,0.1875,2
65,1960.75,1,0,30,17,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,11,0,0,0,3,0,0,6,5,7,0,0,13,14,17,14,1.0,0.8235294117647058,1.0,0.0,0.35294117647058826,6
66,1960.75,1,0,35,15,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,7,0,0,2,0,0,0,4,2,3,0,0,12,14,15,14,1.0,0.9333333333333333,1.0,0.13333333333333333,0.26666666666666666,2
67,1960.75,1,0,40,7,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,2,0,0,1,0,0,0,3,4,4,0,0,6,7,7,7,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,2
68,1960.75,1,0,45,10,0,0,0,0,0,0,0,0,0,0,5,0,1,0,7,0,1,0,2,0,0,0,2,3,3,0,0,6,8,10,8,1.0,0.8,1.0,0.2,0.2,0
69,1960.75,1,0,50,35,0,0,0,0,0,0,0,0,0,0,11,18,5,0,12,18,5,0,2,0,0,0,17,15,15,0,1,34,35,35,34,1.0,0.9714285714285714,1.0,0.05714285714285714,0.4857142857142857,15
70,1960.75,1,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
71,1960.75,1,1,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
72,1960.75,1,1,15,22,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,14,0,0,0,0,0,0,4,1,4,0,0,16,16,17,16,0.7727272727272727,0.7272727272727273,0.768916155,0.0,0.18181818181818182,4
73,1960.75,1,1,20,17,0,0,0,1,0,0,0,0,0,0,8,8,0,0,8,10,0,0,0,0,0,0,9,7,8,0,1,16,18,17,17,1.0,1.0,0.988976378,0.0,0.5294117647058824,9
74,1960.75,1,1,25,19,0,0,0,0,0,0,0,0,0,0,7,10,0,0,8,11,0,0,1,0,0,0,8,6,8,0,0,17,19,19,19,1.0,1.0,1.0,0.05263157894736842,0.42105263157894735,7
75,1960.75,1,1,30,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,7,0,0,0,1,0,0,2,1,2,0,0,9,12,10,10,1.0,1.0,1.0,0.0,0.2,2
76,1960.75,1,1,35,13,0,0,0,0,0,0,0,0,0,0,7,5,0,0,8,5,0,0,0,0,0,0,5,3,5,0,0,12,13,13,13,1.0,1.0,1.0,0.0,0.38461538461538464,5
77,1960.75,1,1,40,13,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,6,0,0,0,0,0,0,2,2,2,0,0,12,13,13,13,1.0,1.0,1.0,0.0,0.15384615384615385,2
78,1960.75,1,1,45,12,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,7,0,0,0,2,0,0,4,2,4,0,0,10,11,12,11,1.0,0.9166666666666666,1.0,0.0,0.3333333333333333,4
79,1960.75,1,1,50,30,0,0,0,0,0,0,0,0,0,0,2,4,6,0,2,4,7,0,1,2,14,0,5,4,4,0,0,12,13,30,13,1.0,0.43333333333333335,1.0,0.03333333333333333,0.16666666666666666,4
80,1960.83,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
81,1960.83,1,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
82,1960.83,1,0,15,29,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,0,0,12,0,0,0,10,12,12,0,0,7,9,20,9,0.6896551724137931,0.3103448275862069,0.665211063,0.41379310344827586,0.3448275862068966,-2
83,1960.83,1,0,20,16,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,10,0,0,2,1,0,0,7,5,5,0,0,11,13,16,13,1.0,0.8125,0.955583756,0.125,0.4375,5
84,1960.83,1,0,25,14,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,10,0,0,0,2,0,0,3,1,3,0,0,13,13,14,13,1.0,0.9285714285714286,1.0,0.0,0.21428571428571427,3
85,1960.83,1,0,30,18,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,12,0,0,0,3,0,0,6,5,7,0,0,14,15,18,15,1.0,0.8333333333333334,1.0,0.0,0.3333333333333333,6
86,1960.83,1,0,35,15,0,0,0,0,0,0,0,0,0,0,5,8,0,0,7,8,0,0,2,0,0,0,4,2,3,0,1,13,15,15,14,1.0,0.9333333333333333,1.0,0.13333333333333333,0.26666666666666666,2
87,1960.83,1,0,40,7,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,2,0,0,1,0,0,0,3,4,4,0,0,6,7,7,7,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,2
88,1960.83,1,0,45,10,0,0,0,0,0,0,0,0,0,0,4,0,2,0,8,0,2,0,1,0,0,0,4,4,4,0,1,6,10,10,9,1.0,0.9,1.0,0.1,0.4,3
89,1960.83,1,0,50,35,0,0,0,0,0,0,0,0,0,0,11,18,5,0,12,18,5,0,2,0,0,0,17,15,15,0,1,34,35,35,34,1.0,0.9714285714285714,1.0,0.05714285714285714,0.4857142857142857,15
90,1960.83,1,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
91,1960.83,1,1,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
92,1960.83,1,1,15,23,0,0,0,0,0,0,0,0,0,0,3,14,0,0,3,14,0,0,0,0,0,0,5,2,5,0,0,17,17,17,17,0.7391304347826086,0.7391304347826086,0.768916155,0.0,0.21739130434782608,5
93,1960.83,1,1,20,16,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,9,0,0,0,0,0,0,8,7,7,0,1,15,17,16,16,1.0,1.0,0.988976378,0.0,0.5,8
94,1960.83,1,1,25,19,0,0,0,0,0,0,0,0,0,0,6,9,0,0,8,11,0,0,2,0,0,0,8,8,9,0,0,15,20,19,19,1.0,1.0,1.0,0.10526315789473684,0.42105263157894735,6
95,1960.83,1,1,30,9,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,7,0,0,0,1,0,0,1,1,1,0,0,8,10,9,9,1.0,1.0,1.0,0.0,0.1111111111111111,1
96,1960.83,1,1,35,14,0,0,0,0,0,0,0,0,0,0,7,5,0,0,9,5,0,0,0,0,0,0,6,3,6,0,0,12,15,14,14,1.0,1.0,1.0,0.0,0.42857142857142855,6
97,1960.83,1,1,40,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,6,0,0,0,0,0,0,1,1,1,0,1,13,14,12,12,1.0,1.0,1.0,0.0,0.08333333333333333,1
98,1960.83,1,1,45,12,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,7,0,0,0,2,0,0,4,2,4,0,0,10,11,12,11,1.0,0.9166666666666666,1.0,0.0,0.3333333333333333,4
99,1960.83,1,1,50,31,0,0,0,0,0,0,0,0,0,0,2,5,7,0,2,5,8,0,1,2,13,0,5,4,4,0,0,14,15,31,15,1.0,0.4838709677419355,1.0,0.03225806451612903,0.16129032258064516,4
100,1960.91,1,0,0,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
101,1960.91,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
102,1960.91,1,0,15,29,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,12,0,0,0,11,13,13,0,0,6,9,20,9,0.6896551724137931,0.3103448275862069,0.665211063,0.41379310344827586,0.3793103448275862,-1
103,1960.91,1,0,20,16,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,10,0,0,2,2,0,0,8,5,6,0,0,11,13,16,13,1.0,0.8125,0.955583756,0.125,0.5,6
104,1960.91,1,0,25,14,0,0,0,0,0,0,0,0,0,0,2,10,0,0,3,10,0,0,0,2,0,0,3,1,3,0,0,12,13,14,13,1.0,0.9285714285714286,1.0,0.0,0.21428571428571427,3
105,1960.91,1,0,30,18,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,12,0,0,0,3,0,0,6,5,7,0,0,14,15,18,15,1.0,0.8333333333333334,1.0,0.0,0.3333333333333333,6
106,1960.91,1,0,35,15,0,0,0,0,0,0,0,0,0,0,2,8,0,0,7,8,0,0,2,0,0,0,5,3,4,0,0,10,15,15,14,1.0,0.9333333333333333,1.0,0.13333333333333333,0.3333333333333333,3
107,1960.91,1,0,40,7,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,2,0,0,1,0,0,0,3,4,4,0,0,6,7,7,7,1.0,1.0,1.0,0.14285714285714285,0.42857142857142855,2
108,1960.91,1,0,45,10,0,0,0,0,0,0,0,0,0,0,4,0,2,0,8,0,2,0,1,0,0,0,4,4,4,0,1,6,10,10,9,1.0,0.9,1.0,0.1,0.4,3
109,1960.91,1,0,50,35,0,0,0,0,0,0,0,0,0,0,12,17,5,0,13,18,5,0,1,0,0,0,17,15,15,0,1,34,36,35,35,1.0,1.0,1.0,0.02857142857142857,0.4857142857142857,16
110,1960.91,1,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
111,1960.91,1,1,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
112,1960.91,1,1,15,23,0,0,0,0,0,0,0,0,0,0,2,13,0,0,3,13,0,0,0,1,0,0,4,1,4,0,0,15,16,16,16,0.6956521739130435,0.6956521739130435,0.768916155,0.0,0.17391304347826086,4
113,1960.91,1,1,20,17,0,0,0,0,0,0,0,0,0,0,7,9,0,0,8,10,0,0,0,0,0,0,8,7,7,0,1,16,18,17,17,1.0,1.0,0.988976378,0.0,0.47058823529411764,8
114,1960.91,1,1,25,19,0,0,0,1,0,0,0,0,0,0,4,9,0,0,8,11,0,0,2,0,0,0,9,8,10,0,0,13,20,19,19,1.0,1.0,1.0,0.10526315789473684,0.47368421052631576,7
115,1960.91,1,1,30,9,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,7,0,0,0,1,0,0,1,1,1,0,0,8,10,9,9,1.0,1.0,1.0,0.0,0.1111111111111111,1
116,1960.91,1,1,35,14,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,5,0,0,0,0,0,0,7,4,6,0,0,11,15,14,14,1.0,1.0,1.0,0.0,0.5,7
117,1960.91,1,1,40,12,0,0,0,0,0,0,0,0,0,0,5,6,0,0,7,6,0,0,0,0,0,0,2,2,2,0,1,12,14,12,12,1.0,1.0,1.0,0.0,0.16666666666666666,2
118,1960.91,1,1,45,12,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,7,0,0,0,2,0,0,4,2,4,0,1,11,12,12,11,1.0,0.9166666666666666,1.0,0.0,0.3333333333333333,4
119,1960.91,1,1,50,31,0,0,0,0,0,0,0,0,0,0,2,4,7,0,2,5,8,0,2,2,13,0,6,5,5,0,0,13,15,31,15,1.0,0.4838709677419355,1.0,0.06451612903225806,0.1935483870967742,4
120,1960.99,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
121,1960.99,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
122,1960.99,1,0,15,29,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,12,0,0,0,11,13,13,0,0,6,9,20,9,0.6896551724137931,0.3103448275862069,0.665211063,0.41379310344827586,0.3793103448275862,-1
123,1960.99,1,0,20,15,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,10,0,0,2,1,0,0,6,4,4,0,1,12,13,15,12,1.0,0.8,0.955583756,0.13333333333333333,0.4,4
124,1960.99,1,0,25,15,0,0,0,0,0,0,0,0,0,0,2,11,0,0,3,12,0,0,0,1,0,0,4,2,4,0,0,13,15,15,15,1.0,1.0,1.0,0.0,0.26666666666666666,4
