Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,VectorPopulationNumDied,InfectiousNumDied,InfectedNumDied,AdultNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,InfectiousAvgAgeAtDeath,InfectedAvgAgeAtDeath,AdultAvgAgeAtDeath,MaleAvgAgeAtDeath
14,1,X-a0-b0:Y-a0-b0,0,0,0,0,1259,0,584504,35300,0,0,0,0,240,0,0,0,0,17.0125
14,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,X-a0-b0:X-a0-b0,638,0,0,638,0,0,564319,17700,150,0,0,150,0,17.9333,0,0,17.9333,0
15,1,X-a0-b0:Y-a0-b0,0,0,0,0,1055,0,564110,17700,0,0,0,0,204,0,0,0,0,17.951
15,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,X-a0-b0:X-a0-b0,495,0,0,495,0,0,528434,17600,143,0,0,143,0,18.8322,0,0,18.8322,0
16,1,X-a0-b0:Y-a0-b0,0,0,0,0,878,0,527789,17600,0,0,0,0,177,0,0,0,0,18.9774
16,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,X-a0-b0:X-a0-b0,413,0,0,413,0,0,495790,17000,82,0,0,82,0,19.6829,0,0,19.6829,0
17,1,X-a0-b0:Y-a0-b0,0,0,0,0,727,0,495009,17000,0,0,0,0,151,0,0,0,0,19.9536
17,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,X-a0-b0:X-a0-b0,320,0,0,320,0,34599,430686,9500,93,0,0,93,0,20.957,0,0,20.957,0
18,1,X-a0-b0:Y-a0-b0,0,0,0,0,596,34693,430196,9500,0,0,0,0,131,0,0,0,0,21.0458
18,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,X-a0-b0:X-a0-b0,244,0,0,244,0,46372,384056,9000,76,0,0,76,0,21.8816,0,0,21.8816,0
19,1,X-a0-b0:Y-a0-b0,0,0,0,0,481,46617,383645,9000,0,0,0,0,115,0,0,0,0,21.9913
19,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,X-a0-b0:X-a0-b0,193,0,0,193,0,58989,339464,8100,51,0,0,51,0,22.8039,0,0,22.8039,0
20,1,X-a0-b0:Y-a0-b0,0,0,0,0,397,59318,339030,8100,0,0,0,0,84,0,0,0,0,22.9405
20,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,X-a0-b0:X-a0-b0,147,0,0,147,0,70674,297768,4300,46,0,0,46,0,23.9783,0,0,23.9783,0
21,1,X-a0-b0:Y-a0-b0,0,0,0,0,312,70401,298116,4300,0,0,0,0,85,0,0,0,0,23.8941
21,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,X-a0-b0:X-a0-b0,23240,0,0,23240,0,57592,256580,3800,23,0,0,23,0,24.7826,0,0,24.7826,0
22,1,X-a0-b0:Y-a0-b0,0,0,0,0,23427,57679,256540,3800,0,0,0,0,56,0,0,0,0,24.8393
22,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,X-a0-b0:X-a0-b0,28929,0,0,28929,0,59195,219157,3900,4411,0,0,4411,0,1.19134,0,0,1.19134,0
23,1,X-a0-b0:Y-a0-b0,0,0,0,0,31096,59105,218811,3900,0,0,0,0,2423,0,0,0,0,1.38877
23,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,X-a0-b0:X-a0-b0,36502,0,0,36502,0,59445,184879,2100,3867,0,0,3867,0,1.60434,0,0,1.60434,0
24,1,X-a0-b0:Y-a0-b0,0,0,0,0,39323,59348,184588,2100,0,0,0,0,3240,0,0,0,0,1.97716
24,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,X-a0-b0:X-a0-b0,43410,0,0,43410,0,59682,151958,2000,4688,0,0,4688,0,2.02282,0,0,2.02282,0
25,1,X-a0-b0:Y-a0-b0,0,0,0,0,46731,59549,151990,2000,0,0,0,0,3974,0,0,0,0,2.44288
25,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,X-a0-b1:X-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,X-a0-b1:Y-a0-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,X-a1-b1:X-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,X-a1-b1:Y-a1-b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,X-a0-b0:X-a0-b0,47786,0,0,47786,0,60166,121816,1347500,6974,0,0,6974,0,2.68755,0,0,2.68755,0
26,1,X-a0-b0:Y-a0-b0,0,0,0,0,53465,59774,121992,1347500,0,0,0,0,4798,0,0,0,0,2.84577
26,1,X-a1-b0:X-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,X-a1-b0:Y-a1-b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
