Time,NodeID,Genome,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MaleNumDied,MaleAvgAgeAtDeath
561,1,X-a0-b0:Y-a0-b1,3249,1803,21562,464842,393,9.06616
561,1,X-a0-b0:Y-a1-b1,18593,11203,139311,3238839,2348,8.48467
561,1,X-a1-b0:Y-a1-b1,25561,15752,217498,5295650,3071,8.37089
561,1,X-a0-b1:Y-a1-b1,25741,16013,215722,5214758,3144,8.35782
561,1,Other,44320,28763,407785,10039554,5401,8.1048
562,1,X-a0-b0:Y-a1-b0,3360,1846,21415,458731,374,8.8262
562,1,X-a0-b0:Y-a0-b1,3229,1821,21207,467345,375,8.792
562,1,X-a0-b0:Y-a1-b1,18473,11019,138465,3137579,2313,8.93558
562,1,X-a1-b0:Y-a1-b1,25708,15645,217836,5269182,2953,8.19404
562,1,X-a0-b1:Y-a1-b1,25866,15909,215410,5087978,3021,8.24131
562,1,Other,44661,28605,409183,10105587,5242,8.14155
563,1,X-a0-b0:Y-a1-b0,3323,1846,21113,484209,396,8.9697
563,1,X-a0-b0:Y-a0-b1,3199,1736,21055,476330,398,8.37688
563,1,X-a0-b0:Y-a1-b1,18405,10969,137075,3220500,2248,8.65925
563,1,X-a1-b0:Y-a1-b1,25761,15785,218106,5150867,3001,8.56814
563,1,X-a0-b1:Y-a1-b1,25856,16036,214692,5154824,3060,8.50588
563,1,Other,44818,28961,410589,9995874,5383,8.18781
564,1,X-a0-b0:Y-a1-b0,3257,1853,20995,466113,401,8.88529
564,1,X-a0-b0:Y-a0-b1,3132,1778,20850,455704,414,9.05556
564,1,X-a0-b0:Y-a1-b1,18236,10916,136469,3140218,2214,8.7421
564,1,X-a1-b0:Y-a1-b1,25732,15794,218357,5258270,3028,8.35106
564,1,X-a0-b1:Y-a1-b1,25789,16025,215049,5183066,3155,8.2
564,1,Other,44994,29044,411750,10187288,5415,8.13795
565,1,X-a0-b0:Y-a1-b0,3243,1818,20692,460398,402,8.5398
565,1,X-a0-b0:Y-a0-b1,3061,1792,20505,449476,389,8.39589
565,1,X-a0-b0:Y-a1-b1,18219,10799,135629,3094971,2233,8.51903
565,1,X-a1-b0:Y-a1-b1,25790,15878,218305,5190497,3015,8.35025
565,1,X-a0-b1:Y-a1-b1,25765,15959,214589,5089475,3158,8.17258
565,1,Other,45265,29183,413028,10163444,5349,8.16788
566,1,X-a0-b0:Y-a1-b0,3185,1780,20499,457986,420,8.64762
566,1,X-a0-b0:Y-a0-b1,3041,1727,20296,451142,381,8.76116
566,1,X-a0-b0:Y-a1-b1,18187,10776,134978,3164423,2124,8.4096
566,1,X-a1-b0:Y-a1-b1,25722,16013,218022,5146407,3083,8.4408
566,1,X-a0-b1:Y-a1-b1,25718,16002,214486,5223610,3063,8.34737
566,1,Other,45417,29482,415217,10243974,5312,8.1587
567,1,X-a0-b0:Y-a1-b0,3180,1702,20356,461986,369,8.37669
567,1,X-a0-b0:Y-a0-b1,3000,1740,20015,439628,367,8.53133
567,1,X-a0-b0:Y-a1-b1,18164,10709,134860,3157535,2188,8.36883
567,1,X-a1-b0:Y-a1-b1,25829,16066,217195,5300307,3002,8.3954
567,1,X-a0-b1:Y-a1-b1,25758,16020,214993,5179345,3041,8.28839
567,1,Other,45803,29411,416561,10298712,5423,8.04167
568,1,X-a0-b0:Y-a1-b0,3122,1668,20190,437770,384,8.52604
568,1,X-a0-b0:Y-a0-b1,3010,1674,19767,436928,362,9.10221
568,1,X-a0-b0:Y-a1-b1,17882,10803,134110,3037184,2284,8.15718
568,1,X-a1-b0:Y-a1-b1,25736,16216,217513,5193525,3088,8.44268
568,1,X-a0-b1:Y-a1-b1,25762,15923,214564,5161646,3069,8.51548
568,1,Other,45931,29511,417460,10315467,5476,8.10701
569,1,X-a0-b0:Y-a1-b0,3087,1620,19982,439632,380,8.52368
569,1,X-a0-b0:Y-a0-b1,2970,1707,19455,433472,356,9.06742
569,1,X-a0-b0:Y-a1-b1,17783,10759,132984,3121694,2192,8.53741
569,1,X-a1-b0:Y-a1-b1,25783,16170,216914,5259280,3067,8.29866
569,1,X-a0-b1:Y-a1-b1,25688,15869,214387,5195906,3169,8.54749
569,1,Other,46167,29484,419276,10445923,5476,8.17568
570,1,X-a0-b0:Y-a1-b0,3059,1622,19658,449543,371,8.86253
570,1,X-a0-b0:Y-a0-b1,2939,1686,19194,426679,337,8.54896
570,1,X-a0-b0:Y-a1-b1,17704,10645,132532,3155791,2204,8.24546
570,1,X-a1-b0:Y-a1-b1,25879,16114,216882,5329351,3070,8.27883
570,1,X-a0-b1:Y-a1-b1,25719,16016,214004,5259247,3026,8.32849
570,1,Other,46466,29577,420992,10499652,5384,8.14599
571,1,X-a0-b0:Y-a1-b0,2992,1663,19321,421185,376,9.21277
571,1,X-a0-b0:Y-a0-b1,2903,1644,18937,410805,367,8.54223
571,1,X-a0-b0:Y-a1-b1,17608,10448,132147,3032296,2196,8.54144
571,1,X-a1-b0:Y-a1-b1,26002,16030,217131,5223636,3035,8.50445
571,1,X-a0-b1:Y-a1-b1,25799,15778,214201,5307648,3050,8.56459
571,1,Other,46665,29389,422055,10485851,5562,8.08432
572,1,X-a0-b0:Y-a1-b0,2913,1611,18941,417559,408,8.73284
572,1,X-a0-b0:Y-a0-b1,2900,1611,18581,423082,332,8.75602
572,1,X-a0-b0:Y-a1-b1,17641,10374,131042,3052288,2073,8.37
572,1,X-a1-b0:Y-a1-b1,25929,16039,216824,5249422,3146,8.18468
572,1,X-a0-b1:Y-a1-b1,25803,15815,214099,5163984,3081,8.19734
572,1,Other,46746,29440,423201,10486548,5577,8.27255
573,1,X-a0-b0:Y-a1-b0,2838,1627,18782,429530,362,8.36188
573,1,X-a0-b0:Y-a0-b1,2884,1599,18313,412729,352,9.32102
573,1,X-a0-b0:Y-a1-b1,17542,10288,130072,3067755,2163,8.55478
573,1,X-a1-b0:Y-a1-b1,26003,15844,216785,5295912,3070,8.33746
573,1,X-a0-b1:Y-a1-b1,25755,15779,214192,5315570,3132,8.17593
573,1,Other,46768,29659,424105,10779989,5601,8.10159
574,1,X-a0-b0:Y-a1-b0,2810,1580,18564,400538,334,9.10778
574,1,X-a0-b0:Y-a0-b1,2809,1569,18011,403440,380,9.51579
574,1,X-a0-b0:Y-a1-b1,17532,10206,129289,2972834,2049,8.63592
574,1,X-a1-b0:Y-a1-b1,25958,15855,216513,5273490,3103,8.62327
574,1,X-a0-b1:Y-a1-b1,25861,15706,214399,5268676,3008,8.38431
574,1,Other,46797,29860,425522,10493186,5684,8.1601
575,1,X-a0-b0:Y-a1-b0,2789,1523,18246,401863,346,9.30058
575,1,X-a0-b0:Y-a0-b1,2765,1561,17784,409101,344,9.4157
575,1,X-a0-b0:Y-a1-b1,17356,10228,128257,3039878,2119,8.42945
575,1,X-a1-b0:Y-a1-b1,25922,15862,216977,5293822,3139,8.40905
575,1,X-a0-b1:Y-a1-b1,25724,15719,214961,5258632,3072,8.34245
575,1,Other,46884,29928,427139,10643879,5593,8.3229
576,1,X-a0-b0:Y-a1-b0,2742,1559,18005,412947,355,9.07606
576,1,X-a0-b0:Y-a0-b1,2726,1561,17650,399202,337,9.1365
576,1,X-a0-b0:Y-a1-b1,17192,10141,127656,3003056,2175,8.30529
576,1,X-a1-b0:Y-a1-b1,25792,15835,216910,5261593,3191,8.25196
576,1,X-a0-b1:Y-a1-b1,25754,15665,214889,5274999,3065,8.38793
576,1,Other,46980,30157,427865,10740517,5587,8.19617
577,1,X-a0-b0:Y-a1-b0,2732,1548,17817,398558,319,9.48589
577,1,X-a0-b0:Y-a0-b1,2721,1513,17404,401270,330,8.40606
577,1,X-a0-b0:Y-a1-b1,17087,10097,126712,2967675,2064,8.62258
577,1,X-a1-b0:Y-a1-b1,25568,16038,216502,5358576,3188,8.28074
577,1,X-a0-b1:Y-a1-b1,25675,15594,215169,5218341,3096,8.31298
577,1,Other,47189,30347,429809,10661654,5610,8.21872
578,1,X-a0-b0:Y-a1-b0,2700,1529,17557,396442,322,8.61491
578,1,X-a0-b0:Y-a0-b1,2681,1496,17157,380657,324,8.96914
578,1,X-a0-b0:Y-a1-b1,16984,10111,125719,2973669,2075,8.43566
578,1,X-a1-b0:Y-a1-b1,25590,16119,216559,5420028,3089,8.28456
578,1,X-a0-b1:Y-a1-b1,25671,15754,214933,5262551,3004,8.50399
578,1,Other,47489,30451,430454,10932000,5617,8.30016
579,1,X-a0-b0:Y-a1-b0,2666,1515,17306,401402,332,8.52711
579,1,X-a0-b0:Y-a0-b1,2671,1438,16984,390249,328,8.64634
579,1,X-a0-b0:Y-a1-b1,16856,10106,124678,2987988,2083,8.77532
579,1,X-a1-b0:Y-a1-b1,25700,16161,216502,5309882,3113,8.44427
579,1,X-a0-b1:Y-a1-b1,25550,15767,214547,5322118,3100,8.33839
579,1,Other,47731,30535,431642,11010994,5577,8.13484
580,1,X-a0-b0:Y-a1-b0,2636,1468,17029,398694,350,8.76857
580,1,X-a0-b0:Y-a0-b1,2641,1438,16766,390299,314,8.48726
580,1,X-a0-b0:Y-a1-b1,16783,9986,124193,2958139,2013,8.83259
580,1,X-a1-b0:Y-a1-b1,25645,16327,216288,5431757,3079,8.35076
580,1,X-a0-b1:Y-a1-b1,25515,15695,215058,5257768,3077,8.39519
580,1,Other,47927,30656,433492,10930506,5713,8.00735
581,1,X-a0-b0:Y-a1-b0,2585,1482,16796,379605,337,9.31454
581,1,X-a0-b0:Y-a0-b1,2594,1436,16667,380113,321,8.8567
581,1,X-a0-b0:Y-a1-b1,16621,9926,123277,2926810,2080,8.8226
581,1,X-a1-b0:Y-a1-b1,25688,16176,216464,5382578,3110,8.44695
581,1,X-a0-b1:Y-a1-b1,25488,15857,215008,5339674,3062,8.34357
581,1,Other,47982,30698,434878,11168672,5795,8.14961
582,1,X-a0-b0:Y-a1-b0,2563,1458,16503,378863,297,8.56566
582,1,X-a0-b0:Y-a0-b1,2603,1408,16395,372636,288,9.13889
582,1,X-a0-b0:Y-a1-b1,16588,9829,122032,2930738,2004,8.58982
582,1,X-a1-b0:Y-a1-b1,25756,16131,216051,5275140,3040,8.05724
582,1,X-a0-b1:Y-a1-b1,25626,15834,215159,5314629,2973,8.57787
582,1,Other,48017,30810,436230,11208916,5882,8.13278
583,1,X-a0-b0:Y-a1-b0,2531,1436,16303,376146,305,9.07541
583,1,X-a0-b0:Y-a0-b1,2561,1427,16162,375092,302,8.71192
583,1,X-a0-b0:Y-a1-b1,16509,9629,121315,2890252,2074,8.37609
583,1,X-a1-b0:Y-a1-b1,25857,16073,215232,5414454,3032,8.33509
583,1,X-a0-b1:Y-a1-b1,25457,15943,214734,5225151,3150,8.30698
583,1,Other,48034,30998,437772,11118971,5844,8.14357
584,1,X-a0-b0:Y-a1-b0,2515,1430,16136,370017,286,9.18881
584,1,X-a0-b0:Y-a0-b1,2553,1383,16034,366807,298,9.13758
584,1,X-a0-b0:Y-a1-b1,16440,9588,120281,2857949,1955,8.51918
584,1,X-a1-b0:Y-a1-b1,25806,15920,215548,5420554,3179,8.08839
584,1,X-a0-b1:Y-a1-b1,25439,15981,214205,5363649,3001,8.44918
584,1,Other,48366,31147,439087,11378501,5731,8.16611
585,1,X-a0-b0:Y-a1-b0,2492,1409,15905,360613,323,8.17957
585,1,X-a0-b0:Y-a0-b1,2536,1324,15769,357031,298,9.27181
585,1,X-a0-b0:Y-a1-b1,16354,9596,119104,2881638,1978,8.52477
585,1,X-a1-b0:Y-a1-b1,25809,16038,215348,5314933,3038,8.29756
585,1,X-a0-b1:Y-a1-b1,25453,15778,214281,5321010,3116,8.50513
585,1,Other,48470,31351,440600,11404157,5747,8.22011
586,1,X-a0-b0:Y-a1-b0,2440,1440,15604,363538,316,9
586,1,X-a0-b0:Y-a0-b1,2502,1273,15639,351755,294,8.11224
586,1,X-a0-b0:Y-a1-b1,16223,9431,118625,2803005,1968,8.67683
586,1,X-a1-b0:Y-a1-b1,25784,15911,215325,5271800,3098,8.41769
586,1,X-a0-b1:Y-a1-b1,25485,15795,214043,5269289,3089,8.44189
586,1,Other,48687,31430,443129,11025406,5817,8.16142
587,1,X-a0-b0:Y-a1-b0,2408,1427,15420,371616,308,8.33766
587,1,X-a0-b0:Y-a0-b1,2471,1271,15451,359432,312,8.67628
587,1,X-a0-b0:Y-a1-b1,16119,9507,118085,2819962,1909,8.36564
587,1,X-a1-b0:Y-a1-b1,25885,15855,215261,5344783,3021,8.5859
587,1,X-a0-b1:Y-a1-b1,25502,15760,214120,5296751,3096,8.40084
587,1,Other,48940,31592,443553,11324075,5728,8.23935
588,1,X-a0-b0:Y-a1-b0,2397,1386,15377,343949,278,8.46043
588,1,X-a0-b0:Y-a0-b1,2455,1245,15216,344629,279,8.7957
588,1,X-a0-b0:Y-a1-b1,16027,9568,117344,2829429,1928,8.6862
588,1,X-a1-b0:Y-a1-b1,25864,15732,215178,5265954,3049,8.21876
588,1,X-a0-b1:Y-a1-b1,25577,15748,214069,5281569,3023,8.43963
588,1,Other,49284,31480,445604,11365956,5797,8.04916
589,1,X-a0-b0:Y-a1-b0,2351,1310,15142,349266,315,8.77143
589,1,X-a0-b0:Y-a0-b1,2366,1226,15062,347702,322,8.71739
589,1,X-a0-b0:Y-a1-b1,15931,9311,116904,2756639,1988,8.25
589,1,X-a1-b0:Y-a1-b1,25818,15616,215068,5339734,3202,8.21674
589,1,X-a0-b1:Y-a1-b1,25496,16055,213707,5305918,3059,8.23635
589,1,Other,49375,31505,447096,11347798,5930,8.17959
590,1,X-a0-b0:Y-a1-b0,2344,1313,14858,362765,307,8.82736
590,1,X-a0-b0:Y-a0-b1,2338,1253,14889,351640,269,8.96282
590,1,X-a0-b0:Y-a1-b1,15852,9213,115963,2812654,1904,8.66387
590,1,X-a1-b0:Y-a1-b1,25735,15716,214939,5382186,3077,8.14755
590,1,X-a0-b1:Y-a1-b1,25523,16054,213345,5303818,3055,8.29263
590,1,Other,49784,31457,448441,11601090,5787,8.26369
591,1,X-a0-b0:Y-a1-b0,2319,1287,14720,334188,276,8.81884
591,1,X-a0-b0:Y-a0-b1,2309,1226,14678,339483,283,8.79152
591,1,X-a0-b0:Y-a1-b1,15789,9003,115879,2801971,1922,8.61967
591,1,X-a1-b0:Y-a1-b1,25720,15822,214584,5349742,3085,8.50276
591,1,X-a0-b1:Y-a1-b1,25527,16068,213113,5292993,3054,8.36149
591,1,Other,49858,31708,449916,11482963,6028,8.10617
592,1,X-a0-b0:Y-a1-b0,2291,1261,14492,340607,295,8.48814
592,1,X-a0-b0:Y-a0-b1,2278,1203,14458,348398,274,9.33212
592,1,X-a0-b0:Y-a1-b1,15658,8947,115150,2732591,1936,8.672
592,1,X-a1-b0:Y-a1-b1,25611,15976,213960,5274935,3091,8.38564
592,1,X-a0-b1:Y-a1-b1,25474,16046,212661,5319358,3111,8.15172
592,1,Other,49981,31658,450900,11475309,5965,8.17435
593,1,X-a0-b0:Y-a1-b0,2254,1258,14411,346093,259,8.67568
593,1,X-a0-b0:Y-a0-b1,2204,1222,14334,338672,290,8.98276
593,1,X-a0-b0:Y-a1-b1,15468,8953,114334,2795986,1878,8.46486
593,1,X-a1-b0:Y-a1-b1,25616,16029,213861,5418900,3055,8.33126
593,1,X-a0-b1:Y-a1-b1,25625,15868,212747,5325852,3066,8.25016
593,1,Other,49998,31981,451842,11781448,5945,8.17006
594,1,X-a0-b0:Y-a1-b0,2291,1216,14277,323905,253,9.23715
594,1,X-a0-b0:Y-a0-b1,2168,1191,14280,323672,287,8.83972
594,1,X-a0-b0:Y-a1-b1,15402,8889,113734,2730271,1819,8.52666
594,1,X-a1-b0:Y-a1-b1,25709,16033,214227,5302064,2984,8.2691
594,1,X-a0-b1:Y-a1-b1,25633,15971,212138,5302814,3072,8.35156
594,1,Other,50329,32346,453543,11653454,5809,8.27371
595,1,X-a0-b0:Y-a1-b0,2211,1185,14108,332076,308,8.11364
595,1,X-a0-b0:Y-a0-b1,2116,1221,14102,327603,273,9.59341
595,1,X-a0-b0:Y-a1-b1,15191,9004,112964,2674955,1869,8.64901
595,1,X-a1-b0:Y-a1-b1,25670,15958,213845,5249939,3118,8.55741
595,1,X-a0-b1:Y-a1-b1,25705,15886,212098,5330607,3034,8.33652
595,1,Other,50642,32295,455523,11682200,6035,8.31649
596,1,X-a0-b0:Y-a1-b0,2179,1185,13913,338573,270,9.00741
596,1,X-a0-b0:Y-a0-b1,2068,1223,13989,339042,268,9.20522
596,1,X-a0-b0:Y-a1-b1,15055,9015,111986,2760339,1861,8.70392
596,1,X-a1-b0:Y-a1-b1,25668,15930,213659,5465662,3108,8.64318
596,1,X-a0-b1:Y-a1-b1,25766,15745,212092,5432957,3032,8.38819
596,1,Other,50705,32555,457058,12017361,6078,8.20846
597,1,X-a0-b0:Y-a1-b0,2147,1177,13814,311296,252,8.91667
597,1,X-a0-b0:Y-a0-b1,2046,1216,13870,315667,257,8.84047
597,1,X-a0-b0:Y-a1-b1,15016,9024,111060,2727390,1798,8.54894
597,1,X-a1-b0:Y-a1-b1,25842,15799,213548,5288798,2979,8.30178
597,1,X-a0-b1:Y-a1-b1,25729,15596,211926,5311331,3124,8.5112
597,1,Other,51002,32592,458597,11944126,6009,8.30122
598,1,X-a0-b0:Y-a1-b0,2114,1154,13623,326504,270,9.65556
598,1,X-a0-b0:Y-a0-b1,2035,1197,13675,311102,268,8.77239
598,1,X-a0-b0:Y-a1-b1,14913,8830,110332,2674191,1851,8.60616
598,1,X-a1-b0:Y-a1-b1,25772,16010,213142,5398324,3140,8.5758
598,1,X-a0-b1:Y-a1-b1,25772,15653,211109,5319981,3019,8.3319
598,1,Other,51156,32400,460811,11900486,6218,8.27404
599,1,X-a0-b0:Y-a1-b0,2071,1171,13479,319049,251,9.36255
599,1,X-a0-b0:Y-a0-b1,2021,1173,13490,313996,246,9.14634
599,1,X-a0-b0:Y-a1-b1,14837,8737,109262,2658254,1832,8.6381
599,1,X-a1-b0:Y-a1-b1,25838,15906,213152,5422072,3047,8.53167
599,1,X-a0-b1:Y-a1-b1,25623,15762,210829,5426092,3193,8.38616
599,1,Other,51381,32474,462362,12130026,5997,8.18192
600,1,X-a0-b0:Y-a1-b0,2067,1129,13260,311418,249,8.92369
600,1,X-a0-b0:Y-a0-b1,2023,1156,13267,311373,238,8.68487
600,1,X-a0-b0:Y-a1-b1,14838,8669,108609,2638423,1754,8.65165
600,1,X-a1-b0:Y-a1-b1,25771,15754,212970,5312726,3126,8.21657
600,1,X-a0-b1:Y-a1-b1,25480,15818,210908,5412545,3086,8.36163
600,1,Other,51572,32653,464275,12316562,6134,8.24063
601,1,X-a0-b0:Y-a1-b0,2029,1138,13038,308888,273,8.46154
601,1,X-a0-b0:Y-a0-b1,1977,1188,13153,303900,261,8.72797
601,1,X-a0-b0:Y-a1-b1,14746,8614,107844,2600594,1787,8.5859
601,1,X-a1-b0:Y-a1-b1,25758,15775,211988,5407218,3008,8.49269
601,1,X-a0-b1:Y-a1-b1,25417,15738,210948,5363031,3101,8.2038
601,1,Other,51837,32695,466059,12175663,6173,8.1965
602,1,X-a0-b0:Y-a1-b0,2026,1099,12907,306066,234,8.84188
602,1,X-a0-b0:Y-a0-b1,1957,1153,12895,309295,246,8.54878
602,1,X-a0-b0:Y-a1-b1,14590,8579,107070,2631069,1806,8.6412
602,1,X-a1-b0:Y-a1-b1,25672,15681,211867,5475365,3208,8.28865
602,1,X-a0-b1:Y-a1-b1,25486,15766,210294,5428518,2983,8.25243
602,1,Other,51875,33162,467796,12313071,6136,8.16656
603,1,X-a0-b0:Y-a1-b0,2000,1075,12667,311570,242,9.3719
603,1,X-a0-b0:Y-a0-b1,1930,1137,12724,302434,240,8.49583
603,1,X-a0-b0:Y-a1-b1,14581,8496,106551,2592151,1750,8.74229
603,1,X-a1-b0:Y-a1-b1,25562,15777,211836,5365211,3078,8.40741
603,1,X-a0-b1:Y-a1-b1,25487,15636,210165,5404195,3066,8.33235
603,1,Other,51840,33608,468737,12356406,6269,8.1592
604,1,X-a0-b0:Y-a1-b0,1963,1051,12545,307978,238,9.17647
604,1,X-a0-b0:Y-a0-b1,1918,1092,12559,307394,241,9.37344
604,1,X-a0-b0:Y-a1-b1,14529,8490,105939,2593811,1751,8.69446
604,1,X-a1-b0:Y-a1-b1,25442,15881,211689,5354531,3103,8.25459
604,1,X-a0-b1:Y-a1-b1,25404,15529,210213,5313802,3144,8.44052
604,1,Other,52054,33577,470018,12381674,6189,8.34012
605,1,X-a0-b0:Y-a1-b0,1968,1044,12444,286682,215,8.75349
605,1,X-a0-b0:Y-a0-b1,1909,1062,12375,292899,248,8.75
605,1,X-a0-b0:Y-a1-b1,14450,8462,105114,2571691,1739,8.55607
605,1,X-a1-b0:Y-a1-b1,25520,15990,211632,5397671,3010,8.3093
605,1,X-a0-b1:Y-a1-b1,25340,15508,209874,5424000,3033,8.16881
605,1,Other,52336,33434,472317,12333645,6233,8.13685
606,1,X-a0-b0:Y-a1-b0,1934,1023,12268,302167,240,8.35833
606,1,X-a0-b0:Y-a0-b1,1886,1033,12208,282564,234,8.10684
606,1,X-a0-b0:Y-a1-b1,14351,8506,104156,2562345,1726,8.42526
606,1,X-a1-b0:Y-a1-b1,25576,15990,211005,5437355,2993,8.33745
606,1,X-a0-b1:Y-a1-b1,25281,15568,210171,5253723,3099,8.37076
606,1,Other,52563,33393,473134,12406706,6240,8.16218
607,1,X-a0-b0:Y-a1-b0,1891,1030,12164,291729,230,9.62174
607,1,X-a0-b0:Y-a0-b1,1839,1078,12098,288507,247,9.78947
607,1,X-a0-b0:Y-a1-b1,14197,8380,103806,2540931,1734,8.59227
607,1,X-a1-b0:Y-a1-b1,25536,15931,211053,5422979,3110,8.46109
607,1,X-a0-b1:Y-a1-b1,25152,15543,209417,5313143,3126,8.36372
607,1,Other,52796,33269,475315,12644509,6295,8.13916
608,1,X-a0-b0:Y-a1-b0,1853,1038,12101,280164,230,9.69565
608,1,X-a0-b0:Y-a0-b1,1826,1021,12033,276773,216,8.84722
608,1,X-a0-b0:Y-a1-b1,14187,8312,102908,2518939,1712,8.77044
608,1,X-a1-b0:Y-a1-b1,25575,15764,210961,5363145,3036,8.22233
608,1,X-a0-b1:Y-a1-b1,25217,15466,209063,5355416,2941,8.39238
608,1,Other,53075,33576,476657,12431108,6064,8.27556
609,1,X-a0-b0:Y-a1-b0,1827,1003,11966,287704,240,8.90833
609,1,X-a0-b0:Y-a0-b1,1818,984,11852,273264,216,8.69907
609,1,X-a0-b0:Y-a1-b1,14181,8168,102260,2536627,1644,8.42518
609,1,X-a1-b0:Y-a1-b1,25643,15734,210989,5351051,3074,8.43006
609,1,X-a0-b1:Y-a1-b1,25163,15444,208895,5346338,3013,8.28742
609,1,Other,53169,33575,478360,12473091,6371,8.19243
610,1,X-a0-b0:Y-a1-b0,1792,1010,11824,278603,227,8.77974
610,1,X-a0-b0:Y-a0-b1,1780,1019,11761,280280,229,9.0131
610,1,X-a0-b0:Y-a1-b1,14089,8062,101605,2490407,1737,8.43811
610,1,X-a1-b0:Y-a1-b1,25757,15745,210573,5419184,2980,8.37718
610,1,X-a0-b1:Y-a1-b1,25182,15582,208459,5247419,3058,8.2554
610,1,Other,53282,33800,478934,12726401,6331,8.09525
611,1,X-a0-b0:Y-a1-b0,1760,1032,11692,265533,218,8.23394
611,1,X-a0-b0:Y-a0-b1,1748,999,11640,267663,243,8.61728
611,1,X-a0-b0:Y-a1-b1,13958,8053,100772,2489766,1659,8.59011
611,1,X-a1-b0:Y-a1-b1,25620,15747,210763,5307160,3136,8.31218
611,1,X-a0-b1:Y-a1-b1,24974,15484,207598,5318259,3131,8.24433
611,1,Other,53451,34025,480918,12565155,6348,8.22795
612,1,X-a0-b0:Y-a1-b0,1749,996,11459,275862,204,8.32353
612,1,X-a0-b0:Y-a0-b1,1707,998,11360,259936,218,8.91284
612,1,X-a0-b0:Y-a1-b1,13957,7992,100346,2482123,1630,8.5638
612,1,X-a1-b0:Y-a1-b1,25503,15797,210183,5350717,3109,8.2274
612,1,X-a0-b1:Y-a1-b1,25058,15589,207410,5280228,2927,8.40827
612,1,Other,53742,33970,482074,12647351,6332,8.28316
613,1,X-a0-b0:Y-a1-b0,1738,1016,11279,270391,200,9.63
613,1,X-a0-b0:Y-a0-b1,1725,1000,11172,272289,172,8.44186
613,1,X-a0-b0:Y-a1-b1,13859,7873,99831,2495301,1629,8.9294
613,1,X-a1-b0:Y-a1-b1,25433,15663,209995,5491460,3185,8.49451
613,1,X-a0-b1:Y-a1-b1,25002,15737,206971,5349538,2984,8.36227
613,1,Other,53965,34090,483731,12791248,6284,8.18555
614,1,X-a0-b0:Y-a1-b0,1722,1015,11210,263269,219,9.73516
614,1,X-a0-b0:Y-a0-b1,1713,1007,10995,259808,223,8.17937
614,1,X-a0-b0:Y-a1-b1,13677,7866,99217,2496987,1708,8.55269
614,1,X-a1-b0:Y-a1-b1,25560,15467,210004,5293569,2959,8.2511
614,1,X-a0-b1:Y-a1-b1,25055,15716,206278,5333581,3010,8.40066
614,1,Other,53939,34241,484765,12554414,6517,8.12444
615,1,X-a0-b0:Y-a1-b0,1718,966,11022,267942,217,8.85253
615,1,X-a0-b0:Y-a0-b1,1691,1000,10801,254705,209,8.85168
615,1,X-a0-b0:Y-a1-b1,13561,7911,98792,2399961,1621,8.86058
615,1,X-a1-b0:Y-a1-b1,25514,15362,209922,5342118,3062,8.31091
615,1,X-a0-b1:Y-a1-b1,24944,15539,206638,5260956,3059,8.40602
615,1,Other,54264,34405,485724,12704822,6431,8.23278
616,1,X-a0-b0:Y-a1-b0,1667,1010,10885,268216,219,9.2968
616,1,X-a0-b0:Y-a0-b1,1669,961,10671,270072,219,9.66667
616,1,X-a0-b0:Y-a1-b1,13468,7741,98104,2466894,1665,8.68408
616,1,X-a1-b0:Y-a1-b1,25425,15430,209552,5570470,3110,8.41543
616,1,X-a0-b1:Y-a1-b1,25073,15409,205969,5475093,2917,8.3915
616,1,Other,54389,34551,486565,13235872,6484,8.16178
617,1,X-a0-b0:Y-a1-b0,1661,959,10789,260956,202,9.00495
617,1,X-a0-b0:Y-a0-b1,1672,936,10570,245235,195,8.66667
617,1,X-a0-b0:Y-a1-b1,13351,7718,97252,2439693,1628,8.80651
617,1,X-a1-b0:Y-a1-b1,25312,15564,209648,5362794,3050,8.61016
617,1,X-a0-b1:Y-a1-b1,25105,15411,205818,5275682,2959,8.6563
617,1,Other,54466,34823,487912,12729578,6517,8.20393
618,1,X-a0-b0:Y-a1-b0,1649,930,10688,263315,210,8.55714
618,1,X-a0-b0:Y-a0-b1,1671,917,10438,251134,205,8.6439
618,1,X-a0-b0:Y-a1-b1,13312,7664,97042,2348172,1569,8.60102
618,1,X-a1-b0:Y-a1-b1,25065,15592,209581,5297443,3153,8.46844
618,1,X-a0-b1:Y-a1-b1,25006,15439,205784,5251594,3126,8.40563
618,1,Other,54669,35063,489344,12943489,6534,8.39639
619,1,X-a0-b0:Y-a1-b0,1633,931,10510,261609,194,8.46392
619,1,X-a0-b0:Y-a0-b1,1657,908,10350,265389,192,8.24479
619,1,X-a0-b0:Y-a1-b1,13292,7568,96094,2425319,1599,8.35897
619,1,X-a1-b0:Y-a1-b1,25005,15718,209164,5492653,3051,8.44969
619,1,X-a0-b1:Y-a1-b1,24902,15413,205840,5433358,3017,8.30129
619,1,Other,54884,35023,491353,13309863,6602,8.25992
620,1,X-a0-b0:Y-a1-b0,1641,850,10468,257425,220,9.64545
620,1,X-a0-b0:Y-a0-b1,1624,859,10213,245382,210,8.04286
620,1,X-a0-b0:Y-a1-b1,13125,7591,95029,2404895,1609,8.86638
620,1,X-a1-b0:Y-a1-b1,25059,15697,208682,5427462,2975,8.33546
