Time,NodeID,Genome,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MaleNumDied,MaleAvgAgeAtDeath
242,1,X-a0-b0:Y-a1-b1,4084,3085,59532,321750,439,7.01595
242,1,X-a1-b0:Y-a1-b1,177,170,3877,24381,19,5.10526
242,1,X-a0-b1:Y-a1-b1,185,146,3733,24417,25,7.6
242,1,Other,81675,47931,588469,2116317,10074,8.50397
243,1,X-a0-b0:Y-a1-b0,18001,13465,188211,815014,2206,7.81142
243,1,X-a0-b0:Y-a0-b1,17303,12799,183318,813351,2126,7.86124
243,1,X-a0-b0:Y-a1-b1,3962,4084,61650,312977,511,6.98043
243,1,X-a1-b0:Y-a1-b1,189,219,4087,22494,16,6.3125
243,1,X-a0-b1:Y-a1-b1,178,225,4023,22518,22,7.5
243,1,Other,81887,44431,583100,2101872,9969,8.53175
244,1,X-a0-b0:Y-a1-b0,18842,12994,190140,578160,2100,8.05476
244,1,X-a0-b0:Y-a0-b1,18033,12177,186205,566095,2062,7.92677
244,1,X-a0-b0:Y-a1-b1,4551,3593,63911,167643,451,6.8714
244,1,X-a1-b0:Y-a1-b1,223,182,4331,10601,29,8.24138
244,1,X-a0-b1:Y-a1-b1,210,209,4249,11525,22,7.68182
244,1,Other,79678,46221,575450,1958498,9868,8.49726
245,1,X-a0-b0:Y-a1-b0,19021,12636,189677,928553,2235,7.77047
245,1,X-a0-b0:Y-a0-b1,18094,12200,185844,907686,2123,7.86105
245,1,X-a0-b0:Y-a1-b1,4503,3456,63039,410880,560,6.59464
245,1,X-a1-b0:Y-a1-b1,221,178,4276,34547,22,8
245,1,X-a0-b1:Y-a1-b1,201,206,4214,30325,31,6.16129
245,1,Other,79402,46790,576569,2193827,9617,8.56712
246,1,X-a0-b0:Y-a1-b0,18918,13761,191754,805646,2268,7.84127
246,1,X-a0-b0:Y-a0-b1,17983,13469,187678,793837,2122,7.81574
246,1,X-a0-b0:Y-a1-b1,4464,4422,66078,312835,534,6.94757
246,1,X-a1-b0:Y-a1-b1,218,271,4649,22169,22,7
246,1,X-a0-b1:Y-a1-b1,206,260,4519,22366,24,6.875
246,1,Other,79828,43660,569306,2081003,9394,8.58942
247,1,X-a0-b0:Y-a1-b0,19555,13264,193119,621526,2300,7.82174
247,1,X-a0-b0:Y-a0-b1,18774,12713,189643,594154,2155,8.09513
247,1,X-a0-b0:Y-a1-b1,5054,3738,68243,193949,532,7.6485
247,1,X-a1-b0:Y-a1-b1,260,216,4794,14669,19,6.73684
247,1,X-a0-b1:Y-a1-b1,253,225,4658,13003,24,8
247,1,Other,77738,45345,563459,1953777,9657,8.69173
248,1,X-a0-b0:Y-a1-b0,19719,12894,193596,1011861,2295,7.57211
248,1,X-a0-b0:Y-a0-b1,18732,12728,189180,993430,2287,7.67556
248,1,X-a0-b0:Y-a1-b1,5082,3585,67889,497163,585,6.67179
248,1,X-a1-b0:Y-a1-b1,261,205,4795,42891,28,5.60714
248,1,X-a0-b1:Y-a1-b1,262,196,4616,39276,27,5.22222
248,1,Other,77512,45969,563920,2221939,9353,8.7682
249,1,X-a0-b0:Y-a1-b0,19667,13996,195594,821130,2313,7.65067
249,1,X-a0-b0:Y-a0-b1,18760,13642,191496,797860,2214,7.72674
249,1,X-a0-b0:Y-a1-b1,4979,4549,71940,328106,606,6.88779
249,1,X-a1-b0:Y-a1-b1,251,276,5269,27647,35,6.34286
249,1,X-a0-b1:Y-a1-b1,256,263,5085,24223,33,7.39394
249,1,Other,77861,42826,554068,2079725,9278,8.73378
250,1,X-a0-b0:Y-a1-b0,20352,13438,197044,710683,2291,7.7189
250,1,X-a0-b0:Y-a0-b1,19521,12954,193204,658744,2232,7.85036
250,1,X-a0-b0:Y-a1-b1,5597,3890,73769,254991,567,6.74956
250,1,X-a1-b0:Y-a1-b1,295,222,5502,18697,31,6.80645
250,1,X-a0-b1:Y-a1-b1,294,239,5214,18983,33,5.81818
250,1,Other,75795,45223,548168,1985918,9453,8.55813
251,1,X-a0-b0:Y-a1-b0,20501,13211,197735,1073843,2380,7.66555
251,1,X-a0-b0:Y-a0-b1,19644,12772,193058,1060237,2237,7.70094
251,1,X-a0-b0:Y-a1-b1,5600,3907,73909,571029,590,6.38475
251,1,X-a1-b0:Y-a1-b1,286,224,5528,52206,40,7.25
251,1,X-a0-b1:Y-a1-b1,301,216,5275,44084,38,6.15789
251,1,Other,75621,45339,547419,2223925,9213,8.7776
252,1,X-a0-b0:Y-a1-b0,20323,14140,199457,839068,2448,7.93546
252,1,X-a0-b0:Y-a0-b1,19499,13731,195616,811667,2402,7.84305
252,1,X-a0-b0:Y-a1-b1,5463,4770,78427,348805,651,6.64363
252,1,X-a1-b0:Y-a1-b1,280,315,6121,28655,34,7.55882
252,1,X-a0-b1:Y-a1-b1,268,313,5706,27160,46,5.58696
252,1,Other,75931,42703,537304,2068113,9024,8.72629
253,1,X-a0-b0:Y-a1-b0,20986,13422,201297,753056,2373,7.98862
253,1,X-a0-b0:Y-a0-b1,20174,13074,197016,706713,2288,7.71154
253,1,X-a0-b0:Y-a1-b1,6054,3957,80012,287753,658,7.31307
253,1,X-a1-b0:Y-a1-b1,325,251,6311,23499,38,6.71053
253,1,X-a0-b1:Y-a1-b1,317,278,5910,23683,31,5.35484
253,1,Other,74165,44942,532436,1984555,9188,8.7328
254,1,X-a0-b0:Y-a1-b0,20893,13522,201897,1128253,2620,7.97137
254,1,X-a0-b0:Y-a0-b1,20188,13254,196937,1104493,2421,7.65923
254,1,X-a0-b0:Y-a1-b1,5955,4122,80164,623992,725,6.70345
254,1,X-a1-b0:Y-a1-b1,337,261,6375,60594,29,6.06897
254,1,X-a0-b1:Y-a1-b1,314,269,6090,57458,42,6.90476
254,1,Other,74456,43933,531441,2227053,9047,8.70631
255,1,X-a0-b0:Y-a1-b0,20810,14206,204333,867765,2502,7.95244
255,1,X-a0-b0:Y-a0-b1,20112,14045,198948,844935,2359,7.9237
255,1,X-a0-b0:Y-a1-b1,5890,4851,85008,366232,718,6.961
255,1,X-a1-b0:Y-a1-b1,323,314,7038,32591,44,6.68182
255,1,X-a0-b1:Y-a1-b1,306,325,6713,32224,35,7.4
255,1,Other,74456,41726,520257,2082396,9017,8.75103
256,1,X-a0-b0:Y-a1-b0,21342,13409,206049,772783,2529,7.85923
256,1,X-a0-b0:Y-a0-b1,20565,13382,200677,741755,2439,7.96228
256,1,X-a0-b0:Y-a1-b1,6350,4118,86497,305359,722,7.35042
256,1,X-a1-b0:Y-a1-b1,379,265,7222,26141,33,6.51515
256,1,X-a0-b1:Y-a1-b1,355,265,6945,27058,39,6.64103
256,1,Other,73049,43941,516294,1988364,8845,8.56597
257,1,X-a0-b0:Y-a1-b0,21308,13967,205686,1176150,2489,7.84251
257,1,X-a0-b0:Y-a0-b1,20537,13461,200260,1142556,2490,7.81888
257,1,X-a0-b0:Y-a1-b1,6184,4585,86101,659915,763,7.60157
257,1,X-a1-b0:Y-a1-b1,368,310,7271,66575,39,4.94872
257,1,X-a0-b1:Y-a1-b1,372,272,7089,64435,33,5.75758
257,1,Other,73310,42584,516659,2236415,8767,8.76594
258,1,X-a0-b0:Y-a1-b0,21367,14394,208157,875977,2593,7.96838
258,1,X-a0-b0:Y-a0-b1,20677,13999,202217,874118,2450,8.06163
258,1,X-a0-b0:Y-a1-b1,6204,5152,90795,384815,721,7.49515
258,1,X-a1-b0:Y-a1-b1,385,332,8003,33051,39,6.41026
258,1,X-a0-b1:Y-a1-b1,374,321,7778,34881,48,5.47917
258,1,Other,72805,41394,506596,2070935,8956,8.59234
259,1,X-a0-b0:Y-a1-b0,21762,13866,209317,824131,2479,7.93909
259,1,X-a0-b0:Y-a0-b1,21185,13317,203442,799013,2381,8.08064
259,1,X-a0-b0:Y-a1-b1,6674,4454,91870,346632,699,7.41631
259,1,X-a1-b0:Y-a1-b1,413,273,8146,31123,49,6.59184
259,1,X-a0-b1:Y-a1-b1,392,286,7930,31003,54,6.81482
259,1,Other,71487,43403,502538,1995553,8685,8.68889
260,1,X-a0-b0:Y-a1-b0,21592,14507,209262,1191504,2578,7.88635
260,1,X-a0-b0:Y-a0-b1,21067,13695,203582,1176593,2527,7.9078
260,1,X-a0-b0:Y-a1-b1,6523,5123,91684,699745,792,7.43813
260,1,X-a1-b0:Y-a1-b1,404,338,8213,73392,38,7.5
260,1,X-a0-b1:Y-a1-b1,378,354,7940,71861,46,6.26087
260,1,Other,71917,41359,502427,2242791,8686,8.6674
261,1,X-a0-b0:Y-a1-b0,21896,14536,210685,889958,2548,8.09419
261,1,X-a0-b0:Y-a0-b1,21070,14240,205569,892622,2510,7.81275
261,1,X-a0-b0:Y-a1-b1,6751,5287,96507,406751,759,7.57839
261,1,X-a1-b0:Y-a1-b1,403,364,8983,39196,55,6.70909
261,1,X-a0-b1:Y-a1-b1,390,378,8619,39665,49,6.57143
261,1,Other,71280,40512,492254,2075655,8575,8.67988
262,1,X-a0-b0:Y-a1-b0,22227,14142,211560,918015,2645,8.05709
262,1,X-a0-b0:Y-a0-b1,21550,13676,206981,859537,2466,8.10543
262,1,X-a0-b0:Y-a1-b1,7122,4721,97282,423661,800,7.71375
262,1,X-a1-b0:Y-a1-b1,443,326,9160,39831,41,5.90244
262,1,X-a0-b1:Y-a1-b1,423,351,8836,42249,47,6.17021
262,1,Other,70185,42175,489268,2040777,8618,8.74553
263,1,X-a0-b0:Y-a1-b0,22175,14719,212365,1191910,2589,8.05948
263,1,X-a0-b0:Y-a0-b1,21450,14369,206805,1183816,2502,8.04796
263,1,X-a0-b0:Y-a1-b1,6950,5564,97628,697570,844,7.11848
263,1,X-a1-b0:Y-a1-b1,434,455,9144,74978,44,7.93182
263,1,X-a0-b1:Y-a1-b1,414,419,9067,78422,58,5.98276
263,1,Other,70664,39913,487857,2244744,8404,8.71157
264,1,X-a0-b0:Y-a1-b0,22546,14767,213563,908452,2546,8.09937
264,1,X-a0-b0:Y-a0-b1,21543,14454,208543,909530,2628,8.13128
264,1,X-a0-b0:Y-a1-b1,7292,5578,101871,423758,820,7.18902
264,1,X-a1-b0:Y-a1-b1,489,427,9817,40361,43,7.18605
264,1,X-a0-b1:Y-a1-b1,455,417,9758,44891,48,6.89583
264,1,Other,69809,39976,479192,2062910,8419,8.58606
265,1,X-a0-b0:Y-a1-b0,22660,14541,213789,987685,2712,7.72788
265,1,X-a0-b0:Y-a0-b1,21935,13916,209592,956818,2548,8.13854
265,1,X-a0-b0:Y-a1-b1,7536,5285,102224,504142,866,6.92032
265,1,X-a1-b0:Y-a1-b1,501,414,9867,51135,65,6.01538
265,1,X-a0-b1:Y-a1-b1,472,396,9922,53679,62,7.95161
265,1,Other,68846,40970,477642,2086738,8391,8.54463
266,1,X-a0-b0:Y-a1-b0,22474,15061,214223,1177781,2818,7.80518
266,1,X-a0-b0:Y-a0-b1,21822,14713,209793,1188439,2589,7.90769
266,1,X-a0-b0:Y-a1-b1,7434,6242,103081,702891,869,7.10242
266,1,X-a1-b0:Y-a1-b1,494,493,10075,77544,58,6.98276
266,1,X-a0-b1:Y-a1-b1,484,506,10260,84210,55,7.43636
266,1,Other,69161,38296,476714,2215121,8361,8.61859
267,1,X-a0-b0:Y-a1-b0,22782,14947,214924,906871,2713,8.02691
267,1,X-a0-b0:Y-a0-b1,22208,14745,211245,929081,2558,8.01016
267,1,X-a0-b0:Y-a1-b1,7875,5961,106888,445641,872,7.9633
267,1,X-a1-b0:Y-a1-b1,566,460,10693,46589,53,7.86792
267,1,X-a0-b1:Y-a1-b1,514,495,11007,48132,59,7.15254
267,1,Other,68074,38718,468361,2047030,8178,8.57386
268,1,X-a0-b0:Y-a1-b0,22910,14731,214817,1080245,2726,8.13756
268,1,X-a0-b0:Y-a0-b1,22396,14538,212552,1033937,2576,8.12384
268,1,X-a0-b0:Y-a1-b1,8086,5867,107335,600793,900,7.66556
268,1,X-a1-b0:Y-a1-b1,571,464,10839,71061,67,7.25373
268,1,X-a0-b1:Y-a1-b1,532,481,11122,72834,62,6.75806
268,1,Other,67367,39170,466762,2118705,8331,8.7915
269,1,X-a0-b0:Y-a1-b0,22955,15207,215965,1180866,2669,8.24728
269,1,X-a0-b0:Y-a0-b1,22274,15106,212269,1182527,2702,8.03627
269,1,X-a0-b0:Y-a1-b1,8011,6778,109045,717006,959,7.39208
269,1,X-a1-b0:Y-a1-b1,555,599,11289,84818,77,6.42857
269,1,X-a0-b1:Y-a1-b1,553,556,11621,85296,56,6.76786
269,1,Other,67698,36722,463175,2198804,7982,8.81734
270,1,X-a0-b0:Y-a1-b0,23239,15275,216759,922853,2755,8.11034
270,1,X-a0-b0:Y-a0-b1,22665,14862,213503,955924,2654,7.97513
270,1,X-a0-b0:Y-a1-b1,8549,6453,112581,477537,930,7.43226
270,1,X-a1-b0:Y-a1-b1,591,623,11980,52990,76,7.69737
270,1,X-a0-b1:Y-a1-b1,611,537,12291,51645,67,6.85075
270,1,Other,66072,37639,456076,2038024,8212,8.74245
271,1,X-a0-b0:Y-a1-b0,23406,15367,216069,1154875,2736,8.03326
271,1,X-a0-b0:Y-a0-b1,22880,14735,214105,1113513,2718,8.14533
271,1,X-a0-b0:Y-a1-b1,8684,6354,113063,688024,955,7.64607
271,1,X-a1-b0:Y-a1-b1,634,605,12090,78991,61,7.90164
271,1,X-a0-b1:Y-a1-b1,632,536,12319,85156,68,5.51471
271,1,Other,65474,37856,455129,2146945,8051,8.70016
272,1,X-a0-b0:Y-a1-b0,23429,15913,216564,1191782,2773,8.09376
272,1,X-a0-b0:Y-a0-b1,22804,15312,214299,1180239,2759,7.75643
272,1,X-a0-b0:Y-a1-b1,8699,7289,115061,719470,1041,7.6196
272,1,X-a1-b0:Y-a1-b1,652,747,12447,87059,67,6.25373
272,1,X-a0-b1:Y-a1-b1,652,648,12866,84933,72,5.94444
272,1,Other,65390,35544,450883,2202413,7955,8.72935
273,1,X-a0-b0:Y-a1-b0,23649,15899,217236,963378,2837,8.13042
273,1,X-a0-b0:Y-a0-b1,23272,15153,215563,961259,2637,8.00379
273,1,X-a0-b0:Y-a1-b1,9297,6857,118204,514993,1018,7.55697
273,1,X-a1-b0:Y-a1-b1,763,652,12894,61687,63,6.09524
273,1,X-a0-b1:Y-a1-b1,701,616,13383,57021,70,5.85714
273,1,Other,63848,36363,445546,2040146,7917,8.75155
274,1,X-a0-b0:Y-a1-b0,23795,15564,217521,1217594,2881,7.97917
274,1,X-a0-b0:Y-a0-b1,23241,14926,215858,1197919,2897,7.87573
274,1,X-a0-b0:Y-a1-b1,9355,6728,118949,774710,1147,7.36966
274,1,X-a1-b0:Y-a1-b1,817,610,13146,96933,75,6.58667
274,1,X-a0-b1:Y-a1-b1,706,594,13388,97791,93,6.75269
274,1,Other,63395,36960,444887,2165466,7797,8.83083
275,1,X-a0-b0:Y-a1-b0,23931,15916,218632,1197756,2828,7.92786
275,1,X-a0-b0:Y-a0-b1,23214,15452,216171,1161210,2782,8.10065
275,1,X-a0-b0:Y-a1-b1,9410,7616,121292,732423,1056,7.23674
275,1,X-a1-b0:Y-a1-b1,825,746,13588,92134,88,6.57955
275,1,X-a0-b1:Y-a1-b1,715,728,13918,91182,94,5.95745
275,1,Other,63241,35139,439823,2165834,7662,8.91125
276,1,X-a0-b0:Y-a1-b0,24376,15527,219381,1045138,2759,8.13193
276,1,X-a0-b0:Y-a0-b1,23502,15386,216295,1000107,2819,8.15502
276,1,X-a0-b0:Y-a1-b1,10028,7205,124033,588551,1061,7.07729
276,1,X-a1-b0:Y-a1-b1,900,681,14146,76718,96,6.54167
276,1,X-a0-b1:Y-a1-b1,814,661,14378,70350,74,6.78378
276,1,Other,61837,36066,434782,2063294,7600,8.72882
277,1,X-a0-b0:Y-a1-b0,24433,15471,219594,1316911,2965,8.10422
277,1,X-a0-b0:Y-a0-b1,23694,15328,216049,1275329,2754,8.04938
277,1,X-a0-b0:Y-a1-b1,10015,7249,125096,903686,1196,7.15217
277,1,X-a1-b0:Y-a1-b1,909,688,14535,126200,94,7.01064
277,1,X-a0-b1:Y-a1-b1,812,642,14559,124153,100,6.19
277,1,Other,61527,36146,433754,2233065,7498,8.79768
278,1,X-a0-b0:Y-a1-b0,24372,15748,219946,1193450,2971,7.82565
278,1,X-a0-b0:Y-a0-b1,23550,15787,216406,1173571,2901,8.15719
278,1,X-a0-b0:Y-a1-b1,9944,8153,128525,750306,1252,7.68131
278,1,X-a1-b0:Y-a1-b1,914,833,15303,96729,101,7.45545
278,1,X-a0-b1:Y-a1-b1,815,790,15482,102144,89,6.77528
278,1,Other,61844,33786,427909,2143013,7344,8.7131
279,1,X-a0-b0:Y-a1-b0,24554,15507,221033,1091028,2978,8.04432
279,1,X-a0-b0:Y-a0-b1,23968,15620,216783,1042169,2751,7.83388
279,1,X-a0-b0:Y-a1-b1,10585,7510,130448,658042,1189,7.40791
279,1,X-a1-b0:Y-a1-b1,1013,777,15749,91032,100,6.88
279,1,X-a0-b1:Y-a1-b1,919,733,16030,84514,88,6.45455
279,1,Other,60410,34902,423316,2062908,7539,8.69373
280,1,X-a0-b0:Y-a1-b0,24562,15667,220984,1380034,2930,8.18635
280,1,X-a0-b0:Y-a0-b1,24070,15399,216797,1371935,2879,8.17923
280,1,X-a0-b0:Y-a1-b1,10698,7563,131449,1007225,1237,7.45998
280,1,X-a1-b0:Y-a1-b1,995,780,16133,140451,118,6.72881
280,1,X-a0-b1:Y-a1-b1,911,736,16299,149902,119,6.68908
280,1,Other,60159,34683,422208,2286092,7242,8.73447
281,1,X-a0-b0:Y-a1-b0,24481,15984,221088,1230091,3011,8.02424
281,1,X-a0-b0:Y-a0-b1,24175,15652,217571,1201913,2835,8.09806
281,1,X-a0-b0:Y-a1-b1,10644,8383,134952,804781,1302,7.47773
281,1,X-a1-b0:Y-a1-b1,1025,917,16809,110369,100,7.69
281,1,X-a0-b1:Y-a1-b1,908,888,17160,113757,109,6.55046
281,1,Other,59980,33180,415473,2139581,7252,8.84528
282,1,X-a0-b0:Y-a1-b0,24664,15856,221648,1137690,2941,8.10405
282,1,X-a0-b0:Y-a0-b1,24464,15584,218027,1114242,2850,7.95754
282,1,X-a0-b0:Y-a1-b1,11232,7712,137065,725899,1297,7.55513
282,1,X-a1-b0:Y-a1-b1,1128,817,17381,99626,109,7.11927
282,1,X-a0-b1:Y-a1-b1,1026,829,17780,91541,92,6.5
282,1,Other,58681,34457,411424,2069278,7220,8.70651
283,1,X-a0-b0:Y-a1-b0,24701,16040,221963,1420987,2952,8.14837
283,1,X-a0-b0:Y-a0-b1,24517,15700,218306,1396822,2931,8.1201
283,1,X-a0-b0:Y-a1-b1,11149,8015,138215,1074567,1407,7.14001
283,1,X-a1-b0:Y-a1-b1,1153,850,17775,163321,122,6.45902
283,1,X-a0-b1:Y-a1-b1,1047,895,17942,160981,114,6.27193
283,1,Other,58417,34130,409543,2282236,7259,8.84419
284,1,X-a0-b0:Y-a1-b0,24788,15898,222334,1236271,3018,8.21239
284,1,X-a0-b0:Y-a0-b1,24509,16212,218524,1218639,2869,7.97316
284,1,X-a0-b0:Y-a1-b1,11192,8636,142156,819446,1326,7.47285
284,1,X-a1-b0:Y-a1-b1,1125,940,18749,115920,151,7.49007
284,1,X-a0-b1:Y-a1-b1,1052,1002,18727,119071,137,7.09489
284,1,Other,58198,32873,403658,2139078,6993,8.70599
285,1,X-a0-b0:Y-a1-b0,25004,15836,222661,1186045,2943,7.94835
285,1,X-a0-b0:Y-a0-b1,24803,16137,218673,1170584,2889,8.16684
285,1,X-a0-b0:Y-a1-b1,11730,8245,143505,783433,1321,7.56699
285,1,X-a1-b0:Y-a1-b1,1227,879,19201,113374,125,6.44
285,1,X-a0-b1:Y-a1-b1,1145,922,19289,104099,122,6.7541
285,1,Other,57059,33895,400429,2101848,7121,8.82137
286,1,X-a0-b0:Y-a1-b0,25043,16011,222975,1446690,3032,8.2721
286,1,X-a0-b0:Y-a0-b1,24792,16036,219139,1416120,3116,8.18196
286,1,X-a0-b0:Y-a1-b1,11774,8726,144198,1135328,1358,7.42415
286,1,X-a1-b0:Y-a1-b1,1231,982,19495,180412,143,7.33566
286,1,X-a0-b1:Y-a1-b1,1190,1017,19433,172121,110,7.55455
286,1,Other,57090,32933,399117,2269488,6963,8.74034
287,1,X-a0-b0:Y-a1-b0,25230,16015,222700,1256032,2945,7.97521
287,1,X-a0-b0:Y-a0-b1,25014,16147,219193,1249076,2849,8.18147
287,1,X-a0-b0:Y-a1-b1,12035,9077,148081,881312,1342,7.28241
287,1,X-a1-b0:Y-a1-b1,1241,1082,20541,132810,169,7.66864
287,1,X-a0-b1:Y-a1-b1,1218,1071,20194,129843,143,6.64336
287,1,Other,56732,31948,393211,2150799,6974,8.69659
288,1,X-a0-b0:Y-a1-b0,25285,15931,222848,1232508,2977,8.18643
288,1,X-a0-b0:Y-a0-b1,25271,15876,219275,1232911,2995,8.1586
288,1,X-a0-b0:Y-a1-b1,12450,8731,149875,864760,1426,7.62062
288,1,X-a1-b0:Y-a1-b1,1309,1051,20955,135632,138,7.05797
288,1,X-a0-b1:Y-a1-b1,1304,1039,20797,127275,128,6.26563
288,1,Other,55728,32803,390159,2130148,6833,8.6615
289,1,X-a0-b0:Y-a1-b0,25390,16034,222896,1455857,3001,8.12496
289,1,X-a0-b0:Y-a0-b1,25384,15845,219470,1439666,2983,8.03386
289,1,X-a0-b0:Y-a1-b1,12467,9171,150942,1187275,1491,7.45406
289,1,X-a1-b0:Y-a1-b1,1319,1130,21497,188620,156,7.05769
289,1,X-a0-b1:Y-a1-b1,1298,1095,21144,183906,160,7.40625
289,1,Other,55680,31656,388832,2253545,6905,8.74323
290,1,X-a0-b0:Y-a1-b0,25594,16108,222528,1263839,2983,8.28461
290,1,X-a0-b0:Y-a0-b1,25286,16154,219384,1275454,3043,8.10549
290,1,X-a0-b0:Y-a1-b1,12737,9420,154474,923891,1519,7.77419
290,1,X-a1-b0:Y-a1-b1,1378,1120,22462,141406,164,6.7622
290,1,X-a0-b1:Y-a1-b1,1368,1078,22057,140821,169,7.50888
290,1,Other,55107,31130,382898,2140470,6794,8.67074
291,1,X-a0-b0:Y-a1-b0,25585,15969,222386,1298907,3111,8.12311
291,1,X-a0-b0:Y-a0-b1,25520,15939,219814,1296864,2942,8.20734
291,1,X-a0-b0:Y-a1-b1,13159,9134,155585,956533,1478,7.41746
291,1,X-a1-b0:Y-a1-b1,1472,1037,22866,153957,149,7.2349
291,1,X-a0-b1:Y-a1-b1,1423,990,22604,151763,178,6.80337
291,1,Other,54212,32158,379851,2169658,6712,8.72661
292,1,X-a0-b0:Y-a1-b0,25446,16241,222201,1476491,3045,8.18128
292,1,X-a0-b0:Y-a0-b1,25605,15937,220064,1466138,2979,8.16952
292,1,X-a0-b0:Y-a1-b1,13146,9865,156636,1235301,1556,7.18895
292,1,X-a1-b0:Y-a1-b1,1502,1135,23452,204532,158,7.39873
292,1,X-a0-b1:Y-a1-b1,1423,1047,23192,199612,178,6.88764
292,1,Other,54230,31266,377795,2259139,6476,8.6765
293,1,X-a0-b0:Y-a1-b0,25491,16401,221840,1279982,3081,8.1665
293,1,X-a0-b0:Y-a0-b1,25599,15862,219393,1303676,3031,8.14418
293,1,X-a0-b0:Y-a1-b1,13423,10088,160338,978691,1608,7.73507
293,1,X-a1-b0:Y-a1-b1,1563,1185,24410,159936,164,6.42683
293,1,X-a0-b1:Y-a1-b1,1466,1086,24211,155735,153,6.20915
293,1,Other,53769,30989,372372,2147629,6397,8.79053
294,1,X-a0-b0:Y-a1-b0,25627,16386,221402,1366372,3072,8.16081
294,1,X-a0-b0:Y-a0-b1,25598,15786,219678,1373749,3149,8.06351
294,1,X-a0-b0:Y-a1-b1,13798,9751,161746,1090935,1573,7.44882
294,1,X-a1-b0:Y-a1-b1,1631,1237,24871,180605,156,7.98077
294,1,X-a0-b1:Y-a1-b1,1528,1104,24634,182348,151,6.86755
294,1,Other,53147,31380,370773,2192726,6540,8.79541
295,1,X-a0-b0:Y-a1-b0,25587,16498,221468,1494505,3093,8.22308
295,1,X-a0-b0:Y-a0-b1,25509,15976,219987,1498889,3045,8.30476
295,1,X-a0-b0:Y-a1-b1,13921,10370,163525,1279707,1586,7.40227
295,1,X-a1-b0:Y-a1-b1,1605,1387,25568,220163,195,6.9641
295,1,X-a0-b1:Y-a1-b1,1483,1344,25090,210178,205,6.89268
295,1,Other,53312,29883,367856,2276001,6396,8.78064
296,1,X-a0-b0:Y-a1-b0,25710,16475,221194,1340744,3075,8.17821
296,1,X-a0-b0:Y-a0-b1,25593,15922,220252,1348656,3044,8.16721
296,1,X-a0-b0:Y-a1-b1,14319,10373,166833,1056930,1667,7.72106
296,1,X-a1-b0:Y-a1-b1,1684,1370,26528,177839,165,7.3697
296,1,X-a0-b1:Y-a1-b1,1562,1435,25929,167472,142,7.30282
296,1,Other,52694,29623,363258,2169912,6418,8.65534
297,1,X-a0-b0:Y-a1-b0,25879,16451,220887,1400899,3071,8.08043
297,1,X-a0-b0:Y-a0-b1,25658,15910,220044,1411586,2993,8.33612
297,1,X-a0-b0:Y-a1-b1,14668,10146,167828,1184010,1692,7.61052
297,1,X-a1-b0:Y-a1-b1,1741,1355,27015,203203,206,6.84466
297,1,X-a0-b1:Y-a1-b1,1642,1406,26335,205367,171,7.15789
297,1,Other,52044,29941,360686,2201234,6348,8.63469
298,1,X-a0-b0:Y-a1-b0,25924,16375,220730,1514666,3119,8.126
298,1,X-a0-b0:Y-a0-b1,25707,15969,219765,1517889,3009,8.47624
298,1,X-a0-b0:Y-a1-b1,14639,10902,169837,1331958,1767,7.32881
298,1,X-a1-b0:Y-a1-b1,1784,1478,27723,238357,211,6.94313
298,1,X-a0-b1:Y-a1-b1,1643,1531,27105,227159,219,7.65753
298,1,Other,51848,28934,358223,2307933,6307,8.65943
299,1,X-a0-b0:Y-a1-b0,26051,16540,220522,1372019,3006,8.10645
299,1,X-a0-b0:Y-a0-b1,25791,16144,219408,1370186,3030,8.5297
299,1,X-a0-b0:Y-a1-b1,15081,10774,172861,1103219,1736,7.73733
299,1,X-a1-b0:Y-a1-b1,1857,1474,28493,188181,210,7.14762
299,1,X-a0-b1:Y-a1-b1,1765,1503,27810,183830,201,7.1393
299,1,Other,51034,29045,354338,2175333,6249,8.69867
300,1,X-a0-b0:Y-a1-b0,26263,16435,220022,1475649,3040,8.25165
300,1,X-a0-b0:Y-a0-b1,25749,16086,219344,1457601,3143,8.19695
300,1,X-a0-b0:Y-a1-b1,15267,10800,174035,1286023,1833,7.70267
300,1,X-a1-b0:Y-a1-b1,1917,1459,28930,237056,204,7.25
300,1,X-a0-b1:Y-a1-b1,1867,1443,28242,229417,201,7.29851
300,1,Other,50683,29074,352383,2255056,6079,8.93404
301,1,X-a0-b0:Y-a1-b0,26275,16432,219370,1510001,3207,8.15778
301,1,X-a0-b0:Y-a0-b1,25742,16332,218919,1524728,3094,8.19263
301,1,X-a0-b0:Y-a1-b1,15447,11469,176235,1348288,1758,7.3686
301,1,X-a1-b0:Y-a1-b1,1907,1625,29740,233842,255,6.85098
301,1,X-a0-b1:Y-a1-b1,1853,1603,29051,233707,247,7.35223
301,1,Other,50652,28009,349896,2266887,6020,8.83007
302,1,X-a0-b0:Y-a1-b0,26357,16513,219327,1415521,3067,8.38083
302,1,X-a0-b0:Y-a0-b1,25800,16257,219112,1386852,3119,8.13626
302,1,X-a0-b0:Y-a1-b1,15917,11176,179025,1180789,1790,7.76927
302,1,X-a1-b0:Y-a1-b1,2016,1608,30390,215173,223,7.32287
302,1,X-a0-b1:Y-a1-b1,1960,1577,29644,205932,216,6.8287
302,1,Other,49882,28294,346249,2192556,6142,8.74862
303,1,X-a0-b0:Y-a1-b0,26443,16548,219208,1542107,3177,8.23922
