Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
41,340461476,X-a1:X-a1,338,0,0,338,0,478,6806,0
41,340461476,X-a1:Y-a1,0,0,0,0,323,471,6709,0
42,340461476,X-a0:X-a0,417,9,74,334,0,641,7316,0
42,340461476,X-a0:Y-a0,0,0,0,0,623,610,7148,0
42,340461476,X-a0:X-a1,8973,466,1736,6771,0,4365,25691,0
42,340461476,X-a0:Y-a1,0,0,0,0,11067,4326,25728,0
42,340461476,X-a1:X-a1,275,0,60,215,0,428,6152,0
42,340461476,X-a1:Y-a1,0,0,0,0,296,426,6084,0
43,340461476,X-a0:X-a0,375,7,66,302,0,1270,5912,149155
43,340461476,X-a0:Y-a0,0,0,0,0,552,1255,5779,149155
43,340461476,X-a0:X-a1,7357,374,2350,4633,0,5268,21987,284040
43,340461476,X-a0:Y-a1,0,0,0,0,9943,5125,22034,284040
43,340461476,X-a1:X-a1,245,0,53,192,0,926,5050,134885
43,340461476,X-a1:Y-a1,0,0,0,0,265,889,5050,134885
44,340461476,X-a0:X-a0,834,5,59,770,0,633,8897,0
44,340461476,X-a0:Y-a0,0,0,0,0,1004,635,8822,0
44,340461476,X-a0:X-a1,7577,325,2137,5115,0,6647,23954,1160
44,340461476,X-a0:Y-a1,0,0,0,0,9863,6454,24039,1160
44,340461476,X-a1:X-a1,572,0,49,523,0,501,7906,0
44,340461476,X-a1:Y-a1,0,0,0,0,593,443,7849,0
45,340461476,X-a0:X-a0,691,5,158,528,0,561,8078,27220
45,340461476,X-a0:Y-a0,0,0,0,0,913,569,8040,27220
45,340461476,X-a0:X-a1,9135,722,1711,6702,0,3607,22820,49540
45,340461476,X-a0:Y-a1,0,0,0,0,11312,3465,22960,49540
45,340461476,X-a1:X-a1,476,0,119,357,0,464,7122,21820
45,340461476,X-a1:Y-a1,0,0,0,0,545,402,7067,21820
46,340461476,X-a0:X-a0,625,6,144,475,0,1233,8878,124200
46,340461476,X-a0:Y-a0,0,0,0,0,833,1212,8871,124200
46,340461476,X-a0:X-a1,7479,567,2321,4591,0,4645,23772,236930
46,340461476,X-a0:Y-a1,0,0,0,0,10231,4485,23878,236930
46,340461476,X-a1:X-a1,426,0,99,327,0,986,7719,112730
46,340461476,X-a1:Y-a1,0,0,0,0,493,951,7696,112730
47,340461476,X-a0:X-a0,1038,4,136,898,0,669,9608,0
47,340461476,X-a0:Y-a0,0,0,0,0,1200,637,9764,0
47,340461476,X-a0:X-a1,7658,518,2090,5050,0,5323,22683,780
47,340461476,X-a0:Y-a1,0,0,0,0,10058,5206,22743,780
47,340461476,X-a1:X-a1,744,0,90,654,0,522,8450,0
47,340461476,X-a1:Y-a1,0,0,0,0,779,534,8482,0
48,340461476,X-a0:X-a0,867,3,246,618,0,596,8697,48995
48,340461476,X-a0:Y-a0,0,0,0,0,1085,568,8784,48995
48,340461476,X-a0:X-a1,8692,882,1709,6101,0,2932,21320,85160
48,340461476,X-a0:Y-a1,0,0,0,0,10875,2860,21427,85160
48,340461476,X-a1:X-a1,625,0,194,431,0,462,7656,35965
48,340461476,X-a1:Y-a1,0,0,0,0,702,476,7695,35965
49,340461476,X-a0:X-a0,773,4,218,551,0,1711,9386,117610
49,340461476,X-a0:Y-a0,0,0,0,0,978,1658,9342,117610
49,340461476,X-a0:X-a1,7208,693,2168,4347,0,4784,21545,226490
49,340461476,X-a0:Y-a1,0,0,0,0,9831,4757,21633,226490
49,340461476,X-a1:X-a1,553,0,172,381,0,1451,7767,108880
49,340461476,X-a1:Y-a1,0,0,0,0,635,1482,7924,108880
