Time,NodeID,IndividualID,Gender,AgeYears,InfectionID,Infectiousness,Duration,IRBCs
170,340461476,16,M,27.7578,363,3.95792e-05,10,1366480
170,340461476,16,M,27.7578,389,3.95792e-05,9,1038917
170,340461476,16,M,27.7578,409,3.95792e-05,8,12671
170,340461476,19,F,3.13554,52,0.000123551,22,43137702652
170,340461476,19,F,3.13554,158,0.000123551,17,19677149412
170,340461476,19,F,3.13554,193,0.000123551,16,1736845888
170,340461476,19,F,3.13554,215,0.000123551,15,3465506549
170,340461476,19,F,3.13554,271,0.000123551,13,211436689
170,340461476,19,F,3.13554,298,0.000123551,12,28421772
170,340461476,19,F,3.13554,332,0.000123551,11,10185585
170,340461476,19,F,3.13554,364,0.000123551,10,1049209
170,340461476,19,F,3.13554,390,0.000123551,9,177910
170,340461476,19,F,3.13554,410,0.000123551,8,12793
170,340461476,20,F,9.63831,53,0.00046601,22,77139255624
170,340461476,20,F,9.63831,89,0.00046601,20,22744467898
170,340461476,20,F,9.63831,130,0.00046601,18,13529983239
170,340461476,20,F,9.63831,159,0.00046601,17,17328311069
170,340461476,20,F,9.63831,194,0.00046601,16,11058181
170,340461476,20,F,9.63831,216,0.00046601,15,2705425320
170,340461476,20,F,9.63831,272,0.00046601,13,99213059
170,340461476,20,F,9.63831,299,0.00046601,12,1793096
170,340461476,20,F,9.63831,391,0.00046601,9,621593
170,340461476,21,M,13.0574,36,0.000382878,23,413907628755
170,340461476,21,M,13.0574,54,0.000382878,22,20792875932
170,340461476,21,M,13.0574,90,0.000382878,20,15736609123
170,340461476,21,M,13.0574,131,0.000382878,18,18771440867
170,340461476,21,M,13.0574,195,0.000382878,16,1569213877
170,340461476,21,M,13.0574,273,0.000382878,13,28786142
170,340461476,21,M,13.0574,300,0.000382878,12,5296809
170,340461476,21,M,13.0574,365,0.000382878,10,835291
170,340461476,22,F,33.0452,27,0.000460607,24,108128916547
170,340461476,22,F,33.0452,55,0.000460607,22,107940901809
170,340461476,22,F,33.0452,91,0.000460607,20,108684624780
170,340461476,22,F,33.0452,110,0.000460607,19,138712381882
170,340461476,22,F,33.0452,217,0.000460607,15,947854155
170,340461476,22,F,33.0452,246,0.000460607,14,68173394
170,340461476,22,F,33.0452,301,0.000460607,12,7980375
170,340461476,22,F,33.0452,366,0.000460607,10,552518
170,340461476,22,F,33.0452,392,0.000460607,9,461934
170,340461476,24,F,4.97807,37,0.000145962,23,200519417989
170,340461476,24,F,4.97807,132,0.000145962,18,10265271791
170,340461476,24,F,4.97807,196,0.000145962,16,4199432804
170,340461476,24,F,4.97807,247,0.000145962,14,88362079
170,340461476,24,F,4.97807,333,0.000145962,11,7759109
170,340461476,24,F,4.97807,393,0.000145962,9,899630
170,340461476,24,F,4.97807,411,0.000145962,8,77130
170,340461476,24,F,4.97807,425,0.000145962,7,73694
170,340461476,29,F,22.5514,56,7.32432e-06,22,129397218196
170,340461476,29,F,22.5514,111,7.32432e-06,19,95140712177
170,340461476,29,F,22.5514,160,7.32432e-06,17,29699245466
170,340461476,29,F,22.5514,197,7.32432e-06,16,1910622826
170,340461476,29,F,22.5514,218,7.32432e-06,15,4296314024
170,340461476,29,F,22.5514,367,7.32432e-06,10,152909
170,340461476,29,F,22.5514,394,7.32432e-06,9,350174
170,340461476,29,F,22.5514,412,7.32432e-06,8,49483
170,340461476,29,F,22.5514,426,7.32432e-06,7,118158
170,340461476,31,F,4.33115,57,6.47762e-05,22,40974176550
170,340461476,31,F,4.33115,112,6.47762e-05,19,57776967577
170,340461476,31,F,4.33115,133,6.47762e-05,18,14032871622
170,340461476,31,F,4.33115,219,6.47762e-05,15,641613884
170,340461476,31,F,4.33115,248,6.47762e-05,14,84831083
170,340461476,31,F,4.33115,274,6.47762e-05,13,60309443
170,340461476,31,F,4.33115,302,6.47762e-05,12,6389735
170,340461476,31,F,4.33115,334,6.47762e-05,11,6123947
170,340461476,31,F,4.33115,427,6.47762e-05,7,58175
170,340461476,36,F,57.9706,18,0.000484713,25,267035233814
170,340461476,36,F,57.9706,38,0.000484713,23,395442524246
170,340461476,36,F,57.9706,72,0.000484713,21,401060849282
170,340461476,36,F,57.9706,92,0.000484713,20,47627397093
170,340461476,36,F,57.9706,113,0.000484713,19,154286736191
170,340461476,36,F,57.9706,134,0.000484713,18,17059138888
170,340461476,36,F,57.9706,303,0.000484713,12,8879698
170,340461476,36,F,57.9706,335,0.000484713,11,5441415
170,340461476,36,F,57.9706,413,0.000484713,8,53777
170,340461476,38,F,7.79676,73,0,21,293984575013
170,340461476,38,F,7.79676,135,0,18,18522412394
170,340461476,38,F,7.79676,161,0,17,37455436075
170,340461476,38,F,7.79676,220,0,15,817203542
170,340461476,38,F,7.79676,249,0,14,25199080
170,340461476,38,F,7.79676,368,0,10,303381
170,340461476,38,F,7.79676,414,0,8,23069
170,340461476,40,F,19.8822,28,0.000134378,24,112550674842
170,340461476,40,F,19.8822,39,0.000134378,23,461640608801
170,340461476,40,F,19.8822,58,0.000134378,22,116023826658
170,340461476,40,F,19.8822,114,0.000134378,19,225532381593
170,340461476,40,F,19.8822,136,0.000134378,18,14077189750
170,340461476,40,F,19.8822,162,0.000134378,17,24810520361
170,340461476,40,F,19.8822,198,0.000134378,16,1444324093
170,340461476,40,F,19.8822,221,0.000134378,15,636838729
170,340461476,40,F,19.8822,275,0.000134378,13,113165968
170,340461476,40,F,19.8822,304,0.000134378,12,1265975
170,340461476,42,F,32.7825,40,0.00163162,23,729880837786
170,340461476,42,F,32.7825,163,0.00163162,17,31325077639
170,340461476,42,F,32.7825,199,0.00163162,16,920536432
170,340461476,42,F,32.7825,222,0.00163162,15,1432378420
170,340461476,42,F,32.7825,250,0.00163162,14,58572495
170,340461476,42,F,32.7825,276,0.00163162,13,140418230
170,340461476,42,F,32.7825,305,0.00163162,12,22231467
170,340461476,42,F,32.7825,336,0.00163162,11,18839921
170,340461476,42,F,32.7825,428,0.00163162,7,42986
170,340461476,43,M,58.4496,19,0.00014228,25,442677449214
170,340461476,43,M,58.4496,59,0.00014228,22,116305446512
170,340461476,43,M,58.4496,74,0.00014228,21,273777273934
170,340461476,43,M,58.4496,164,0.00014228,17,5172310272
170,340461476,43,M,58.4496,223,0.00014228,15,331259273
170,340461476,43,M,58.4496,251,0.00014228,14,69909475
170,340461476,43,M,58.4496,306,0.00014228,12,13593952
170,340461476,43,M,58.4496,337,0.00014228,11,11133178
170,340461476,43,M,58.4496,369,0.00014228,10,459255
170,340461476,43,M,58.4496,415,0.00014228,8,56143
170,340461476,45,F,2.05439,60,9.41204e-05,22,24227284455
170,340461476,45,F,2.05439,75,9.41204e-05,21,96640185200
170,340461476,45,F,2.05439,93,9.41204e-05,20,16357152149
170,340461476,45,F,2.05439,115,9.41204e-05,19,53277143930
170,340461476,45,F,2.05439,137,9.41204e-05,18,4033372992
170,340461476,45,F,2.05439,165,9.41204e-05,17,10063254555
170,340461476,45,F,2.05439,200,9.41204e-05,16,258053599
170,340461476,45,F,2.05439,224,9.41204e-05,15,1598280193
170,340461476,45,F,2.05439,277,9.41204e-05,13,404524649
170,340461476,45,F,2.05439,429,9.41204e-05,7,73717
170,340461476,46,M,2.05011,41,0.00099518,23,104784609506
170,340461476,46,M,2.05011,76,0.00099518,21,121858978992
170,340461476,46,M,2.05011,225,0.00099518,15,396224475
170,340461476,46,M,2.05011,307,0.00099518,12,3538580
170,340461476,46,M,2.05011,338,0.00099518,11,8633136
170,340461476,46,M,2.05011,370,0.00099518,10,1797674
170,340461476,46,M,2.05011,416,0.00099518,8,116324
170,340461476,46,M,2.05011,430,0.00099518,7,14759
170,340461476,48,M,68.7829,42,0.0011207,23,36309696694
170,340461476,48,M,68.7829,166,0.0011207,17,35525028918
170,340461476,48,M,68.7829,201,0.0011207,16,716650271
170,340461476,48,M,68.7829,252,0.0011207,14,46257517
170,340461476,48,M,68.7829,308,0.0011207,12,2986005
170,340461476,48,M,68.7829,339,0.0011207,11,5072810
170,340461476,48,M,68.7829,371,0.0011207,10,581658
170,340461476,48,M,68.7829,395,0.0011207,9,589616
170,340461476,48,M,68.7829,417,0.0011207,8,54794
170,340461476,50,M,26.4856,94,0,20,130253495206
170,340461476,50,M,26.4856,116,0,19,103592259617
170,340461476,50,M,26.4856,167,0,17,25308088823
170,340461476,50,M,26.4856,340,0,11,13560460
170,340461476,50,M,26.4856,431,0,7,29559
170,340461476,51,F,11.231,95,0.000540387,20,31171644216
170,340461476,51,F,11.231,168,0.000540387,17,7962960030
170,340461476,51,F,11.231,202,0.000540387,16,749218159
170,340461476,51,F,11.231,226,0.000540387,15,5253248959
170,340461476,51,F,11.231,253,0.000540387,14,399256435
170,340461476,51,F,11.231,278,0.000540387,13,279565949
170,340461476,51,F,11.231,309,0.000540387,12,10315693
170,340461476,51,F,11.231,341,0.000540387,11,5164657
170,340461476,51,F,11.231,396,0.000540387,9,1281164
170,340461476,54,M,3.19331,20,0.00325077,25,41771980356
170,340461476,54,M,3.19331,43,0.00325077,23,89423355971
170,340461476,54,M,3.19331,61,0.00325077,22,17548825528
170,340461476,54,M,3.19331,77,0.00325077,21,33056567132
170,340461476,54,M,3.19331,96,0.00325077,20,28228628514
170,340461476,54,M,3.19331,227,0.00325077,15,379479008
170,340461476,54,M,3.19331,254,0.00325077,14,23174614
170,340461476,54,M,3.19331,279,0.00325077,13,144128296
170,340461476,54,M,3.19331,310,0.00325077,12,2589580
170,340461476,54,M,3.19331,372,0.00325077,10,935353
170,340461476,56,F,0.976915,62,0.000144119,22,19644439741
170,340461476,56,F,0.976915,117,0.000144119,19,48935636414
170,340461476,56,F,0.976915,169,0.000144119,17,11009717750
170,340461476,56,F,0.976915,255,0.000144119,14,65853017
170,340461476,56,F,0.976915,342,0.000144119,11,5311053
170,340461476,56,F,0.976915,397,0.000144119,9,732228
170,340461476,56,F,0.976915,432,0.000144119,7,29597
170,340461476,58,F,85.1664,44,4.74567e-05,23,731018531827
170,340461476,58,F,85.1664,138,4.74567e-05,18,12204883616
170,340461476,58,F,85.1664,170,4.74567e-05,17,30319864876
170,340461476,58,F,85.1664,228,4.74567e-05,15,2434925408
170,340461476,58,F,85.1664,311,4.74567e-05,12,1874304
170,340461476,58,F,85.1664,433,4.74567e-05,7,59099
170,340461476,61,M,109.565,63,2.07478e-05,22,142218316436
170,340461476,61,M,109.565,97,2.07478e-05,20,77758110215
170,340461476,61,M,109.565,171,2.07478e-05,17,28254559782
170,340461476,61,M,109.565,256,2.07478e-05,14,58215314
170,340461476,61,M,109.565,280,2.07478e-05,13,58314741
170,340461476,61,M,109.565,312,2.07478e-05,12,6033381
170,340461476,61,M,109.565,373,2.07478e-05,10,375519
170,340461476,62,F,21.3283,45,4.98205e-05,23,539602902599
170,340461476,62,F,21.3283,64,4.98205e-05,22,136460106287
170,340461476,62,F,21.3283,139,4.98205e-05,18,27082007361
170,340461476,62,F,21.3283,172,4.98205e-05,17,42923694915
170,340461476,62,F,21.3283,343,4.98205e-05,11,11230874
170,340461476,62,F,21.3283,374,4.98205e-05,10,457276
170,340461476,62,F,21.3283,434,4.98205e-05,7,58918
170,340461476,63,F,6.47159,46,4.02321e-05,23,182360225150
170,340461476,63,F,6.47159,78,4.02321e-05,21,178286193696
170,340461476,63,F,6.47159,98,4.02321e-05,20,37512746721
170,340461476,63,F,6.47159,140,4.02321e-05,18,14717256140
170,340461476,63,F,6.47159,173,4.02321e-05,17,9705657552
170,340461476,63,F,6.47159,229,4.02321e-05,15,1108282585
170,340461476,63,F,6.47159,281,4.02321e-05,13,114471903
170,340461476,63,F,6.47159,313,4.02321e-05,12,5142443
170,340461476,63,F,6.47159,344,4.02321e-05,11,11688349
170,340461476,63,F,6.47159,375,4.02321e-05,10,1279775
170,340461476,64,F,39.0879,29,0.00109158,24,133534643510
170,340461476,64,F,39.0879,79,0.00109158,21,206111709216
170,340461476,64,F,39.0879,174,0.00109158,17,23280524308
170,340461476,64,F,39.0879,257,0.00109158,14,39049975
170,340461476,64,F,39.0879,282,0.00109158,13,39887796
170,340461476,64,F,39.0879,314,0.00109158,12,3681847
170,340461476,64,F,39.0879,345,0.00109158,11,6860935
170,340461476,64,F,39.0879,376,0.00109158,10,833675
170,340461476,64,F,39.0879,398,0.00109158,9,395556
170,340461476,65,M,21.6845,118,0.000914801,19,122878915466
170,340461476,65,M,21.6845,175,0.000914801,17,75689329516
170,340461476,65,M,21.6845,283,0.000914801,13,118260596
170,340461476,65,M,21.6845,315,0.000914801,12,14515882
170,340461476,65,M,21.6845,418,0.000914801,8,36336
170,340461476,66,F,61.6545,65,3.17305e-05,22,158386760596
170,340461476,66,F,61.6545,99,3.17305e-05,20,69636433271
170,340461476,66,F,61.6545,119,3.17305e-05,19,165507919313
170,340461476,66,F,61.6545,141,3.17305e-05,18,19971546495
170,340461476,66,F,61.6545,176,3.17305e-05,17,44051714055
170,340461476,66,F,61.6545,230,3.17305e-05,15,2948585359
170,340461476,66,F,61.6545,258,3.17305e-05,14,155677993
170,340461476,66,F,61.6545,284,3.17305e-05,13,26108771
170,340461476,66,F,61.6545,346,3.17305e-05,11,4061976
170,340461476,66,F,61.6545,435,3.17305e-05,7,29466
170,340461476,67,F,18.6774,21,0.000410452,25,472765711010
170,340461476,67,F,18.6774,120,0.000410452,19,146655149867
170,340461476,67,F,18.6774,142,0.000410452,18,12714272767
170,340461476,67,F,18.6774,177,0.000410452,17,12621401351
170,340461476,67,F,18.6774,203,0.000410452,16,1632225716
170,340461476,67,F,18.6774,231,0.000410452,15,404678980
170,340461476,67,F,18.6774,259,0.000410452,14,235515536
170,340461476,67,F,18.6774,316,0.000410452,12,4817974
170,340461476,67,F,18.6774,347,0.000410452,11,16834464
170,340461476,67,F,18.6774,377,0.000410452,10,679194
170,340461476,72,F,25.6467,47,7.63416e-05,23,500347294722
170,340461476,72,F,25.6467,66,7.63416e-05,22,133853681220
170,340461476,72,F,25.6467,100,7.63416e-05,20,71982256925
170,340461476,72,F,25.6467,178,7.63416e-05,17,30864866332
170,340461476,72,F,25.6467,204,7.63416e-05,16,2318412010
170,340461476,72,F,25.6467,317,7.63416e-05,12,3912358
170,340461476,72,F,25.6467,348,7.63416e-05,11,3331600
170,340461476,72,F,25.6467,378,7.63416e-05,10,1507331
170,340461476,72,F,25.6467,436,7.63416e-05,7,29659
170,340461476,73,M,14.4738,30,0.001656,24,90777208463
170,340461476,73,M,14.4738,48,0.001656,23,447334434236
170,340461476,73,M,14.4738,205,0.001656,16,267514213
170,340461476,73,M,14.4738,232,0.001656,15,2370136268
170,340461476,73,M,14.4738,260,0.001656,14,56131330
170,340461476,73,M,14.4738,349,0.001656,11,12603284
170,340461476,73,M,14.4738,437,0.001656,7,132868
170,340461476,74,F,5.4462,67,1.89895e-05,22,57182616271
170,340461476,74,F,5.4462,121,1.89895e-05,19,53332691843
170,340461476,74,F,5.4462,179,1.89895e-05,17,43291964139
170,340461476,74,F,5.4462,206,1.89895e-05,16,1080756109
170,340461476,74,F,5.4462,233,1.89895e-05,15,805753114
170,340461476,74,F,5.4462,261,1.89895e-05,14,106084788
170,340461476,74,F,5.4462,285,1.89895e-05,13,85994726
170,340461476,74,F,5.4462,350,1.89895e-05,11,2082820
170,340461476,74,F,5.4462,379,1.89895e-05,10,151473
170,340461476,74,F,5.4462,399,1.89895e-05,9,351802
170,340461476,77,M,13.5385,143,0,18,26076662156
170,340461476,77,M,13.5385,180,0,17,33184298287
170,340461476,77,M,13.5385,262,0,14,136969594
170,340461476,77,M,13.5385,286,0,13,182578749
170,340461476,77,M,13.5385,318,0,12,5864973
170,340461476,77,M,13.5385,351,0,11,11738682
170,340461476,77,M,13.5385,419,0,8,51467
170,340461476,79,F,45.3365,22,0.00113222,25,324124545108
170,340461476,79,F,45.3365,80,0.00113222,21,125815931611
170,340461476,79,F,45.3365,122,0.00113222,19,231253896672
170,340461476,79,F,45.3365,144,0.00113222,18,11066310002
170,340461476,79,F,45.3365,207,0.00113222,16,224033419
170,340461476,79,F,45.3365,234,0.00113222,15,1261864250
170,340461476,79,F,45.3365,263,0.00113222,14,52097591
170,340461476,79,F,45.3365,352,0.00113222,11,3417065
170,340461476,79,F,45.3365,380,0.00113222,10,554867
170,340461476,80,F,25.3512,68,0.000679898,22,200098883415
170,340461476,80,F,25.3512,181,0.000679898,17,33011512009
170,340461476,80,F,25.3512,235,0.000679898,15,1597679224
170,340461476,80,F,25.3512,287,0.000679898,13,346566183
170,340461476,80,F,25.3512,319,0.000679898,12,1891770
170,340461476,80,F,25.3512,400,0.000679898,9,1703688
170,340461476,82,F,8.0362,145,0,18,20072220099
170,340461476,82,F,8.0362,182,0,17,87846587292
170,340461476,82,F,8.0362,208,0,16,3744061413
170,340461476,82,F,8.0362,236,0,15,1247444382
170,340461476,82,F,8.0362,320,0,12,10303069
170,340461476,82,F,8.0362,353,0,11,2574445
170,340461476,82,F,8.0362,381,0,10,661552
170,340461476,82,F,8.0362,438,0,7,14704
170,340461476,87,M,41.3271,81,0,21,570277337466
170,340461476,87,M,41.3271,123,0,19,263262108016
170,340461476,87,M,41.3271,146,0,18,21307163425
170,340461476,87,M,41.3271,183,0,17,32051238140
170,340461476,87,M,41.3271,209,0,16,2062172217
170,340461476,87,M,41.3271,354,0,11,10611581
170,340461476,87,M,41.3271,382,0,10,151904
170,340461476,87,M,41.3271,401,0,9,520623
170,340461476,88,M,28.6372,31,0.000459699,24,103075992755
170,340461476,88,M,28.6372,49,0.000459699,23,398904197417
170,340461476,88,M,28.6372,101,0.000459699,20,46871278110
170,340461476,88,M,28.6372,124,0.000459699,19,55450642238
170,340461476,88,M,28.6372,210,0.000459699,16,1229811794
170,340461476,88,M,28.6372,237,0.000459699,15,433715631
170,340461476,88,M,28.6372,264,0.000459699,14,42736142
170,340461476,88,M,28.6372,321,0.000459699,12,3651364
170,340461476,88,M,28.6372,355,0.000459699,11,2108768
170,340461476,88,M,28.6372,420,0.000459699,8,37988
170,340461476,90,M,35.5968,82,0,21,774973202122
170,340461476,90,M,35.5968,238,0,15,3771239988
170,340461476,90,M,35.5968,288,0,13,80669811
170,340461476,90,M,35.5968,322,0,12,5203967
170,340461476,90,M,35.5968,383,0,10,749968
170,340461476,90,M,35.5968,402,0,9,425743
170,340461476,90,M,35.5968,439,0,7,30000
170,340461476,92,M,34.4594,69,3.83289e-05,22,143512846070
170,340461476,92,M,34.4594,83,3.83289e-05,21,312003619949
170,340461476,92,M,34.4594,102,3.83289e-05,20,88766865555
170,340461476,92,M,34.4594,147,3.83289e-05,18,18912178947
170,340461476,92,M,34.4594,211,3.83289e-05,16,1193739958
170,340461476,92,M,34.4594,356,3.83289e-05,11,13852292
170,340461476,92,M,34.4594,403,3.83289e-05,9,169899
170,340461476,92,M,34.4594,421,3.83289e-05,8,22323
170,340461476,92,M,34.4594,440,3.83289e-05,7,56381
170,340461476,93,F,8.04885,32,0.00109398,24,46929233704
170,340461476,93,F,8.04885,103,0.00109398,20,43487349252
170,340461476,93,F,8.04885,184,0.00109398,17,20576731796
170,340461476,93,F,8.04885,239,0.00109398,15,349180710
170,340461476,93,F,8.04885,289,0.00109398,13,27657197
170,340461476,93,F,8.04885,422,0.00109398,8,65980
170,340461476,93,F,8.04885,441,0.00109398,7,57490
170,340461476,96,F,6.09009,104,0,20,53548376525
170,340461476,96,F,6.09009,148,0,18,13657136029
170,340461476,96,F,6.09009,185,0,17,7831301697
170,340461476,96,F,6.09009,240,0,15,1510479683
170,340461476,96,F,6.09009,265,0,14,453148348
170,340461476,96,F,6.09009,290,0,13,129509629
170,340461476,96,F,6.09009,323,0,12,10405092
170,340461476,96,F,6.09009,384,0,10,305675
170,340461476,97,M,40.6663,23,0.000596179,25,19783777468
170,340461476,97,M,40.6663,50,0.000596179,23,464941831607
170,340461476,97,M,40.6663,105,0.000596179,20,52732338961
170,340461476,97,M,40.6663,125,0.000596179,19,81178998443
170,340461476,97,M,40.6663,186,0.000596179,17,938192672
170,340461476,97,M,40.6663,266,0.000596179,14,49741201
170,340461476,97,M,40.6663,324,0.000596179,12,3579024
170,340461476,97,M,40.6663,357,0.000596179,11,1682464
170,340461476,97,M,40.6663,442,0.000596179,7,27452
170,340461476,100,M,90.2281,84,0.000541343,21,509629212690
170,340461476,100,M,90.2281,106,0.000541343,20,42126411906
170,340461476,100,M,90.2281,149,0.000541343,18,6359755074
170,340461476,100,M,90.2281,187,0.000541343,17,44405189897
170,340461476,100,M,90.2281,291,0.000541343,13,92409339
170,340461476,100,M,90.2281,325,0.000541343,12,1672551
170,340461476,100,M,90.2281,358,0.000541343,11,6218556
170,340461476,100,M,90.2281,385,0.000541343,10,906968
170,340461476,100,M,90.2281,423,0.000541343,8,25401
200,340461476,2,M,2.76422,188,1,46,14807
200,340461476,2,M,2.76422,241,1,44,27320
200,340461476,2,M,2.76422,267,1,43,51340
200,340461476,2,M,2.76422,386,1,39,1933261
200,340461476,2,M,2.76422,404,1,38,265644
200,340461476,2,M,2.76422,460,1,35,5095026
200,340461476,3,F,22.0652,71,1,51,32343
200,340461476,3,F,22.0652,107,1,49,174874
200,340461476,3,F,22.0652,151,1,47,79277
200,340461476,3,F,22.0652,189,1,46,18030
200,340461476,3,F,22.0652,242,1,44,591265
200,340461476,3,F,22.0652,268,1,43,4599614
200,340461476,3,F,22.0652,326,1,41,1323861
200,340461476,3,F,22.0652,387,1,39,11309615
200,340461476,3,F,22.0652,405,1,38,17070208
200,340461476,3,F,22.0652,461,1,35,111158465
200,340461476,4,F,2.03669,152,1,47,3085
200,340461476,4,F,2.03669,190,1,46,3011
200,340461476,4,F,2.03669,212,1,45,20326
200,340461476,4,F,2.03669,243,1,44,15379
200,340461476,4,F,2.03669,269,1,43,21388
200,340461476,4,F,2.03669,292,1,42,188562
200,340461476,4,F,2.03669,327,1,41,123293
200,340461476,4,F,2.03669,359,1,40,310654
200,340461476,4,F,2.03669,516,1,27,838936482
200,340461476,5,M,4.46445,153,1,47,21000
200,340461476,5,M,4.46445,213,1,45,22710
200,340461476,5,M,4.46445,328,1,41,4851821
